Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE_COMMERCIAL,BCBSMT_HEALTHLINK_NETWORK,BCBSMT-TRADITIONAL_NETWORK,InterWest_PPO,MONTANA_HEALTH_CO-OP,MONTANA_HEALTH_CO-OP_HPN_PRODUCT,PACIFIC_SOURCE_COMMERCIAL_,UHC,hospital
6172525_1,00024-1352-02 - phenylephrine nasal 1% Spray,Inpatient,,,,,0,35.6,35.6,30.26,35.6,33.82,32.04,32.04,34.532,33.82,30.26,33.82,33.464,Daniels_Memorial_Hospital
6172525_1,00024-1352-02 - phenylephrine nasal 1% Spray,Outpatient,,,,,0,35.6,35.6,30.26,35.6,33.82,32.04,32.04,34.532,33.82,30.26,33.82,33.464,Daniels_Memorial_Hospital
617254_2,US Venous Mapping Unilateral R - Report,ProFee,972,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,100,100,95,201.7722,122.64,,,0,,,95,201.7722,Daniels_Memorial_Hospital
617262_1,XR Exam,Inpatient,320,73562,"Radiologic examination, knee; 3 views",,0,436,436,208.224,422.92,414.2,392.4,392.4,422.92,414.2,370.6,414.2,409.84,Daniels_Memorial_Hospital
617262_1,XR Exam,Outpatient,320,73562,"Radiologic examination, knee; 3 views",,0,436,436,208.224,422.92,414.2,208.224,208.224,422.92,414.2,370.6,414.2,409.84,Daniels_Memorial_Hospital
617274_2,XR O Knee w/ Merchant View R - Report,ProFee,972,73562,"Radiologic examination, knee; 3 views",,0,71,71,34.57,71,34.57,,,0,,,67.45,34.57,Daniels_Memorial_Hospital
617282_1,US Exam,Inpatient,921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1336,1336,1135.6,1295.92,1269.2,1202.4,1202.4,1295.92,1269.2,1135.6,1269.2,1255.84,Daniels_Memorial_Hospital
617282_1,US Exam,Outpatient,921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1336,1336,1135.6,1295.92,1269.2,1202.4,1202.4,1295.92,1269.2,1135.6,1269.2,1255.84,Daniels_Memorial_Hospital
617293_2,US Venous Mapping Unilateral L - Report,ProFee,972,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,100,100,95,201.7722,122.64,,,0,,,95,201.7722,Daniels_Memorial_Hospital
617302_1,XR Exam,Inpatient,320,73562,"Radiologic examination, knee; 3 views",,0,436,436,208.224,422.92,414.2,392.4,392.4,422.92,414.2,370.6,414.2,409.84,Daniels_Memorial_Hospital
617302_1,XR Exam,Outpatient,320,73562,"Radiologic examination, knee; 3 views",,0,436,436,208.224,422.92,414.2,208.224,208.224,422.92,414.2,370.6,414.2,409.84,Daniels_Memorial_Hospital
617309_2,XR O Knee w/ Merchant View L - Report,ProFee,972,73562,"Radiologic examination, knee; 3 views",,0,71,71,32.87,71,34.57,,,0,,,67.45,32.87,Daniels_Memorial_Hospital
6173114_1,61314-0204-15 - pilocarpine ophthalmic 2% Soln,Inpatient,,,,,0,187.85,187.85,159.6725,187.85,178.4575,169.065,169.065,182.2145,178.4575,159.6725,178.4575,176.579,Daniels_Memorial_Hospital
6173114_1,61314-0204-15 - pilocarpine ophthalmic 2% Soln,Outpatient,,,,,0,187.85,187.85,159.6725,187.85,178.4575,169.065,169.065,182.2145,178.4575,159.6725,178.4575,176.579,Daniels_Memorial_Hospital
6173115_1,67877-0124-25 - silver sulfADIAZINE topical 1% Cream,Inpatient,,,,,0,24.72,24.72,21.012,24.72,23.484,22.248,22.248,23.9784,23.484,21.012,23.484,23.2368,Daniels_Memorial_Hospital
6173115_1,67877-0124-25 - silver sulfADIAZINE topical 1% Cream,Outpatient,,,,,0,24.72,24.72,21.012,24.72,23.484,22.248,22.248,23.9784,23.484,21.012,23.484,23.2368,Daniels_Memorial_Hospital
6173117_1,49884-0600-36 - silver sulfADIAZINE topical 1% Cream,Inpatient,,,,,0,40.86,40.86,34.731,40.86,38.817,36.774,36.774,39.6342,38.817,34.731,38.817,38.4084,Daniels_Memorial_Hospital
6173117_1,49884-0600-36 - silver sulfADIAZINE topical 1% Cream,Outpatient,,,,,0,40.86,40.86,34.731,40.86,38.817,36.774,36.774,39.6342,38.817,34.731,38.817,38.4084,Daniels_Memorial_Hospital
6173118_1,00904-2728-35 - sulfacetamide sodium ophthalmic 10% Soln,Inpatient,,,,,0,15.57,15.57,13.2345,15.57,14.7915,14.013,14.013,15.1029,14.7915,13.2345,14.7915,14.6358,Daniels_Memorial_Hospital
6173118_1,00904-2728-35 - sulfacetamide sodium ophthalmic 10% Soln,Outpatient,,,,,0,15.57,15.57,13.2345,15.57,14.7915,14.013,14.013,15.1029,14.7915,13.2345,14.7915,14.6358,Daniels_Memorial_Hospital
6173119_1,61314-0226-05 - timolol ophthalmic 0.25% Soln,Inpatient,,,,,0,26.84,26.84,22.814,26.84,25.498,24.156,24.156,26.0348,25.498,22.814,25.498,25.2296,Daniels_Memorial_Hospital
6173119_1,61314-0226-05 - timolol ophthalmic 0.25% Soln,Outpatient,,,,,0,26.84,26.84,22.814,26.84,25.498,24.156,24.156,26.0348,25.498,22.814,25.498,25.2296,Daniels_Memorial_Hospital
6173120_1,24208-0290-05 - tobramycin ophthalmic 0.3% Soln,Inpatient,,,,,0,17.1,17.1,14.535,17.1,16.245,15.39,15.39,16.587,16.245,14.535,16.245,16.074,Daniels_Memorial_Hospital
6173120_1,24208-0290-05 - tobramycin ophthalmic 0.3% Soln,Outpatient,,,,,0,17.1,17.1,14.535,17.1,16.245,15.39,15.39,16.587,16.245,14.535,16.245,16.074,Daniels_Memorial_Hospital
6173125_1,00168-0062-31 - zinc oxide topical 20% Ointme,Inpatient,,,,,0,83.8,83.8,71.23,83.8,79.61,75.42,75.42,81.286,79.61,71.23,79.61,78.772,Daniels_Memorial_Hospital
6173125_1,00168-0062-31 - zinc oxide topical 20% Ointme,Outpatient,,,,,0,83.8,83.8,71.23,83.8,79.61,75.42,75.42,81.286,79.61,71.23,79.61,78.772,Daniels_Memorial_Hospital
6173127_1,58232-0721-01 - zinc oxide topical 40% Ointme,Inpatient,,,,,0,26.74,26.74,22.729,26.74,25.403,24.066,24.066,25.9378,25.403,22.729,25.403,25.1356,Daniels_Memorial_Hospital
6173127_1,58232-0721-01 - zinc oxide topical 40% Ointme,Outpatient,,,,,0,26.74,26.74,22.729,26.74,25.403,24.066,24.066,25.9378,25.403,22.729,25.403,25.1356,Daniels_Memorial_Hospital
617317_1,XR Exam,Inpatient,320,73560,"Radiologic examination, knee; 1 or 2 views",,0,366,366,180.096,355.02,347.7,329.4,329.4,355.02,347.7,311.1,347.7,344.04,Daniels_Memorial_Hospital
617317_1,XR Exam,Outpatient,320,73560,"Radiologic examination, knee; 1 or 2 views",,0,366,366,180.096,355.02,347.7,180.096,180.096,355.02,347.7,311.1,347.7,344.04,Daniels_Memorial_Hospital
617327_2,XR O Knee Merchant View Only R - Report,ProFee,972,73560,"Radiologic examination, knee; 1 or 2 views",,0,71,71,29.56,71,29.56,,,0,,,67.45,29.56,Daniels_Memorial_Hospital
617336_1,US Exam,Inpatient,921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1389,1389,1180.65,1347.33,1319.55,1250.1,1250.1,1347.33,1319.55,1180.65,1319.55,1305.66,Daniels_Memorial_Hospital
617336_1,US Exam,Outpatient,921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1389,1389,1180.65,1347.33,1319.55,1250.1,1250.1,1347.33,1319.55,1180.65,1319.55,1305.66,Daniels_Memorial_Hospital
617351_1,XR Exam,Inpatient,320,73560,"Radiologic examination, knee; 1 or 2 views",,0,366,366,180.096,355.02,347.7,329.4,329.4,355.02,347.7,311.1,347.7,344.04,Daniels_Memorial_Hospital
617351_1,XR Exam,Outpatient,320,73560,"Radiologic examination, knee; 1 or 2 views",,0,366,366,180.096,355.02,347.7,180.096,180.096,355.02,347.7,311.1,347.7,344.04,Daniels_Memorial_Hospital
617358_2,XR O Knee Merchant View Only L - Report,ProFee,972,73560,"Radiologic examination, knee; 1 or 2 views",,0,71,71,29.56,71,29.56,,,0,,,67.45,29.56,Daniels_Memorial_Hospital
617368_1,US Exam,Inpatient,921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1336,1336,1135.6,1295.92,1269.2,1202.4,1202.4,1295.92,1269.2,1135.6,1269.2,1255.84,Daniels_Memorial_Hospital
617368_1,US Exam,Outpatient,921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1336,1336,1135.6,1295.92,1269.2,1202.4,1202.4,1295.92,1269.2,1135.6,1269.2,1255.84,Daniels_Memorial_Hospital
617378_2,US Venous Doppler Unilateral R - Report,ProFee,972,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,100,100,95,201.7722,122.64,,,0,,,95,201.7722,Daniels_Memorial_Hospital
617387_1,US Exam,Inpatient,921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1336,1336,1135.6,1295.92,1269.2,1202.4,1202.4,1295.92,1269.2,1135.6,1269.2,1255.84,Daniels_Memorial_Hospital
617387_1,US Exam,Outpatient,921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1336,1336,1135.6,1295.92,1269.2,1202.4,1202.4,1295.92,1269.2,1135.6,1269.2,1255.84,Daniels_Memorial_Hospital
617397_2,US Venous Doppler Unilateral L - Report,ProFee,972,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,100,100,95,201.7722,122.64,,,0,,,95,201.7722,Daniels_Memorial_Hospital
617407_1,XR Exam,Inpatient,320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,580,580,225.12,562.6,551,522,522,562.6,551,493,551,545.2,Daniels_Memorial_Hospital
617407_1,XR Exam,Outpatient,320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,580,580,225.12,562.6,551,225.12,225.12,562.6,551,493,551,545.2,Daniels_Memorial_Hospital
617415_2,XR O Knee Arthritis Series R - Report,ProFee,972,73564,"Radiologic examination, knee; complete, 4 or more views",,0,71,71,39.55,71,39.55,,,0,,,67.45,39.55,Daniels_Memorial_Hospital
617425_1,US Exam,Inpatient,921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1389,1389,1180.65,1347.33,1319.55,1250.1,1250.1,1347.33,1319.55,1180.65,1319.55,1305.66,Daniels_Memorial_Hospital
617425_1,US Exam,Outpatient,921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1389,1389,1180.65,1347.33,1319.55,1250.1,1250.1,1347.33,1319.55,1180.65,1319.55,1305.66,Daniels_Memorial_Hospital
617433_2,US Venous Doppler Bilateral - Report,ProFee,972,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,100,100,95,322.138,195.8,,,0,,,95,322.138,Daniels_Memorial_Hospital
617442_1,XR Exam,Inpatient,320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,580,580,225.12,562.6,551,522,522,562.6,551,493,551,545.2,Daniels_Memorial_Hospital
617442_1,XR Exam,Outpatient,320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,580,580,225.12,562.6,551,225.12,225.12,562.6,551,493,551,545.2,Daniels_Memorial_Hospital
617451_2,XR O Knee Arthritis Series L - Report,ProFee,972,73564,"Radiologic examination, knee; complete, 4 or more views",,0,71,71,39.55,71,39.55,,,0,,,67.45,39.55,Daniels_Memorial_Hospital
617483_1,XR Exam,Inpatient,320,73130,"Radiologic examination, hand; minimum of 3 views",,0,410,410,182.88,397.7,389.5,369,369,397.7,389.5,348.5,389.5,385.4,Daniels_Memorial_Hospital
617483_1,XR Exam,Outpatient,320,73130,"Radiologic examination, hand; minimum of 3 views",,0,410,410,182.88,397.7,389.5,182.88,182.88,397.7,389.5,348.5,389.5,385.4,Daniels_Memorial_Hospital
617494_2,XR O Hand w/ Brewerton R - Report,ProFee,972,73130,"Radiologic examination, hand; minimum of 3 views",,0,71,71,30.55,71,30.55,,,0,,,67.45,30.55,Daniels_Memorial_Hospital
617514_1,US Exam,Inpatient,402,76536,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation",,0,716,716,608.6,709.056,680.2,644.4,644.4,694.52,680.2,608.6,680.2,673.04,Daniels_Memorial_Hospital
617514_1,US Exam,Outpatient,402,76536,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation",,0,716,716,608.6,709.056,680.2,709.056,709.056,694.52,680.2,608.6,680.2,673.04,Daniels_Memorial_Hospital
617524_2,US Thyroid - Report,ProFee,972,76536,"Ultrasound, soft tissues of head and neck (eg, thyroid, parathyroid, parotid), real time with image documentation",,0,89,89,84.55,116.58,116.58,,,0,,,84.55,116.58,Daniels_Memorial_Hospital
617532_1,XR Exam,Inpatient,320,73130,"Radiologic examination, hand; minimum of 3 views",,0,410,410,182.88,397.7,389.5,369,369,397.7,389.5,348.5,389.5,385.4,Daniels_Memorial_Hospital
617532_1,XR Exam,Outpatient,320,73130,"Radiologic examination, hand; minimum of 3 views",,0,410,410,182.88,397.7,389.5,182.88,182.88,397.7,389.5,348.5,389.5,385.4,Daniels_Memorial_Hospital
617541_2,XR O Hand w/ Brewerton L - Report,ProFee,972,73130,"Radiologic examination, hand; minimum of 3 views",,0,71,71,30.55,71,30.55,,,0,,,67.45,30.55,Daniels_Memorial_Hospital
617549_1,XR Exam,Inpatient,320,73630,"Radiologic examination, foot; complete, minimum of 3 views",,0,408,408,166.032,395.76,387.6,367.2,367.2,395.76,387.6,346.8,387.6,383.52,Daniels_Memorial_Hospital
617549_1,XR Exam,Outpatient,320,73630,"Radiologic examination, foot; complete, minimum of 3 views",,0,408,408,166.032,395.76,387.6,166.032,166.032,395.76,387.6,346.8,387.6,383.52,Daniels_Memorial_Hospital
617555_2,XR O Foot w/ Subtalar View R - Report,ProFee,972,73630,"Radiologic examination, foot; complete, minimum of 3 views",,0,71,71,29.12,71,29.12,,,0,,,67.45,29.12,Daniels_Memorial_Hospital
617564_1,XR Exam,Inpatient,320,73630,"Radiologic examination, foot; complete, minimum of 3 views",,0,408,408,166.032,395.76,387.6,367.2,367.2,395.76,387.6,346.8,387.6,383.52,Daniels_Memorial_Hospital
617564_1,XR Exam,Outpatient,320,73630,"Radiologic examination, foot; complete, minimum of 3 views",,0,408,408,166.032,395.76,387.6,166.032,166.032,395.76,387.6,346.8,387.6,383.52,Daniels_Memorial_Hospital
617573_2,XR O Foot w/ Subtalar View L - Report,ProFee,972,73630,"Radiologic examination, foot; complete, minimum of 3 views",,0,71,71,29.12,71,29.12,,,0,,,67.45,29.12,Daniels_Memorial_Hospital
617584_1,XR Exam,Inpatient,320,73620,"Radiologic examination, foot; 2 views",,0,294,294,146.304,294,279.3,264.6,264.6,285.18,279.3,249.9,279.3,276.36,Daniels_Memorial_Hospital
617584_1,XR Exam,Outpatient,320,73620,"Radiologic examination, foot; 2 views",,0,294,294,146.304,294,279.3,146.304,146.304,285.18,279.3,249.9,279.3,276.36,Daniels_Memorial_Hospital
617595_2,XR O Foot Subtalar View Only R - Report,ProFee,972,73620,"Radiologic examination, foot; 2 views",,0,71,71,25.9,71,25.9,,,0,,,67.45,25.9,Daniels_Memorial_Hospital
617603_1,XR Exam,Inpatient,320,73620,"Radiologic examination, foot; 2 views",,0,294,294,146.304,294,279.3,264.6,264.6,285.18,279.3,249.9,279.3,276.36,Daniels_Memorial_Hospital
617603_1,XR Exam,Outpatient,320,73620,"Radiologic examination, foot; 2 views",,0,294,294,146.304,294,279.3,146.304,146.304,285.18,279.3,249.9,279.3,276.36,Daniels_Memorial_Hospital
6176059_1,Flow Cytometry (GenOptix),Inpatient,310,88184,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; first marker",,0,234,234,198.9,288.054,222.3,210.6,210.6,226.98,222.3,198.9,222.3,219.96,Daniels_Memorial_Hospital
6176059_1,Flow Cytometry (GenOptix),Outpatient,310,88184,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; first marker",,0,234,234,198.9,288.054,222.3,288.054,288.054,226.98,222.3,198.9,222.3,219.96,Daniels_Memorial_Hospital
6176118_1,"Charge Flow, ea addtl, GenOptix",Inpatient,300,88185,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; each additional marker (List separately in addition to code for first marker)",,0,118,118,100.3,129.558,112.1,106.2,106.2,114.46,112.1,100.3,112.1,110.92,Daniels_Memorial_Hospital
6176118_1,"Charge Flow, ea addtl, GenOptix",Outpatient,300,88185,"Flow cytometry, cell surface, cytoplasmic, or nuclear marker, technical component only; each additional marker (List separately in addition to code for first marker)",,0,118,118,100.3,129.558,112.1,129.558,129.558,114.46,112.1,100.3,112.1,110.92,Daniels_Memorial_Hospital
617615_2,XR O Foot Subtalar View Only L - Report,ProFee,972,73620,"Radiologic examination, foot; 2 views",,0,71,71,25.9,71,25.9,,,0,,,67.45,25.9,Daniels_Memorial_Hospital
617625_1,XR Exam,Inpatient,320,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,403,403,180.096,390.91,382.85,362.7,362.7,390.91,382.85,342.55,382.85,378.82,Daniels_Memorial_Hospital
617625_1,XR Exam,Outpatient,320,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,403,403,180.096,390.91,382.85,180.096,180.096,390.91,382.85,342.55,382.85,378.82,Daniels_Memorial_Hospital
617632_2,XR O Ankle Arthritis Series R - Report,ProFee,972,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,71,71,29.41,71,31.31,,,0,,,67.45,29.41,Daniels_Memorial_Hospital
617644_1,XR Exam,Inpatient,320,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,403,403,180.096,390.91,382.85,362.7,362.7,390.91,382.85,342.55,382.85,378.82,Daniels_Memorial_Hospital
617644_1,XR Exam,Outpatient,320,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,403,403,180.096,390.91,382.85,180.096,180.096,390.91,382.85,342.55,382.85,378.82,Daniels_Memorial_Hospital
617658_2,XR O Ankle Arthritis Series L - Report,ProFee,972,73610,"Radiologic examination, ankle; complete, minimum of 3 views",,0,71,71,9.24,71,31.31,,,0,,,67.45,9.24,Daniels_Memorial_Hospital
617670_1,XR Exam,Inpatient,320,76010,"Radiologic examination from nose to rectum for foreign body, single view, child",,0,354,354,135.072,343.38,336.3,318.6,318.6,343.38,336.3,300.9,336.3,332.76,Daniels_Memorial_Hospital
617670_1,XR Exam,Outpatient,320,76010,"Radiologic examination from nose to rectum for foreign body, single view, child",,0,354,354,135.072,343.38,336.3,135.072,135.072,343.38,336.3,300.9,336.3,332.76,Daniels_Memorial_Hospital
617683_2,XR Nose to Rectum/Foreign Body Child - Report,ProFee,972,76010,"Radiologic examination from nose to rectum for foreign body, single view, child",,0,71,71,26.26,71,26.26,,,0,,,67.45,26.26,Daniels_Memorial_Hospital
617715_1,XR Exam,Inpatient,320,70160,"Radiologic examination, nasal bones, complete, minimum of 3 views",,0,272,272,191.328,272,258.4,244.8,244.8,263.84,258.4,231.2,258.4,255.68,Daniels_Memorial_Hospital
617715_1,XR Exam,Outpatient,320,70160,"Radiologic examination, nasal bones, complete, minimum of 3 views",,0,272,272,191.328,272,258.4,191.328,191.328,263.84,258.4,231.2,258.4,255.68,Daniels_Memorial_Hospital
617726_2,XR Nasal Bones - Report,ProFee,972,70160,"Radiologic examination, nasal bones, complete, minimum of 3 views",,0,71,71,32.7,71,32.7,,,0,,,67.45,32.7,Daniels_Memorial_Hospital
617886_1,XR Exam,Inpatient,320,70130,"Radiologic examination, mastoids; complete, minimum of 3 views per side",,0,477,477,292.608,462.69,453.15,429.3,429.3,462.69,453.15,405.45,453.15,448.38,Daniels_Memorial_Hospital
617886_1,XR Exam,Outpatient,320,70130,"Radiologic examination, mastoids; complete, minimum of 3 views per side",,0,477,477,292.608,462.69,453.15,292.608,292.608,462.69,453.15,405.45,453.15,448.38,Daniels_Memorial_Hospital
617898_2,XR Mastoids Complete Bilateral - Report,ProFee,972,70130,"Radiologic examination, mastoids; complete, minimum of 3 views per side",,0,71,71,54.95,71,54.95,,,0,,,67.45,54.95,Daniels_Memorial_Hospital
617905_1,XR Exam,Inpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,239,239,191.328,239,227.05,215.1,215.1,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
617905_1,XR Exam,Outpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,239,239,191.328,239,227.05,191.328,191.328,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
617909_1,ST Clinical Evaluation Swallow,Inpatient,,92610,Evaluation of oral and pharyngeal swallowing function,,0,519,519,441.15,503.43,493.05,467.1,467.1,503.43,493.05,441.15,493.05,487.86,Daniels_Memorial_Hospital
617909_1,ST Clinical Evaluation Swallow,Outpatient,,92610,Evaluation of oral and pharyngeal swallowing function,,0,519,519,441.15,503.43,493.05,467.1,467.1,503.43,493.05,441.15,493.05,487.86,Daniels_Memorial_Hospital
617916_2,XR Mastoid Limited R - Report,ProFee,972,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,71,71,34.13,71,34.13,,,0,,,67.45,34.13,Daniels_Memorial_Hospital
617925_1,XR Exam,Inpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,239,239,191.328,239,227.05,215.1,215.1,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
617925_1,XR Exam,Outpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,239,239,191.328,239,227.05,191.328,191.328,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
617933_2,XR Mastoid Limited L - Report,ProFee,972,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,71,71,34.13,71,34.13,,,0,,,67.45,34.13,Daniels_Memorial_Hospital
617945_1,XR Exam,Inpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,233,233,188.544,233,221.35,209.7,209.7,226.01,221.35,198.05,221.35,219.02,Daniels_Memorial_Hospital
617945_1,XR Exam,Outpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,233,233,188.544,233,221.35,188.544,188.544,226.01,221.35,198.05,221.35,219.02,Daniels_Memorial_Hospital
617953_2,XR Mandible Limited R - Report,ProFee,972,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,71,71,25.82,71,33.06,,,0,,,67.45,25.82,Daniels_Memorial_Hospital
617962_1,XR Exam,Inpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,233,233,188.544,233,221.35,209.7,209.7,226.01,221.35,198.05,221.35,219.02,Daniels_Memorial_Hospital
617962_1,XR Exam,Outpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,233,233,188.544,233,221.35,188.544,188.544,226.01,221.35,198.05,221.35,219.02,Daniels_Memorial_Hospital
617970_2,XR Mandible Limited L - Report,ProFee,972,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,71,71,30.79,71,33.06,,,0,,,67.45,30.79,Daniels_Memorial_Hospital
617981_1,XR Exam,Inpatient,320,70110,"Radiologic examination, mandible; complete, minimum of 4 views",,0,584,584,199.776,566.48,554.8,525.6,525.6,566.48,554.8,496.4,554.8,548.96,Daniels_Memorial_Hospital
617981_1,XR Exam,Outpatient,320,70110,"Radiologic examination, mandible; complete, minimum of 4 views",,0,584,584,199.776,566.48,554.8,199.776,199.776,566.48,554.8,496.4,554.8,548.96,Daniels_Memorial_Hospital
617991_2,XR Mandible Complete - Report,ProFee,972,70110,"Radiologic examination, mandible; complete, minimum of 4 views",,0,71,71,38.06,71,38.06,,,0,,,67.45,38.06,Daniels_Memorial_Hospital
618022_1,XR Exam,Inpatient,320,73592,"Radiologic examination; lower extremity, infant, minimum of 2 views",,0,239,239,151.92,239,227.05,215.1,215.1,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
618022_1,XR Exam,Outpatient,320,73592,"Radiologic examination; lower extremity, infant, minimum of 2 views",,0,239,239,151.92,239,227.05,151.92,151.92,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
618031_2,XR Lower Extremity Infant R - Report,ProFee,972,73592,"Radiologic examination; lower extremity, infant, minimum of 2 views",,0,71,71,27.34,71,27.34,,,0,,,67.45,27.34,Daniels_Memorial_Hospital
618043_1,XR Exam,Inpatient,320,73592,"Radiologic examination; lower extremity, infant, minimum of 2 views",,0,239,239,151.92,239,227.05,215.1,215.1,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
618043_1,XR Exam,Outpatient,320,73592,"Radiologic examination; lower extremity, infant, minimum of 2 views",,0,239,239,151.92,239,227.05,151.92,151.92,231.83,227.05,203.15,227.05,224.66,Daniels_Memorial_Hospital
618050_2,XR Lower Extremity Infant L - Report,ProFee,972,73592,"Radiologic examination; lower extremity, infant, minimum of 2 views",,0,71,71,27.34,71,27.34,,,0,,,67.45,27.34,Daniels_Memorial_Hospital
618102_1,XR Exam,Inpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,477,477,188.544,462.69,453.15,429.3,429.3,462.69,453.15,405.45,453.15,448.38,Daniels_Memorial_Hospital
618102_1,XR Exam,Outpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,477,477,188.544,462.69,453.15,188.544,188.544,462.69,453.15,405.45,453.15,448.38,Daniels_Memorial_Hospital
618111_2,XR L/S Spots Only - Report,ProFee,972,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,71,71,35.25,71,35.25,,,0,,,67.45,35.25,Daniels_Memorial_Hospital
6181162_1,64764-0119-07 - colchicine 0.6 mg Tab,Inpatient,,,,,0,165.89,165.89,141.0065,165.89,157.5955,149.301,149.301,160.9133,157.5955,141.0065,157.5955,155.9366,Daniels_Memorial_Hospital
6181162_1,64764-0119-07 - colchicine 0.6 mg Tab,Outpatient,,,,,0,165.89,165.89,141.0065,165.89,157.5955,149.301,149.301,160.9133,157.5955,141.0065,157.5955,155.9366,Daniels_Memorial_Hospital
6181169_1,16729-0001-01 - glimepiride 1 mg Tab,Inpatient,,,,,0,0.2,0.2,0.17,0.2,0.19,0.18,0.18,0.194,0.19,0.17,0.19,0.188,Daniels_Memorial_Hospital
6181169_1,16729-0001-01 - glimepiride 1 mg Tab,Outpatient,,,,,0,0.2,0.2,0.17,0.2,0.19,0.18,0.18,0.194,0.19,0.17,0.19,0.188,Daniels_Memorial_Hospital
6181173_1,00555-0899-02 - estradiol 0.5 mg Tab,Inpatient,,,,,0,5.6,5.6,4.76,5.6,5.32,5.04,5.04,5.432,5.32,4.76,5.32,5.264,Daniels_Memorial_Hospital
6181173_1,00555-0899-02 - estradiol 0.5 mg Tab,Outpatient,,,,,0,5.6,5.6,4.76,5.6,5.32,5.04,5.04,5.432,5.32,4.76,5.32,5.264,Daniels_Memorial_Hospital
6181174_1,60505-0014-06 - diltiazem 120 mg/24 hours ER Cap,Inpatient,,,,,0,6.3,6.3,5.355,6.3,5.985,5.67,5.67,6.111,5.985,5.355,5.985,5.922,Daniels_Memorial_Hospital
6181174_1,60505-0014-06 - diltiazem 120 mg/24 hours ER Cap,Outpatient,,,,,0,6.3,6.3,5.355,6.3,5.985,5.67,5.67,6.111,5.985,5.355,5.985,5.922,Daniels_Memorial_Hospital
