ALT CODE TYPE,ALT CODE,NAME,CURRENT STANDARD AMOUNT,GROSS CHARGES,SELF PAY CHARGES,MINIMUM NEGOTIATED CHARGES,MAXIMUM NEGOTIATED CHARGES,PAYER - AARP,PAYER - AETNA,PAYER - AID ASSOCIATION FOR LUTHERANS,PAYER - ALLEGIANCE BENEFIT PLAN MANAGEMENT,PAYER - ANTHEM,PAYER - APWU,PAYER - BANKERS,PAYER - BLUE CROSS BLUE SHIELD,PAYER - CHAMPUS VA,PAYER - CIGNA,PAYER - COLONIAL LIFE,PAYER - CONTINENTAL GENERAL,PAYER - CONTINENTAL LIFE,PAYER - EMBS,PAYER - EMPLOYEE BENEFIT MANAGEMENT SERVICES,PAYER - EQUITABLE LIFE,PAYER - GE,PAYER - GEHA,PAYER - GOLDEN,PAYER - HEALTH INFO NET,PAYER - HUMANA,PAYER - KAISER PERMANENTE,PAYER - LOOMIS,PAYER - MACO,PAYER - MAIL HANDLERS,PAYER - MARSH,PAYER - MT HEALTH COOP,PAYER - MT MEDICAL BILLING,PAYER - MUTUAL OF OMAHA,PAYER - OPERATING ENGINEERS,PAYER - PACIFIC SOURCE,PAYER - PHYSICIANS MUTUAL,PAYER - PRINCIPAL LIFE,PAYER - RURAL CARRIER,PAYER - STERLING,PAYER - TRICARE FOR LIFE,PAYER - TRICARE NORTHWEST,PAYER - TRIWEST,PAYER - UHC,PAYER - UNITED AMERICAN,PAYER - UNITED HEALTHCARE,PAYER - USAA,PAYER - VA NETWORK,hospital
CPT-4,70160,"NASAL BONES, MIN 3 VIEW",240.15,240.15,192.12,75.11,240.15,240.18,238.05,239.95,194.23,75.11,202.34,239.23,173.42,139.54,197.11,236.04,240.15,240.19,214.93,185.57,240.16,240.15,202.41,240.15,240.15,231.92,144.32,153.73,188.18,209.94,240.15,201.72,118.79,240.08,240.15,196.85,240.15,239.15,239.96,240.15,238.03,111.88,140.37,240.15,239.87,200.5,240.15,132.95,St_Luke_Community_Hospital
CPT-4,84445,THYROID STIMULATING IMMUNOGLOB,240.75,240.75,192.6,75.3,240.75,240.78,238.64,240.55,194.72,75.3,202.84,239.83,173.85,139.89,197.6,236.63,240.75,240.79,215.47,186.03,240.76,240.75,202.92,240.75,240.75,232.5,144.69,154.11,188.65,210.46,240.75,202.23,119.09,240.68,240.75,197.34,240.75,239.75,240.56,240.75,238.63,112.15,140.72,240.75,240.47,201.0,240.75,133.28,St_Luke_Community_Hospital
CPT-4,54056,CRYOSURGERY PENIS LESION(S),241.0,241.0,192.8,75.38,241.0,241.03,238.89,240.79,194.92,75.38,203.06,240.08,174.03,140.03,197.81,236.87,241.0,241.04,215.7,186.22,241.01,241.0,203.13,241.0,241.0,232.74,144.84,154.27,188.84,210.68,241.0,202.44,119.22,240.93,241.0,197.54,241.0,240.0,240.81,241.0,238.87,112.27,140.86,241.0,240.72,201.21,241.0,133.42,St_Luke_Community_Hospital
CPT-4,77066,MAMMOGRAM DX W/CAD BILATERAL,241.2,241.2,192.96,75.44,241.2,241.23,239.09,240.99,195.08,75.44,203.22,240.28,174.17,140.15,197.97,237.07,241.2,241.24,215.87,186.38,241.21,241.2,203.3,241.2,241.2,232.93,144.96,154.4,189.0,210.86,241.2,202.61,119.31,241.13,241.2,197.71,241.2,240.2,241.01,241.2,239.07,112.36,140.98,241.2,240.92,201.38,241.2,133.53,St_Luke_Community_Hospital
CPT-4,73502,HIP UNILAT COM MIN 2V W/O PELV,241.95,241.95,193.56,75.68,241.95,241.98,239.83,241.74,195.69,75.68,203.86,241.03,174.72,140.59,198.59,237.81,241.95,241.99,216.55,186.96,241.96,241.95,203.93,241.95,241.95,233.66,145.41,154.88,189.59,211.51,241.95,203.24,119.69,241.88,241.95,198.32,241.95,240.95,241.76,241.95,239.82,112.71,141.42,241.95,241.67,202.0,241.95,133.95,St_Luke_Community_Hospital
CPT-4,73502,HIP UNILAT COM MIN 2V W/O PELV,241.95,241.95,193.56,75.68,241.95,241.98,239.83,241.74,195.69,75.68,203.86,241.03,174.72,140.59,198.59,237.81,241.95,241.99,216.55,186.96,241.96,241.95,203.93,241.95,241.95,233.66,145.41,154.88,189.59,211.51,241.95,203.24,119.69,241.88,241.95,198.32,241.95,240.95,241.76,241.95,239.82,112.71,141.42,241.95,241.67,202.0,241.95,133.95,St_Luke_Community_Hospital
CPT-4,73502,HIP UNILAT COM MIN 2V W/O PELV,241.95,241.95,193.56,75.68,241.95,241.98,239.83,241.74,195.69,75.68,203.86,241.03,174.72,140.59,198.59,237.81,241.95,241.99,216.55,186.96,241.96,241.95,203.93,241.95,241.95,233.66,145.41,154.88,189.59,211.51,241.95,203.24,119.69,241.88,241.95,198.32,241.95,240.95,241.76,241.95,239.82,112.71,141.42,241.95,241.67,202.0,241.95,133.95,St_Luke_Community_Hospital
CPT-4,73502,HIP UNILAT COM MIN 2V W/O PELV,241.95,241.95,193.56,75.68,241.95,241.98,239.83,241.74,195.69,75.68,203.86,241.03,174.72,140.59,198.59,237.81,241.95,241.99,216.55,186.96,241.96,241.95,203.93,241.95,241.95,233.66,145.41,154.88,189.59,211.51,241.95,203.24,119.69,241.88,241.95,198.32,241.95,240.95,241.76,241.95,239.82,112.71,141.42,241.95,241.67,202.0,241.95,133.95,St_Luke_Community_Hospital
CPT-4,11302,SHAVE SKIN LESION 1.1-2.0 CM,242.0,242.0,193.6,75.69,242.0,242.03,239.88,241.79,195.73,75.69,203.9,241.08,174.75,140.62,198.63,237.86,242.0,242.04,216.59,187.0,242.01,242.0,203.97,242.0,242.0,233.71,145.44,154.91,189.63,211.56,242.0,203.28,119.71,241.93,242.0,198.36,242.0,241.0,241.81,242.0,239.87,112.74,141.45,242.0,241.72,202.04,242.0,133.98,St_Luke_Community_Hospital
,,OXYGEN 5-13 HOURS,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,72040,C-SPINE 3 VIEWS,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,72040,C-SPINE 3 VIEWS,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,73222,MRI UPPER EXT JOINT WITH,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,71270,CT CHEST W&W/0,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,72040,C-SPINE 3 VIEWS,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,74170,CT ABD W&W/O,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,72040,C-SPINE 3 VIEWS,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,71270,CT CHEST W&W/0,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,74170,CT ABD W&W/O,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
CPT-4,73222,MRI UPPER EXT JOINT WITH,242.55,242.55,194.04,75.87,242.55,242.58,240.43,242.34,196.17,75.87,204.36,241.63,175.15,140.94,199.08,238.4,242.55,242.59,217.08,187.42,242.56,242.55,204.43,242.55,242.55,234.24,145.77,155.26,190.06,212.04,242.55,203.74,119.98,242.48,242.55,198.82,242.55,241.54,242.36,242.55,240.41,112.99,141.77,242.55,242.27,202.5,242.55,134.28,St_Luke_Community_Hospital
HCPCS,C1713,I SCREW STARDRV 3.5MM 10-60M,242.6,242.6,194.08,75.88,242.6,242.63,240.48,242.39,196.22,75.88,204.4,241.68,175.18,140.96,199.12,238.45,242.6,242.64,217.13,187.46,242.61,242.6,204.48,242.6,242.6,234.28,145.8,155.29,190.1,212.08,242.6,203.78,120.01,242.53,242.6,198.86,242.6,241.59,242.41,242.6,240.46,113.02,141.8,242.6,242.32,202.54,242.6,134.31,St_Luke_Community_Hospital
,,PULSE LAVAGE,242.8,242.8,194.24,75.94,242.8,242.83,240.67,242.59,196.38,75.94,204.57,241.87,175.33,141.08,199.29,238.64,242.8,242.84,217.31,187.62,242.81,242.8,204.64,242.8,242.8,234.48,145.92,155.42,190.25,212.26,242.8,203.95,120.11,242.73,242.8,199.02,242.8,241.79,242.61,242.8,240.66,113.11,141.92,242.8,242.52,202.71,242.8,134.42,St_Luke_Community_Hospital
,,SUTURE 3-0 STRATAFIX ABS LC30C,242.8,242.8,194.24,75.94,242.8,242.83,240.67,242.59,196.38,75.94,204.57,241.87,175.33,141.08,199.29,238.64,242.8,242.84,217.31,187.62,242.81,242.8,204.64,242.8,242.8,234.48,145.92,155.42,190.25,212.26,242.8,203.95,120.11,242.73,242.8,199.02,242.8,241.79,242.61,242.8,240.66,113.11,141.92,242.8,242.52,202.71,242.8,134.42,St_Luke_Community_Hospital
,,SUTURE STRATAFIX 2-0,242.8,242.8,194.24,75.94,242.8,242.83,240.67,242.59,196.38,75.94,204.57,241.87,175.33,141.08,199.29,238.64,242.8,242.84,217.31,187.62,242.81,242.8,204.64,242.8,242.8,234.48,145.92,155.42,190.25,212.26,242.8,203.95,120.11,242.73,242.8,199.02,242.8,241.79,242.61,242.8,240.66,113.11,141.92,242.8,242.52,202.71,242.8,134.42,St_Luke_Community_Hospital
CPT-4,57455,VAGINA EXAMINATION & BIOPSY,243.0,243.0,194.4,76.01,243.0,243.03,240.87,242.79,196.54,76.01,204.74,242.07,175.47,141.2,199.45,238.84,243.0,243.04,217.49,187.77,243.01,243.0,204.81,243.0,243.0,234.67,146.04,155.55,190.41,212.43,243.0,204.12,120.2,242.93,243.0,199.18,243.0,241.99,242.81,243.0,240.86,113.2,142.03,243.0,242.72,202.88,243.0,134.53,St_Luke_Community_Hospital
CPT-4,73610,ANKLE COMPLETE MIN 3 VIEWS,243.55,243.55,194.84,76.18,243.55,243.58,241.42,243.34,196.98,76.18,205.2,242.62,175.87,141.52,199.9,239.38,243.55,243.59,217.98,188.19,243.56,243.55,205.28,243.55,243.55,235.2,146.37,155.9,190.84,212.91,243.55,204.58,120.48,243.48,243.55,199.63,243.55,242.54,243.35,243.55,241.4,113.46,142.35,243.55,243.27,203.34,243.55,134.83,St_Luke_Community_Hospital
CPT-4,73610,ANKLE COMPLETE MIN 3 VIEWS,243.55,243.55,194.84,76.18,243.55,243.58,241.42,243.34,196.98,76.18,205.2,242.62,175.87,141.52,199.9,239.38,243.55,243.59,217.98,188.19,243.56,243.55,205.28,243.55,243.55,235.2,146.37,155.9,190.84,212.91,243.55,204.58,120.48,243.48,243.55,199.63,243.55,242.54,243.35,243.55,241.4,113.46,142.35,243.55,243.27,203.34,243.55,134.83,St_Luke_Community_Hospital
CPT-4,72141,MRI C-SPINE WITHOUT,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,72146,MRI T SPINE WITHOUT,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,72141,MRI C-SPINE WITHOUT,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,72146,MRI T SPINE WITHOUT,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,74182,MRI ABD WITH,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,71550,MRI CHEST WITHOUT,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,72141,MRI C-SPINE WITHOUT-LTD ONLY,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,74182,MRI ABD WITH,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,72146,MRI T-SPINE WITHOUT-LTD ONLY,243.6,243.6,194.88,76.19,243.6,243.63,241.47,243.39,197.02,76.19,205.25,242.67,175.91,141.55,199.94,239.43,243.6,243.64,218.02,188.23,243.61,243.6,205.32,243.6,243.6,235.25,146.4,155.93,190.88,212.96,243.6,204.62,120.5,243.53,243.6,199.68,243.6,242.59,243.4,243.6,241.45,113.48,142.38,243.6,243.32,203.38,243.6,134.86,St_Luke_Community_Hospital
CPT-4,99215,OFFICE/OUTPATIENT VISIT EST,244.0,244.0,195.2,76.32,244.0,244.03,241.86,243.79,197.35,76.32,205.58,243.07,176.2,141.78,200.27,239.82,244.0,244.04,218.38,188.54,244.01,244.0,205.66,244.0,244.0,235.64,146.64,156.19,191.19,213.31,244.0,204.96,120.7,243.93,244.0,200.0,244.0,242.99,243.8,244.0,241.85,113.67,142.62,244.0,243.72,203.71,244.0,135.08,St_Luke_Community_Hospital
CPT-4,73630,FOOT COMPLETE MIN 3 VIEWS,244.1,244.1,195.28,76.35,244.1,244.13,241.96,243.89,197.43,76.35,205.67,243.17,176.27,141.84,200.35,239.92,244.1,244.14,218.47,188.62,244.11,244.1,205.74,244.1,244.1,235.73,146.7,156.25,191.27,213.39,244.1,205.04,120.75,244.03,244.1,200.09,244.1,243.09,243.9,244.1,241.95,113.72,142.68,244.1,243.82,203.8,244.1,135.14,St_Luke_Community_Hospital
CPT-4,73630,FOOT COMPLETE MIN 3 VIEWS,244.1,244.1,195.28,76.35,244.1,244.13,241.96,243.89,197.43,76.35,205.67,243.17,176.27,141.84,200.35,239.92,244.1,244.14,218.47,188.62,244.11,244.1,205.74,244.1,244.1,235.73,146.7,156.25,191.27,213.39,244.1,205.04,120.75,244.03,244.1,200.09,244.1,243.09,243.9,244.1,241.95,113.72,142.68,244.1,243.82,203.8,244.1,135.14,St_Luke_Community_Hospital
CPT-4,11042,DEB SUBQ TISSUE 20 SQ CM/<,244.1,244.1,195.28,76.35,244.1,244.13,241.96,243.89,197.43,76.35,205.67,243.17,176.27,141.84,200.35,239.92,244.1,244.14,218.47,188.62,244.11,244.1,205.74,244.1,244.1,235.73,146.7,156.25,191.27,213.39,244.1,205.04,120.75,244.03,244.1,200.09,244.1,243.09,243.9,244.1,241.95,113.72,142.68,244.1,243.82,203.8,244.1,135.14,St_Luke_Community_Hospital
CPT-4,11042,DEB SUBQ TISSUE 20 SQ CM/<,244.1,244.1,195.28,76.35,244.1,244.13,241.96,243.89,197.43,76.35,205.67,243.17,176.27,141.84,200.35,239.92,244.1,244.14,218.47,188.62,244.11,244.1,205.74,244.1,244.1,235.73,146.7,156.25,191.27,213.39,244.1,205.04,120.75,244.03,244.1,200.09,244.1,243.09,243.9,244.1,241.95,113.72,142.68,244.1,243.82,203.8,244.1,135.14,St_Luke_Community_Hospital
CPT-4,11042,DEB SUBQ TISSUE 20 SQ CM/<,244.1,244.1,195.28,76.35,244.1,244.13,241.96,243.89,197.43,76.35,205.67,243.17,176.27,141.84,200.35,239.92,244.1,244.14,218.47,188.62,244.11,244.1,205.74,244.1,244.1,235.73,146.7,156.25,191.27,213.39,244.1,205.04,120.75,244.03,244.1,200.09,244.1,243.09,243.9,244.1,241.95,113.72,142.68,244.1,243.82,203.8,244.1,135.14,St_Luke_Community_Hospital
CPT-4,99221,INITIAL HOSPITAL CARE,245.0,245.0,196.0,76.63,245.0,245.03,242.85,244.79,198.16,76.63,206.43,244.07,176.92,142.36,201.09,240.8,245.0,245.04,219.28,189.32,245.01,245.0,206.5,245.0,245.0,236.6,147.24,156.83,191.98,214.18,245.0,205.8,121.19,244.93,245.0,200.82,245.0,243.98,244.8,245.0,242.84,114.13,143.2,245.0,244.71,204.55,245.0,135.64,St_Luke_Community_Hospital
CPT-4,80055,OBSTETRIC PANEL,245.05,245.05,196.04,76.65,245.05,245.08,242.9,244.84,198.2,76.65,206.47,244.12,176.95,142.39,201.13,240.85,245.05,245.09,219.32,189.35,245.06,245.05,206.54,245.05,245.05,236.65,147.27,156.86,192.02,214.22,245.05,205.84,121.22,244.98,245.05,200.86,245.05,244.03,244.85,245.05,242.89,114.16,143.23,245.05,244.76,204.59,245.05,135.66,St_Luke_Community_Hospital
CPT-4,76830,TRANSVAGINAL US NON-OB,245.35,245.35,196.28,76.74,245.35,245.38,243.2,245.14,198.44,76.74,206.72,244.41,177.17,142.56,201.38,241.15,245.35,245.39,219.59,189.59,245.36,245.35,206.79,245.35,245.35,236.94,147.45,157.05,192.25,214.49,245.35,206.09,121.37,245.28,245.35,201.11,245.35,244.33,245.15,245.35,243.19,114.3,143.41,245.35,245.06,204.84,245.35,135.83,St_Luke_Community_Hospital
CPT-4,72081,X-RAY EXAM ENTIRE SPI 1 VIEW,246.0,246.0,196.8,76.94,246.0,246.03,243.85,245.79,198.97,76.94,207.27,245.06,177.64,142.94,201.91,241.79,246.0,246.04,220.17,190.09,246.01,246.0,207.34,246.0,246.0,237.57,147.84,157.47,192.76,215.05,246.0,206.64,121.69,245.93,246.0,201.64,246.0,244.98,245.8,246.0,243.83,114.6,143.79,246.0,245.71,205.38,246.0,136.19,St_Luke_Community_Hospital
CPT-4,10060,DRAINAGE OF SKIN ABSCESS,246.2,246.2,196.96,77.01,246.2,246.23,244.04,245.99,199.13,77.01,207.44,245.26,177.78,143.06,202.08,241.98,246.2,246.24,220.35,190.24,246.21,246.2,207.51,246.2,246.2,237.76,147.96,157.6,192.92,215.23,246.2,206.81,121.79,246.13,246.2,201.81,246.2,245.18,246.0,246.2,244.03,114.69,143.9,246.2,245.91,205.55,246.2,136.3,St_Luke_Community_Hospital
CPT-4,72070,T SPINE 2 VIEWS,246.8,246.8,197.44,77.19,246.8,246.83,244.64,246.59,199.61,77.19,207.94,245.86,178.22,143.4,202.57,242.57,246.8,246.84,220.89,190.71,246.81,246.8,208.02,246.8,246.8,238.34,148.32,157.98,193.39,215.75,246.8,207.31,122.08,246.73,246.8,202.3,246.8,245.78,246.6,246.8,244.62,114.97,144.25,246.8,246.51,206.05,246.8,136.63,St_Luke_Community_Hospital
CPT-4,72070,T SPINE 2 VIEWS,246.8,246.8,197.44,77.19,246.8,246.83,244.64,246.59,199.61,77.19,207.94,245.86,178.22,143.4,202.57,242.57,246.8,246.84,220.89,190.71,246.81,246.8,208.02,246.8,246.8,238.34,148.32,157.98,193.39,215.75,246.8,207.31,122.08,246.73,246.8,202.3,246.8,245.78,246.6,246.8,244.62,114.97,144.25,246.8,246.51,206.05,246.8,136.63,St_Luke_Community_Hospital
CPT-4,72070,T SPINE 2 VIEWS,246.8,246.8,197.44,77.19,246.8,246.83,244.64,246.59,199.61,77.19,207.94,245.86,178.22,143.4,202.57,242.57,246.8,246.84,220.89,190.71,246.81,246.8,208.02,246.8,246.8,238.34,148.32,157.98,193.39,215.75,246.8,207.31,122.08,246.73,246.8,202.3,246.8,245.78,246.6,246.8,244.62,114.97,144.25,246.8,246.51,206.05,246.8,136.63,St_Luke_Community_Hospital
CPT-4,72081,SCOLIOSIS SCREEN THORACO LUMBA,246.8,246.8,197.44,77.19,246.8,246.83,244.64,246.59,199.61,77.19,207.94,245.86,178.22,143.4,202.57,242.57,246.8,246.84,220.89,190.71,246.81,246.8,208.02,246.8,246.8,238.34,148.32,157.98,193.39,215.75,246.8,207.31,122.08,246.73,246.8,202.3,246.8,245.78,246.6,246.8,244.62,114.97,144.25,246.8,246.51,206.05,246.8,136.63,St_Luke_Community_Hospital
CPT-4,72080,T-L JCT 2 VIEWS,246.8,246.8,197.44,77.19,246.8,246.83,244.64,246.59,199.61,77.19,207.94,245.86,178.22,143.4,202.57,242.57,246.8,246.84,220.89,190.71,246.81,246.8,208.02,246.8,246.8,238.34,148.32,157.98,193.39,215.75,246.8,207.31,122.08,246.73,246.8,202.3,246.8,245.78,246.6,246.8,244.62,114.97,144.25,246.8,246.51,206.05,246.8,136.63,St_Luke_Community_Hospital
CPT-4,72080,T-L JCT 2 VIEWS,246.8,246.8,197.44,77.19,246.8,246.83,244.64,246.59,199.61,77.19,207.94,245.86,178.22,143.4,202.57,242.57,246.8,246.84,220.89,190.71,246.81,246.8,208.02,246.8,246.8,238.34,148.32,157.98,193.39,215.75,246.8,207.31,122.08,246.73,246.8,202.3,246.8,245.78,246.6,246.8,244.62,114.97,144.25,246.8,246.51,206.05,246.8,136.63,St_Luke_Community_Hospital
CPT-4,96401,CHEMO INJECTION NON-HORMONAL,247.0,247.0,197.6,77.26,247.0,247.03,244.84,246.79,199.77,77.26,208.11,246.06,178.36,143.52,202.73,242.77,247.0,247.04,221.07,190.86,247.01,247.0,208.18,247.0,247.0,238.53,148.44,158.11,193.54,215.93,247.0,207.48,122.18,246.93,247.0,202.46,247.0,245.98,246.8,247.0,244.82,115.07,144.37,247.0,246.71,206.22,247.0,136.74,St_Luke_Community_Hospital
CPT-4,23500,TREAT CLAVICLE FRACTURE,247.0,247.0,197.6,77.26,247.0,247.03,244.84,246.79,199.77,77.26,208.11,246.06,178.36,143.52,202.73,242.77,247.0,247.04,221.07,190.86,247.01,247.0,208.18,247.0,247.0,238.53,148.44,158.11,193.54,215.93,247.0,207.48,122.18,246.93,247.0,202.46,247.0,245.98,246.8,247.0,244.82,115.07,144.37,247.0,246.71,206.22,247.0,136.74,St_Luke_Community_Hospital
CPT-4,28400,TREATMENT OF HEEL FRACTURE,247.6,247.6,198.08,77.44,247.6,247.63,245.43,247.39,200.26,77.44,208.62,246.66,178.79,143.87,203.23,243.36,247.6,247.64,221.6,191.32,247.61,247.6,208.69,247.6,247.6,239.11,148.8,158.49,194.01,216.45,247.6,207.98,122.48,247.53,247.6,202.95,247.6,246.57,247.4,247.6,245.42,115.35,144.72,247.6,247.31,206.72,247.6,137.08,St_Luke_Community_Hospital
