Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_BLUE_OPTIONS,BCBSMT_HEALTHLINK_NETWORK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,EBMS,FIRST_CHOICE,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_PPO_DIRECT,INTERWEST_HEALTH_TRADITIONAL,MONTANA_HEALTH_COOP,PACIFIC_SOURCE,UHC,hospital
30210459_1,HC COMPLEMENT ANTIGEN,Outpatient,302,86160,"Complement; antigen, each component",,0,99,94.05,85.88,99,94.05,85.88,89.1,94.05,99,94.05,89.1,97.02,97.02,99,89.1,94.05,91.08,Barrett_Hospital_and_Healthcare
30210460_1,HC COMPLEMENT ANTIGEN2 - COMPLIMENT,Inpatient,302,86160,"Complement; antigen, each component",,0,79,75.05,71.1,85.88,75.05,71.1,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210460_1,HC COMPLEMENT ANTIGEN2 - COMPLIMENT,Outpatient,302,86160,"Complement; antigen, each component",,0,79,75.05,71.1,85.88,75.05,85.88,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210468_1,HC DNA ANTIBODY,Inpatient,302,86225,Deoxyribonucleic acid (DNA) antibody; native or double stranded,,0,96,91.2,86.4,98.44,91.2,86.4,86.4,91.2,96,91.2,86.4,94.08,94.08,96,86.4,91.2,88.32,Barrett_Hospital_and_Healthcare
30210468_1,HC DNA ANTIBODY,Outpatient,302,86225,Deoxyribonucleic acid (DNA) antibody; native or double stranded,,0,96,91.2,86.4,98.44,91.2,98.44,86.4,91.2,96,91.2,86.4,94.08,94.08,96,86.4,91.2,88.32,Barrett_Hospital_and_Healthcare
30210487_1,HC NUCLEAR ANTIGEN ANTIBODY - SSA,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,71.1,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210487_1,HC NUCLEAR ANTIGEN ANTIBODY - SSA,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,128.4,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210501_1,HC EXTRACTABLE NUCLEAR ANTIGEN ANTIBODY ANY METHOD #,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,71.1,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210501_1,HC EXTRACTABLE NUCLEAR ANTIGEN ANTIBODY ANY METHOD #,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,128.4,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210508_1,HC NUCLEAR ANTIGEN ANTIBODY - ANTI SMITH AB,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,71.1,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210508_1,HC NUCLEAR ANTIGEN ANTIBODY - ANTI SMITH AB,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,128.4,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210516_1,HC EXTRACTABLE NUCLEAR ANTIGEN ANTIBODY ANY METHOD #,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,71.1,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210516_1,HC EXTRACTABLE NUCLEAR ANTIGEN ANTIBODY ANY METHOD #,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,128.4,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210522_1,HC RHEUMATOID FACTOR QUANT,Inpatient,302,86431,Rheumatoid factor; quantitative,,0,65,61.75,40.6,65,61.75,58.5,58.5,61.75,65,61.75,58.5,63.7,63.7,65,58.5,61.75,59.8,Barrett_Hospital_and_Healthcare
30210522_1,HC RHEUMATOID FACTOR QUANT,Outpatient,302,86431,Rheumatoid factor; quantitative,,0,65,61.75,40.6,65,61.75,40.6,58.5,61.75,65,61.75,58.5,63.7,63.7,65,58.5,61.75,59.8,Barrett_Hospital_and_Healthcare
30210532_1,HC NUCLEAR ANTIGEN ANTIBODY - EXTRACTABLE AG AB,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,71.1,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210532_1,HC NUCLEAR ANTIGEN ANTIBODY - EXTRACTABLE AG AB,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,128.4,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210534_1,HC NUCLEAR ANTIGEN ANTIBODY - SSB,Inpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,71.1,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210534_1,HC NUCLEAR ANTIGEN ANTIBODY - SSB,Outpatient,302,86235,"Extractable nuclear antigen, antibody to, any method (eg, nRNP, SS-A, SS-B, Sm, RNP, Sc170, J01), each antibody",,0,79,75.05,71.1,128.4,75.05,128.4,71.1,75.05,79,75.05,71.1,77.42,77.42,79,71.1,75.05,72.68,Barrett_Hospital_and_Healthcare
30210538_1,HC HETEROPHILE ANTIBODIES,Inpatient,302,86308,Heterophile antibodies; screening,,0,61,57.95,37.08,61,57.95,54.9,54.9,57.95,61,57.95,54.9,59.78,59.78,61,54.9,57.95,56.12,Barrett_Hospital_and_Healthcare
30210538_1,HC HETEROPHILE ANTIBODIES,Outpatient,302,86308,Heterophile antibodies; screening,,0,61,57.95,37.08,61,57.95,37.08,54.9,57.95,61,57.95,54.9,59.78,59.78,61,54.9,57.95,56.12,Barrett_Hospital_and_Healthcare
30210547_1,"HC IMMUNOASSAY INFECTIOUS AGENT, NOT SPECIFIED",Inpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,75,71.25,67.5,107.32,71.25,67.5,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
30210547_1,"HC IMMUNOASSAY INFECTIOUS AGENT, NOT SPECIFIED",Outpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,75,71.25,67.5,107.32,71.25,107.32,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
30210550_1,HC IMMUNOASSAY INFECTIOUS AGENT - STREP,Inpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,77,73.15,69.3,107.32,73.15,69.3,69.3,73.15,77,73.15,69.3,75.46,75.46,77,69.3,73.15,70.84,Barrett_Hospital_and_Healthcare
30210550_1,HC IMMUNOASSAY INFECTIOUS AGENT - STREP,Outpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,77,73.15,69.3,107.32,73.15,107.32,69.3,73.15,77,73.15,69.3,75.46,75.46,77,69.3,73.15,70.84,Barrett_Hospital_and_Healthcare
30210557_1,HC IMMUNOASSAY INFECTIOUS AGENT - RABIES,Inpatient,300,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,77,73.15,69.3,107.32,73.15,69.3,69.3,73.15,77,73.15,69.3,75.46,75.46,77,69.3,73.15,70.84,Barrett_Hospital_and_Healthcare
30210557_1,HC IMMUNOASSAY INFECTIOUS AGENT - RABIES,Outpatient,300,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,77,73.15,69.3,107.32,73.15,107.32,69.3,73.15,77,73.15,69.3,75.46,75.46,77,69.3,73.15,70.84,Barrett_Hospital_and_Healthcare
30210563_1,HC IMMUNOASSAY INFECTIOUS AGENT - RUBELLA,Inpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,75,71.25,67.5,107.32,71.25,67.5,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
30210563_1,HC IMMUNOASSAY INFECTIOUS AGENT - RUBELLA,Outpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,75,71.25,67.5,107.32,71.25,107.32,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
30210564_1,HC IMMUNOASSAY INFECTIOUS AGENT - HEPATITIS,Inpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,75,71.25,67.5,107.32,71.25,67.5,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
30210564_1,HC IMMUNOASSAY INFECTIOUS AGENT - HEPATITIS,Outpatient,302,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,75,71.25,67.5,107.32,71.25,107.32,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
30210575_1,HC NEUTRALIZATION TEST VIRAL,Inpatient,302,86382,"Neutralization test, viral",,0,94,89.3,84.6,121.12,89.3,84.6,84.6,89.3,94,89.3,84.6,92.12,92.12,94,84.6,89.3,86.48,Barrett_Hospital_and_Healthcare
30210575_1,HC NEUTRALIZATION TEST VIRAL,Outpatient,302,86382,"Neutralization test, viral",,0,94,89.3,84.6,121.12,89.3,121.12,84.6,89.3,94,89.3,84.6,92.12,92.12,94,84.6,89.3,86.48,Barrett_Hospital_and_Healthcare
30210605_1,HC SYPHILIS TEST NON-TREP QUAL,Inpatient,302,86592,"Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART)",,0,55,52.25,30.56,55,52.25,49.5,49.5,52.25,55,52.25,49.5,53.9,53.9,55,49.5,52.25,50.6,Barrett_Hospital_and_Healthcare
30210605_1,HC SYPHILIS TEST NON-TREP QUAL,Outpatient,302,86592,"Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART)",,0,55,52.25,30.56,55,52.25,30.56,49.5,52.25,55,52.25,49.5,53.9,53.9,55,49.5,52.25,50.6,Barrett_Hospital_and_Healthcare
30210616_1,HC ASPERGILLUS ANTIBODY,Inpatient,302,86606,Antibody; Aspergillus,,0,67,63.65,60.3,107.84,63.65,60.3,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210616_1,HC ASPERGILLUS ANTIBODY,Outpatient,302,86606,Antibody; Aspergillus,,0,67,63.65,60.3,107.84,63.65,107.84,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210627_1,HC BRUCELLA ANTIBODY,Inpatient,302,86622,Antibody; Brucella,,0,65,61.75,58.5,65,61.75,58.5,58.5,61.75,65,61.75,58.5,63.7,63.7,65,58.5,61.75,59.8,Barrett_Hospital_and_Healthcare
30210627_1,HC BRUCELLA ANTIBODY,Outpatient,302,86622,Antibody; Brucella,,0,65,61.75,58.5,65,61.75,63.96,58.5,61.75,65,61.75,58.5,63.7,63.7,65,58.5,61.75,59.8,Barrett_Hospital_and_Healthcare
30210636_1,HC CHLAMYDIA ANTIBODY,Inpatient,300,86631,Antibody; Chlamydia,,0,44,41.8,39.6,84.68,41.8,39.6,39.6,41.8,44,41.8,39.6,43.12,43.12,44,39.6,41.8,40.48,Barrett_Hospital_and_Healthcare
30210636_1,HC CHLAMYDIA ANTIBODY,Outpatient,300,86631,Antibody; Chlamydia,,0,44,41.8,39.6,84.68,41.8,84.68,39.6,41.8,44,41.8,39.6,43.12,43.12,44,39.6,41.8,40.48,Barrett_Hospital_and_Healthcare
30210650_1,HC COCCIDIOIDES ANTIBODY,Inpatient,302,86635,Antibody; Coccidioides,,0,80,76,72,82.2,76,72,72,76,80,76,72,78.4,78.4,80,72,76,73.6,Barrett_Hospital_and_Healthcare
30210650_1,HC COCCIDIOIDES ANTIBODY,Outpatient,302,86635,Antibody; Coccidioides,,0,80,76,72,82.2,76,82.2,72,76,80,76,72,78.4,78.4,80,72,76,73.6,Barrett_Hospital_and_Healthcare
30210666_1,HC ENTEROVIRUS ANTIBODY - ECHOVIRUS,Inpatient,302,86658,"Antibody; enterovirus (eg, coxsackie, echo, polio)",,0,132,125.4,93.28,132,125.4,118.8,118.8,125.4,132,125.4,118.8,129.36,129.36,132,118.8,125.4,121.44,Barrett_Hospital_and_Healthcare
30210666_1,HC ENTEROVIRUS ANTIBODY - ECHOVIRUS,Outpatient,302,86658,"Antibody; enterovirus (eg, coxsackie, echo, polio)",,0,132,125.4,93.28,132,125.4,93.28,118.8,125.4,132,125.4,118.8,129.36,129.36,132,118.8,125.4,121.44,Barrett_Hospital_and_Healthcare
30210703_1,HC ANTIBODY ENTEROVIRUS #,Inpatient,302,86658,"Antibody; enterovirus (eg, coxsackie, echo, polio)",,0,129,122.55,93.28,129,122.55,116.1,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30210703_1,HC ANTIBODY ENTEROVIRUS #,Outpatient,302,86658,"Antibody; enterovirus (eg, coxsackie, echo, polio)",,0,129,122.55,93.28,129,122.55,93.28,116.1,122.55,129,122.55,116.1,126.42,126.42,129,116.1,122.55,118.68,Barrett_Hospital_and_Healthcare
30210707_1,HC FUNGUS ANTIBODY,Inpatient,302,86671,"Antibody; fungus, not elsewhere specified",,0,47,44.65,42.3,87.76,44.65,42.3,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210707_1,HC FUNGUS ANTIBODY,Outpatient,302,86671,"Antibody; fungus, not elsewhere specified",,0,47,44.65,42.3,87.76,44.65,87.76,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210714_1,HC HIV-1 - REF LAB,Inpatient,300,86701,Antibody; HIV-1,,0,72,68.4,63.64,72,68.4,64.8,64.8,68.4,72,68.4,64.8,70.56,70.56,72,64.8,68.4,66.24,Barrett_Hospital_and_Healthcare
30210714_1,HC HIV-1 - REF LAB,Outpatient,300,86701,Antibody; HIV-1,,0,72,68.4,63.64,72,68.4,63.64,64.8,68.4,72,68.4,64.8,70.56,70.56,72,64.8,68.4,66.24,Barrett_Hospital_and_Healthcare
30210719_1,HC HIV-1/HIV-2 SINGLE ASSAY,Inpatient,300,86703,"Antibody; HIV-1 and HIV-2, single result",,0,133,126.35,98.12,133,126.35,119.7,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30210719_1,HC HIV-1/HIV-2 SINGLE ASSAY,Outpatient,300,86703,"Antibody; HIV-1 and HIV-2, single result",,0,133,126.35,98.12,133,126.35,98.12,119.7,126.35,133,126.35,119.7,130.34,130.34,133,119.7,126.35,122.36,Barrett_Hospital_and_Healthcare
30210735_1,HC HEP B SURFACE AB,Inpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,66,62.7,59.4,76.92,62.7,59.4,59.4,62.7,66,62.7,59.4,64.68,64.68,66,59.4,62.7,60.72,Barrett_Hospital_and_Healthcare
30210735_1,HC HEP B SURFACE AB,Outpatient,302,86706,Hepatitis B surface antibody (HBsAb),,0,66,62.7,59.4,76.92,62.7,76.92,59.4,62.7,66,62.7,59.4,64.68,64.68,66,59.4,62.7,60.72,Barrett_Hospital_and_Healthcare
30210737_1,HC HEP A ANTIBODY TOTAL,Inpatient,302,86708,Hepatitis A antibody (HAAb),,0,76,72.2,68.4,88.68,72.2,68.4,68.4,72.2,76,72.2,68.4,74.48,74.48,76,68.4,72.2,69.92,Barrett_Hospital_and_Healthcare
30210737_1,HC HEP A ANTIBODY TOTAL,Outpatient,302,86708,Hepatitis A antibody (HAAb),,0,76,72.2,68.4,88.68,72.2,88.68,68.4,72.2,76,72.2,68.4,74.48,74.48,76,68.4,72.2,69.92,Barrett_Hospital_and_Healthcare
30210744_1,HC MUMPS ANTIBODY - IGG,Inpatient,302,86735,Antibody; mumps,,0,47,44.65,42.3,93.44,44.65,42.3,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210744_1,HC MUMPS ANTIBODY - IGG,Outpatient,302,86735,Antibody; mumps,,0,47,44.65,42.3,93.44,44.65,93.44,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210745_1,HC MUMPS ANTIBODY,Inpatient,300,86735,Antibody; mumps,,0,47,44.65,42.3,93.44,44.65,42.3,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210745_1,HC MUMPS ANTIBODY,Outpatient,300,86735,Antibody; mumps,,0,47,44.65,42.3,93.44,44.65,93.44,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210747_1,HC MUMPS ANTIBODY - VIRUS IGM,Inpatient,302,86735,Antibody; mumps,,0,47,44.65,42.3,93.44,44.65,42.3,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210747_1,HC MUMPS ANTIBODY - VIRUS IGM,Outpatient,302,86735,Antibody; mumps,,0,47,44.65,42.3,93.44,44.65,93.44,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
30210750_1,HC PROTOZOA ANTIBODY NOS,Inpatient,302,86753,"Antibody; protozoa, not elsewhere specified",,0,110,104.5,88.68,110,104.5,99,99,104.5,110,104.5,99,107.8,107.8,110,99,104.5,101.2,Barrett_Hospital_and_Healthcare
30210750_1,HC PROTOZOA ANTIBODY NOS,Outpatient,302,86753,"Antibody; protozoa, not elsewhere specified",,0,110,104.5,88.68,110,104.5,88.68,99,104.5,110,104.5,99,107.8,107.8,110,99,104.5,101.2,Barrett_Hospital_and_Healthcare
30210757_1,HC RICKETTSIA ANTIBODY,Inpatient,300,86757,Antibody; Rickettsia,,0,91,86.45,81.9,138.64,86.45,81.9,81.9,86.45,91,86.45,81.9,89.18,89.18,91,81.9,86.45,83.72,Barrett_Hospital_and_Healthcare
30210757_1,HC RICKETTSIA ANTIBODY,Outpatient,300,86757,Antibody; Rickettsia,,0,91,86.45,81.9,138.64,86.45,138.64,81.9,86.45,91,86.45,81.9,89.18,89.18,91,81.9,86.45,83.72,Barrett_Hospital_and_Healthcare
30210766_1,HC RUBELLA ANTIBODY,Inpatient,302,86762,Antibody; rubella,,0,68,64.6,61.2,103.08,64.6,61.2,61.2,64.6,68,64.6,61.2,66.64,66.64,68,61.2,64.6,62.56,Barrett_Hospital_and_Healthcare
30210766_1,HC RUBELLA ANTIBODY,Outpatient,302,86762,Antibody; rubella,,0,68,64.6,61.2,103.08,64.6,103.08,61.2,64.6,68,64.6,61.2,66.64,66.64,68,61.2,64.6,62.56,Barrett_Hospital_and_Healthcare
30210767_1,HC RUBELLA ANTIBODY - AB IGM,Inpatient,302,86762,Antibody; rubella,,0,67,63.65,60.3,103.08,63.65,60.3,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210767_1,HC RUBELLA ANTIBODY - AB IGM,Outpatient,302,86762,Antibody; rubella,,0,67,63.65,60.3,103.08,63.65,103.08,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210769_1,HC RUBELLA ANTIBODY - IGG ANTIBODY,Inpatient,302,86762,Antibody; rubella,,0,67,63.65,60.3,103.08,63.65,60.3,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210769_1,HC RUBELLA ANTIBODY - IGG ANTIBODY,Outpatient,302,86762,Antibody; rubella,,0,67,63.65,60.3,103.08,63.65,103.08,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210773_1,HC WEST NILE VIRUS AB IGM,Inpatient,302,86788,"Antibody; West Nile virus, IgM",,0,81,76.95,72.9,120.64,76.95,72.9,72.9,76.95,81,76.95,72.9,79.38,79.38,81,72.9,76.95,74.52,Barrett_Hospital_and_Healthcare
30210773_1,HC WEST NILE VIRUS AB IGM,Outpatient,302,86788,"Antibody; West Nile virus, IgM",,0,81,76.95,72.9,120.64,76.95,120.64,72.9,76.95,81,76.95,72.9,79.38,79.38,81,72.9,76.95,74.52,Barrett_Hospital_and_Healthcare
30210775_1,HC WEST NILE AB (PANL),Inpatient,302,86789,Antibody; West Nile virus,,0,66,62.7,59.4,103.08,62.7,59.4,59.4,62.7,66,62.7,59.4,64.68,64.68,66,59.4,62.7,60.72,Barrett_Hospital_and_Healthcare
30210775_1,HC WEST NILE AB (PANL),Outpatient,302,86789,Antibody; West Nile virus,,0,66,62.7,59.4,103.08,62.7,103.08,59.4,62.7,66,62.7,59.4,64.68,64.68,66,59.4,62.7,60.72,Barrett_Hospital_and_Healthcare
30210776_1,HC WEST NILE VIRUS ANTIBODY,Inpatient,302,86789,Antibody; West Nile virus,,0,67,63.65,60.3,103.08,63.65,60.3,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210776_1,HC WEST NILE VIRUS ANTIBODY,Outpatient,302,86789,Antibody; West Nile virus,,0,67,63.65,60.3,103.08,63.65,103.08,60.3,63.65,67,63.65,60.3,65.66,65.66,67,60.3,63.65,61.64,Barrett_Hospital_and_Healthcare
30210785_1,HC VIRUS ANTIBODY NOS - DENGUE,Inpatient,300,86790,"Antibody; virus, not elsewhere specified",,0,122,115.9,92.24,122,115.9,109.8,109.8,115.9,122,115.9,109.8,119.56,119.56,122,109.8,115.9,112.24,Barrett_Hospital_and_Healthcare
30210785_1,HC VIRUS ANTIBODY NOS - DENGUE,Outpatient,300,86790,"Antibody; virus, not elsewhere specified",,0,122,115.9,92.24,122,115.9,92.24,109.8,115.9,122,115.9,109.8,119.56,119.56,122,109.8,115.9,112.24,Barrett_Hospital_and_Healthcare
30210786_1,HC VIRUS ANTIBODY NOS - HANTA,Inpatient,300,86790,"Antibody; virus, not elsewhere specified",,0,122,115.9,92.24,122,115.9,109.8,109.8,115.9,122,115.9,109.8,119.56,119.56,122,109.8,115.9,112.24,Barrett_Hospital_and_Healthcare
30210786_1,HC VIRUS ANTIBODY NOS - HANTA,Outpatient,300,86790,"Antibody; virus, not elsewhere specified",,0,122,115.9,92.24,122,115.9,92.24,109.8,115.9,122,115.9,109.8,119.56,119.56,122,109.8,115.9,112.24,Barrett_Hospital_and_Healthcare
30210796_1,HC VIRUS ANTIBODY NOS - COLORADO TICK FEVER,Inpatient,300,86790,"Antibody; virus, not elsewhere specified",,0,124,117.8,92.24,124,117.8,111.6,111.6,117.8,124,117.8,111.6,121.52,121.52,124,111.6,117.8,114.08,Barrett_Hospital_and_Healthcare
30210796_1,HC VIRUS ANTIBODY NOS - COLORADO TICK FEVER,Outpatient,300,86790,"Antibody; virus, not elsewhere specified",,0,124,117.8,92.24,124,117.8,92.24,111.6,117.8,124,117.8,111.6,121.52,121.52,124,111.6,117.8,114.08,Barrett_Hospital_and_Healthcare
30210798_1,HC HEPATITIS C AB TEST,Inpatient,300,86803,Hepatitis C antibody,,0,114,108.3,102.12,114,108.3,102.6,102.6,108.3,114,108.3,102.6,111.72,111.72,114,102.6,108.3,104.88,Barrett_Hospital_and_Healthcare
30210798_1,HC HEPATITIS C AB TEST,Outpatient,300,86803,Hepatitis C antibody,,0,114,108.3,102.12,114,108.3,102.12,102.6,108.3,114,108.3,102.6,111.72,111.72,114,102.6,108.3,104.88,Barrett_Hospital_and_Healthcare
30210865_1,HC BLOOD TYPING PATERNITY TEST - PRIVATE,Inpatient,302,86910,"Blood typing, for paternity testing, per individual; ABO, Rh and MN",,0,204,193.8,183.6,340,193.8,183.6,183.6,193.8,204,193.8,183.6,199.92,199.92,204,183.6,193.8,187.68,Barrett_Hospital_and_Healthcare
30210865_1,HC BLOOD TYPING PATERNITY TEST - PRIVATE,Outpatient,302,86910,"Blood typing, for paternity testing, per individual; ABO, Rh and MN",,0,204,193.8,183.6,340,193.8,340,183.6,193.8,204,193.8,183.6,199.92,199.92,204,183.6,193.8,187.68,Barrett_Hospital_and_Healthcare
30210867_1,HC COMPATIBILITY TEST SPIN,Inpatient,300,86920,Compatibility test each unit; immediate spin technique,,0,123,116.85,84.4,123,116.85,110.7,110.7,116.85,123,116.85,110.7,120.54,120.54,123,110.7,116.85,113.16,Barrett_Hospital_and_Healthcare
30210867_1,HC COMPATIBILITY TEST SPIN,Outpatient,300,86920,Compatibility test each unit; immediate spin technique,,0,123,116.85,84.4,123,116.85,84.4,110.7,116.85,123,116.85,110.7,120.54,120.54,123,110.7,116.85,113.16,Barrett_Hospital_and_Healthcare
30210874_1,HC PLASMA FRESH FROZEN,Inpatient,300,86927,"Fresh frozen plasma, thawing, each unit",,0,183,173.85,84.4,183,173.85,164.7,164.7,173.85,183,173.85,164.7,179.34,179.34,183,164.7,173.85,168.36,Barrett_Hospital_and_Healthcare
30210874_1,HC PLASMA FRESH FROZEN,Outpatient,300,86927,"Fresh frozen plasma, thawing, each unit",,0,183,173.85,84.4,183,173.85,84.4,164.7,173.85,183,173.85,164.7,179.34,179.34,183,164.7,173.85,168.36,Barrett_Hospital_and_Healthcare
