Procedure Number,Description,Standard Amount,UB Code,Modifier 1,hospital
40000037,XR Ribs/chest Unilateral,270.0,320,,Advanced_Care_Hospital_Of_Montana
40000038,XR Ribs 3 views BILATERAL,180.04,320,,Advanced_Care_Hospital_Of_Montana
40000040,XR Breastbone >2 VIEWS,270.0,320,,Advanced_Care_Hospital_Of_Montana
40000042,XR Spine 1 view,105.6,320,,Advanced_Care_Hospital_Of_Montana
40000043,XR Neck Spine 2-3 views,172.52,320,,Advanced_Care_Hospital_Of_Montana
40000044,XR Neck spine 4/5 views,233.56,320,,Advanced_Care_Hospital_Of_Montana
40000045,XR Neck spine >6 views,296.0,320,,Advanced_Care_Hospital_Of_Montana
40000046,XR Thorac spine 2 views,150.28,320,,Advanced_Care_Hospital_Of_Montana
40000047,XR Thorac spine 3 views,166.6,320,,Advanced_Care_Hospital_Of_Montana
40000048,XR Thorac spine >4 views,196.32,320,,Advanced_Care_Hospital_Of_Montana
40000049,XR Thoracolmbar >2 views,135.32,320,,Advanced_Care_Hospital_Of_Montana
40000050,XR Spine Entire 1 view,171.32,320,,Advanced_Care_Hospital_Of_Montana
40000051,XR Spine Entire 2/3 views,275.6,320,,Advanced_Care_Hospital_Of_Montana
40000052,XR Spine Entire 4/5 views,299.32,320,,Advanced_Care_Hospital_Of_Montana
40000053,XR Sprine Entire >6 views,357.84,320,,Advanced_Care_Hospital_Of_Montana
40000054,XR Lumbar Spine 2/3 views,179.92,320,,Advanced_Care_Hospital_Of_Montana
40000055,XR Lumbar Sprine 4 views,245.4,320,,Advanced_Care_Hospital_Of_Montana
40000056,XR Lumbar Spine Bending,328.68,320,,Advanced_Care_Hospital_Of_Montana
40000057,XR Lumbar Bend Only 4 views,227.48,320,,Advanced_Care_Hospital_Of_Montana
40000058,XR Pelvis 1-2 views,120.4,320,,Advanced_Care_Hospital_Of_Montana
40000059,XR Pelvis 3 views,185.84,320,,Advanced_Care_Hospital_Of_Montana
40000060,XR Sacroiliac joints <3 views,130.88,320,,Advanced_Care_Hospital_Of_Montana
40000061,XR Sacroiliac joints >3 views,270.0,320,,Advanced_Care_Hospital_Of_Montana
40000062,XR Sacrum tailbone,129.4,320,,Advanced_Care_Hospital_Of_Montana
40000063,XR Myelography neck spine,636.92,320,,Advanced_Care_Hospital_Of_Montana
40000066,XR Myelogphy >2 spine regions,944.96,320,,Advanced_Care_Hospital_Of_Montana
40000070,XR Collar bone,126.4,320,,Advanced_Care_Hospital_Of_Montana
40000071,XR Shoulder blade,135.24,320,,Advanced_Care_Hospital_Of_Montana
40000072,XR Shoulder 1 View - LT,104.16,320,LT,Advanced_Care_Hospital_Of_Montana
40000073,XR Shoulder 1 View - RT,104.16,320,RT,Advanced_Care_Hospital_Of_Montana
40000074,XR Shoulder 1 View - BI,208.32,320,50,Advanced_Care_Hospital_Of_Montana
40000075,XR Shoulder 2 views - LT,136.76,320,LT,Advanced_Care_Hospital_Of_Montana
40000076,XR Shoulder 2 views - RT,136.76,320,RT,Advanced_Care_Hospital_Of_Montana
40000077,XR Shoulder 2 views - BI,273.52,320,50,Advanced_Care_Hospital_Of_Montana
40000081,XR Shoulder Acromioclavicular,270.0,320,,Advanced_Care_Hospital_Of_Montana
40000082,XR Humerus - LT,129.4,320,LT,Advanced_Care_Hospital_Of_Montana
40000083,XR Humerus - RT,129.4,320,RT,Advanced_Care_Hospital_Of_Montana
40000084,XR Humerus - BI,258.8,320,50,Advanced_Care_Hospital_Of_Montana
40000085,XR Elbow - 2 views LT,124.92,320,LT,Advanced_Care_Hospital_Of_Montana
40000086,XR Elbow - 2 views RT,124.92,320,RT,Advanced_Care_Hospital_Of_Montana
40000087,XR Elbow - 2 views BI,246.84,320,50,Advanced_Care_Hospital_Of_Montana
40000088,XR Elbow - 3 views LT,150.2,320,LT,Advanced_Care_Hospital_Of_Montana
40000089,XR Elbow - 3 views RT,150.2,320,RT,Advanced_Care_Hospital_Of_Montana
40000090,XR Elbow - 3 views BI,300.4,320,50,Advanced_Care_Hospital_Of_Montana
40000094,XR Forearm - LT,123.48,320,LT,Advanced_Care_Hospital_Of_Montana
40000095,XR Forearm - RT,123.48,320,RT,Advanced_Care_Hospital_Of_Montana
40000096,XR Forearm - BI,246.96,320,50,Advanced_Care_Hospital_Of_Montana
40000097,XR Wrist - 2 Views - LT,136.76,320,LT,Advanced_Care_Hospital_Of_Montana
40000098,XR Wrist - 2 Views - RT,136.76,320,RT,Advanced_Care_Hospital_Of_Montana
40000099,XR Wrist - 2 Views - BI,273.53,320,50,Advanced_Care_Hospital_Of_Montana
40000100,XR Wrist - 3 views - LT,160.64,320,LT,Advanced_Care_Hospital_Of_Montana
40000101,XR Wrist - 3 views - RT,160.64,320,RT,Advanced_Care_Hospital_Of_Montana
40000102,XR Wrist - 3 views - BI,321.28,320,50,Advanced_Care_Hospital_Of_Montana
40000105,XR - Any Joint Stress Views,150.0,320,,Advanced_Care_Hospital_Of_Montana
40000106,XR Hand - 2 views - LT,121.96,320,LT,Advanced_Care_Hospital_Of_Montana
40000107,XR Hand - 2 views - RT,121.96,320,RT,Advanced_Care_Hospital_Of_Montana
40000108,XR Hand - 2 views - BI,243.92,320,50,Advanced_Care_Hospital_Of_Montana
40000109,XR Hand - 3 views - LT,141.28,320,LT,Advanced_Care_Hospital_Of_Montana
40000110,XR Hand - 3 views - RT,141.28,320,RT,Advanced_Care_Hospital_Of_Montana
40000112,XR Thumb - LT,138.28,320,FA,Advanced_Care_Hospital_Of_Montana
40000113,XR Finger - 2ND - LT,138.28,320,F1,Advanced_Care_Hospital_Of_Montana
40000114,XR Finger - 3RD - LT,138.28,320,F2,Advanced_Care_Hospital_Of_Montana
40000115,XR Finger - 4TH - LT,138.28,320,F3,Advanced_Care_Hospital_Of_Montana
40000116,XR Finger - 5TH - LT,138.28,320,F4,Advanced_Care_Hospital_Of_Montana
40000117,XR THUMB - RT,138.28,320,F5,Advanced_Care_Hospital_Of_Montana
40000118,XR Finger - 2nd - RT,138.28,320,F6,Advanced_Care_Hospital_Of_Montana
40000119,XR Finger - 3rd - RT,138.28,320,F7,Advanced_Care_Hospital_Of_Montana
40000120,XR Finger - 4th - RT,138.28,320,F8,Advanced_Care_Hospital_Of_Montana
40000121,XR Finger - 5th - RT,138.28,320,F9,Advanced_Care_Hospital_Of_Montana
40000122,XR Hip Unilateral - 1 view,131.36,320,,Advanced_Care_Hospital_Of_Montana
40000123,XR Hip Unilateral - 2-3 views,182.78,320,,Advanced_Care_Hospital_Of_Montana
40000126,XR Hips bilateral - 2 views,174.8,320,,Advanced_Care_Hospital_Of_Montana
40000127,XR Hips bilateral 3-4 views,215.6,320,,Advanced_Care_Hospital_Of_Montana
40000128,XR Hips bilateral >5 views,250.36,320,,Advanced_Care_Hospital_Of_Montana
40000132,XR Femur 1 view - LT,122.64,320,LT,Advanced_Care_Hospital_Of_Montana
40000133,XR Femur 1 view - RT,122.64,320,RT,Advanced_Care_Hospital_Of_Montana
40000134,XR Femur 1 view - BI,245.28,320,50,Advanced_Care_Hospital_Of_Montana
40000135,XR Femur >2 views - LT,170.28,320,LT,Advanced_Care_Hospital_Of_Montana
40000136,XR Femur >2 views - RT,170.28,320,RT,Advanced_Care_Hospital_Of_Montana
40000137,XR Femur >2 views - BI,340.56,320,50,Advanced_Care_Hospital_Of_Montana
40000138,XR Knee 1 or 2 views - LT,93.6,320,LT,Advanced_Care_Hospital_Of_Montana
40000139,XR Knee 1 or 2 views - RT,93.6,320,RT,Advanced_Care_Hospital_Of_Montana
40000140,XR Knee 1 or 2 views - BI,187.2,320,50,Advanced_Care_Hospital_Of_Montana
40000141,XR Knee 3 views - LT,117.4,320,LT,Advanced_Care_Hospital_Of_Montana
40000142,XR Knee 3 views - RT,117.4,320,RT,Advanced_Care_Hospital_Of_Montana
40000143,XR Knee 3 views - BI,234.8,320,50,Advanced_Care_Hospital_Of_Montana
40000144,XR Knee 4+ views - LT,185.84,320,LT,Advanced_Care_Hospital_Of_Montana
40000145,XR Knee 4+ views - RT,185.84,320,RT,Advanced_Care_Hospital_Of_Montana
40000146,XR Knee 4+ views - BI,371.68,320,50,Advanced_Care_Hospital_Of_Montana
40000147,XR Knees - standing bilateral,150.08,320,,Advanced_Care_Hospital_Of_Montana
40000148,XR Knee joint w/contrast - LT,579.96,320,LT,Advanced_Care_Hospital_Of_Montana
40000149,XR Knee joint w/contrast - RT,579.96,320,RT,Advanced_Care_Hospital_Of_Montana
40000150,XR Knee joint w/contrast - BI,1159.92,320,50,Advanced_Care_Hospital_Of_Montana
40000151,XR Lower leg - LT,121.96,320,LT,Advanced_Care_Hospital_Of_Montana
40000152,XR Lower leg - RT,121.96,320,RT,Advanced_Care_Hospital_Of_Montana
40000153,XR Lower leg - BI,243.92,320,50,Advanced_Care_Hospital_Of_Montana
40000154,XR Ankle - 2 views - LT,124.92,320,LT,Advanced_Care_Hospital_Of_Montana
40000155,XR Ankle - 2 views - RT,124.92,320,RT,Advanced_Care_Hospital_Of_Montana
40000156,XR Ankle - 2 views - BI,246.84,320,50,Advanced_Care_Hospital_Of_Montana
40000157,XR Ankle - 3 views - LT,142.8,320,LT,Advanced_Care_Hospital_Of_Montana
40000158,XR Ankle - 3 views - RT,142.8,320,RT,Advanced_Care_Hospital_Of_Montana
40000159,XR Ankle - 3 views - BI,285.61,320,50,Advanced_Care_Hospital_Of_Montana
40000163,XR Foot - 2 views - LT,279.0,320,LT,Advanced_Care_Hospital_Of_Montana
40000164,XR Foot - 2 views - RT,279.0,320,RT,Advanced_Care_Hospital_Of_Montana
40000165,XR Foot - 2 views - BI,558.0,320,50,Advanced_Care_Hospital_Of_Montana
40000166,XR Foot 3 views - LT,279.0,320,LT,Advanced_Care_Hospital_Of_Montana
40000167,XR Foot 3 views - RT,279.0,320,RT,Advanced_Care_Hospital_Of_Montana
40000168,XR Foot 3 views - BI,558.0,320,50,Advanced_Care_Hospital_Of_Montana
40000169,XR Heel - LT,123.48,320,LT,Advanced_Care_Hospital_Of_Montana
40000170,XR Heel - RT,123.48,320,RT,Advanced_Care_Hospital_Of_Montana
40000171,XR Heel - BI,246.97,320,50,Advanced_Care_Hospital_Of_Montana
40000172,XR Toe Great - LT,129.36,320,TA,Advanced_Care_Hospital_Of_Montana
40000173,XR Toe  2ND  - LT,129.36,320,T1,Advanced_Care_Hospital_Of_Montana
40000174,XR Toe  3RD  - LT,129.36,320,T2,Advanced_Care_Hospital_Of_Montana
40000175,XR Toe  4TH  - LT,129.36,320,T3,Advanced_Care_Hospital_Of_Montana
40000176,XR Toe  5TH  - LT,129.36,320,T4,Advanced_Care_Hospital_Of_Montana
40000177,XR Toe - Great - RT,129.36,320,T5,Advanced_Care_Hospital_Of_Montana
40000178,XR Toe 2nd - RT,129.36,320,T6,Advanced_Care_Hospital_Of_Montana
40000179,XR Toe 3rd - RT,129.36,320,T7,Advanced_Care_Hospital_Of_Montana
40000180,XR Toe 4th - RT,129.36,320,T8,Advanced_Care_Hospital_Of_Montana
40000181,XR Toe 5th - RT,129.36,320,T9,Advanced_Care_Hospital_Of_Montana
40000182,XR Abdomen 1 view,126.72,320,,Advanced_Care_Hospital_Of_Montana
40000183,XR Abdomen 2 views,155.64,320,,Advanced_Care_Hospital_Of_Montana
40000184,XR Abdomen 3+ views,179.2,320,,Advanced_Care_Hospital_Of_Montana
40000185,XR - Abdomen Complete,212.84,320,,Advanced_Care_Hospital_Of_Montana
40000188,XR Esophagus w/cont 1 view,397.2,320,,Advanced_Care_Hospital_Of_Montana
40000189,XR Esophagus w/cont 2 views,638.0,320,,Advanced_Care_Hospital_Of_Montana
40000190,XR Swallowing Function,403.24,320,,Advanced_Care_Hospital_Of_Montana
40000191,XR Esophagus obstruction,299.0,320,,Advanced_Care_Hospital_Of_Montana
40000192,XR Upper GI w/contr 1 view,492.52,320,,Advanced_Care_Hospital_Of_Montana
40000193,XR Upper GI w/contr 2 views,611.08,320,,Advanced_Care_Hospital_Of_Montana
40000194,XR SMALL INTESTINE,120.6,320,,Advanced_Care_Hospital_Of_Montana
40000195,XR SM BOW VIA ENTERO,638.0,320,,Advanced_Care_Hospital_Of_Montana
40000196,XR COLON W/C W/WO K,638.0,320,,Advanced_Care_Hospital_Of_Montana
40000197,XR COLON W BARIUM,638.0,320,,Advanced_Care_Hospital_Of_Montana
40000198,XR Gallbladder w/contr,638.0,320,,Advanced_Care_Hospital_Of_Montana
40000199,XR Bile ducts/pancreas,188.0,320,,Advanced_Care_Hospital_Of_Montana
40000200,XR Bile duct endoscopy,57.0,320,,Advanced_Care_Hospital_Of_Montana
40000201,XR Pancreas endoscopy,113.0,320,,Advanced_Care_Hospital_Of_Montana
40000202,XR Bile/panc endoscopy,113.0,320,,Advanced_Care_Hospital_Of_Montana
40000203,XR GI Tube w/Guide,620.04,320,,Advanced_Care_Hospital_Of_Montana
40000204,XR Peg Tube w/Guide,145.0,320,,Advanced_Care_Hospital_Of_Montana
40000205,XR GI dilation w/Guide,88.0,320,,Advanced_Care_Hospital_Of_Montana
40000206,XR Bile duct dilation,138.0,320,,Advanced_Care_Hospital_Of_Montana
40000207,XR PYELO W/WO KUB,492.32,320,,Advanced_Care_Hospital_Of_Montana
40000208,XR Urography drip &/bolus,638.0,320,,Advanced_Care_Hospital_Of_Montana
40000209,XR Urography w/nephroto,638.0,320,,Advanced_Care_Hospital_Of_Montana
40000210,XR Urography retro w/w/o KUB,1336.0,320,,Advanced_Care_Hospital_Of_Montana
40000211,XR Urography antegrade,1336.0,320,,Advanced_Care_Hospital_Of_Montana
40000212,XR Bladder 3 views,267.8,402,,Advanced_Care_Hospital_Of_Montana
40000213,XR Urethra/bladder,816.0,320,,Advanced_Care_Hospital_Of_Montana
40000214,XR Urethra/bladder Voiding,816.0,320,,Advanced_Care_Hospital_Of_Montana
40000215,XR Kidney lesion,1686.0,320,,Advanced_Care_Hospital_Of_Montana
40000216,XR Dilation urtr/urt rs&i,6200.0,320,,Advanced_Care_Hospital_Of_Montana
40100000,US Opth b & quant a,382.0,402,,Advanced_Care_Hospital_Of_Montana
40100001,US Ophth quant a only,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100002,US Opht b w/non-quant a,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100003,US   head and neck,520.68,402,,Advanced_Care_Hospital_Of_Montana
40100004,US CHEST,386.88,402,,Advanced_Care_Hospital_Of_Montana
40100005,US breast complete,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100006,US breast limited,279.0,402,,Advanced_Care_Hospital_Of_Montana
40100007,US  abdom complete,596.72,402,,Advanced_Care_Hospital_Of_Montana
40100008,US abdl aorta screen aaa,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100009,US  Bladder Scan,581.76,402,,Advanced_Care_Hospital_Of_Montana
40100010,US  abdo back wall lim,490.96,402,,Advanced_Care_Hospital_Of_Montana
40100011,US k transpl w/doppler,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100012,US spinal canal,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100013,US  pelvic complete,549.04,402,,Advanced_Care_Hospital_Of_Montana
40100014,US  pelvic limited,358.44,402,,Advanced_Care_Hospital_Of_Montana
40100015,US  scrotum,545.96,402,,Advanced_Care_Hospital_Of_Montana
40100016,US transrectal,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100017,US compl joint r-t w/img,504.28,402,,Advanced_Care_Hospital_Of_Montana
40100018,US lmtd jt/nonvasc xtr strux,132.56,402,,Advanced_Care_Hospital_Of_Montana
40100019,US guide vascular access,153.28,402,,Advanced_Care_Hospital_Of_Montana
40100020,US guide tissue ablation,320.0,402,,Advanced_Care_Hospital_Of_Montana
40100021,US  follow-up,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100022,US endoscopic US,486.68,402,,Advanced_Care_Hospital_Of_Montana
40100023,US bone density measure,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100024,US trgt dyn mbubb 1st les,638.0,402,,Advanced_Care_Hospital_Of_Montana
40100025,US trgt dyn mbubb ea addl,588.0,402,,Advanced_Care_Hospital_Of_Montana
40100026,US parenchyma,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100027,US 1st target lesion,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100028,US ea addl target lesion,112.0,402,,Advanced_Care_Hospital_Of_Montana
40100029,US guide intraop,193.0,402,,Advanced_Care_Hospital_Of_Montana
40100030,US mammo incl cad uni,305.0,401,,Advanced_Care_Hospital_Of_Montana
40100031,US mammo incl cad bi,389.0,401,,Advanced_Care_Hospital_Of_Montana
40100032,US head,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100033,US eye water bath,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100034,US eye thickness,80.0,402,,Advanced_Care_Hospital_Of_Montana
40100035,US Eye biolmetry,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100036,US Eye inoccular lens,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100037,US eye foreign body,279.0,402,,Advanced_Care_Hospital_Of_Montana
40100038,US Badder scan/abdomen scan,470.16,402,,Advanced_Care_Hospital_Of_Montana
40100039,US Middle cerebral artery,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100040,US Grap trans r pros study,392.0,402,,Advanced_Care_Hospital_Of_Montana
40100041,US guide for heart biopsy,108.0,402,,Advanced_Care_Hospital_Of_Montana
40100042,US guide for artery repair,886.0,402,,Advanced_Care_Hospital_Of_Montana
40100043,US guide for transfUSion,213.0,402,,Advanced_Care_Hospital_Of_Montana
40100044,US guide for biopsy,867.04,402,,Advanced_Care_Hospital_Of_Montana
40100045,US guide villUS sampling,105.0,402,,Advanced_Care_Hospital_Of_Montana
40100046,US ination procedure,279.0,402,,Advanced_Care_Hospital_Of_Montana
40100047,US Bladder Scan,85.0,402,,Advanced_Care_Hospital_Of_Montana
40100096,Duplex Scan Low Ext Limited LT,382.0,402,LT,Advanced_Care_Hospital_Of_Montana
40100097,Duplex Scan Low Ext Limited RT,382.0,402,RT,Advanced_Care_Hospital_Of_Montana
40200000,NM Thyroid uptake measurement,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200001,NM Thyroid imaging w/blood flo,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200002,NM Thyroid imaging w/blood flo,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200003,NM Thyroid met imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200004,NM Thyroid met imaging/studies,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200005,NM Thyroid met imaging body,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200006,NM Thyroid met uptake,183.33,341,,Advanced_Care_Hospital_Of_Montana
40200007,NM Parathyroid planar imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200008,NM Parathyrd planar w/wo subtr,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200009,NM Parathyrd planar w/spect&ct,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200010,NM Adrenal cortex & medulla im,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200011,NM Endocrine nuclear procedure,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200012,NM Bone marrow imaging ltd,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200013,NM Bone marrow imaging mult,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200014,NM Bone marrow imaging body,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200015,NM Plasma volume single,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200016,NM Plasma volume multiple,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200017,NM Red cell mass single,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200018,NM Red cell mass multiple,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200019,NM Blood volume,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200020,NM Red cell survival study,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200021,NM Red cell survival kinetics,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200022,NM Red cell sequestration,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200023,NM Spleen imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200024,NM Platelet survival,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200025,NM Lymph system imaging,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200026,NM Blood/lymph nuclear exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200027,NM Liver imaging,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200028,NM Liver imaging with flow,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200029,NM Liver and spleen imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200030,NM Liver & spleen image/flow,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200031,NM Hepatobiliary system imagin,1274.88,341,,Advanced_Care_Hospital_Of_Montana
40200032,NM Hepatobil syst image w/drug,1745.7,341,,Advanced_Care_Hospital_Of_Montana
40200033,NM Salivary gland imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200034,NM Serial salivary imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200035,NM Salivary gland function exa,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200036,NM Esophageal motility study,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200037,NM Gastric mucosa imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200038,NM Gastroesophageal reflux exa,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200039,NM Gastric emptying imag study,1214.88,341,,Advanced_Care_Hospital_Of_Montana
40200040,NM Gastric emptying imag study,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200041,NM Gastric emptying imag study,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200042,NM Breath tst attain/anal c-14,33.18,341,,Advanced_Care_Hospital_Of_Montana
40200043,NM Breath test analysis c-14,283.23,341,,Advanced_Care_Hospital_Of_Montana
40200044,NM Acute gi blood loss imaging,214.96,341,,Advanced_Care_Hospital_Of_Montana
40200045,NM Gi protein loss exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200046,NM Meckels divert exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200047,NM Leveen/shunt patency exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200048,NM Gi nuclear procedure,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200049,NM Bone imaging limited area,771.84,341,,Advanced_Care_Hospital_Of_Montana
40200050,NM Bone imaging multiple areas,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200051,NM Bone imaging whole body,1109.48,341,,Advanced_Care_Hospital_Of_Montana
40200052,NM Bone imaging 3 phase,1290.96,341,,Advanced_Care_Hospital_Of_Montana
40200053,NM Bone mineral single photon,152.34,341,,Advanced_Care_Hospital_Of_Montana
40200054,NM Bone mineral dual photon,288.0,341,,Advanced_Care_Hospital_Of_Montana
40200055,NM Musculoskeletal nuclear exa,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200056,NM Non-imaging heart function,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200057,NM Cardiac shunt imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200058,NM Vascular flow imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200059,NM Ht muscle image spect sing,1493.44,341,,Advanced_Care_Hospital_Of_Montana
40200060,NM Ht muscle image spect mult,2091.16,341,,Advanced_Care_Hospital_Of_Montana
40200061,NM Ht muscle image planar sing,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200062,NM Ht musc image planar mult,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200063,NM Acute venous thrombus image,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200064,NM Venous thrombosis imaging,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200065,NM Ven thrombosis images bilat,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200066,NM Heart infarct image,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200067,NM Heart infarct image (ef),1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200068,NM Heart infarct image (3d),4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200069,NM Gated heart planar single,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200070,NM Gated heart multiple,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200071,NM Heart first pass single,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200072,NM Heart first pass multiple,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200073,NM Heart image spect,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200074,NM Heart first pass add-on,213.0,341,,Advanced_Care_Hospital_Of_Montana
40200075,NM Cardiovascular nuclear exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200076,NM Lung ventilation imaging,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200077,NM Lung perfusion imaging,931.0,341,,Advanced_Care_Hospital_Of_Montana
40200078,NM Lung ventilat&perfus imagin,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200079,NM Lung perfusion differential,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200080,NM Lung perf&ventilat diferent,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200081,NM Respiratory nuclear exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200082,NM Brain image < 4 views,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200083,NM Brain image w/flow < 4 view,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200084,NM Brain image 4+ views,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200085,NM Brain image w/flow 4 + view,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200086,NM Brain flow imaging only,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200087,NM Cerebrospinal fluid scan,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200088,NM Csf ventriculography,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200089,NM Csf shunt evaluation,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200090,NM Csf leakage imaging,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200091,NM Nuclear exam of tear flow,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200092,NM Nervous system nuclear exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200093,NM Kidney imaging morphol,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200094,NM Kidney imaging with flow,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200095,NM K flow/funct image w/o drug,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200096,NM K flow/funct image w/drug,1652.0,341,,Advanced_Care_Hospital_Of_Montana
40200097,NM K flow/funct image multiple,1604.88,341,,Advanced_Care_Hospital_Of_Montana
40200098,NM Kidney function study,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200099,NM Urinary bladder retention,276.99,341,,Advanced_Care_Hospital_Of_Montana
40200100,NM Ureteral reflux study,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200101,NM Testicular imaging w/flow,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200102,NM Genitourinary nuclear exam,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200103,NM Rp loclzj tum 1 area 1 d im,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200104,NM Rp loclzj tum 2+area 1+d im,1288.0,341,,Advanced_Care_Hospital_Of_Montana
40200105,NM Rp loclzj tum whbdy 1 d img,4453.0,341,,Advanced_Care_Hospital_Of_Montana
40200106,NM Rp loclzj tum spect 1 area,4453.0,341,,Advanced_Care_Hospital_Of_Montana
