Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_BLUE_OPTIONS,EBMS__RMHN_NETWORK_,FIRST_CHOICE,GEHA,MONTANA_HEALTH_CO-OP,MULTIPLAN,PACIFIC_SOURCE,hospital
41401187_1{4},XR O Knee Arthritis Series L,Outpatient,320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401187_1{5},XR O Knee Arthritis Series R,Inpatient,320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401187_1{5},XR O Knee Arthritis Series R,Outpatient,320,73564,"Radiologic examination, knee; complete, 4 or more views",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401188_1,XR Knee Bilateral Standing AP,Inpatient,320,73565,"Radiologic examination, knee; both knees, standing, anteroposterior",,0,302,302,241.6,302,271.8,286.9,292.94,247.64,,292.94,286.9,Roundup_Memorial_Healthcare
41401188_1,XR Knee Bilateral Standing AP,Outpatient,320,73565,"Radiologic examination, knee; both knees, standing, anteroposterior",,0,302,302,241.6,302,241.6,286.9,292.94,247.64,,292.94,286.9,Roundup_Memorial_Healthcare
41401200_1,XR L Spine Single View,Inpatient,320,72020,"Radiologic examination, spine, single view, specify level",,0,335,335,268,335,301.5,318.25,324.95,274.7,,324.95,318.25,Roundup_Memorial_Healthcare
41401200_1,XR L Spine Single View,Outpatient,320,72020,"Radiologic examination, spine, single view, specify level",,0,335,335,268,335,268,318.25,324.95,274.7,,324.95,318.25,Roundup_Memorial_Healthcare
41401200_1{2},XR T Spine Single View,Inpatient,320,72020,"Radiologic examination, spine, single view, specify level",,0,335,335,268,335,301.5,318.25,324.95,274.7,,324.95,318.25,Roundup_Memorial_Healthcare
41401200_1{2},XR T Spine Single View,Outpatient,320,72020,"Radiologic examination, spine, single view, specify level",,0,335,335,268,335,268,318.25,324.95,274.7,,324.95,318.25,Roundup_Memorial_Healthcare
41401200_1{3},XR C Spine Single View,Inpatient,320,72020,"Radiologic examination, spine, single view, specify level",,0,335,335,268,335,301.5,318.25,324.95,274.7,,324.95,318.25,Roundup_Memorial_Healthcare
41401200_1{3},XR C Spine Single View,Outpatient,320,72020,"Radiologic examination, spine, single view, specify level",,0,335,335,268,335,268,318.25,324.95,274.7,,324.95,318.25,Roundup_Memorial_Healthcare
41401201_1,XR C Spine Flex/Extend Only,Inpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,330.3,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401201_1,XR C Spine Flex/Extend Only,Outpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,293.6,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401201_1{2},XR C Spine Lat/Flex/Ext Only,Inpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,330.3,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401201_1{2},XR C Spine Lat/Flex/Ext Only,Outpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,293.6,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401201_1{3},XR C Spine AP Lateral and Odontoid,Inpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,330.3,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401201_1{3},XR C Spine AP Lateral and Odontoid,Outpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,293.6,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401201_1{4},XR C Spine AP and Lateral Only,Inpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,330.3,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401201_1{4},XR C Spine AP and Lateral Only,Outpatient,320,72040,"Radiologic examination, spine, cervical; 2 or 3 views",,0,367,367,293.6,367,293.6,348.65,355.99,300.94,,355.99,348.65,Roundup_Memorial_Healthcare
41401202_1,XR C Spine AP/Lat/Flex/Extend Only,Inpatient,320,72050,"Radiologic examination, spine, cervical; 4 or 5 views",,0,600,600,480,600,540,570,582,492,,582,570,Roundup_Memorial_Healthcare
41401202_1,XR C Spine AP/Lat/Flex/Extend Only,Outpatient,320,72050,"Radiologic examination, spine, cervical; 4 or 5 views",,0,600,600,480,600,480,570,582,492,,582,570,Roundup_Memorial_Healthcare
41401202_1{2},XR C Spine Complete w/ Obliques,Inpatient,320,72050,"Radiologic examination, spine, cervical; 4 or 5 views",,0,600,600,480,600,540,570,582,492,,582,570,Roundup_Memorial_Healthcare
41401202_1{2},XR C Spine Complete w/ Obliques,Outpatient,320,72050,"Radiologic examination, spine, cervical; 4 or 5 views",,0,600,600,480,600,480,570,582,492,,582,570,Roundup_Memorial_Healthcare
41401202_1{3},XR C spine 4 or 5 Views,Inpatient,320,72050,"Radiologic examination, spine, cervical; 4 or 5 views",,0,600,600,480,600,540,570,582,492,,582,570,Roundup_Memorial_Healthcare
41401202_1{3},XR C spine 4 or 5 Views,Outpatient,320,72050,"Radiologic examination, spine, cervical; 4 or 5 views",,0,600,600,480,600,480,570,582,492,,582,570,Roundup_Memorial_Healthcare
41401204_1,XR C spine 6 or More Views,Inpatient,320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,630,630,504,630,567,598.5,611.1,516.6,,611.1,598.5,Roundup_Memorial_Healthcare
41401204_1,XR C spine 6 or More Views,Outpatient,320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,630,630,504,630,504,598.5,611.1,516.6,,611.1,598.5,Roundup_Memorial_Healthcare
41401204_1{2},XR C Spine w/ Obliques and Flex/Extend,Inpatient,320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,630,630,504,630,567,598.5,611.1,516.6,,611.1,598.5,Roundup_Memorial_Healthcare
41401204_1{2},XR C Spine w/ Obliques and Flex/Extend,Outpatient,320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,630,630,504,630,504,598.5,611.1,516.6,,611.1,598.5,Roundup_Memorial_Healthcare
41401206_1,XR Entire Spine AP and Lateral,Inpatient,320,72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",,0,339,339,271.2,339,305.1,322.05,328.83,277.98,,328.83,322.05,Roundup_Memorial_Healthcare
41401206_1,XR Entire Spine AP and Lateral,Outpatient,320,72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",,0,339,339,271.2,339,271.2,322.05,328.83,277.98,,328.83,322.05,Roundup_Memorial_Healthcare
41401206_1{2},XR Shunt Study AP and Lat,Inpatient,320,70250,"Radiologic examination, skull; less than 4 views",,0,339,339,271.2,339,305.1,322.05,328.83,277.98,,328.83,322.05,Roundup_Memorial_Healthcare
41401206_1{2},XR Shunt Study AP and Lat,Outpatient,320,70250,"Radiologic examination, skull; less than 4 views",,0,339,339,271.2,339,271.2,322.05,328.83,277.98,,328.83,322.05,Roundup_Memorial_Healthcare
41401207_1,XR L Spine Bending Views Only,Inpatient,320,72120,"Radiologic examination, spine, lumbosacral; bending views only, 2 or 3 views",,0,382,382,305.6,382,343.8,362.9,370.54,313.24,,370.54,362.9,Roundup_Memorial_Healthcare
41401207_1,XR L Spine Bending Views Only,Outpatient,320,72120,"Radiologic examination, spine, lumbosacral; bending views only, 2 or 3 views",,0,382,382,305.6,382,305.6,362.9,370.54,313.24,,370.54,362.9,Roundup_Memorial_Healthcare
41401211_1,XR T Spine AP and Lateral,Inpatient,320,72070,"Radiologic examination, spine; thoracic, 2 views",,0,331,331,264.8,331,297.9,314.45,321.07,271.42,,321.07,314.45,Roundup_Memorial_Healthcare
41401211_1,XR T Spine AP and Lateral,Outpatient,320,72070,"Radiologic examination, spine; thoracic, 2 views",,0,331,331,264.8,331,264.8,314.45,321.07,271.42,,321.07,314.45,Roundup_Memorial_Healthcare
41401212_1,XR T Spine AP and Lateral w/ Swimmers,Inpatient,320,72072,"Radiologic examination, spine; thoracic, 3 views",,0,393,393,314.4,393,353.7,373.35,381.21,322.26,,381.21,373.35,Roundup_Memorial_Healthcare
41401212_1,XR T Spine AP and Lateral w/ Swimmers,Outpatient,320,72072,"Radiologic examination, spine; thoracic, 3 views",,0,393,393,314.4,393,314.4,373.35,381.21,322.26,,381.21,373.35,Roundup_Memorial_Healthcare
41401221_1,XR L Spine AP and Lateral,Inpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,326.7,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401221_1,XR L Spine AP and Lateral,Outpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,290.4,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401221_1{2},XR L Spine Flex/Extend Only,Inpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,326.7,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401221_1{2},XR L Spine Flex/Extend Only,Outpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,290.4,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401221_1{3},XR L Spine Lat/Flex/Ext Only,Inpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,326.7,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401221_1{3},XR L Spine Lat/Flex/Ext Only,Outpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,290.4,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401221_1{4},XR L/S Spots Only,Inpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,326.7,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401221_1{4},XR L/S Spots Only,Outpatient,320,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",,0,363,363,290.4,363,290.4,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401222_1,XR L Spine AP/Lat/Flex/Extend Only,Inpatient,320,72110,"Radiologic examination, spine, lumbosacral; minimum of 4 views",,0,542,542,433.6,542,487.8,514.9,525.74,444.44,,525.74,514.9,Roundup_Memorial_Healthcare
41401222_1,XR L Spine AP/Lat/Flex/Extend Only,Outpatient,320,72110,"Radiologic examination, spine, lumbosacral; minimum of 4 views",,0,542,542,433.6,542,433.6,514.9,525.74,444.44,,525.74,514.9,Roundup_Memorial_Healthcare
41401222_1{2},XR L/S Spine Complete,Inpatient,320,72110,"Radiologic examination, spine, lumbosacral; minimum of 4 views",,0,542,542,433.6,542,487.8,514.9,525.74,444.44,,525.74,514.9,Roundup_Memorial_Healthcare
41401222_1{2},XR L/S Spine Complete,Outpatient,320,72110,"Radiologic examination, spine, lumbosacral; minimum of 4 views",,0,542,542,433.6,542,433.6,514.9,525.74,444.44,,525.74,514.9,Roundup_Memorial_Healthcare
41401224_1,XR L Spine AP/Lat/Flex/Ext Flat/Upright,Inpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,442,442,353.6,442,397.8,419.9,428.74,362.44,,428.74,419.9,Roundup_Memorial_Healthcare
41401224_1,XR L Spine AP/Lat/Flex/Ext Flat/Upright,Outpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,442,442,353.6,442,353.6,419.9,428.74,362.44,,428.74,419.9,Roundup_Memorial_Healthcare
41401224_1{2},XR L Spine Complete w/ Bending Views,Inpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,442,442,353.6,442,397.8,419.9,428.74,362.44,,428.74,419.9,Roundup_Memorial_Healthcare
41401224_1{2},XR L Spine Complete w/ Bending Views,Outpatient,320,72114,"Radiologic examination, spine, lumbosacral; complete, including bending views, minimum of 6 views",,0,442,442,353.6,442,353.6,419.9,428.74,362.44,,428.74,419.9,Roundup_Memorial_Healthcare
41401230_1,XR Sacrum and Coccyx,Inpatient,320,72220,"Radiologic examination, sacrum and coccyx, minimum of 2 views",,0,315,315,252,315,283.5,299.25,305.55,258.3,,305.55,299.25,Roundup_Memorial_Healthcare
41401230_1,XR Sacrum and Coccyx,Outpatient,320,72220,"Radiologic examination, sacrum and coccyx, minimum of 2 views",,0,315,315,252,315,252,299.25,305.55,258.3,,305.55,299.25,Roundup_Memorial_Healthcare
41401251_1,XR Scoliosis Study Single View,Inpatient,320,72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view",,0,339,339,271.2,339,305.1,322.05,328.83,277.98,,328.83,322.05,Roundup_Memorial_Healthcare
41401251_1,XR Scoliosis Study Single View,Outpatient,320,72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view",,0,339,339,271.2,339,271.2,322.05,328.83,277.98,,328.83,322.05,Roundup_Memorial_Healthcare
41401270_1,XR Mandible Limited L,Inpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,295,295,236,295,265.5,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401270_1,XR Mandible Limited L,Outpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,295,295,236,295,236,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401270_1{2},XR Mandible Limited R,Inpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,295,295,236,295,265.5,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401270_1{2},XR Mandible Limited R,Outpatient,320,70100,"Radiologic examination, mandible; partial, less than 4 views",,0,295,295,236,295,236,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401271_1,XR Mandible Complete,Inpatient,320,70110,"Radiologic examination, mandible; complete, minimum of 4 views",,0,499,499,399.2,499,449.1,474.05,484.03,409.18,,484.03,474.05,Roundup_Memorial_Healthcare
41401271_1,XR Mandible Complete,Outpatient,320,70110,"Radiologic examination, mandible; complete, minimum of 4 views",,0,499,499,399.2,499,399.2,474.05,484.03,409.18,,484.03,474.05,Roundup_Memorial_Healthcare
41401280_1,XR Facial Bones Limited,Inpatient,320,70140,"Radiologic examination, facial bones; less than 3 views",,0,307,307,245.6,307,276.3,291.65,297.79,251.74,,297.79,291.65,Roundup_Memorial_Healthcare
41401280_1,XR Facial Bones Limited,Outpatient,320,70140,"Radiologic examination, facial bones; less than 3 views",,0,307,307,245.6,307,245.6,291.65,297.79,251.74,,297.79,291.65,Roundup_Memorial_Healthcare
41401281_1,XR Facial Bones Complete,Inpatient,320,70150,"Radiologic examination, facial bones; complete, minimum of 3 views",,0,503,503,402.4,503,452.7,477.85,487.91,412.46,,487.91,477.85,Roundup_Memorial_Healthcare
41401281_1,XR Facial Bones Complete,Outpatient,320,70150,"Radiologic examination, facial bones; complete, minimum of 3 views",,0,503,503,402.4,503,402.4,477.85,487.91,412.46,,487.91,477.85,Roundup_Memorial_Healthcare
41401293_1,XR Mastoid Limited L,Inpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,295,295,236,295,265.5,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401293_1,XR Mastoid Limited L,Outpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,295,295,236,295,236,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401293_1{2},XR Mastoid Limited R,Inpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,295,295,236,295,265.5,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401293_1{2},XR Mastoid Limited R,Outpatient,320,70120,"Radiologic examination, mastoids; less than 3 views per side",,0,295,295,236,295,236,280.25,286.15,241.9,,286.15,280.25,Roundup_Memorial_Healthcare
41401300_1,XR Eye Detect for Foreign Body,Inpatient,320,70030,"Radiologic examination, eye, for detection of foreign body",,0,216,216,172.8,216,194.4,205.2,209.52,177.12,,209.52,205.2,Roundup_Memorial_Healthcare
41401300_1,XR Eye Detect for Foreign Body,Outpatient,320,70030,"Radiologic examination, eye, for detection of foreign body",,0,216,216,172.8,216,172.8,205.2,209.52,177.12,,209.52,205.2,Roundup_Memorial_Healthcare
41401301_1,XR Osseous Survey Complete,Inpatient,320,77075,"Radiologic examination, osseous survey; complete (axial and appendicular skeleton)",,0,495,495,396,495,445.5,470.25,480.15,405.9,,480.15,470.25,Roundup_Memorial_Healthcare
41401301_1,XR Osseous Survey Complete,Outpatient,320,77075,"Radiologic examination, osseous survey; complete (axial and appendicular skeleton)",,0,495,495,396,495,396,470.25,480.15,405.9,,480.15,470.25,Roundup_Memorial_Healthcare
41401310_1,XR Optic Foramina,Inpatient,320,70190,Radiologic examination; optic foramina,,0,262,262,209.6,262,235.8,248.9,254.14,214.84,,254.14,248.9,Roundup_Memorial_Healthcare
41401310_1,XR Optic Foramina,Outpatient,320,70190,Radiologic examination; optic foramina,,0,262,262,209.6,262,209.6,248.9,254.14,214.84,,254.14,248.9,Roundup_Memorial_Healthcare
41401320_1,XR Orbits Complete for Fracture,Inpatient,320,70200,"Radiologic examination; orbits, complete, minimum of 4 views",,0,503,503,402.4,503,452.7,477.85,487.91,412.46,,487.91,477.85,Roundup_Memorial_Healthcare
41401320_1,XR Orbits Complete for Fracture,Outpatient,320,70200,"Radiologic examination; orbits, complete, minimum of 4 views",,0,503,503,402.4,503,402.4,477.85,487.91,412.46,,487.91,477.85,Roundup_Memorial_Healthcare
41401330_1,XR Nasal Bones,Inpatient,320,70160,"Radiologic examination, nasal bones, complete, minimum of 3 views",,0,336,336,268.8,336,302.4,319.2,325.92,275.52,,325.92,319.2,Roundup_Memorial_Healthcare
41401330_1,XR Nasal Bones,Outpatient,320,70160,"Radiologic examination, nasal bones, complete, minimum of 3 views",,0,336,336,268.8,336,268.8,319.2,325.92,275.52,,325.92,319.2,Roundup_Memorial_Healthcare
41401340_1,XR Paranasal Sinuses Limited,Inpatient,320,70210,"Radiologic examination, sinuses, paranasal, less than 3 views",,0,198,198,158.4,198,178.2,188.1,192.06,162.36,,192.06,188.1,Roundup_Memorial_Healthcare
41401340_1,XR Paranasal Sinuses Limited,Outpatient,320,70210,"Radiologic examination, sinuses, paranasal, less than 3 views",,0,198,198,158.4,198,158.4,188.1,192.06,162.36,,192.06,188.1,Roundup_Memorial_Healthcare
41401342_1,XR Paranasal Sinuses Complete,Inpatient,320,70220,"Radiologic examination, sinuses, paranasal, complete, minimum of 3 views",,0,353,353,282.4,353,317.7,335.35,342.41,289.46,,342.41,335.35,Roundup_Memorial_Healthcare
41401342_1,XR Paranasal Sinuses Complete,Outpatient,320,70220,"Radiologic examination, sinuses, paranasal, complete, minimum of 3 views",,0,353,353,282.4,353,282.4,335.35,342.41,289.46,,342.41,335.35,Roundup_Memorial_Healthcare
41401350_1,XR Skull Limited,Inpatient,320,70250,"Radiologic examination, skull; less than 4 views",,0,340,340,272,340,306,323,329.8,278.8,,329.8,323,Roundup_Memorial_Healthcare
41401350_1,XR Skull Limited,Outpatient,320,70250,"Radiologic examination, skull; less than 4 views",,0,340,340,272,340,272,323,329.8,278.8,,329.8,323,Roundup_Memorial_Healthcare
41401351_1,XR Skull Complete,Inpatient,320,70260,"Radiologic examination, skull; complete, minimum of 4 views",,0,585,585,468,585,526.5,555.75,567.45,479.7,,567.45,555.75,Roundup_Memorial_Healthcare
41401351_1,XR Skull Complete,Outpatient,320,70260,"Radiologic examination, skull; complete, minimum of 4 views",,0,585,585,468,585,468,555.75,567.45,479.7,,567.45,555.75,Roundup_Memorial_Healthcare
41401370_1,XR TMJ L,Inpatient,320,70328,"Radiologic examination, temporomandibular joint, open and closed mouth; unilateral",,0,325,325,260,325,292.5,308.75,315.25,266.5,,315.25,308.75,Roundup_Memorial_Healthcare
41401370_1,XR TMJ L,Outpatient,320,70328,"Radiologic examination, temporomandibular joint, open and closed mouth; unilateral",,0,325,325,260,325,260,308.75,315.25,266.5,,315.25,308.75,Roundup_Memorial_Healthcare
41401370_1{2},XR TMJ R,Inpatient,320,70328,"Radiologic examination, temporomandibular joint, open and closed mouth; unilateral",,0,325,325,260,325,292.5,308.75,315.25,266.5,,315.25,308.75,Roundup_Memorial_Healthcare
41401370_1{2},XR TMJ R,Outpatient,320,70328,"Radiologic examination, temporomandibular joint, open and closed mouth; unilateral",,0,325,325,260,325,260,308.75,315.25,266.5,,315.25,308.75,Roundup_Memorial_Healthcare
41401380_1,XR Soft Tissue Neck,Inpatient,320,70360,"Radiologic examination; neck, soft tissue",,0,205,205,164,205,184.5,194.75,198.85,168.1,,198.85,194.75,Roundup_Memorial_Healthcare
41401380_1,XR Soft Tissue Neck,Outpatient,320,70360,"Radiologic examination; neck, soft tissue",,0,205,205,164,205,164,194.75,198.85,168.1,,198.85,194.75,Roundup_Memorial_Healthcare
41401393_1,XR NIOSH Chest PA Only,Inpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401393_1,XR NIOSH Chest PA Only,Outpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401393_1{2},XR Chest Decubitus L,Inpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401393_1{2},XR Chest Decubitus L,Outpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1,XR Chest Decubitus R,Inpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1,XR Chest Decubitus R,Outpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{2},XR Chest PA/AP Only,Inpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{2},XR Chest PA/AP Only,Outpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{3},XR Chest Rpt w/ Nipple Markers,Inpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{3},XR Chest Rpt w/ Nipple Markers,Outpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{4},XR Chest Lateral Only,Inpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{4},XR Chest Lateral Only,Outpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{5},XR Chest/Abdomen AP Infant,Inpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,316.8,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401394_1{5},XR Chest/Abdomen AP Infant,Outpatient,324,71045,"Radiologic examination, chest; single view",,0,352,352,281.6,352,281.6,334.4,341.44,288.64,,341.44,334.4,Roundup_Memorial_Healthcare
41401395_1,XR Chest PA and Lateral,Inpatient,324,71046,"Radiologic examination, chest; 2 views",,0,355,355,284,355,319.5,337.25,344.35,291.1,,344.35,337.25,Roundup_Memorial_Healthcare
41401395_1,XR Chest PA and Lateral,Outpatient,324,71046,"Radiologic examination, chest; 2 views",,0,355,355,284,355,284,337.25,344.35,291.1,,344.35,337.25,Roundup_Memorial_Healthcare
41401395_1{2},XR Chest Inspiration and Expiration,Inpatient,324,71046,"Radiologic examination, chest; 2 views",,0,355,355,284,355,319.5,337.25,344.35,291.1,,344.35,337.25,Roundup_Memorial_Healthcare
41401395_1{2},XR Chest Inspiration and Expiration,Outpatient,324,71046,"Radiologic examination, chest; 2 views",,0,355,355,284,355,284,337.25,344.35,291.1,,344.35,337.25,Roundup_Memorial_Healthcare
41401397_1,XR Chest w/ Apical Lordotic,Inpatient,324,71047,"Radiologic examination, chest; 3 views",,0,371,371,296.8,371,333.9,352.45,359.87,304.22,,359.87,352.45,Roundup_Memorial_Healthcare
41401397_1,XR Chest w/ Apical Lordotic,Outpatient,324,71047,"Radiologic examination, chest; 3 views",,0,371,371,296.8,371,296.8,352.45,359.87,304.22,,359.87,352.45,Roundup_Memorial_Healthcare
41401400_1,XR Ribs L w/o Chest PA,Inpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,363,363,290.4,363,326.7,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401400_1,XR Ribs L w/o Chest PA,Outpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,363,363,290.4,363,290.4,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401400_1{2},XR Ribs R w/o Chest PA,Inpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,363,363,290.4,363,326.7,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401400_1{2},XR Ribs R w/o Chest PA,Outpatient,320,71100,"Radiologic examination, ribs, unilateral; 2 views",,0,363,363,290.4,363,290.4,344.85,352.11,297.66,,352.11,344.85,Roundup_Memorial_Healthcare
41401401_1,XR Ribs Complete w/ PA Chest L,Inpatient,320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,372,372,297.6,372,334.8,353.4,360.84,305.04,,360.84,353.4,Roundup_Memorial_Healthcare
41401401_1,XR Ribs Complete w/ PA Chest L,Outpatient,320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,372,372,297.6,372,297.6,353.4,360.84,305.04,,360.84,353.4,Roundup_Memorial_Healthcare
41401401_1{2},XR Ribs Complete w/ PA Chest R,Inpatient,320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,372,372,297.6,372,334.8,353.4,360.84,305.04,,360.84,353.4,Roundup_Memorial_Healthcare
41401401_1{2},XR Ribs Complete w/ PA Chest R,Outpatient,320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,372,372,297.6,372,297.6,353.4,360.84,305.04,,360.84,353.4,Roundup_Memorial_Healthcare
