Charge Master Code,Description,Invoice Label,Dynamic Pricing,Price,Soft Code,HCPCS Code,HCPCS Multiplier,Revenue Code,Effective Date,Expiration Date,Department,Fractional Billing,Minimum Price,Default Cost,Cost Multiplier,Charge Code Type,hospital
8077,CT RIGHT FOREARM W/WO CONTRAST,CT RIGHT FOREARM W/WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8067,CT RIGHT FOREARM WITH CONTRAST,CT RIGHT FOREARM WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8057,CT RIGHT FOREARM WO CONTRAST,CT RIGHT FOREARM WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8091,CT RIGHT HEEL WO CONTRAST,CT RIGHT HEEL WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8115,CT RIGHT HIP W/WO CONTRAST,CT RIGHT HIP W/WO CONTRAST,,2000.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8103,CT RIGHT HIP WITH CONTRAST,CT RIGHT HIP WITH CONTRAST,,2000.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8079,CT RIGHT HUMERUS W/WO CONTRAST,CT RIGHT HUMERUS W/WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8069,CT RIGHT HUMERUS WITH CONTRAST,CT RIGHT HUMERUS WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8059,CT RIGHT HUMERUS WO CONTRAST,CT RIGHT HUMERUS WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8117,CT RIGHT KNEE W/WO CONTRAST,CT RIGHT KNEE W/WO CONTRAST,,1500.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8105,CT RIGHT KNEE WITH CONTRAST,CT RIGHT KNEE WITH CONTRAST,,1500.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8093,CT RIGHT KNEE WO CONTRAST,CT RIGHT KNEE WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8081,CT RIGHT SHOULDER W/ WO CONTRAST,CT RIGHT SHOULDER W/ WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8071,CT RIGHT SHOULDER WITH CONTRAST,CT RIGHT SHOULDER WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8061,CT RIGHT SHOULDER WO CONTRAST,CT RIGHT SHOULDER WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8119,CT RIGHT TIBFIB W/WO CONTRAST,CT RIGHT TIBFIB W/WO CONTRAST,,1500.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8107,CT RIGHT TIBFIB WITH CONTRAST,CT RIGHT TIBFIB WITH CONTRAST,,1500.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8095,CT RIGHT TIBFIB WO CONTRAST,CT RIGHT TIBFIB WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8083,CT RIGHT WRIST W/WO CONTRAST,CT RIGHT WRIST W/WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8073,CT RIGHT WRIST WITH CONTRAST,CT RIGHT WRIST WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8063,CT RIGHT WRIST WO CONTRAST,CT RIGHT WRIST WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8042,CT SINUS LIMITED W/O,CT SINUS LIMITED W/O,,1500.0,,76380,1.0,351,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8043,CT SPINE CERVICAL W/O,CT SPINE CERVICAL W/O,,1585.0,,72125,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8051,CT SPINE THORACIC W/O,CT SPINE THORACIC W/O,,1500.0,,72128,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8053,CT STONE PROTOCOL W/O,CT STONE PROTOCOL W/O,,2000.0,,74176,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
10046,PT COLPAC,PT COLPAC,,15.0,,A9300,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10047,PT DOOR PULLEY,PT DOOR PULLEY,,18.0,,A9300,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10049,PT FORM ROLL,PT FORM ROLL,,22.0,,A9300,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10053,PT TUBING,PT TUBING,,8.0,,A9300,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10054,PT UNNA BOOT APPLICATION,PT UNNA BOOT APPLICATION,,107.0,,29580,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10056,SELF CARE CURRENT STATUS,SELF CARE CURRENT STATUS,,0.01,,G8987,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10057,SELF CARE DC STATUS,SELF CARE DC STATUS,,0.01,,G8989,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10058,SELF CARE GOAL STATUS,SELF CARE GOAL STATUS,,0.01,,G8988,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10060,SHOULDER PULLEY PATTERSON,SHOULDER PULLEY PATTERSON,,15.0,,A9300,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10063,TENNIS ELBOW SUPPORT,TENNIS ELBOW SUPPORT,,12.5,,A9300,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10064,TENS,TENS,,115.0,,A9300,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10065,THERA BAND PT,THERA BAND PT,,10.0,,A9300,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10070,W/C MANAGEMENT  INITIAL 2 HRS,W/C MANAGEMENT  INITIAL 2 HRS,,175.0,,"97545,GP",1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10071,WHEELCHAIR TRAINING 15 MIN,WHEELCHAIR TRAINING 15 MIN,,28.0,,"97542,GP",1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10072,WHIRLPOOL,WHIRLPOOL,,45.0,,"97022,GP",1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
11002,IV INFUSION HYDRATION INITIAL,IV INFUSION HYDRATION INITIAL,,120.0,,96360,1.0,260,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
11003,IV INFUSION THERAPY EACH ADD HR,IV INFUSION THERAPY EACH ADD HR,,130.0,,96366,1.0,260,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
11004,IV INFUSION THERAPY UP TO 1 HOUR,IV INFUSION THERAPY UP TO 1 HOUR,,147.0,,96365,1.0,260,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
11006,IV PUSH INITIAL OR SINGLE,IV PUSH INITIAL OR SINGLE,,107.09,,96374,1.0,260,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
11007,IV PUSH NEW DRUG,IV PUSH NEW DRUG,,43.0,,96375,1.0,260,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
11008,IV PUSH SAME DRUG,IV PUSH SAME DRUG,,43.0,,96376,1.0,260,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
11009,TREATMENT ROOM II IV THERAPY,TREATMENT ROOM II IV THERAPY,,16.0,,90784,1.0,260,2017-06-06,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
8028,CT ENTEROGRAPHY WITH CONTRAST,CT ENTEROGRAPHY WITH CONTRAST,,2800.0,,74177,1.0,352,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8029,CT HEAD W/O,CT HEAD W/O,,1650.0,,70450,1.0,351,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8108,CT LEFT ANKLE W/WO CONTRAST,CT LEFT ANKLE W/WO CONTRAST,,1500.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8096,CT LEFT ANKLE WITH CONTRAST,CT LEFT ANKLE WITH CONTRAST,,1500.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8084,CT LEFT ANKLE WO CONTRAST,CT LEFT ANKLE WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8074,CT LEFT ELBOW W/WO CONTRAST,CT LEFT ELBOW W/WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8064,CT LEFT ELBOW WITH CONTRAST,CT LEFT ELBOW WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8054,CT LEFT ELBOW WO CONTRAST,CT LEFT ELBOW WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8111,CT LEFT FEMUR W/WO CONTRAST,CT LEFT FEMUR W/WO CONTRAST,,1500.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8099,CT LEFT FEMUR WITH CONTRAST,CT LEFT FEMUR WITH CONTRAST,,1500.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8087,CT LEFT FEMUR WO CONTRAST,CT LEFT FEMUR WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8110,CT LEFT FOOT W/WO CONTRAST,CT LEFT FOOT W/WO CONTRAST,,1500.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8098,CT LEFT FOOT WITH CONTRAST,CT LEFT FOOT WITH CONTRAST,,1500.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8086,CT LEFT FOOT WO CONTRAST,CT LEFT FOOT WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8076,CT LEFT FOREARM W/WO CONTRAST,CT LEFT FOREARM W/WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8066,CT LEFT FOREARM WITH CONTRAST,CT LEFT FOREARM WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8056,CT LEFT FOREARM WO CONTRAST,CT LEFT FOREARM WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8090,CT LEFT HEEL WO CONTRAST,CT LEFT HEEL WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8114,CT LEFT HIP W/WO CONTRAST,CT LEFT HIP W/WO CONTRAST,,1800.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8102,CT LEFT HIP WITH CONTRAST,CT LEFT HIP WITH CONTRAST,,1800.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8078,CT LEFT HUMERUS W/WO CONTRAST,CT LEFT HUMERUS W/WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8068,CT LEFT HUMERUS WITH CONTRAST,CT LEFT HUMERUS WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8058,CT LEFT HUMERUS WO CONTRAST,CT LEFT HUMERUS WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8116,CT LEFT KNEE W/WO CONTRAST,CT LEFT KNEE W/WO CONTRAST,,1500.0,,73702,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8104,CT LEFT KNEE WITH CONTRAST,CT LEFT KNEE WITH CONTRAST,,1500.0,,73701,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8092,CT LEFT KNEE WO CONTRAST,CT LEFT KNEE WO CONTRAST,,1500.0,,73700,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8080,CT LEFT SHOULDER W/WO CONTRAST,CT LEFT SHOULDER W/WO CONTRAST,,1500.0,,73202,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8070,CT LEFT SHOULDER WITH CONTRAST,CT LEFT SHOULDER WITH CONTRAST,,1500.0,,73201,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
8060,CT LEFT SHOULDER WO CONTRAST,CT LEFT SHOULDER WO CONTRAST,,1500.0,,73200,1.0,350,2017-06-06,,CC_CT,,,,,Standard,Granite_County_Medical_Center
10073,OCCUPATIONAL THERAPY EVALUATION,,,160.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10074,OCCUPATIONAL THERAPY RE-EVALUATION,,,100.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10075,ORTHOTIC FITTING AND TRAINING,,,82.0,,,1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10076,ORTHOTIC FITTING AND TRAINING,,,37.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10077,OT AQUATIC THERAPY PER 15 MINS,,,82.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10078,OT COGNITIVE SKILLS PER 15 MINS,,,52.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10079,OT COLD OR HOT PACK,,,26.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10080,OT CONTRAST BATH PER 15 MIN,,,35.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10081,OT GROUP THERAPY PER 15 MINS,,,53.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10082,OT MANUAL THERAPY PER 15 MINS	,,,57.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10083,OT MASSAGE PER 15 MINS,,,52.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10084,OT NEUROMUSCULAR RE-ED OF MOVEMENT,,,63.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10085,OT PARAFFIN PER 15 MIN,,,30.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10086,OT SENSORY INTEGRATION PER 15 MINS,,,55.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10087,OT SPLINT & CASTING PER 15 MIN	,,,245.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10088,OT THERAPEUTIC ACTIVITIES,,,66.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10089,OT ULTRASOUND PER 15 MINS,,,31.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10090,OT WHIRLPOOL,,,45.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10091,SELF CARE TRAINING ADL,,,66.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10092,THERP EX STRENGTHT FLEXIBILITY	,,,45.0,,,1.0,430,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10093,THORACIC RIB BELT,,,20.0,,,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10094,SENSOR PAD CHAIR,,,247.5,,,1.0,270,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
6138,TESTOSTERONE FREE,,,142.0,,84402,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6139,T4 FREE,,,63.0,,84439,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9745,LYSINE 500MG TAB,,,,,J3490,1.0,250,2017-06-07,,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
6163,ACETAMINOPHEN LEVEL	,,,125.0,,80329,1.0,300,2017-06-07,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6164,URINALYSIS MICRO ONLY,,,38.0,,81015,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6165,HEMOGLOBIN CLIA WAIVED	,,,23.0,,85018,1.0,300,2017-06-07,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6166,HEMATOCRIT CLIA WAIVED	,,,23.0,,85014,1.0,300,2017-06-07,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6167,SALICYLATE LEVEL	,,,76.5,,80329,1.0,300,2017-06-07,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
10028,INITIAL EVALUATION,INITIAL EVALUATION,,145.0,,"97001,GP",1.0,420,2017-06-06,2017-06-12,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
97161,EVALUATION-LOW,,,113.0,,97161,1.0,420,2017-06-13,2017-06-14,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
97162,EVALUATION-MODERATE,,,123.0,,97162,1.0,420,2017-06-13,2017-06-14,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
97163,EVALUATION-HIGH,,,133.0,,97163,1.0,420,2017-06-13,2017-06-14,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
6168,"H. PYLORI AG, STOOL",,,243.0,,87338,1.0,300,2017-06-15,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
97163,PHYSICAL THERAPY EVALUATION: HIGH COMPLEXITY,,,120.0,,97163,1.0,420,2017-06-15,2017-06-15,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
10051,"THERAPEUTIC MASSAGE, 1 OR MORE AREAS, EACH 15 MINUTES; STROKING, COMPRESSION, PERCUSSION",PT MASSAGE PER 15 MINS,,52.0,,"97124,GP",1.0,420,2017-06-06,,PHYSICAL THERAPY,,,,,Standard,Granite_County_Medical_Center
6169,TB SKIN TEST INTRADERMAL,,,35.0,,86580,1.0,300,2017-06-15,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6170,FREE LIGHT CHAINS PANEL,,,154.0,,83883,1.0,300,2017-06-26,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6171,"GIARDIA LAMBLIA ANTIGEN, STOOL",,,85.0,,87329,1.0,300,2017-06-27,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6158,"(LAB) VITAMIN D, 25 HYDROXY","VITAMIN D, 25 HYDROXY",,142.0,,82306,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6157,(LAB WITH WAIVER ONLY) VITAMIN D DIHYDROXY 1 AND 25,"VITAMIN D DIHYDROXY 1,25",,230.0,,82652,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6121,PT/INR (FINGERSTICK),PT/INR (FINGERSTICK),,55.0,,85610,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
1004,OBSERVATION SERVICE PER HOUR,OBSERVATION SERVICE PER HOUR,,236.0,,G0378,1.0,762,2017-06-01,,OBSERVATION,,,,,Standard,Granite_County_Medical_Center
9191,DIGOXIN 125 MCG TABLET,DIGOXIN 125 MCG TABLET,,,,J1160,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,8.0,1.0,Pharmacy,Granite_County_Medical_Center
9192,DIGOXIN 250 MCG TABLET,DIGOXIN 250 MCG TABLET,,,,J1160,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,8.0,1.0,Pharmacy,Granite_County_Medical_Center
8126,FEMUR LEFT,FEMUR LEFT,,180.0,,73552,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8127,FEMUR RIGHT,FEMUR RIGHT,,180.0,,73552,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8227,FEMUR RIGHT 1 VIEW,FEMUR RIGHT 1 VIEW,,180.0,,73551,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8228,FEMUR LEFT 1 VIEW,FEMUR LEFT 1 VIEW,,180.0,,73551,1.0,320,2017-06-06,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
9147,CIMETIDINE 400 MG TABLET,CIMETIDINE 400 MG TABLET,,,,"J3490,Z1",1.0,250,2017-06-06,,CC_PHARMACY,1.0,,12.0,1.0,Pharmacy,Granite_County_Medical_Center
6146,TSH,TSH,,88.0,,84443,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6144,TRIGLYCERIDE,TRIGLYCERIDE,,28.0,,84478,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6142,TOTAL PROTEIN,TOTAL PROTEIN,,46.0,,84155,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6141,TOTAL BILIRUBIN,TOTAL BILIRUBIN,,54.0,,82247,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6088,INDIRECT BILIRUBIN (CALCUATED),INDIRECT BILIRUBIN (CALCUATED),,54.0,,82248,1.0,300,2017-06-06,,CC_LAB,1.0,,,,Standard,Granite_County_Medical_Center
6006,AMMONIA,AMMONIA,,88.0,,82140,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6009,ANA TITER (IFA) RFLX,ANA TITER (IFA) RFLX,,74.0,,86038,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6172,ANCA PANEL (NO REFLEX),ANCA PANEL (NO REFLEX),,54.0,,86256,1.0,300,2017-07-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6174,CULTURE CAMPYLOBACTER SCREEN REFLEX,CULTURE CAMPYLOBACTER SCREEN REFLEX,,12.0,,87081,1.0,300,2017-07-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
5368,CATHETER IV 24GX3/4IN SAFETY  INSYTE SHIELDED YELLOW,CATHETER IV 24G,,30.5,,A4221,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5106,CATHETER IV 20GX1IN SAFETY    INSYTE SHIELDED PINK,CATHETER IV 20G,,30.5,,A4221,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5321,SYRINGE 10CC PREFILL NORMAL   SALINE FLUSH LUER LOCK,SYRINGE PREFILL NORMAL SALINE FLUSH,,10.25,,A4218,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5219,WIPE CLEANSING PERSONAL 8X12INSCENTED ALCOHOL-FREE ALOETOUCH,WIPE CLEANSING ALOETOUCH,,26.0,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5432,WIPES ALOETOUCH LARGE 9X13IN  ***DISC BY MFG-SEE S#240110***,WIPES ALOETOUCH,,26.0,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5148,WIPES SKIN BARRIER PREPPIES   LARGE 2PLY,WIPES SKIN BARRIER,,26.0,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5315,BRIEF ADULT LARGE PREVAIL                    16/BGX4=64/CASE,BRIEF ADULT,,55.2,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5233,BRIEFS PREVAIL ADULT XXLARGE  BARIATRIC,BRIEFS PREVAIL,,56.3,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5256,BRIEFS PER-FIT ADULT MEDIUM   32-44IN BREATHABLE PREVAIL,BRIEFS PER-FIT,,55.2,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5217,BRIEFS PREVAIL PER-FIT ADULT  XLARGE 59-64IN,BRIEFS PREVAIL,,55.2,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5403,BRIEFS PULL UP PREVAIL EXTRA  ADULT XLARGE SUPER ABSORBENCY,BRIEFS PULL UP,,55.2,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5473,BRIEFS PULL UP PREVAIL EXTRA  YOUTH SMALL 20 TO 34IN,BRIEFS PULL UP,,55.2,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5165,BRIEFS PULL UP PREVAIL PER-FITLARGE MODERATE TO HEAVY,BRIEFS PULL UP,,55.2,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5384,UNDERPAD TENDERSORB 23X36IN   LT BLUE FLUFF FILLED MODERATE,UNDERPAD,,43.3,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5461,UNDERPAD DURASORB 23X24IN BLUEFLUFF FILL NONWOVEN  HEAVY,UNDERPAD BLUE,,57.5,,A4335,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
