Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,ALLEGIANCE_MEDICARE_RBPHP,BCBSMT_HEALTHLINK,BCBSMT_TRADITIONAL,Indian_Health_Svcs_,PACIFIC_SOURCE_,hospital
6048403_1,STYLET LUBRCTD INTUBATING 6FR__251006,Outpatient,270,,,,0,15,11.25,8.85,25.45,14.25,25.45,13.95,15,8.85,14.25,Poplar_Community_Hospital
6048404_1,STYLET LUBRCTD INTUBATING 10FR__251010,Inpatient,270,,,,0,15,11.25,8.85,25.45,14.25,14.25,13.95,15,,14.25,Poplar_Community_Hospital
6048404_1,STYLET LUBRCTD INTUBATING 10FR__251010,Outpatient,270,,,,0,15,11.25,8.85,25.45,14.25,25.45,13.95,15,8.85,14.25,Poplar_Community_Hospital
6048405_1,STYLET LUBRCTD INTUBATING 14FR__251014,Inpatient,270,,,,0,7,5.25,4.13,11.87,6.65,6.65,6.51,7,,6.65,Poplar_Community_Hospital
6048405_1,STYLET LUBRCTD INTUBATING 14FR__251014,Outpatient,270,,,,0,7,5.25,4.13,11.87,6.65,11.87,6.51,7,4.13,6.65,Poplar_Community_Hospital
6048406_1,BERMAN AIRWAY ADULT MD 90MM__312090,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048406_1,BERMAN AIRWAY ADULT MD 90MM__312090,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048407_1,AIRWAY PVC SOFT NASOPHRYN 18FR__321045,Inpatient,270,,,,0,19.5,14.63,11.51,33.08,18.53,18.53,18.14,19.5,,18.53,Poplar_Community_Hospital
6048407_1,AIRWAY PVC SOFT NASOPHRYN 18FR__321045,Outpatient,270,,,,0,19.5,14.63,11.51,33.08,18.53,33.08,18.14,19.5,11.51,18.53,Poplar_Community_Hospital
6048411_1,CUP DENTURE__H975-07,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048411_1,CUP DENTURE__H975-07,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048413_1,VALVE HEIMLICH CHEST DRAIN__373460,Inpatient,270,,,,0,154.25,115.69,91.01,261.67,146.54,146.54,143.45,154.25,,146.54,Poplar_Community_Hospital
6048413_1,VALVE HEIMLICH CHEST DRAIN__373460,Outpatient,270,,,,0,154.25,115.69,91.01,261.67,146.54,261.67,143.45,154.25,91.01,146.54,Poplar_Community_Hospital
6048414_1,DRAIN JACKSON PRATT RES 100CC__SU130-1305,Inpatient,270,,,,0,19.75,14.81,11.65,33.5,18.76,18.76,18.37,19.75,,18.76,Poplar_Community_Hospital
6048414_1,DRAIN JACKSON PRATT RES 100CC__SU130-1305,Outpatient,270,,,,0,19.75,14.81,11.65,33.5,18.76,33.5,18.37,19.75,11.65,18.76,Poplar_Community_Hospital
6048416_1,TAPE STERISTRIP .125X3__R1540,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048416_1,TAPE STERISTRIP .125X3__R1540,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048417_1,DRAPE HALF BASIC 60X44__89101,Inpatient,272,,,,0,5.75,4.31,3.39,9.75,5.46,5.46,5.35,5.75,,5.46,Poplar_Community_Hospital
6048417_1,DRAPE HALF BASIC 60X44__89101,Outpatient,272,,,,0,5.75,4.31,3.39,9.75,5.46,9.75,5.35,5.75,3.39,5.46,Poplar_Community_Hospital
6048420_1,CLAMP UMBILICAL CORD ST__9423,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048420_1,CLAMP UMBILICAL CORD ST__9423,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048421_1,SPLINT WRIST ABDUCT THMB RT S__79-87303,Inpatient,270,,,,0,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048421_1,SPLINT WRIST ABDUCT THMB RT S__79-87303,Outpatient,270,,,,0,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048422_1,SPLINT WRIST ABDUCT THMB RT M__79-87305,Inpatient,270,,,,0,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048422_1,SPLINT WRIST ABDUCT THMB RT M__79-87305,Outpatient,270,,,,0,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048423_1,SPLINT WRIST ABDUCT THMB RT L__79-87307,Inpatient,270,,,,0,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048423_1,SPLINT WRIST ABDUCT THMB RT L__79-87307,Outpatient,270,,,,0,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048424_1,SPLINT WRIST ABDUCT THMB LT S__79-87313,Inpatient,270,,,,0,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048424_1,SPLINT WRIST ABDUCT THMB LT S__79-87313,Outpatient,270,,,,0,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048425_1,SPLINT WRIST ABDUCT THMB LT M__79-87315,Inpatient,270,,,,0,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048425_1,SPLINT WRIST ABDUCT THMB LT M__79-87315,Outpatient,270,,,,0,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048426_1,SPLINT WRIST ABDUCT THMB LT L__79-87317,Inpatient,270,,,,0,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048426_1,SPLINT WRIST ABDUCT THMB LT L__79-87317,Outpatient,270,,,,0,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048427_1,SOLUTION SURG DURAPREP 26ML__8630,Inpatient,270,,,,0,22.25,16.69,13.13,37.74,21.14,21.14,20.69,22.25,,21.14,Poplar_Community_Hospital
6048427_1,SOLUTION SURG DURAPREP 26ML__8630,Outpatient,270,,,,0,22.25,16.69,13.13,37.74,21.14,37.74,20.69,22.25,13.13,21.14,Poplar_Community_Hospital
6048428_1,NEEDLE SPINAL QUINCKE 20GX3.5__405182,Inpatient,270,,,,0,6.25,4.69,3.69,10.6,5.94,5.94,5.81,6.25,,5.94,Poplar_Community_Hospital
6048428_1,NEEDLE SPINAL QUINCKE 20GX3.5__405182,Outpatient,270,,,,0,6.25,4.69,3.69,10.6,5.94,10.6,5.81,6.25,3.69,5.94,Poplar_Community_Hospital
6048429_1,PAD QWIK CONNECT LEG PLATE__2464AAO,Inpatient,270,,,,0,5.5,4.13,3.25,9.33,5.23,5.23,5.12,5.5,,5.23,Poplar_Community_Hospital
6048429_1,PAD QWIK CONNECT LEG PLATE__2464AAO,Outpatient,270,,,,0,5.5,4.13,3.25,9.33,5.23,9.33,5.12,5.5,3.25,5.23,Poplar_Community_Hospital
6048430_1,SPLINT WRIST ABDUCT THMB LT XL__79-87318,Inpatient,270,Q4021,Cast sup sht arm splint plst,,1,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048430_1,SPLINT WRIST ABDUCT THMB LT XL__79-87318,Outpatient,270,Q4021,Cast sup sht arm splint plst,,1,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048431_1,SPLINT WRIST ABDUCT THMB RT XL__79-87308,Inpatient,270,Q4021,Cast sup sht arm splint plst,,1,53,39.75,31.27,89.91,50.35,50.35,49.29,53,,50.35,Poplar_Community_Hospital
6048431_1,SPLINT WRIST ABDUCT THMB RT XL__79-87308,Outpatient,270,Q4021,Cast sup sht arm splint plst,,1,53,39.75,31.27,89.91,50.35,89.91,49.29,53,31.27,50.35,Poplar_Community_Hospital
6048432_1,CATH IV IAG 16GX1.16__381454,Inpatient,270,,,,0,7.75,5.81,4.57,13.15,7.36,7.36,7.21,7.75,,7.36,Poplar_Community_Hospital
6048432_1,CATH IV IAG 16GX1.16__381454,Outpatient,270,,,,0,7.75,5.81,4.57,13.15,7.36,13.15,7.21,7.75,4.57,7.36,Poplar_Community_Hospital
6048433_1,CATH IV IAG 18GX1.16__381444,Inpatient,270,,,,0,7.5,5.63,4.43,12.72,7.13,7.13,6.98,7.5,,7.13,Poplar_Community_Hospital
6048433_1,CATH IV IAG 18GX1.16__381444,Outpatient,270,,,,0,7.5,5.63,4.43,12.72,7.13,12.72,6.98,7.5,4.43,7.13,Poplar_Community_Hospital
6048434_1,CATH IV IAG 22GX1__381423,Inpatient,270,,,,0,7.5,5.63,4.43,12.72,7.13,7.13,6.98,7.5,,7.13,Poplar_Community_Hospital
6048434_1,CATH IV IAG 22GX1__381423,Outpatient,270,,,,0,7.5,5.63,4.43,12.72,7.13,12.72,6.98,7.5,4.43,7.13,Poplar_Community_Hospital
6048435_1,CATH IV IAG 24GX0.75__381412,Inpatient,270,,,,0,7.75,5.81,4.57,13.15,7.36,7.36,7.21,7.75,,7.36,Poplar_Community_Hospital
6048435_1,CATH IV IAG 24GX0.75__381412,Outpatient,270,,,,0,7.75,5.81,4.57,13.15,7.36,13.15,7.21,7.75,4.57,7.36,Poplar_Community_Hospital
6048436_1,NEEDLE SPINAL QUINCKE 22GX5__405148,Inpatient,270,,,,0,10.75,8.06,6.34,18.24,10.21,10.21,10,10.75,,10.21,Poplar_Community_Hospital
6048436_1,NEEDLE SPINAL QUINCKE 22GX5__405148,Outpatient,270,,,,0,10.75,8.06,6.34,18.24,10.21,18.24,10,10.75,6.34,10.21,Poplar_Community_Hospital
6048437_1,CHLORAPREP AMPULE 3ML__260400,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048437_1,CHLORAPREP AMPULE 3ML__260400,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048438_1,CANISTER HYDROPHOBIC 800CC__424410,Inpatient,270,,,,0,6.25,4.69,3.69,10.6,5.94,5.94,5.81,6.25,,5.94,Poplar_Community_Hospital
6048438_1,CANISTER HYDROPHOBIC 800CC__424410,Outpatient,270,,,,0,6.25,4.69,3.69,10.6,5.94,10.6,5.81,6.25,3.69,5.94,Poplar_Community_Hospital
6048444_1,SOLUTION SURG DURAPREP 6ML__8635,Inpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,10.69,10.46,11.25,,10.69,Poplar_Community_Hospital
6048444_1,SOLUTION SURG DURAPREP 6ML__8635,Outpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,19.08,10.46,11.25,6.64,10.69,Poplar_Community_Hospital
6048445_1,PAD DEFIB 4.5X4.5__2345N,Inpatient,270,,,,0,16,12,9.44,27.14,15.2,15.2,14.88,16,,15.2,Poplar_Community_Hospital
6048445_1,PAD DEFIB 4.5X4.5__2345N,Outpatient,270,,,,0,16,12,9.44,27.14,15.2,27.14,14.88,16,9.44,15.2,Poplar_Community_Hospital
6048446_1,STAPLER SKIN DISP MULITSHOT__DS5,Inpatient,270,,,,0,17.25,12.94,10.18,29.26,16.39,16.39,16.04,17.25,,16.39,Poplar_Community_Hospital
6048446_1,STAPLER SKIN DISP MULITSHOT__DS5,Outpatient,270,,,,0,17.25,12.94,10.18,29.26,16.39,29.26,16.04,17.25,10.18,16.39,Poplar_Community_Hospital
6048447_1,SYS FLUID WARM STANDARD__24200,Inpatient,270,,,,0,42.5,31.88,25.08,72.1,40.38,40.38,39.53,42.5,,40.38,Poplar_Community_Hospital
6048447_1,SYS FLUID WARM STANDARD__24200,Outpatient,270,,,,0,42.5,31.88,25.08,72.1,40.38,72.1,39.53,42.5,25.08,40.38,Poplar_Community_Hospital
6048449_1,SCALPEL #15 ST DISP__371615,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048449_1,SCALPEL #15 ST DISP__371615,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048450_1,SYRINGE EAR ST ONE USE 2OZ__0035820,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048450_1,SYRINGE EAR ST ONE USE 2OZ__0035820,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048452_1,BLADE SURG CARBON #11__371111,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048452_1,BLADE SURG CARBON #11__371111,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048455_1,NEEDLE SPINL WHITACRE 22GX3.5__405010,Inpatient,270,,,,0,25.75,19.31,15.19,43.68,24.46,24.46,23.95,25.75,,24.46,Poplar_Community_Hospital
6048455_1,NEEDLE SPINL WHITACRE 22GX3.5__405010,Outpatient,270,,,,0,25.75,19.31,15.19,43.68,24.46,43.68,23.95,25.75,15.19,24.46,Poplar_Community_Hospital
6048456_1,NEEDLE SPINL WHITACRE 25GX3.5__405138,Inpatient,270,,,,0,9,6.75,5.31,15.27,8.55,8.55,8.37,9,,8.55,Poplar_Community_Hospital
6048456_1,NEEDLE SPINL WHITACRE 25GX3.5__405138,Outpatient,270,,,,0,9,6.75,5.31,15.27,8.55,15.27,8.37,9,5.31,8.55,Poplar_Community_Hospital
6048457_1,NEEDLE SPINAL QUINCKE 18GX3.5__405184,Inpatient,270,,,,0,3.75,2.81,2.21,6.36,3.56,3.56,3.49,3.75,,3.56,Poplar_Community_Hospital
6048457_1,NEEDLE SPINAL QUINCKE 18GX3.5__405184,Outpatient,270,,,,0,3.75,2.81,2.21,6.36,3.56,6.36,3.49,3.75,2.21,3.56,Poplar_Community_Hospital
6048458_1,FASTENER NASAL TUBE__NG50,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048458_1,FASTENER NASAL TUBE__NG50,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048459_1,SLING ARM DELUXE S__79-84003,Inpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,10.69,10.46,11.25,,10.69,Poplar_Community_Hospital
6048459_1,SLING ARM DELUXE S__79-84003,Outpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,19.08,10.46,11.25,6.64,10.69,Poplar_Community_Hospital
6048460_1,SLING ARM DELUXE L__79-84007,Inpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,10.69,10.46,11.25,,10.69,Poplar_Community_Hospital
6048460_1,SLING ARM DELUXE L__79-84007,Outpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,19.08,10.46,11.25,6.64,10.69,Poplar_Community_Hospital
6048461_1,SLING ARM DELUXE XL__79-84008,Inpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,10.69,10.46,11.25,,10.69,Poplar_Community_Hospital
6048461_1,SLING ARM DELUXE XL__79-84008,Outpatient,270,,,,0,11.25,8.44,6.64,19.08,10.69,19.08,10.46,11.25,6.64,10.69,Poplar_Community_Hospital
6048462_1,IMMOBILIZER SHLDR FOAM STRP M__79-84165,Inpatient,270,,,,0,22.25,16.69,13.13,37.74,21.14,21.14,20.69,22.25,,21.14,Poplar_Community_Hospital
6048462_1,IMMOBILIZER SHLDR FOAM STRP M__79-84165,Outpatient,270,,,,0,22.25,16.69,13.13,37.74,21.14,37.74,20.69,22.25,13.13,21.14,Poplar_Community_Hospital
6048463_1,IMMOBILIZER SHLDR FOAM STRP L__79-84167,Inpatient,270,,,,0,21.5,16.13,12.69,36.47,20.43,20.43,20,21.5,,20.43,Poplar_Community_Hospital
6048463_1,IMMOBILIZER SHLDR FOAM STRP L__79-84167,Outpatient,270,,,,0,21.5,16.13,12.69,36.47,20.43,36.47,20,21.5,12.69,20.43,Poplar_Community_Hospital
6048464_1,SPLINT COCKUP LOOPLOCK SM R__79-87343,Inpatient,270,,,,0,19.5,14.63,11.51,33.08,18.53,18.53,18.14,19.5,,18.53,Poplar_Community_Hospital
6048464_1,SPLINT COCKUP LOOPLOCK SM R__79-87343,Outpatient,270,,,,0,19.5,14.63,11.51,33.08,18.53,33.08,18.14,19.5,11.51,18.53,Poplar_Community_Hospital
6048465_1,SPLINT COCKUP LOOP LOCK RT S__79-87403,Inpatient,270,,,,0,20,15,11.8,33.93,19,19,18.6,20,,19,Poplar_Community_Hospital
6048465_1,SPLINT COCKUP LOOP LOCK RT S__79-87403,Outpatient,270,,,,0,20,15,11.8,33.93,19,33.93,18.6,20,11.8,19,Poplar_Community_Hospital
6048466_1,SPLINT COCKUP LOOP LOCK LT S__79-87413,Inpatient,270,,,,0,27.75,20.81,16.37,47.08,26.36,26.36,25.81,27.75,,26.36,Poplar_Community_Hospital
6048466_1,SPLINT COCKUP LOOP LOCK LT S__79-87413,Outpatient,270,,,,0,27.75,20.81,16.37,47.08,26.36,47.08,25.81,27.75,16.37,26.36,Poplar_Community_Hospital
6048471_1,TUBE TRACH HI LO 5.5 MRPHY TIP__86108,Inpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,29.93,29.3,31.5,,29.93,Poplar_Community_Hospital
6048471_1,TUBE TRACH HI LO 5.5 MRPHY TIP__86108,Outpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,53.44,29.3,31.5,18.59,29.93,Poplar_Community_Hospital
6048472_1,TUBE TRACH HI LO 8 MURPHY TIP__86113,Inpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,29.93,29.3,31.5,,29.93,Poplar_Community_Hospital
6048472_1,TUBE TRACH HI LO 8 MURPHY TIP__86113,Outpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,53.44,29.3,31.5,18.59,29.93,Poplar_Community_Hospital
6048473_1,TUBE TRACH HI LO 8 MURPHY TIP__86115,Inpatient,,,,,0,31.5,23.63,18.59,53.44,29.93,29.93,29.3,31.5,,29.93,Poplar_Community_Hospital
6048473_1,TUBE TRACH HI LO 8 MURPHY TIP__86115,Outpatient,,,,,0,31.5,23.63,18.59,53.44,29.93,53.44,29.3,31.5,18.59,29.93,Poplar_Community_Hospital
6048477_1,PUMP BREAST HARMONY MANUAL ST__67186S,Inpatient,270,,,,0,108.75,81.56,64.16,184.48,103.31,103.31,101.14,108.75,,103.31,Poplar_Community_Hospital
6048477_1,PUMP BREAST HARMONY MANUAL ST__67186S,Outpatient,270,,,,0,108.75,81.56,64.16,184.48,103.31,184.48,101.14,108.75,64.16,103.31,Poplar_Community_Hospital
6048479_1,TUBE TRACH HI LO 6 MURPHY TIP__86109,Inpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,29.93,29.3,31.5,,29.93,Poplar_Community_Hospital
6048479_1,TUBE TRACH HI LO 6 MURPHY TIP__86109,Outpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,53.44,29.3,31.5,18.59,29.93,Poplar_Community_Hospital
6048480_1,TUBE TRACH HI LO 7 MURPHY TIP__86111,Inpatient,270,,,,0,17.75,13.31,10.47,30.11,16.86,16.86,16.51,17.75,,16.86,Poplar_Community_Hospital
6048480_1,TUBE TRACH HI LO 7 MURPHY TIP__86111,Outpatient,270,,,,0,17.75,13.31,10.47,30.11,16.86,30.11,16.51,17.75,10.47,16.86,Poplar_Community_Hospital
6048481_1,TUBE TRACH HI LO 7.5 MRPHY TIP__86112,Inpatient,270,,,,0,17.75,13.31,10.47,30.11,16.86,16.86,16.51,17.75,,16.86,Poplar_Community_Hospital
6048481_1,TUBE TRACH HI LO 7.5 MRPHY TIP__86112,Outpatient,270,,,,0,17.75,13.31,10.47,30.11,16.86,30.11,16.51,17.75,10.47,16.86,Poplar_Community_Hospital
6048482_1,TUBE TRACH HI LO 8.5 MRPHY TIP__86114,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048482_1,TUBE TRACH HI LO 8.5 MRPHY TIP__86114,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048494_1,KIT NEB UP DRAFT II 6IN RSRVR__1734,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048494_1,KIT NEB UP DRAFT II 6IN RSRVR__1734,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048495_1,SPIROMETER INCENTIVE__8884719009,Inpatient,270,,,,0,12.75,9.56,7.52,21.63,12.11,12.11,11.86,12.75,,12.11,Poplar_Community_Hospital
6048495_1,SPIROMETER INCENTIVE__8884719009,Outpatient,270,,,,0,12.75,9.56,7.52,21.63,12.11,21.63,11.86,12.75,7.52,12.11,Poplar_Community_Hospital
6048498_1,MASK NON REBREATH WO SFTY VENT__1060,Inpatient,270,,,,0,5.75,4.31,3.39,9.75,5.46,5.46,5.35,5.75,,5.46,Poplar_Community_Hospital
6048498_1,MASK NON REBREATH WO SFTY VENT__1060,Outpatient,270,,,,0,5.75,4.31,3.39,9.75,5.46,9.75,5.35,5.75,3.39,5.46,Poplar_Community_Hospital
6048499_1,TAPE STERISTRIP .5X4__R1547,Inpatient,270,,,,0,5.5,4.13,3.25,9.33,5.23,5.23,5.12,5.5,,5.23,Poplar_Community_Hospital
6048499_1,TAPE STERISTRIP .5X4__R1547,Outpatient,270,,,,0,5.5,4.13,3.25,9.33,5.23,9.33,5.12,5.5,3.25,5.23,Poplar_Community_Hospital
6048500_1,TAPE STERISTRIP .25X3__R1541,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048500_1,TAPE STERISTRIP .25X3__R1541,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048501_1,SYRINGE LUER LOK 60ML__309653,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048501_1,SYRINGE LUER LOK 60ML__309653,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048503_1,DRSSING TEGADERM 2.38X2.75__1624W,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048503_1,DRSSING TEGADERM 2.38X2.75__1624W,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048509_1,"TAPE CASTING 2"" WHT__82002",Inpatient,270,,,,0,19,14.25,11.21,32.23,18.05,18.05,17.67,19,,18.05,Poplar_Community_Hospital
6048509_1,"TAPE CASTING 2"" WHT__82002",Outpatient,270,,,,0,19,14.25,11.21,32.23,18.05,32.23,17.67,19,11.21,18.05,Poplar_Community_Hospital
6048510_1,"TAPE CASTING 3"" WHT__82003",Inpatient,270,,,,0,12,9,7.08,20.36,11.4,11.4,11.16,12,,11.4,Poplar_Community_Hospital
6048510_1,"TAPE CASTING 3"" WHT__82003",Outpatient,270,,,,0,12,9,7.08,20.36,11.4,20.36,11.16,12,7.08,11.4,Poplar_Community_Hospital
6048511_1,"TAPE CASTING 4"" WHT__82004",Inpatient,270,,,,0,15.75,11.81,9.29,26.72,14.96,14.96,14.65,15.75,,14.96,Poplar_Community_Hospital
6048511_1,"TAPE CASTING 4"" WHT__82004",Outpatient,270,,,,0,15.75,11.81,9.29,26.72,14.96,26.72,14.65,15.75,9.29,14.96,Poplar_Community_Hospital
6048513_1,CATH FOLEY SIL LX 5CC 12 FR__265712,Inpatient,270,,,,0,34.75,26.06,20.5,58.95,33.01,33.01,32.32,34.75,,33.01,Poplar_Community_Hospital
6048513_1,CATH FOLEY SIL LX 5CC 12 FR__265712,Outpatient,270,,,,0,34.75,26.06,20.5,58.95,33.01,58.95,32.32,34.75,20.5,33.01,Poplar_Community_Hospital
6048516_1,NEEDLE SPINAL QUINCKE 22GX3.5__405181,Inpatient,270,,,,0,6,4.5,3.54,10.18,5.7,5.7,5.58,6,,5.7,Poplar_Community_Hospital
6048516_1,NEEDLE SPINAL QUINCKE 22GX3.5__405181,Outpatient,270,,,,0,6,4.5,3.54,10.18,5.7,10.18,5.58,6,3.54,5.7,Poplar_Community_Hospital
6048521_1,TUBE TRACH HI LO 6.5 MRPHY TIP__86110,Inpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,29.93,29.3,31.5,,29.93,Poplar_Community_Hospital
6048521_1,TUBE TRACH HI LO 6.5 MRPHY TIP__86110,Outpatient,270,,,,0,31.5,23.63,18.59,53.44,29.93,53.44,29.3,31.5,18.59,29.93,Poplar_Community_Hospital
6048523_1,TOOTHETTE ORAL BRUSHES__5602,Inpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,4.04,3.95,4.25,,4.04,Poplar_Community_Hospital
6048523_1,TOOTHETTE ORAL BRUSHES__5602,Outpatient,270,,,,0,4.25,3.19,2.51,7.21,4.04,7.21,3.95,4.25,2.51,4.04,Poplar_Community_Hospital
6048524_1,CAP SHAMPOO__7909,Inpatient,270,,,,0,9.25,6.94,5.46,15.69,8.79,8.79,8.6,9.25,,8.79,Poplar_Community_Hospital
6048524_1,CAP SHAMPOO__7909,Outpatient,270,,,,0,9.25,6.94,5.46,15.69,8.79,15.69,8.6,9.25,5.46,8.79,Poplar_Community_Hospital
6048525_1,MASK TRACH ADULT__1075,Inpatient,270,,,,0,6.5,4.88,3.84,11.03,6.18,6.18,6.05,6.5,,6.18,Poplar_Community_Hospital
6048525_1,MASK TRACH ADULT__1075,Outpatient,270,,,,0,6.5,4.88,3.84,11.03,6.18,11.03,6.05,6.5,3.84,6.18,Poplar_Community_Hospital
6048527_1,CATHETER THORACIC 32FR__8888570556,Inpatient,270,,,,0,23.25,17.44,13.72,39.44,22.09,22.09,21.62,23.25,,22.09,Poplar_Community_Hospital
6048527_1,CATHETER THORACIC 32FR__8888570556,Outpatient,270,,,,0,23.25,17.44,13.72,39.44,22.09,39.44,21.62,23.25,13.72,22.09,Poplar_Community_Hospital
6048528_1,CATHETER THORACIC 36FR__8888570564,Inpatient,270,,,,0,36.25,27.19,21.39,61.49,34.44,34.44,33.71,36.25,,34.44,Poplar_Community_Hospital
6048528_1,CATHETER THORACIC 36FR__8888570564,Outpatient,270,,,,0,36.25,27.19,21.39,61.49,34.44,61.49,33.71,36.25,21.39,34.44,Poplar_Community_Hospital
