Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADIIONAL_NETWORK,ROCKY_MOUNTAIN_HEALTH_NETWORK
6251973_1,Charge for PT Evaluation Unit(s),Inpatient,420,97001,Pt evaluation,,0,354,354,336.3,354,346.92,354,336.3
6251973_1,Charge for PT Evaluation Unit(s),Outpatient,420,97001,Pt evaluation,,0,354,354,336.3,354,346.92,354,336.3
6251975_1,PT Gait Train Patient Unit(s),Inpatient,420,97116,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",,0,109,109,103.55,109,106.82,109,103.55
6251975_1,PT Gait Train Patient Unit(s),Outpatient,420,97116,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",,0,109,109,103.55,109,106.82,109,103.55
6251977_1,PT Re-Evaluation Unit(s),Inpatient,420,97164,"Re-evaluation of physical therapy established plan of care, requiring these components: An examination including a review of history and use of standardized tests and measures is required; and Revised plan of care using a standardized patient assessment instrument and/or measurable assessment of functional outcome Typically, 20 minutes are spent face-to-face with the patient and/or family.",,0,141,141,133.95,141,138.18,141,133.95
6251977_1,PT Re-Evaluation Unit(s),Outpatient,420,97164,"Re-evaluation of physical therapy established plan of care, requiring these components: An examination including a review of history and use of standardized tests and measures is required; and Revised plan of care using a standardized patient assessment instrument and/or measurable assessment of functional outcome Typically, 20 minutes are spent face-to-face with the patient and/or family.",,0,141,141,133.95,141,138.18,141,133.95
6251979_1,PT Therapeutic Activities 1:1 Unit(s),Inpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,109,109,103.55,109,106.82,109,103.55
6251979_1,PT Therapeutic Activities 1:1 Unit(s),Outpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,109,109,103.55,109,106.82,109,103.55
6251983_1,PT Therapeutic Exercises Unit(s),Inpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,112,112,106.4,112,109.76,112,106.4
6251983_1,PT Therapeutic Exercises Unit(s),Outpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,112,112,106.4,112,109.76,112,106.4
6251985_1,PT Wheelchair Management Training Unit(s),Inpatient,420,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6251985_1,PT Wheelchair Management Training Unit(s),Outpatient,420,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6251991_1,PT Neuromuscular Unit(s),Inpatient,420,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,119,119,113.05,119,116.62,119,113.05
6251991_1,PT Neuromuscular Unit(s),Outpatient,420,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,119,119,113.05,119,116.62,119,113.05
6251995_1,PT Manual Therapy Unit(s),Inpatient,420,97140,"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes",,0,119,119,113.05,119,116.62,119,113.05
6251995_1,PT Manual Therapy Unit(s),Outpatient,420,97140,"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes",,0,119,119,113.05,119,116.62,119,113.05
6251997_1,PT Electrical Stimulation Manual Unit(s),Inpatient,420,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
6251997_1,PT Electrical Stimulation Manual Unit(s),Outpatient,420,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
6252001_1,PT Ultrasound Therapy Unit(s),Inpatient,420,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6252001_1,PT Ultrasound Therapy Unit(s),Outpatient,420,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6252332_1,OT Initial Evaluation Unit(s),Inpatient,434,97003,Ot evaluation,,0,272,272,258.4,272,266.56,272,258.4
6252332_1,OT Initial Evaluation Unit(s),Outpatient,434,97003,Ot evaluation,,0,272,272,258.4,272,266.56,272,258.4
6252334_1,OT Self Care Unit(s),Inpatient,430,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6252334_1,OT Self Care Unit(s),Outpatient,430,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6252336_1,OT Re-Evaulation Unit(s),Inpatient,434,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,181,181,171.95,181,177.38,181,171.95
6252336_1,OT Re-Evaulation Unit(s),Outpatient,434,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,181,181,171.95,181,177.38,181,171.95
6252338_1,OT Therapeutic Activities 1:1 Unit(s),Inpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6252338_1,OT Therapeutic Activities 1:1 Unit(s),Outpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6252340_1,OT Therapeutic Exercises Unit(s),Inpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6252340_1,OT Therapeutic Exercises Unit(s),Outpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6252342_1,OT Cognitive Re-Training Unit(s),Inpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6252342_1,OT Cognitive Re-Training Unit(s),Outpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6252344_1,OT Neuromuscular Unit(s),Inpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
6252344_1,OT Neuromuscular Unit(s),Outpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
6252348_1,OT Sensory Integration Techniques Unit(s),Inpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6252348_1,OT Sensory Integration Techniques Unit(s),Outpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6252356_1,OT Wheel Chair Management Training Unit(s),Inpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
6252356_1,OT Wheel Chair Management Training Unit(s),Outpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
6252658_1,OT Initial Evaluation Unit(s),Inpatient,430,97003,Ot evaluation,,0,272,272,258.4,272,266.56,272,258.4
6252658_1,OT Initial Evaluation Unit(s),Outpatient,430,97003,Ot evaluation,,0,272,272,258.4,272,266.56,272,258.4
6252660_1,OT Self Care Unit(s),Inpatient,420,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6252660_1,OT Self Care Unit(s),Outpatient,420,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6252662_1,OT Re-Evaulation Unit(s),Inpatient,430,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,181,181,171.95,181,177.38,181,171.95
6252662_1,OT Re-Evaulation Unit(s),Outpatient,430,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,181,181,171.95,181,177.38,181,171.95
6252664_1,OT Therapeutic Activities 1:1 Unit(s),Inpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6252664_1,OT Therapeutic Activities 1:1 Unit(s),Outpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6252666_1,OT Therapeutic Exercises Unit(s),Inpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6252666_1,OT Therapeutic Exercises Unit(s),Outpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6252668_1,OT Cognitive Re-Training Unit(s),Inpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6252668_1,OT Cognitive Re-Training Unit(s),Outpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6252670_1,OT Neuromuscular Unit(s),Inpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
6252670_1,OT Neuromuscular Unit(s),Outpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
6252674_1,OT Sensory Integration Techniques Unit(s),Inpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6252674_1,OT Sensory Integration Techniques Unit(s),Outpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6252682_1,OT Wheel Chair Management Training Unit(s),Inpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
6252682_1,OT Wheel Chair Management Training Unit(s),Outpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
6252986_1,OT Initial Evaluation Unit(s),Inpatient,430,97003,Ot evaluation,,0,272,272,258.4,272,266.56,272,258.4
6252986_1,OT Initial Evaluation Unit(s),Outpatient,430,97003,Ot evaluation,,0,272,272,258.4,272,266.56,272,258.4
6252988_1,OT Self Care Unit(s),Inpatient,430,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6252988_1,OT Self Care Unit(s),Outpatient,430,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6252990_1,OT Re-Evaulation Unit(s),Inpatient,430,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,181,181,171.95,181,177.38,181,171.95
6252990_1,OT Re-Evaulation Unit(s),Outpatient,430,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,181,181,171.95,181,177.38,181,171.95
6252992_1,OT Therapeutic Activities 1:1 Unit(s),Inpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6252992_1,OT Therapeutic Activities 1:1 Unit(s),Outpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6252994_1,OT Therapeutic Exercises Unit(s),Inpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6252994_1,OT Therapeutic Exercises Unit(s),Outpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6252996_1,OT Cognitive Re-Training Unit(s),Inpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6252996_1,OT Cognitive Re-Training Unit(s),Outpatient,430,97532,Cognitive skills development,,0,105,105,99.75,105,102.9,105,99.75
6252998_1,OT Neuromuscular Unit(s),Inpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
6252998_1,OT Neuromuscular Unit(s),Outpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
6253002_1,OT Sensory Integration Techniques Unit(s),Inpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6253002_1,OT Sensory Integration Techniques Unit(s),Outpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,82,82,77.9,82,80.36,82,77.9
6253010_1,OT Wheel Chair Management Training Unit(s),Inpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
6253010_1,OT Wheel Chair Management Training Unit(s),Outpatient,430,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,94,94,89.3,94,92.12,94,89.3
626636_1,ST Electrical Stimulation,Inpatient,440,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
626636_1,ST Electrical Stimulation,Outpatient,440,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
626663_1,US OB Exam,Inpatient,402,76801,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; single or first gestation",,0,487,487,462.65,487,477.26,487,462.65
626663_1,US OB Exam,Outpatient,402,76801,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, first trimester (< 14 weeks 0 days), transabdominal approach; single or first gestation",,0,487,487,462.65,487,477.26,487,462.65
626676_1,US OB Exam,Inpatient,402,76817,"Ultrasound, pregnant uterus, real time with image documentation, transvaginal",,0,445,445,422.75,445,436.1,445,422.75
626676_1,US OB Exam,Outpatient,402,76817,"Ultrasound, pregnant uterus, real time with image documentation, transvaginal",,0,445,445,422.75,445,436.1,445,422.75
626771_1,US OB Exam,Inpatient,402,76818,Fetal biophysical profile; with non-stress testing,,0,487,487,462.65,487,477.26,487,462.65
626771_1,US OB Exam,Outpatient,402,76818,Fetal biophysical profile; with non-stress testing,,0,487,487,462.65,487,477.26,487,462.65
626791_1,US OB Exam,Inpatient,402,76816,"Ultrasound, pregnant uterus, real time with image documentation, follow-up (eg, re-evaluation of fetal size by measuring standard growth parameters and amniotic fluid volume, re-evaluation of organ system(s) suspected or confirmed to be abnormal on a previous scan), transabdominal approach, per fetus",,0,302,302,286.9,302,295.96,302,286.9
626791_1,US OB Exam,Outpatient,402,76816,"Ultrasound, pregnant uterus, real time with image documentation, follow-up (eg, re-evaluation of fetal size by measuring standard growth parameters and amniotic fluid volume, re-evaluation of organ system(s) suspected or confirmed to be abnormal on a previous scan), transabdominal approach, per fetus",,0,302,302,286.9,302,295.96,302,286.9
626804_1,US OB Exam,Inpatient,402,76815,"Ultrasound, pregnant uterus, real time with image documentation, limited (eg, fetal heart beat, placental location, fetal position and/or qualitative amniotic fluid volume), 1 or more fetuses",,0,561,561,532.95,561,549.78,561,532.95
626804_1,US OB Exam,Outpatient,402,76815,"Ultrasound, pregnant uterus, real time with image documentation, limited (eg, fetal heart beat, placental location, fetal position and/or qualitative amniotic fluid volume), 1 or more fetuses",,0,561,561,532.95,561,549.78,561,532.95
626818_1,US OB Exam,Inpatient,402,76805,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; single or first gestation",,0,487,487,462.65,487,477.26,487,462.65
626818_1,US OB Exam,Outpatient,402,76805,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation, after first trimester (> or = 14 weeks 0 days), transabdominal approach; single or first gestation",,0,487,487,462.65,487,477.26,487,462.65
6292871_1,Irrigation Implted Vad F/Drug Dlvr Syss,Emergency,450,96523,Irrigation of implanted venous access device for drug delivery systems,,0,100,100,95,100,98,100,95
6292871_1,Irrigation Implted Vad F/Drug Dlvr Syss,Inpatient,450,96523,Irrigation of implanted venous access device for drug delivery systems,,0,100,100,95,100,98,100,95
6294029_1,PT Physical Perform Ea 15M,Inpatient,420,97750,"Physical performance test or measurement (eg, musculoskeletal, functional capacity), with written report, each 15 minutes",,0,125,125,118.75,125,122.5,125,118.75
6294029_1,PT Physical Perform Ea 15M,Outpatient,420,97750,"Physical performance test or measurement (eg, musculoskeletal, functional capacity), with written report, each 15 minutes",,0,125,125,118.75,125,122.5,125,118.75
6335103_1,Telehealth Originator,Inpatient,780,Q3014,Telehealth facility fee,,1,48,48,45.6,48,47.04,48,45.6
6335103_1,Telehealth Originator,Outpatient,780,Q3014,Telehealth facility fee,,1,48,48,45.6,48,47.04,48,45.6
6335218_1,Med Nutr Group Ea 30 Min,Inpatient,942,97804,"Medical nutrition therapy; group (2 or more individual(s)), each 30 minutes",,0,36,36,34.2,36,35.28,36,34.2
6335218_1,Med Nutr Group Ea 30 Min,Outpatient,942,97804,"Medical nutrition therapy; group (2 or more individual(s)), each 30 minutes",,0,36,36,34.2,36,35.28,36,34.2
6335259_1,Immunization Admin 1 Vaccine,Inpatient,771,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,76,76,72.2,76,74.48,76,72.2
6335259_1,Immunization Admin 1 Vaccine,Outpatient,771,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,76,76,72.2,76,74.48,76,72.2
6408190_1,PT Re-Evaluation Unit(s),Inpatient,420,97164,"Re-evaluation of physical therapy established plan of care, requiring these components: An examination including a review of history and use of standardized tests and measures is required; and Revised plan of care using a standardized patient assessment instrument and/or measurable assessment of functional outcome Typically, 20 minutes are spent face-to-face with the patient and/or family.",,0,141,141,133.95,141,138.18,141,133.95
6408190_1,PT Re-Evaluation Unit(s),Outpatient,420,97164,"Re-evaluation of physical therapy established plan of care, requiring these components: An examination including a review of history and use of standardized tests and measures is required; and Revised plan of care using a standardized patient assessment instrument and/or measurable assessment of functional outcome Typically, 20 minutes are spent face-to-face with the patient and/or family.",,0,141,141,133.95,141,138.18,141,133.95
6408192_1,PT Gait Train Patient Unit(s),Inpatient,420,97116,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",,0,109,109,103.55,109,106.82,109,103.55
6408192_1,PT Gait Train Patient Unit(s),Outpatient,420,97116,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",,0,109,109,103.55,109,106.82,109,103.55
6408196_1,PT Therapeutic Activities 1:1 Unit(s),Inpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,109,109,103.55,109,106.82,109,103.55
6408196_1,PT Therapeutic Activities 1:1 Unit(s),Outpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,109,109,103.55,109,106.82,109,103.55
6408198_1,PT Wheelchair Management Training Unit(s),Inpatient,420,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6408198_1,PT Wheelchair Management Training Unit(s),Outpatient,420,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6408200_1,PT Therapeutic Exercises Unit(s),Inpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,112,112,106.4,112,109.76,112,106.4
6408200_1,PT Therapeutic Exercises Unit(s),Outpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,112,112,106.4,112,109.76,112,106.4
6408208_1,PT Neuromuscular Unit(s),Inpatient,420,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,119,119,113.05,119,116.62,119,113.05
6408208_1,PT Neuromuscular Unit(s),Outpatient,420,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,119,119,113.05,119,116.62,119,113.05
6408210_1,PT Electrical Stimulation Manual Unit(s),Inpatient,420,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
6408210_1,PT Electrical Stimulation Manual Unit(s),Outpatient,420,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74,74,70.3,74,72.52,74,70.3
6408212_1,PT Manual Therapy Unit(s),Inpatient,420,97140,"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes",,0,119,119,113.05,119,116.62,119,113.05
6408212_1,PT Manual Therapy Unit(s),Outpatient,420,97140,"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes",,0,119,119,113.05,119,116.62,119,113.05
6408214_1,PT Ultrasound Therapy Unit(s),Inpatient,420,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6408214_1,PT Ultrasound Therapy Unit(s),Outpatient,420,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,85,85,80.75,85,83.3,85,80.75
6408519_1,OT Re-Evaulation Unit(s),Inpatient,430,97004,Ot re-evaluation,,0,181,181,171.95,181,177.38,181,171.95
6408519_1,OT Re-Evaulation Unit(s),Outpatient,430,97004,Ot re-evaluation,,0,181,181,171.95,181,177.38,181,171.95
6408521_1,OT Self Care Unit(s),Inpatient,430,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6408521_1,OT Self Care Unit(s),Outpatient,430,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,115.9,122,119.56,122,115.9
6408523_1,OT Therapeutic Exercises Unit(s),Inpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6408523_1,OT Therapeutic Exercises Unit(s),Outpatient,430,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,119,119,113.05,119,116.62,119,113.05
6408525_1,OT Therapeutic Activities 1:1 Unit(s),Inpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6408525_1,OT Therapeutic Activities 1:1 Unit(s),Outpatient,430,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,108,108,102.6,108,105.84,108,102.6
6408527_1,OT Neuromuscular Unit(s),Inpatient,430,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,121,121,114.95,121,118.58,121,114.95
