Run Date: 2/11/2022 3:15:49 PM
CDM Date Stamp: 1/1/2022

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_
607073_1,Bill Derm Technical Fee - 88305,Outpatient,0310,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,375.25,281.44,217.65,697.97,356.49,697.97,348.98,375.25,217.65,356.49
607089_1,Bill Derm Technical Fee - 88304,Inpatient,0310,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",,0,377.00,282.75,218.66,701.22,358.15,358.15,350.61,377.00,N/A,358.15
607089_1,Bill Derm Technical Fee - 88304,Outpatient,0310,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than pathologic fracture Bursa/synovial cyst Carpal tunnel tissue Cartilage, shavings Cholesteatoma Colon, colostomy stoma Conjunctiva - biopsy/pterygium Cornea Diverticulum - esophagus/small intestine Dupuytren's contracture tissue Femoral head, other than fracture Fissure/fistula Foreskin, other than newborn Gallbladder Ganglion cyst Hematoma Hemorrhoids Hydatid of Morgagni Intervertebral disc Joint, loose body Meniscus Mucocele, salivary Neuroma - Morton's/traumatic Pilonidal cyst/sinus Polyps, inflammatory - nasal/sinusoidal Skin - cyst/tag/debridement Soft tissue, debridement Soft tissue, lipoma Spermatocele Tendon/tendon sheath Testicular appendage Thrombus or embolus Tonsil and/or adenoids Varicocele Vas deferens, other than sterilization Vein, varicosity",,0,377.00,282.75,218.66,701.22,358.15,701.22,350.61,377.00,218.66,358.15
6071120_1,C Stool Campy,Inpatient,0306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,114.25,85.69,66.27,212.51,108.54,108.54,106.25,114.25,N/A,108.54
6071120_1,C Stool Campy,Outpatient,0306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,114.25,85.69,66.27,212.51,108.54,212.51,106.25,114.25,66.27,108.54
6071121_1,C Stool Ecoli 0157,Inpatient,0306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,114.25,85.69,66.27,212.51,108.54,108.54,106.25,114.25,N/A,108.54
6071121_1,C Stool Ecoli 0157,Outpatient,0306,87046,"Culture, bacterial; stool, aerobic, additional pathogens, isolation and presumptive identification of isolates, each plate",,0,114.25,85.69,66.27,212.51,108.54,212.51,106.25,114.25,66.27,108.54
6071161_1,Cell Count CSF & Diff (NEMH),Inpatient,0300,89051,"Cell count, miscellaneous body fluids (eg, cerebrospinal fluid, joint fluid), except blood; with differential count",,0,73.75,55.31,42.78,137.18,70.06,70.06,68.59,73.75,N/A,70.06
6071161_1,Cell Count CSF & Diff (NEMH),Outpatient,0300,89051,"Cell count, miscellaneous body fluids (eg, cerebrospinal fluid, joint fluid), except blood; with differential count",,0,73.75,55.31,42.78,137.18,70.06,137.18,68.59,73.75,42.78,70.06
6071168_1,"CSF Glucose, NEMH",Inpatient,0301,82945,"Glucose, body fluid, other than blood",,0,117.25,87.94,68.01,218.09,111.39,111.39,109.04,117.25,N/A,111.39
6071168_1,"CSF Glucose, NEMH",Outpatient,0301,82945,"Glucose, body fluid, other than blood",,0,117.25,87.94,68.01,218.09,111.39,218.09,109.04,117.25,68.01,111.39
6071169_1,"CSF Protein, NEMH",Inpatient,0301,84157,"Protein, total, except by refractometry; other source (eg, synovial fluid, cerebrospinal fluid)",,0,52.25,39.19,30.31,97.19,49.64,49.64,48.59,52.25,N/A,49.64
6071169_1,"CSF Protein, NEMH",Outpatient,0301,84157,"Protein, total, except by refractometry; other source (eg, synovial fluid, cerebrospinal fluid)",,0,52.25,39.19,30.31,97.19,49.64,97.19,48.59,52.25,30.31,49.64
607137_1,High Sensitive CRP,Inpatient,0302,86141,C-reactive protein; high sensitivity (hsCRP),,0,71.00,53.25,41.18,132.06,67.45,67.45,66.03,71.00,N/A,67.45
607137_1,High Sensitive CRP,Outpatient,0302,86141,C-reactive protein; high sensitivity (hsCRP),,0,71.00,53.25,41.18,132.06,67.45,132.06,66.03,71.00,41.18,67.45
6071424_1,C diff Antigen,Inpatient,0306,87449,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]), qualitative or semiquantitative; multiple-step method, not otherwise specified, each organism",,0,78.25,58.69,45.39,145.55,74.34,74.34,72.77,78.25,N/A,74.34
6071424_1,C diff Antigen,Outpatient,0306,87449,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]), qualitative or semiquantitative; multiple-step method, not otherwise specified, each organism",,0,78.25,58.69,45.39,145.55,74.34,145.55,72.77,78.25,45.39,74.34
607184_1,Inactive Hereditary Hemochromatosis (Mayo HHEMO),Inpatient,0300,81256,"HFE (hemochromatosis) (eg, hereditary hemochromatosis) gene analysis, common variants (eg, C282Y, H63D)",,0,315.75,236.81,183.14,587.30,299.96,299.96,293.65,315.75,N/A,299.96
607184_1,Inactive Hereditary Hemochromatosis (Mayo HHEMO),Outpatient,0300,81256,"HFE (hemochromatosis) (eg, hereditary hemochromatosis) gene analysis, common variants (eg, C282Y, H63D)",,0,315.75,236.81,183.14,587.30,299.96,587.30,293.65,315.75,183.14,299.96
607185_1,PT Nucleotide (Mayo PTNT),Inpatient,0300,81240,"F2 (prothrombin, coagulation factor II) (eg, hereditary hypercoagulability) gene analysis, 20210G>A variant",,0,480.00,360.00,278.40,892.80,456.00,456.00,446.40,480.00,N/A,456.00
607185_1,PT Nucleotide (Mayo PTNT),Outpatient,0300,81240,"F2 (prothrombin, coagulation factor II) (eg, hereditary hypercoagulability) gene analysis, 20210G>A variant",,0,480.00,360.00,278.40,892.80,456.00,892.80,446.40,480.00,278.40,456.00
6071865_1,C diff toxin,Inpatient,0300,87324,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Clostridium difficile toxin(s)",,0,78.00,58.50,45.24,145.08,74.10,74.10,72.54,78.00,N/A,74.10
6071865_1,C diff toxin,Outpatient,0300,87324,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative, multiple-step method; Clostridium difficile toxin(s)",,0,78.00,58.50,45.24,145.08,74.10,145.08,72.54,78.00,45.24,74.10
6072111_1,"Rheumatoid Factor, Regional",Inpatient,0300,86430,Rheumatoid factor; qualitative,,0,78.25,58.69,45.39,145.55,74.34,74.34,72.77,78.25,N/A,74.34
6072111_1,"Rheumatoid Factor, Regional",Outpatient,0300,86430,Rheumatoid factor; qualitative,,0,78.25,58.69,45.39,145.55,74.34,145.55,72.77,78.25,45.39,74.34
6073202_3,"88150 Cytopathology, slides, cervical or vaginal; manual screening under physician supervision",ProFee,0989,88150,"Cytopathology, slides, cervical or vaginal; manual screening under physician supervision",,0,91.00,68.25,53.00,77.35,77.35,53.00,N/A,N/A,70.98,N/A
6073234_1,COLPOSCOPY,Ambulatory Surgical,0360,57452,Colposcopy of the cervix including upper/adjacent vagina,,0,1064.75,798.56,617.56,1980.44,1011.51,1980.44,990.22,1064.75,617.56,1011.51
6073234_1,COLPOSCOPY,Inpatient,0360,57452,Colposcopy of the cervix including upper/adjacent vagina,,0,1064.75,798.56,617.56,1980.44,1011.51,1011.51,990.22,1064.75,N/A,1011.51
6073244_1,COLPOSCOPY WITH BIOPSY,Ambulatory Surgical,0360,57455,Colposcopy of the cervix including upper/adjacent vagina; with biopsy(s) of the cervix,,0,1417.75,1063.31,822.30,2637.02,1346.86,2637.02,1318.51,1417.75,822.30,1346.86
6073244_1,COLPOSCOPY WITH BIOPSY,Inpatient,0360,57455,Colposcopy of the cervix including upper/adjacent vagina; with biopsy(s) of the cervix,,0,1417.75,1063.31,822.30,2637.02,1346.86,1346.86,1318.51,1417.75,N/A,1346.86
6073438_1,ENDOMETRIAL BX,Ambulatory Surgical,0360,58100,"Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)",,0,514.00,385.50,298.12,956.04,488.30,956.04,478.02,514.00,298.12,488.30
6073438_1,ENDOMETRIAL BX,Inpatient,0360,58100,"Endometrial sampling (biopsy) with or without endocervical sampling (biopsy), without cervical dilation, any method (separate procedure)",,0,514.00,385.50,298.12,956.04,488.30,488.30,478.02,514.00,N/A,488.30
6074627_1,Chlamydia DNA Probe Amp,Inpatient,0306,87491,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",,0,240.75,180.56,139.64,447.80,228.71,228.71,223.90,240.75,N/A,228.71
6074627_1,Chlamydia DNA Probe Amp,Outpatient,0306,87491,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, amplified probe technique",,0,240.75,180.56,139.64,447.80,228.71,447.80,223.90,240.75,139.64,228.71
6074628_1,Neis DNA Probe Amp,Inpatient,0306,87591,"Infectious agent detection by nucleic acid (DNA or RNA); Neisseria gonorrhoeae, amplified probe technique",,0,294.50,220.88,170.81,547.77,279.78,279.78,273.89,294.50,N/A,279.78
6074628_1,Neis DNA Probe Amp,Outpatient,0306,87591,"Infectious agent detection by nucleic acid (DNA or RNA); Neisseria gonorrhoeae, amplified probe technique",,0,294.50,220.88,170.81,547.77,279.78,547.77,273.89,294.50,170.81,279.78
607463_1,Viral Ident,Inpatient,0309,87254,"Virus isolation; centrifuge enhanced (shell vial) technique, includes identification with immunofluorescence stain, each virus",,0,190.50,142.88,110.49,354.33,180.98,180.98,177.17,190.50,N/A,180.98
607463_1,Viral Ident,Outpatient,0309,87254,"Virus isolation; centrifuge enhanced (shell vial) technique, includes identification with immunofluorescence stain, each virus",,0,190.50,142.88,110.49,354.33,180.98,354.33,177.17,190.50,110.49,180.98
607465_1,AFB Concentration/Isolation,Inpatient,0300,87015,"Concentration (any type), for infectious agents",,0,91.75,68.81,53.22,170.66,87.16,87.16,85.33,91.75,N/A,87.16
607465_1,AFB Concentration/Isolation,Outpatient,0300,87015,"Concentration (any type), for infectious agents",,0,91.75,68.81,53.22,170.66,87.16,170.66,85.33,91.75,53.22,87.16
607478_1,Gram Stain Report,Inpatient,0306,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,57.00,42.75,33.06,106.02,54.15,54.15,53.01,57.00,N/A,54.15
607478_1,Gram Stain Report,Outpatient,0306,87205,"Smear, primary source with interpretation; Gram or Giemsa stain for bacteria, fungi, or cell types",,0,57.00,42.75,33.06,106.02,54.15,106.02,53.01,57.00,33.06,54.15
6074962_1,Cardiac Monitor__3230054,Inpatient,0270,,,,0,515.00,386.25,298.70,957.90,489.25,489.25,478.95,515.00,N/A,489.25
6074962_1,Cardiac Monitor__3230054,Outpatient,0270,,,,0,515.00,386.25,298.70,957.90,489.25,957.90,478.95,515.00,298.70,489.25
6074964_1,Oxygen set-up,Inpatient,0270,,,,0,75.00,56.25,43.50,139.50,71.25,71.25,69.75,75.00,N/A,71.25
6074964_1,Oxygen set-up,Outpatient,0270,,,,0,75.00,56.25,43.50,139.50,71.25,139.50,69.75,75.00,43.50,71.25
6074966_1,OR Fluid Graduate,Inpatient,0270,,,,0,16.25,12.19,9.43,30.23,15.44,15.44,15.11,16.25,N/A,15.44
6074966_1,OR Fluid Graduate,Outpatient,0270,,,,0,16.25,12.19,9.43,30.23,15.44,30.23,15.11,16.25,9.43,15.44
6074970_1,Skin marker,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6074970_1,Skin marker,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6074978_1,Instrument Pack Gen__3200619,Inpatient,0270,,,,0,16.25,12.19,9.43,30.23,15.44,15.44,15.11,16.25,N/A,15.44
6074978_1,Instrument Pack Gen__3200619,Outpatient,0270,,,,0,16.25,12.19,9.43,30.23,15.44,30.23,15.11,16.25,9.43,15.44
6077304_1,"Lead, blood (State Lab)",Inpatient,0301,83655,Lead,,0,119.00,89.25,69.02,221.34,113.05,113.05,110.67,119.00,N/A,113.05
6077304_1,"Lead, blood (State Lab)",Outpatient,0301,83655,Lead,,0,119.00,89.25,69.02,221.34,113.05,221.34,110.67,119.00,69.02,113.05
6079289_1,"Microalbumin, Ur Regional",Inpatient,0300,82044,"Albumin; urine (eg, microalbumin), semiquantitative (eg, reagent strip assay)",,0,135.50,101.63,78.59,252.03,128.73,128.73,126.02,135.50,N/A,128.73
6079289_1,"Microalbumin, Ur Regional",Outpatient,0300,82044,"Albumin; urine (eg, microalbumin), semiquantitative (eg, reagent strip assay)",,0,135.50,101.63,78.59,252.03,128.73,252.03,126.02,135.50,78.59,128.73
6079367_3,NEMH CRNA Charges per Unit,ProFee,0964,,,,0,158.25,118.69,118.69,134.51,134.51,134.51,N/A,N/A,123.44,N/A
607973_1,"Urinalysis, Complete",Inpatient,0307,81001,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy",,0,54.50,40.88,31.61,101.37,51.78,51.78,50.69,54.50,N/A,51.78
607973_1,"Urinalysis, Complete",Outpatient,0307,81001,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy",,0,54.50,40.88,31.61,101.37,51.78,101.37,50.69,54.50,31.61,51.78
6079759_1,"SURGERY, MAJOR SETUP",Ambulatory Surgical,0360,,,,0,520.50,390.38,301.89,968.13,494.48,968.13,484.07,520.50,301.89,494.48
6079759_1,"SURGERY, MAJOR SETUP",Inpatient,0360,,,,0,520.50,390.38,301.89,968.13,494.48,494.48,484.07,520.50,N/A,494.48
6079760_1,FILTER HEPA__100/585/000N,Inpatient,0270,,,,0,11.00,8.25,6.38,20.46,10.45,10.45,10.23,11.00,N/A,10.45
6079760_1,FILTER HEPA__100/585/000N,Outpatient,0270,,,,0,11.00,8.25,6.38,20.46,10.45,20.46,10.23,11.00,6.38,10.45
6079770_1,PERFORATOR AMNIOTIC AMNIHOOK__9601,Inpatient,0270,,,,0,6.50,4.88,3.77,12.09,6.18,6.18,6.05,6.50,N/A,6.18
6079770_1,PERFORATOR AMNIOTIC AMNIHOOK__9601,Outpatient,0270,,,,0,6.50,4.88,3.77,12.09,6.18,12.09,6.05,6.50,3.77,6.18
6079771_1,PILLOW DISP 19X25__51150,Inpatient,0270,,,,0,9.00,6.75,5.22,16.74,8.55,8.55,8.37,9.00,N/A,8.55
6079771_1,PILLOW DISP 19X25__51150,Outpatient,0270,,,,0,9.00,6.75,5.22,16.74,8.55,16.74,8.37,9.00,5.22,8.55
6079772_1,BAG EMERGENCY SICK__1058883,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6079772_1,BAG EMERGENCY SICK__1058883,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6079773_1,BEDPAN FRACTURE GOLD__H100-05,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6079773_1,BEDPAN FRACTURE GOLD__H100-05,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6079774_1,BEDPAN PONTOON GOLD BULK__H120-05,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6079774_1,BEDPAN PONTOON GOLD BULK__H120-05,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6079775_1,CLIPPER CORD CLAMP__9445,Inpatient,0270,,,,0,26.25,19.69,15.23,48.83,24.94,24.94,24.41,26.25,N/A,24.94
6079775_1,CLIPPER CORD CLAMP__9445,Outpatient,0270,,,,0,26.25,19.69,15.23,48.83,24.94,48.83,24.41,26.25,15.23,24.94
6079776_1,CONTAINER W SCREW CAP ST 4.5OZ__17000,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6079776_1,CONTAINER W SCREW CAP ST 4.5OZ__17000,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6079806_1,KLING 4__KC2236,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6079806_1,KLING 4__KC2236,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6079807_1,CIRCUIT REBREATHING ADULT__370928,Inpatient,0270,,,,0,18.00,13.50,10.44,33.48,17.10,17.10,16.74,18.00,N/A,17.10
6079807_1,CIRCUIT REBREATHING ADULT__370928,Outpatient,0270,,,,0,18.00,13.50,10.44,33.48,17.10,33.48,16.74,18.00,10.44,17.10
6079809_1,STRAINDER CALCULI__4712,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6079809_1,STRAINDER CALCULI__4712,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6079810_1,CIRCUIT NON-REBREATHING__225-3812-300,Inpatient,0270,,,,0,35.25,26.44,20.45,65.57,33.49,33.49,32.78,35.25,N/A,33.49
6079810_1,CIRCUIT NON-REBREATHING__225-3812-300,Outpatient,0270,,,,0,35.25,26.44,20.45,65.57,33.49,65.57,32.78,35.25,20.45,33.49
6080934_1,PERI PAD__1846,Inpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,N/A,4.04
6080934_1,PERI PAD__1846,Outpatient,0270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04
6081138_1,"SURGERY, MINOR SETUP",Ambulatory Surgical,0360,,,,0,267.75,200.81,155.30,498.02,254.36,498.02,249.01,267.75,155.30,254.36
6081138_1,"SURGERY, MINOR SETUP",Inpatient,0360,,,,0,267.75,200.81,155.30,498.02,254.36,254.36,249.01,267.75,N/A,254.36
6081148_1,INCISION AND DRAINAGE,Ambulatory Surgical,0360,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,350.75,263.06,203.44,652.40,333.21,652.40,326.20,350.75,203.44,333.21
6081148_1,INCISION AND DRAINAGE,Inpatient,0360,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,350.75,263.06,203.44,652.40,333.21,333.21,326.20,350.75,N/A,333.21
6081163_1,LESION REMOVAL,Ambulatory Surgical,0360,,,,0,143.25,107.44,83.09,266.45,136.09,266.45,133.22,143.25,83.09,136.09
6081163_1,LESION REMOVAL,Inpatient,0360,,,,0,143.25,107.44,83.09,266.45,136.09,136.09,133.22,143.25,N/A,136.09
6081673_1,TUBE FEEDING 3.5FR__8888261206,Inpatient,0270,,,,0,5.75,4.31,3.34,10.70,5.46,5.46,5.35,5.75,N/A,5.46
6081673_1,TUBE FEEDING 3.5FR__8888261206,Outpatient,0270,,,,0,5.75,4.31,3.34,10.70,5.46,10.70,5.35,5.75,3.34,5.46
608229_1,Inactive ZZ Phenobarbital (Mayo),Inpatient,,,,,0,112.25,84.19,65.11,208.79,106.64,106.64,104.39,112.25,N/A,106.64
608229_1,Inactive ZZ Phenobarbital (Mayo),Outpatient,,,,,0,112.25,84.19,65.11,208.79,106.64,208.79,104.39,112.25,65.11,106.64
6083341_1,Giardia Ag Screen,Inpatient,0309,87269,Infectious agent antigen detection by immunofluorescent technique; giardia,,0,76.75,57.56,44.52,142.76,72.91,72.91,71.38,76.75,N/A,72.91
6083341_1,Giardia Ag Screen,Outpatient,0309,87269,Infectious agent antigen detection by immunofluorescent technique; giardia,,0,76.75,57.56,44.52,142.76,72.91,142.76,71.38,76.75,44.52,72.91
6083658_1,63323-0286-30 - ropivacaine 0.5% Soln,Inpatient,0636,J2795,Ropivacaine hcl injection,,150,18.00,13.50,10.44,33.48,17.10,17.10,16.74,18.00,N/A,17.10
6083658_1,63323-0286-30 - ropivacaine 0.5% Soln,Outpatient,0636,J2795,Ropivacaine hcl injection,,150,18.00,13.50,10.44,33.48,17.10,33.48,16.74,18.00,10.44,17.10
608452_1,Charge UA Complete,Inpatient,0307,81001,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy",,0,54.50,40.88,31.61,101.37,51.78,51.78,50.69,54.50,N/A,51.78
608452_1,Charge UA Complete,Outpatient,0307,81001,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy",,0,54.50,40.88,31.61,101.37,51.78,101.37,50.69,54.50,31.61,51.78
608456_1,Charge Prenatal Panel,Inpatient,0301,80055,"Obstetric panel This panel must include the following: Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009) Hepatitis B surface antigen (HBsAg) (87340) Antibody, rubella (86762) Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART) (86592) Antibody screen, RBC, each serum technique (86850) Blood typing, ABO (86900) AND Blood typing, Rh (D) (86901)",,0,150.00,112.50,87.00,279.00,142.50,142.50,139.50,150.00,N/A,142.50
608456_1,Charge Prenatal Panel,Outpatient,0301,80055,"Obstetric panel This panel must include the following: Blood count, complete (CBC), automated and automated differential WBC count (85025 or 85027 and 85004) OR Blood count, complete (CBC), automated (85027) and appropriate manual differential WBC count (85007 or 85009) Hepatitis B surface antigen (HBsAg) (87340) Antibody, rubella (86762) Syphilis test, non-treponemal antibody; qualitative (eg, VDRL, RPR, ART) (86592) Antibody screen, RBC, each serum technique (86850) Blood typing, ABO (86900) AND Blood typing, Rh (D) (86901)",,0,150.00,112.50,87.00,279.00,142.50,279.00,139.50,150.00,87.00,142.50
6084975_1,"Paternity Test, NEMH",Inpatient,0300,99000,Handling and/or conveyance of specimen for transfer from the office to a laboratory,,0,51.50,38.63,29.87,95.79,48.93,48.93,47.90,51.50,N/A,48.93
6084975_1,"Paternity Test, NEMH",Outpatient,0300,99000,Handling and/or conveyance of specimen for transfer from the office to a laboratory,,0,51.50,38.63,29.87,95.79,48.93,95.79,47.90,51.50,29.87,48.93
6084990_1,"Meconium Drug Screen, NEMH",Inpatient,0301,G0481,Drug test def 8-14 classes,,0,369.00,276.75,214.02,686.34,350.55,350.55,343.17,369.00,N/A,350.55
6084990_1,"Meconium Drug Screen, NEMH",Outpatient,0301,G0481,Drug test def 8-14 classes,,0,369.00,276.75,214.02,686.34,350.55,686.34,343.17,369.00,214.02,350.55
6084993_1,97535 OT ADL Evaluation,Inpatient,0434,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,65.25,48.94,37.85,121.37,61.99,61.99,60.68,65.25,N/A,61.99
6084993_1,97535 OT ADL Evaluation,Outpatient,0434,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,65.25,48.94,37.85,121.37,61.99,121.37,60.68,65.25,37.85,61.99
608545_1,"AFP, 4 Marker Screen",Inpatient,0301,81511,"Fetal congenital abnormalities, biochemical assays of four analytes (AFP, uE3, hCG [any form], DIA) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)",,0,193.00,144.75,111.94,358.98,183.35,183.35,179.49,193.00,N/A,183.35
608545_1,"AFP, 4 Marker Screen",Outpatient,0301,81511,"Fetal congenital abnormalities, biochemical assays of four analytes (AFP, uE3, hCG [any form], DIA) utilizing maternal serum, algorithm reported as a risk score (may include additional results from previous biochemical testing)",,0,193.00,144.75,111.94,358.98,183.35,358.98,179.49,193.00,111.94,183.35
