Mineral Community Hospital Chargemaster as of 1/1/2022,,,,,,,,,,,,
"Provided by Mineral Community Hospital, 1208 6th Ave East, Superior MT  59872",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Department,Charge Master Code,Plain Language Description,Revenue Code,HCPCS Code,Standard Price,Discounted Cash Price,Allegiance,PacificSoursce,FirstChoiceHealthNetwork,MountainHealthCoop,De-Identified Min Negotiated Charge,De-Identified Max Negotiated Charge
CC-Central Supply,3000553,STRAIGHT CATHETER 10FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000554,STRAIGHT CATHETER 12FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000555,STRAIGHT CATHETER 14FR,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000556,STRAIGHT CATHETER 16FR,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000557,FOLEY 3-WAY 20FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000559,FOLEY CATHETER 8FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000560,FOLEY CATHETER 12FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000561,FOLEY CATHETER 14FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000562,FOLEY CATHETER 16FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000564,FOLEY CATHETER 18FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000565,FOLEY CATHETER 20FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000566,FOLEY CATH 20FR 30CC BALLOON,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000567,COUDE TIP CATH 12FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000568,COUDE TIP CATH 14FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000569,COUDE TIP CATH 16FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000570,COUDE TIP CATH 18FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000571,FOLEY CATHETER 10FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000572,FOLEY CATHETER 6FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000573,FOLEY CATHETER SILVER TIP,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000574,FOLEY CATH 16FR SILICONE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000575,CO2 DETECTOR PED.,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000576,CO2 DETECTOR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000577,RESUSCITATOR AMBU-BAG,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000578,RESUSCITATOR AMBU-BAG PEDI,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000579,RESUSCITATOR AMBU-BAG INFANT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000583,THORACIC CATHETER 20FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000584,THORACIC CATHETER 24FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000585,THORACIC CATHETER 28FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000586,THORACIC CATHETER 32FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000587,THORACIC CATHETER 36FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000591,STERILE DRAPE MEDIUM,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000592,THREE QUARTER SHEET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000593,IRRIGATION SYRINGE,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000594,CAUTERY PENCIL,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000596,MARKING PEN STERILE,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000597,CAUTERY DISPOSABLE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000599,PLEUR-EVAC,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000600,CANISTER SUCTION LINER 3000CC,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000602,CANISTER SUCTION LINER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000603,YANKAUER SUCTION,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000604,YANKAUER SUCTION HANDLE,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000606,SUCTION CONNECTING TUBING,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000609,FEEDING TUBE BAG,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000610,GASTRIC LAVAGE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000611,TRACHEAL TUBE 5.5 CUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000612,GASTROSTOMY PEG TUBE 24FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000613,GASTROSTOMY TUBE 20FR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000614,E.T. TUBE HOLDER ADULT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000615,TRACH TUBE/2.5 UNCUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000616,TRACH TUBE/3.0 UNCUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000617,TRACH TUBE/4.0 UNCUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000618,TRACH TUBE/4.5 UNCUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000619,TRACHEAL TUBE/5.0 CUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000620,TRACHEAL TUBE/6.0,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000621,TRACHEAL TUBE/6.5,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000622,TRACHEAL TUBE 7.0,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000623,TRACHEAL TUBE/7.5,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000624,TRACHEAL TUBE/8.0,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000626,INTUBATION STYLET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000627,GLIDESCOPE LOPRO 3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000628,GLIDESCOPE LOPRO 4,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000629,AIRWAY ADULT 100MM,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000630,AIRWAY ADULT 90MM,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000631,AIRWAY ADULT 80MM,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000632,AIRWAY CHILD 60MM,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000633,AIRWAY INFANT 40MM,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000636,LMA SUPREME SZ. 4,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000637,STOPCOCK 3-WAY,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000638,FACE MASK O.R. TODDLER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000639,FACE MASK O.R.LG ADULT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000640,FACE MASK O.R. ADULT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000641,FACE MASK O.R.CHILD,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000642,FACE MASK O.R. INFANT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000643,STATLOCK PICC PLUS,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000646,CHLORAPREP 3ML,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000647,WARMING BLANKET FULL BODY,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000651,CAUTERY SUCTION COAGULATOR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000654,FOLEY 12FR 30CC BALLOON,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000657,NYLON 4-0  PS-2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000658,NYLON 5-0 PS-2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000659,NYLON 3-0 PS-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000661,PROLENE 4-0 PS-2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000663,PROLENE 5-0 PS-2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000664,PROLENE 6-0 PS-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000670,VICRYL 2-0 SH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000672,NYLON 4-0  P-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000673,NYLON 4-0 FS-2,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000674,NYLON 5-0 PS-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000675,VICRYL 3-0 RB-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000680,CHROMIC O CT-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000683,CHROMIC 2-0 SH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000684,MONOCRYL 5-0 RB-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000686,MONOCRYL 3-0 SH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000687,CODMAN SURGICAL PATTIES,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000689,SINUS PACK,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000703,MONOCRYL 4-0 SH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000712,SURGICAL GOWN DISP.XL,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000713,SURGICAL GOWN DISP.L,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000723,GROUNDING PAD THERMOGUARD,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000726,TONSIL SPONGES LG,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000727,TONSIL SPONGES MED,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000735,CAUTERY TIP CLEANER,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000746,CLIPPER BLADE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000751,SILK 2-0 SH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000753,VICRYL 4-0 PS-2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000757,VICRYL 3-0 FS-2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000758,WARMING BLANKET UPPER BODY,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000761,VICRYL 4-0 P-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000763,VICRYL 5-0 P-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000765,NEEDLE COUNTER,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000771,BREATHING CIRCUIT PEDS,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000777,ANTI-FOG CLEARFIELD,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000778,SKIN CLIP,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000782,KITTNER DISSECTORS,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000783,PROLENE 3-0 PS-2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000784,MAYO STAND COVER,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000785,NYLON 6-0 PS-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000802,X RAY DRAPE LARGE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000804,NYLON 6-0 P-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000806,NYLON 5-0 P-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000809,KNIFE BLADE BEAVER,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000810,BREATHING CIRCUIT ADULT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000813,NYLON 2-0 FS,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000814,EAR TUBE T-TUBE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000815,EAR TUBE SHEPARD VENT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000816,EAR TUBE COLLAR BUTTON VENT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000817,EAR TUBE SHAH VENT W/O WIRE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000818,MYRINGOTOMY KNIFE W HANDLE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000819,MYRINGOTOMY BLADE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000820,SINUS PACK EPISTAXIS,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000822,CHROMIC 3-0 CT-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000828,NASAL SPLINTS,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000829,MARKING PEN WITH LABELS,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000830,SCD SLEEVES KNEE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000832,SKIN PREP TRAY,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000834,PENROSE DRAIN 1/4 X 12,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000838,KENDRICK TRACTION,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000839,OBTURATOR DISP. 11MM,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000841,CHROMIC 3-0 RB,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000845,LMA SUPREME SZ 5,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000847,THORACENTESIS/PARACENTESIS TRAY,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000848,MULTI-LUMEN CENTRAL VENOUS KIT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000855,ECHOGENIC NEEDLE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000860,INTRODUCER E/T BOUGIE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000861,TEGADERM W/BORDERS FOR PICC KIT,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000863,IRR. SOL. 500ML,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000868,PERTRACH ADULT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000869,PERTRACH PEDIATRIC,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000870,GASTROSCOPE BIO BRUSH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000871,ESOPHAGEAL BALLOON DIALATOR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000873,SILK 6-0 G-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000885,BREATHING CIRCUIT FLEX,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000886,HOT BIOPSY FORCEPS DISP.,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000887,CHROMIC 4-0  G-3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000888,MEPILEX 4 X 4,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000889,"OXYMASK W/7"" TUBING",270,,,0,0,0,0,0,0,0
CC-Central Supply,3000890,C-PAP FLOWSAFE 2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000892,ALGINATE DRESSING ROPE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000893,REACHER SUCTION CUP 22,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000894,SOCK AID,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000900,ERR:509,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000901,XEROFORM DRESSING 4X4,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000904,INTUBATION STYLET PEDS.,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000906,POLYP RETRIVER NET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000907,POLYP TRAP,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000908,ENDOSCOPIC MARKER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000909,NEEDLEMASTER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000910,DISPOSABLE SNARE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000911,V.A.C. GRANUFOAM DRESSING MED.,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000912,V.A.C. WHITEFOAM SM.DRESSING ONLY,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000913,V.A.C. GRANUFOAM DRESSING SM.,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000914,V.A.C. DRAPE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000915,TRACH TUBE/3.0 CUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000916,TRACH TUBE/4.0 CUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000917,TRACH TUBE/4.5 CUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000918,TURKEL NEEDLE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000920,TRACH TUBE 5.5 UNCUFFED,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000921,TRACH TUBE 6.0 UNCUFFED,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000922,PINSYNC VENTED VIAL ADAPTER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000923,UNNA BOOT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000924,EYE SHIELD,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000925,GRANUFOAM SILVER SM. DRESSING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000927,EZ WRAP SOFT FOAM TUBES,270,,5,4,4.6,4.75,4.75,4.75,4.6,5
CC-Central Supply,3000928,OXYGEN HUMIDIFIER TUBING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000929,HOVERMATT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000932,IRRIGATION TUBING,270,,16.15,12.92,14.86,15.34,15.34,15.34,14.86,16.15
CC-Central Supply,3000933,IRR CHANNEL ADAPTER,270,,4.75,3.8,4.37,4.51,4.51,4.51,4.37,4.75
CC-Central Supply,3000934,QUIK CLOT GUAGE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000935,QUIK CLOT 4 X 4 DRESSING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000936,SWAT TOURNIQUET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000937,CHEST DECOMPRESSION NEEDLE,270,,27.16,21.73,24.99,25.8,25.8,25.8,24.99,27.16
CC-Central Supply,3000938,ALLEVYN 5 X 5 DRESSING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000939,BIOPSY PUNCH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000940,BIOPATCH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000943,ATOMIZER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000944,ALLEVYN SACRUM DRESSING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000945,AQUACEL HYDROFIBER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000946,PLAIN GUT 5-0 PC-1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000947,INTRODUCER PEDS BOUGIE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000948,GLIDESCOPE LOPRO 2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000949,HOPE NEBULIZER SET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000950,UNIVERSAL ANESTHESIA SET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000951,EDITH HUMIDIFIER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000952,LMA UNIQUE SIZE 1,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000953,LMA UNIQUE SIZE 1.5,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000954,LMA UNIQUE SIZE 2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000955,I-GEL LMA SIZE 2,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000956,I-GEL LMA SIZE 2.5,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000957,I-GEL LMA SIZE 3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000958,I-GEL LMA SIZE 4,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000960,RHINO ROCKET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000961,MEDIHONEY TUBE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000962,BIOPSY FORCEPS W/ NEEDLE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000963,ENDOCUFF,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000964,KATZ EXTRACTOR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000965,OLYMPUS ELECTRODE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000966,ALLEVYN HEEL DRESSING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000967,PEEP VALVE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000968,B/P CUFF CHILD,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000969,B/P CUFF ADULT SMALL,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000970,B/P CUFF ADULT LONG,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000971,B/P CUFF ADULT LARGE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000972,C-PAP OXYGEN ADAPTER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000973,WARMING BLANKET,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000974,COLLAGEN WOUND DRESSING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000975,HYDROCOLLOID DRESSING,270,,,0,0,0,0,0,0,0
Emergency Room,3000976,FINGER TOURNI-COT,270,,,0,0,0,0,0,0,0
Emergency Room,3000977,BACTERIAL/VIRAL FILTER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000978,TEMP SENSING 12 FR FOLEY CATH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000979,TEMP SENSING 16 FR FOLEY CATH,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000980,SURGIFOAM,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000982,PEDIATRIC CENTRAL LINE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000983,G.E. B/P CUFF SMALL,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000984,G.E. B/P CUFF REGULAR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000985,G.E. B/P CUFF LARGE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000986,G.E. B/P CUFF LG LONG,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000987,VENTILATOR CIRCUIT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000988,ACAPELLA PEP,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000989,BI-PAP MASK MEDIUM,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000990,BI-PAP MASK LARGE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000991,BI-PAP TUBING,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000992,BI-PAP HEADGEAR,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000993,FINGER PROBE ADULT LIFEPAK 15,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000994,GLIDESCOPE MAC #3,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000995,GLIDESCOPE MAC #4,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000996,ALLEVYN QUADRILOBE,270,,,0,0,0,0,0,0,0
CC-Central Supply,3000997,PULSE OXIMETER,270,,,0,0,0,0,0,0,0
CC-Central Supply,3050000,VAC THERAPY UNIT,270,,,0,0,0,0,0,0,0
CC-Central Supply,3050177,SURGICEL 1/2 X 2 IN.,270,,,0,0,0,0,0,0,0
CC-Central Supply,3050249,LACTATED RINGERS 300,270,,,0,0,0,0,0,0,0
CC-Central Supply,3050396,LACTATED RINGERS 1000CC,270,,,0,0,0,0,0,0,0
CC-ECHO,3293306,ECHOCARDIOGRAM COMPLETE,480,93306,"1,972.37",1577.9,1814.58,1873.75,1873.75,1873.75,1814.58,1972.37
CC-ECHO,3293308,ECHOCARDIOGRAM LMT OR FOLLOW UP,480,93308,544.73,435.78,501.15,517.49,517.49,517.49,501.15,544.73
CC-Hospitalist,3999217,OBS DISCHARGE 99217,987,99217,197.78,158.22,181.96,187.89,187.89,187.89,181.96,197.78
CC-Hospitalist,3999218,OBS INITIAL CARE 99218,987,99218,269.09,215.27,247.56,255.64,255.64,255.64,247.56,269.09
CC-Hospitalist,3999219,OBS INITIAL CARE 99219,987,99219,367.15,293.72,337.78,348.79,348.79,348.79,337.78,367.15
CC-Hospitalist,3999220,OBS INTIAL CARE 99220,987,99220,530.79,424.63,488.33,504.25,504.25,504.25,488.33,530.79
CC-Hospitalist,3999221,ACUTE ADMIT 99221,987,99221,281.64,225.31,259.11,267.56,267.56,267.56,259.11,281.64
CC-Hospitalist,3999222,ACUTE ADMIT 99222,987,99222,379.45,303.56,349.09,360.48,360.48,360.48,349.09,379.45
CC-Hospitalist,3999223,ACUTE ADMIT 99223,987,99223,556.75,445.4,512.21,528.91,528.91,528.91,512.21,556.75
CC-Hospitalist,3999224,SUB OBSERVATION CARE LEVEL 1 99224,987,99224,112.01,89.61,103.05,106.41,106.41,106.41,103.05,112.01
CC-Hospitalist,3999225,SUB OBSERVATION CARE LEVEL 2 99225,987,99225,198.87,159.1,182.96,188.93,188.93,188.93,182.96,198.87
CC-Hospitalist,3999226,SUB OBSERVATION CARE LEVEL 3 99226,987,99226,283.29,226.63,260.63,269.13,269.13,269.13,260.63,283.29
CC-Hospitalist,3999231,SUB ACUTE CARE 99231,987,99231,102.99,82.39,94.75,97.84,97.84,97.84,94.75,102.99
CC-Hospitalist,3999232,SUB ACUTE CARE 99232,987,99232,188.5,150.8,173.42,179.08,179.08,179.08,173.42,188.5
CC-Hospitalist,3999233,SUB ACUTE CARE 99233,987,99233,282.2,225.76,259.62,268.09,268.09,268.09,259.62,282.2
CC-Hospitalist,3999234,ACUTE ADM/DIS SAME DAY 99234,987,99234,366.62,293.3,337.29,348.29,348.29,348.29,337.29,366.62
CC-Hospitalist,3999235,ACUTE ADM/DIS SAME DAY 99235,987,99235,458.4,366.72,421.73,435.48,435.48,435.48,421.73,458.4
CC-Hospitalist,3999236,ACUTE ADM/DIS SAME DAY 99236,987,99236,589.25,471.4,542.11,559.79,559.79,559.79,542.11,589.25
CC-Hospitalist,3999238,ACUTE DISCHARGE 99238,987,99238,198.87,159.1,182.96,188.93,188.93,188.93,182.96,198.87
CC-Hospitalist,3999239,ACUTE DISCHARGE 99239,987,99239,288.48,230.78,265.4,274.06,274.06,274.06,265.4,288.48
CC-ER Provider,4109999,REPAIR TENDON/MUSCLE FOREARM/WRIST,981,,850.7,680.56,782.64,808.17,808.17,808.17,782.64,850.7
CC-ER Provider,4110060,I & D/ABSCESS SIMPLE/SINGLE,981,10060,228.78,183.02,210.48,217.34,217.34,217.34,210.48,228.78
CC-ER Provider,4110061,INCISION &DRAIN COMP OR MULTI,981,10061,400.03,320.02,368.03,380.03,380.03,380.03,368.03,400.03
CC-ER Provider,4110080,INCISION AND DRAINAGE OF PILONIDAL CYST,981,10080,345.88,276.7,318.21,328.59,328.59,328.59,318.21,345.88
