Run Date: 10/18/2021 6:47:19 PM
CDM Date Stamp: 10/14/2020

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL
4007100,REF LAB TSI,Inpatient,0301,84445,Thyroid stimulating immune globulins (TSI),,0,650.0000,520.0000,520.0000,650.0000,617.5000,565.5000,565.5000,565.5000,565.5000,617.5000,630.5000,630.5000,617.5000,617.5000,637.0000,650.0000,572.0000,637.0000,630.5000,N/A
4007100,REF LAB TSI,Outpatient,0301,84445,Thyroid stimulating immune globulins (TSI),,0,650.0000,520.0000,520.0000,650.0000,617.5000,539.5000,539.5000,539.5000,539.5000,617.5000,630.5000,630.5000,598.0000,617.5000,637.0000,650.0000,572.0000,637.0000,630.5000,N/A
4007308,REF LAB METHEMOGLOBIN,Inpatient,0301,83050,"Hemoglobin; methemoglobin, quantitative",,0,54.0000,43.2000,43.2000,54.0000,51.3000,46.9800,46.9800,46.9800,46.9800,51.3000,52.3800,52.3800,51.3000,51.3000,52.9200,54.0000,47.5200,52.9200,52.3800,N/A
4007308,REF LAB METHEMOGLOBIN,Outpatient,0301,83050,"Hemoglobin; methemoglobin, quantitative",,0,54.0000,43.2000,43.2000,54.0000,51.3000,44.8200,44.8200,44.8200,44.8200,51.3000,52.3800,52.3800,49.6800,51.3000,52.9200,54.0000,47.5200,52.9200,52.3800,N/A
4007316,REF LAB SEROTONIN,Inpatient,0301,84260,Serotonin,,0,131.0000,104.8000,104.8000,131.0000,124.4500,113.9700,113.9700,113.9700,113.9700,124.4500,127.0700,127.0700,124.4500,124.4500,128.3800,131.0000,115.2800,128.3800,127.0700,N/A
4007316,REF LAB SEROTONIN,Outpatient,0301,84260,Serotonin,,0,131.0000,104.8000,104.8000,131.0000,124.4500,108.7300,108.7300,108.7300,108.7300,124.4500,127.0700,127.0700,120.5200,124.4500,128.3800,131.0000,115.2800,128.3800,127.0700,N/A
4007324,REF LAB VITAMIN B1,Inpatient,0301,84425,Thiamine (Vitamin B-1),,0,150.0000,120.0000,120.0000,150.0000,142.5000,130.5000,130.5000,130.5000,130.5000,142.5000,145.5000,145.5000,142.5000,142.5000,147.0000,150.0000,132.0000,147.0000,145.5000,N/A
4007324,REF LAB VITAMIN B1,Outpatient,0301,84425,Thiamine (Vitamin B-1),,0,150.0000,120.0000,120.0000,150.0000,142.5000,124.5000,124.5000,124.5000,124.5000,142.5000,145.5000,145.5000,138.0000,142.5000,147.0000,150.0000,132.0000,147.0000,145.5000,N/A
4007332,REF LAB UR CR CL,Inpatient,0301,82575,Creatinine; clearance,,0,54.0000,43.2000,43.2000,54.0000,51.3000,46.9800,46.9800,46.9800,46.9800,51.3000,52.3800,52.3800,51.3000,51.3000,52.9200,54.0000,47.5200,52.9200,52.3800,N/A
4007332,REF LAB UR CR CL,Outpatient,0301,82575,Creatinine; clearance,,0,54.0000,43.2000,43.2000,54.0000,51.3000,44.8200,44.8200,44.8200,44.8200,51.3000,52.3800,52.3800,49.6800,51.3000,52.9200,54.0000,47.5200,52.9200,52.3800,N/A
4007340,D DIMER QUANTITATIVE,Inpatient,0301,85379,"Fibrin degradation products, D-dimer; quantitative",,0,158.0000,126.4000,126.4000,158.0000,150.1000,137.4600,137.4600,137.4600,137.4600,150.1000,153.2600,153.2600,150.1000,150.1000,154.8400,158.0000,139.0400,154.8400,153.2600,N/A
4007340,D DIMER QUANTITATIVE,Outpatient,0301,85379,"Fibrin degradation products, D-dimer; quantitative",,0,158.0000,126.4000,126.4000,158.0000,150.1000,131.1400,131.1400,131.1400,131.1400,150.1000,153.2600,153.2600,145.3600,150.1000,154.8400,158.0000,139.0400,154.8400,153.2600,N/A
4007506,STATE/TOXO IGG,Inpatient,0301,86777,Antibody; Toxoplasma,,0,179.0000,143.2000,143.2000,179.0000,170.0500,155.7300,155.7300,155.7300,155.7300,170.0500,173.6300,173.6300,170.0500,170.0500,175.4200,179.0000,157.5200,175.4200,173.6300,N/A
4007506,STATE/TOXO IGG,Outpatient,0301,86777,Antibody; Toxoplasma,,0,179.0000,143.2000,143.2000,179.0000,170.0500,148.5700,148.5700,148.5700,148.5700,170.0500,173.6300,173.6300,164.6800,170.0500,175.4200,179.0000,157.5200,175.4200,173.6300,N/A
4007514,STATE/ADENOVIRUS,Inpatient,0301,86603,Antibody; adenovirus,,0,175.0000,140.0000,140.0000,175.0000,166.2500,152.2500,152.2500,152.2500,152.2500,166.2500,169.7500,169.7500,166.2500,166.2500,171.5000,175.0000,154.0000,171.5000,169.7500,N/A
4007514,STATE/ADENOVIRUS,Outpatient,0301,86603,Antibody; adenovirus,,0,175.0000,140.0000,140.0000,175.0000,166.2500,145.2500,145.2500,145.2500,145.2500,166.2500,169.7500,169.7500,161.0000,166.2500,171.5000,175.0000,154.0000,171.5000,169.7500,N/A
4007522,STATE/MOLECULAR DX,Inpatient,0301,83891,,,0,73.0000,58.4000,58.4000,73.0000,69.3500,63.5100,63.5100,63.5100,63.5100,69.3500,70.8100,70.8100,69.3500,69.3500,71.5400,73.0000,64.2400,71.5400,70.8100,N/A
4007522,STATE/MOLECULAR DX,Outpatient,0301,83891,,,0,73.0000,58.4000,58.4000,73.0000,69.3500,60.5900,60.5900,60.5900,60.5900,69.3500,70.8100,70.8100,67.1600,69.3500,71.5400,73.0000,64.2400,71.5400,70.8100,N/A
4007530,REF LAB INFECTIOUS AGENT,Inpatient,0301,87798,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; amplified probe technique, each organism",,0,240.0000,192.0000,192.0000,240.0000,228.0000,208.8000,208.8000,208.8000,208.8000,228.0000,232.8000,232.8000,228.0000,228.0000,235.2000,240.0000,211.2000,235.2000,232.8000,N/A
4007530,REF LAB INFECTIOUS AGENT,Outpatient,0301,87798,"Infectious agent detection by nucleic acid (DNA or RNA), not otherwise specified; amplified probe technique, each organism",,0,240.0000,192.0000,192.0000,240.0000,228.0000,199.2000,199.2000,199.2000,199.2000,228.0000,232.8000,232.8000,220.8000,228.0000,235.2000,240.0000,211.2000,235.2000,232.8000,N/A
4007548,REF LAB EPST BARR VIRUS EARLY ANTIG,Inpatient,0301,86663,"Antibody; Epstein-Barr (EB) virus, early antigen (EA)",,0,229.0000,183.2000,183.2000,229.0000,217.5500,199.2300,199.2300,199.2300,199.2300,217.5500,222.1300,222.1300,217.5500,217.5500,224.4200,229.0000,201.5200,224.4200,222.1300,N/A
4007548,REF LAB EPST BARR VIRUS EARLY ANTIG,Outpatient,0301,86663,"Antibody; Epstein-Barr (EB) virus, early antigen (EA)",,0,229.0000,183.2000,183.2000,229.0000,217.5500,190.0700,190.0700,190.0700,190.0700,217.5500,222.1300,222.1300,210.6800,217.5500,224.4200,229.0000,201.5200,224.4200,222.1300,N/A
4007555,REF LAB PATHOLOGY,Inpatient,0301,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,672.0000,537.6000,537.6000,672.0000,638.4000,584.6400,584.6400,584.6400,584.6400,638.4000,651.8400,651.8400,638.4000,638.4000,658.5600,672.0000,591.3600,658.5600,651.8400,N/A
4007555,REF LAB PATHOLOGY,Outpatient,0301,88305,"Level IV - Surgical pathology, gross and microscopic examination Abortion - spontaneous/missed Artery, biopsy Bone marrow, biopsy Bone exostosis Brain/meninges, other than for tumor resection Breast, biopsy, not requiring microscopic evaluation of surgical margins Breast, reduction mammoplasty Bronchus, biopsy Cell block, any source Cervix, biopsy Colon, biopsy Duodenum, biopsy Endocervix, curettings/biopsy Endometrium, curettings/biopsy Esophagus, biopsy Extremity, amputation, traumatic Fallopian tube, biopsy Fallopian tube, ectopic pregnancy Femoral head, fracture Fingers/toes, amputation, non-traumatic Gingiva/oral mucosa, biopsy Heart valve Joint, resection Kidney, biopsy Larynx, biopsy Leiomyoma(s), uterine myomectomy - without uterus Lip, biopsy/wedge resection Lung, transbronchial biopsy Lymph node, biopsy Muscle, biopsy Nasal mucosa, biopsy Nasopharynx/oropharynx, biopsy Nerve, biopsy Odontogenic/dental cyst Omentum, biopsy Ovary with or without tube, non-neoplastic Ovary, biopsy/wedge resection Parathyroid gland Peritoneum, biopsy Pituitary tumor Placenta, other than third trimester Pleura/pericardium - biopsy/tissue Polyp, cervical/endometrial Polyp, colorectal Polyp, stomach/small intestine Prostate, needle biopsy Prostate, TUR Salivary gland, biopsy Sinus, paranasal biopsy Skin, other than cyst/tag/debridement/plastic repair Small intestine, biopsy Soft tissue, other than tumor/mass/lipoma/debridement Spleen Stomach, biopsy Synovium Testis, other than tumor/biopsy/castration Thyroglossal duct/brachial cleft cyst Tongue, biopsy Tonsil, biopsy Trachea, biopsy Ureter, biopsy Urethra, biopsy Urinary bladder, biopsy Uterus, with or without tubes and ovaries, for prolapse Vagina, biopsy Vulva/labia, biopsy",,0,672.0000,537.6000,537.6000,672.0000,638.4000,557.7600,557.7600,557.7600,557.7600,638.4000,651.8400,651.8400,618.2400,638.4000,658.5600,672.0000,591.3600,658.5600,651.8400,N/A
4007563,REF LAB CYTOPATHOLOGY,Inpatient,0301,88172,"Cytopathology, evaluation of fine needle aspirate; immediate cytohistologic study to determine adequacy for diagnosis, first evaluation episode, each site",,0,479.0000,383.2000,383.2000,479.0000,455.0500,416.7300,416.7300,416.7300,416.7300,455.0500,464.6300,464.6300,455.0500,455.0500,469.4200,479.0000,421.5200,469.4200,464.6300,N/A
4007563,REF LAB CYTOPATHOLOGY,Outpatient,0301,88172,"Cytopathology, evaluation of fine needle aspirate; immediate cytohistologic study to determine adequacy for diagnosis, first evaluation episode, each site",,0,479.0000,383.2000,383.2000,479.0000,455.0500,397.5700,397.5700,397.5700,397.5700,455.0500,464.6300,464.6300,440.6800,455.0500,469.4200,479.0000,421.5200,469.4200,464.6300,N/A
4007589,REF LAB MAYO VIT D 25,Inpatient,0301,82306,"Vitamin D; 25 hydroxy, includes fraction(s), if performed",,0,247.0000,197.6000,197.6000,247.0000,234.6500,214.8900,214.8900,214.8900,214.8900,234.6500,239.5900,239.5900,234.6500,234.6500,242.0600,247.0000,217.3600,242.0600,239.5900,N/A
4007589,REF LAB MAYO VIT D 25,Outpatient,0301,82306,"Vitamin D; 25 hydroxy, includes fraction(s), if performed",,0,247.0000,197.6000,197.6000,247.0000,234.6500,205.0100,205.0100,205.0100,205.0100,234.6500,239.5900,239.5900,227.2400,234.6500,242.0600,247.0000,217.3600,242.0600,239.5900,N/A
4008009,REF LAB HEP B SAB TITER,Inpatient,0302,86706,Hepatitis B surface antibody (HBsAb),,0,156.0000,124.8000,124.8000,156.0000,148.2000,135.7200,135.7200,135.7200,135.7200,148.2000,151.3200,151.3200,148.2000,148.2000,152.8800,156.0000,137.2800,152.8800,151.3200,N/A
4008009,REF LAB HEP B SAB TITER,Outpatient,0302,86706,Hepatitis B surface antibody (HBsAb),,0,156.0000,124.8000,124.8000,156.0000,148.2000,129.4800,129.4800,129.4800,129.4800,148.2000,151.3200,151.3200,143.5200,148.2000,152.8800,156.0000,137.2800,152.8800,151.3200,N/A
4008017,STATE/HEP A IGM ANTIBODY,Inpatient,0302,86709,"Hepatitis A antibody (HAAb), IgM antibody",,0,175.0000,140.0000,140.0000,175.0000,166.2500,152.2500,152.2500,152.2500,152.2500,166.2500,169.7500,169.7500,166.2500,166.2500,171.5000,175.0000,154.0000,171.5000,169.7500,N/A
4008017,STATE/HEP A IGM ANTIBODY,Outpatient,0302,86709,"Hepatitis A antibody (HAAb), IgM antibody",,0,175.0000,140.0000,140.0000,175.0000,166.2500,145.2500,145.2500,145.2500,145.2500,166.2500,169.7500,169.7500,161.0000,166.2500,171.5000,175.0000,154.0000,171.5000,169.7500,N/A
4008025,REF LAB ANCA SCREEN,Inpatient,0301,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,176.0000,140.8000,140.8000,176.0000,167.2000,153.1200,153.1200,153.1200,153.1200,167.2000,170.7200,170.7200,167.2000,167.2000,172.4800,176.0000,154.8800,172.4800,170.7200,N/A
4008025,REF LAB ANCA SCREEN,Outpatient,0301,86255,"Fluorescent noninfectious agent antibody; screen, each antibody",,0,176.0000,140.8000,140.8000,176.0000,167.2000,146.0800,146.0800,146.0800,146.0800,167.2000,170.7200,170.7200,161.9200,167.2000,172.4800,176.0000,154.8800,172.4800,170.7200,N/A
4008033,REF LAB HEP A AB IGM,Inpatient,0301,86709,"Hepatitis A antibody (HAAb), IgM antibody",,0,175.0000,140.0000,140.0000,175.0000,166.2500,152.2500,152.2500,152.2500,152.2500,166.2500,169.7500,169.7500,166.2500,166.2500,171.5000,175.0000,154.0000,171.5000,169.7500,N/A
4008033,REF LAB HEP A AB IGM,Outpatient,0301,86709,"Hepatitis A antibody (HAAb), IgM antibody",,0,175.0000,140.0000,140.0000,175.0000,166.2500,145.2500,145.2500,145.2500,145.2500,166.2500,169.7500,169.7500,161.0000,166.2500,171.5000,175.0000,154.0000,171.5000,169.7500,N/A
4008041,REF LAB GIARDIA,Inpatient,0306,87329,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; giardia",,0,107.0000,85.6000,85.6000,107.0000,101.6500,93.0900,93.0900,93.0900,93.0900,101.6500,103.7900,103.7900,101.6500,101.6500,104.8600,107.0000,94.1600,104.8600,103.7900,N/A
4008041,REF LAB GIARDIA,Outpatient,0306,87329,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; giardia",,0,107.0000,85.6000,85.6000,107.0000,101.6500,88.8100,88.8100,88.8100,88.8100,101.6500,103.7900,103.7900,98.4400,101.6500,104.8600,107.0000,94.1600,104.8600,103.7900,N/A
4008058,STATE/MYCOBACTERIUM SP PROBE,Inpatient,0306,87550,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria species, direct probe technique",,0,119.0000,95.2000,95.2000,119.0000,113.0500,103.5300,103.5300,103.5300,103.5300,113.0500,115.4300,115.4300,113.0500,113.0500,116.6200,119.0000,104.7200,116.6200,115.4300,N/A
4008058,STATE/MYCOBACTERIUM SP PROBE,Outpatient,0306,87550,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria species, direct probe technique",,0,119.0000,95.2000,95.2000,119.0000,113.0500,98.7700,98.7700,98.7700,98.7700,113.0500,115.4300,115.4300,109.4800,113.0500,116.6200,119.0000,104.7200,116.6200,115.4300,N/A
4008066,STATE/M AVIUM PROBE,Inpatient,0306,87560,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria avium-intracellulare, direct probe technique",,0,119.0000,95.2000,95.2000,119.0000,113.0500,103.5300,103.5300,103.5300,103.5300,113.0500,115.4300,115.4300,113.0500,113.0500,116.6200,119.0000,104.7200,116.6200,115.4300,N/A
4008066,STATE/M AVIUM PROBE,Outpatient,0306,87560,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria avium-intracellulare, direct probe technique",,0,119.0000,95.2000,95.2000,119.0000,113.0500,98.7700,98.7700,98.7700,98.7700,113.0500,115.4300,115.4300,109.4800,113.0500,116.6200,119.0000,104.7200,116.6200,115.4300,N/A
4008074,STATE/M TUBERCULOSIS PROBE,Inpatient,0306,87555,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria tuberculosis, direct probe technique",,0,149.0000,119.2000,119.2000,149.0000,141.5500,129.6300,129.6300,129.6300,129.6300,141.5500,144.5300,144.5300,141.5500,141.5500,146.0200,149.0000,131.1200,146.0200,144.5300,N/A
4008074,STATE/M TUBERCULOSIS PROBE,Outpatient,0306,87555,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria tuberculosis, direct probe technique",,0,149.0000,119.2000,119.2000,149.0000,141.5500,123.6700,123.6700,123.6700,123.6700,141.5500,144.5300,144.5300,137.0800,141.5500,146.0200,149.0000,131.1200,146.0200,144.5300,N/A
4008082,STATE/HEP B CORE,Inpatient,0302,86705,Hepatitis B core antibody (HBcAb); IgM antibody,,0,187.0000,149.6000,149.6000,187.0000,177.6500,162.6900,162.6900,162.6900,162.6900,177.6500,181.3900,181.3900,177.6500,177.6500,183.2600,187.0000,164.5600,183.2600,181.3900,N/A
4008082,STATE/HEP B CORE,Outpatient,0302,86705,Hepatitis B core antibody (HBcAb); IgM antibody,,0,187.0000,149.6000,149.6000,187.0000,177.6500,155.2100,155.2100,155.2100,155.2100,177.6500,181.3900,181.3900,172.0400,177.6500,183.2600,187.0000,164.5600,183.2600,181.3900,N/A
4008090,STATE/HEP C,Inpatient,0302,86803,Hepatitis C antibody,,0,243.0000,194.4000,194.4000,243.0000,230.8500,211.4100,211.4100,211.4100,211.4100,230.8500,235.7100,235.7100,230.8500,230.8500,238.1400,243.0000,213.8400,238.1400,235.7100,N/A
4008090,STATE/HEP C,Outpatient,0302,86803,Hepatitis C antibody,,0,243.0000,194.4000,194.4000,243.0000,230.8500,201.6900,201.6900,201.6900,201.6900,230.8500,235.7100,235.7100,223.5600,230.8500,238.1400,243.0000,213.8400,238.1400,235.7100,N/A
4008108,REF LAB ANTIBODY SCREEN RBC,Inpatient,0302,86850,"Antibody screen, RBC, each serum technique",,0,142.0000,113.6000,113.6000,142.0000,134.9000,123.5400,123.5400,123.5400,123.5400,134.9000,137.7400,137.7400,134.9000,134.9000,139.1600,142.0000,124.9600,139.1600,137.7400,N/A
4008108,REF LAB ANTIBODY SCREEN RBC,Outpatient,0302,86850,"Antibody screen, RBC, each serum technique",,0,142.0000,113.6000,113.6000,142.0000,134.9000,117.8600,117.8600,117.8600,117.8600,134.9000,137.7400,137.7400,130.6400,134.9000,139.1600,142.0000,124.9600,139.1600,137.7400,N/A
4008116,RSV TEST,Inpatient,0306,87420,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; respiratory syncytial virus",,0,62.0000,49.6000,49.6000,62.0000,58.9000,53.9400,53.9400,53.9400,53.9400,58.9000,60.1400,60.1400,58.9000,58.9000,60.7600,62.0000,54.5600,60.7600,60.1400,N/A
4008116,RSV TEST,Outpatient,0306,87420,"Infectious agent antigen detection by immunoassay technique, (eg, enzyme immunoassay [EIA], enzyme-linked immunosorbent assay [ELISA], fluorescence immunoassay [FIA], immunochemiluminometric assay [IMCA]) qualitative or semiquantitative; respiratory syncytial virus",,0,62.0000,49.6000,49.6000,62.0000,58.9000,51.4600,51.4600,51.4600,51.4600,58.9000,60.1400,60.1400,57.0400,58.9000,60.7600,62.0000,54.5600,60.7600,60.1400,N/A
4008405,REF LAB PAROVIRUS,Inpatient,0301,86747,Antibody; parvovirus,,0,143.0000,114.4000,114.4000,143.0000,135.8500,124.4100,124.4100,124.4100,124.4100,135.8500,138.7100,138.7100,135.8500,135.8500,140.1400,143.0000,125.8400,140.1400,138.7100,N/A
4008405,REF LAB PAROVIRUS,Outpatient,0301,86747,Antibody; parvovirus,,0,143.0000,114.4000,114.4000,143.0000,135.8500,118.6900,118.6900,118.6900,118.6900,135.8500,138.7100,138.7100,131.5600,135.8500,140.1400,143.0000,125.8400,140.1400,138.7100,N/A
4008413,REF LAB TREPONEMA PALLIDUM,Inpatient,0301,86780,Antibody; Treponema pallidum,,0,82.0000,65.6000,65.6000,82.0000,77.9000,71.3400,71.3400,71.3400,71.3400,77.9000,79.5400,79.5400,77.9000,77.9000,80.3600,82.0000,72.1600,80.3600,79.5400,N/A
4008413,REF LAB TREPONEMA PALLIDUM,Outpatient,0301,86780,Antibody; Treponema pallidum,,0,82.0000,65.6000,65.6000,82.0000,77.9000,68.0600,68.0600,68.0600,68.0600,77.9000,79.5400,79.5400,75.4400,77.9000,80.3600,82.0000,72.1600,80.3600,79.5400,N/A
4008801,REF LAB DTAB,Inpatient,0301,86648,Antibody; Diphtheria,,0,88.0000,70.4000,70.4000,88.0000,83.6000,76.5600,76.5600,76.5600,76.5600,83.6000,85.3600,85.3600,83.6000,83.6000,86.2400,88.0000,77.4400,86.2400,85.3600,N/A
4008801,REF LAB DTAB,Outpatient,0301,86648,Antibody; Diphtheria,,0,88.0000,70.4000,70.4000,88.0000,83.6000,73.0400,73.0400,73.0400,73.0400,83.6000,85.3600,85.3600,80.9600,83.6000,86.2400,88.0000,77.4400,86.2400,85.3600,N/A
4008819,REF LAB DTAB COMPONENT,Inpatient,0301,86774,Antibody; tetanus,,0,95.0000,76.0000,76.0000,95.0000,90.2500,82.6500,82.6500,82.6500,82.6500,90.2500,92.1500,92.1500,90.2500,90.2500,93.1000,95.0000,83.6000,93.1000,92.1500,N/A
4008819,REF LAB DTAB COMPONENT,Outpatient,0301,86774,Antibody; tetanus,,0,95.0000,76.0000,76.0000,95.0000,90.2500,78.8500,78.8500,78.8500,78.8500,90.2500,92.1500,92.1500,87.4000,90.2500,93.1000,95.0000,83.6000,93.1000,92.1500,N/A
4008827,REF LAB STREP PNEUMONIAE,Inpatient,0301,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,79.0000,63.2000,63.2000,79.0000,75.0500,68.7300,68.7300,68.7300,68.7300,75.0500,76.6300,76.6300,75.0500,75.0500,77.4200,79.0000,69.5200,77.4200,76.6300,N/A
4008827,REF LAB STREP PNEUMONIAE,Outpatient,0301,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,79.0000,63.2000,63.2000,79.0000,75.0500,65.5700,65.5700,65.5700,65.5700,75.0500,76.6300,76.6300,72.6800,75.0500,77.4200,79.0000,69.5200,77.4200,76.6300,N/A
4008835,REF LAB COMPONENT STREP PNEUMONIAE,Inpatient,0301,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,79.0000,63.2000,63.2000,79.0000,75.0500,68.7300,68.7300,68.7300,68.7300,75.0500,76.6300,76.6300,75.0500,75.0500,77.4200,79.0000,69.5200,77.4200,76.6300,N/A
4008835,REF LAB COMPONENT STREP PNEUMONIAE,Outpatient,0301,86317,"Immunoassay for infectious agent antibody, quantitative, not otherwise specified",,0,79.0000,63.2000,63.2000,79.0000,75.0500,65.5700,65.5700,65.5700,65.5700,75.0500,76.6300,76.6300,72.6800,75.0500,77.4200,79.0000,69.5200,77.4200,76.6300,N/A
4008843,REF LAB MITOCHONDRIAL AB,Inpatient,0301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,134.0000,107.2000,107.2000,134.0000,127.3000,116.5800,116.5800,116.5800,116.5800,127.3000,129.9800,129.9800,127.3000,127.3000,131.3200,134.0000,117.9200,131.3200,129.9800,N/A
4008843,REF LAB MITOCHONDRIAL AB,Outpatient,0301,83516,"Immunoassay for analyte other than infectious agent antibody or infectious agent antigen; qualitative or semiquantitative, multiple step method",,0,134.0000,107.2000,107.2000,134.0000,127.3000,111.2200,111.2200,111.2200,111.2200,127.3000,129.9800,129.9800,123.2800,127.3000,131.3200,134.0000,117.9200,131.3200,129.9800,N/A
4008850,REF LAB INSULIN AB,Inpatient,0301,86337,Insulin antibodies,,0,124.0000,99.2000,99.2000,124.0000,117.8000,107.8800,107.8800,107.8800,107.8800,117.8000,120.2800,120.2800,117.8000,117.8000,121.5200,124.0000,109.1200,121.5200,120.2800,N/A
4008850,REF LAB INSULIN AB,Outpatient,0301,86337,Insulin antibodies,,0,124.0000,99.2000,99.2000,124.0000,117.8000,102.9200,102.9200,102.9200,102.9200,117.8000,120.2800,120.2800,114.0800,117.8000,121.5200,124.0000,109.1200,121.5200,120.2800,N/A
4008868,REF LAB IMMUNOGLOBULIN SUBCLASSES,Inpatient,0301,82787,"Gammaglobulin (immunoglobulin); immunoglobulin subclasses (eg, IgG1, 2, 3, or 4), each",,0,73.0000,58.4000,58.4000,73.0000,69.3500,63.5100,63.5100,63.5100,63.5100,69.3500,70.8100,70.8100,69.3500,69.3500,71.5400,73.0000,64.2400,71.5400,70.8100,N/A
4008868,REF LAB IMMUNOGLOBULIN SUBCLASSES,Outpatient,0301,82787,"Gammaglobulin (immunoglobulin); immunoglobulin subclasses (eg, IgG1, 2, 3, or 4), each",,0,73.0000,58.4000,58.4000,73.0000,69.3500,60.5900,60.5900,60.5900,60.5900,69.3500,70.8100,70.8100,67.1600,69.3500,71.5400,73.0000,64.2400,71.5400,70.8100,N/A
4008876,REF LAB PHENCYCLIDINE,Inpatient,0301,G0480,Drug test def 1-7 classes,,0,83.0000,66.4000,66.4000,83.0000,78.8500,72.2100,72.2100,72.2100,72.2100,78.8500,80.5100,80.5100,78.8500,78.8500,81.3400,83.0000,73.0400,81.3400,80.5100,N/A
4008876,REF LAB PHENCYCLIDINE,Outpatient,0301,G0480,Drug test def 1-7 classes,,0,83.0000,66.4000,66.4000,83.0000,78.8500,68.8900,68.8900,68.8900,68.8900,78.8500,80.5100,80.5100,76.3600,78.8500,81.3400,83.0000,73.0400,81.3400,80.5100,N/A
4008884,REF LAB VIT B6,Inpatient,0301,84207,Pyridoxal phosphate (Vitamin B-6),,0,165.0000,132.0000,132.0000,165.0000,156.7500,143.5500,143.5500,143.5500,143.5500,156.7500,160.0500,160.0500,156.7500,156.7500,161.7000,165.0000,145.2000,161.7000,160.0500,N/A
