Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE
280164_1,MRI HUMERUS L W/O,Outpatient,614,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,1887,1603.95,467.14,1887,1792.65,467.14,467.14,467.14,1849.26,1849.26,1792.65
280165_1,MRI HUMERUS R W/O,Inpatient,614,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,1887,1603.95,467.14,1887,1792.65,1792.65,1830.39,1887,1849.26,1849.26,1792.65
280165_1,MRI HUMERUS R W/O,Outpatient,614,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,1887,1603.95,467.14,1887,1792.65,467.14,467.14,467.14,1849.26,1849.26,1792.65
280166_1,MRI SCAPULA L W/O,Inpatient,614,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,1887,1603.95,467.14,1887,1792.65,1792.65,1830.39,1887,1849.26,1849.26,1792.65
280166_1,MRI SCAPULA L W/O,Outpatient,614,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,1887,1603.95,467.14,1887,1792.65,467.14,467.14,467.14,1849.26,1849.26,1792.65
280167_1,MRI SCAPULA R W/O,Inpatient,614,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,1887,1603.95,467.14,1887,1792.65,1792.65,1830.39,1887,1849.26,1849.26,1792.65
280167_1,MRI SCAPULA R W/O,Outpatient,614,73218,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s)",,0,1887,1603.95,467.14,1887,1792.65,467.14,467.14,467.14,1849.26,1849.26,1792.65
280168_1,MRI HAND R W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280168_1,MRI HAND R W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280169_1,MRI HAND L W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280169_1,MRI HAND L W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280170_1,MRI BRACHIAL PLEXUS R W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280170_1,MRI BRACHIAL PLEXUS R W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280171_1,MRI BRACHIAL PLEXUS L W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280171_1,MRI BRACHIAL PLEXUS L W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280172_1,MRI FOREARM L W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280172_1,MRI FOREARM L W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280173_1,MRI FOREARM R W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280173_1,MRI FOREARM R W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280174_1,MRI HUMERUS L W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280174_1,MRI HUMERUS L W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280175_1,MRI HUMERUS R W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280175_1,MRI HUMERUS R W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280176_1,MRI SCAPULA L W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280176_1,MRI SCAPULA L W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280177_1,MRI SCAPULA R W/,Inpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,1548.5,1581.1,1630,1597.4,1597.4,1548.5
280177_1,MRI SCAPULA R W/,Outpatient,614,73219,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; with contrast material(s)",,0,1630,1385.5,505.05,1630,1548.5,505.05,505.05,505.05,1597.4,1597.4,1548.5
280178_1,MRI HAND R W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280178_1,MRI HAND R W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280179_1,MRI HAND L W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280179_1,MRI HAND L W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280180_1,MRI BRACHIAL PLEXUS R W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280180_1,MRI BRACHIAL PLEXUS R W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280181_1,MRI BRACHIAL PLEXUS L W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280181_1,MRI BRACHIAL PLEXUS L W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280182_1,MRI CLAVICLE L W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280182_1,MRI CLAVICLE L W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280183_1,MRI CLAVICLE R W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280183_1,MRI CLAVICLE R W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280184_1,MRI FOREARM L W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280184_1,MRI FOREARM L W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280185_1,MRI FOREARM R W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280185_1,MRI FOREARM R W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280186_1,MRI HUMERUS L W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280186_1,MRI HUMERUS L W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280187_1,MRI HUMERUS R W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280187_1,MRI HUMERUS R W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280188_1,MRI SCAPULA L W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280188_1,MRI SCAPULA L W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280189_1,MRI SCAPULA R W/WO,Inpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,2722.7,2780.02,2866,2808.68,2808.68,2722.7
280189_1,MRI SCAPULA R W/WO,Outpatient,614,73220,"Magnetic resonance (eg, proton) imaging, upper extremity, other than joint; without contrast material(s), followed by contrast material(s) and further sequences",,0,2866,2436.1,608.86,2866,2722.7,608.86,608.86,608.86,2808.68,2808.68,2722.7
280190_1,MRI ELBOW L W/O,Inpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,1851.55,1890.53,1949,1910.02,1910.02,1851.55
280190_1,MRI ELBOW L W/O,Outpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,263.61,263.61,263.61,1910.02,1910.02,1851.55
280191_1,MRI ELBOW R W/O,Inpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,1851.55,1890.53,1949,1910.02,1910.02,1851.55
280191_1,MRI ELBOW R W/O,Outpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,263.61,263.61,263.61,1910.02,1910.02,1851.55
280192_1,MRI SHOULDER L W/O,Inpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,1851.55,1890.53,1949,1910.02,1910.02,1851.55
280192_1,MRI SHOULDER L W/O,Outpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,263.61,263.61,263.61,1910.02,1910.02,1851.55
280193_1,MRI SHOULDER R W/O,Inpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,1851.55,1890.53,1949,1910.02,1910.02,1851.55
280193_1,MRI SHOULDER R W/O,Outpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,263.61,263.61,263.61,1910.02,1910.02,1851.55
280194_1,MRI WRIST L W/O,Inpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,1851.55,1890.53,1949,1910.02,1910.02,1851.55
280194_1,MRI WRIST L W/O,Outpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,263.61,263.61,263.61,1910.02,1910.02,1851.55
280195_1,MRI WRIST R W/O,Inpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,1851.55,1890.53,1949,1910.02,1910.02,1851.55
280195_1,MRI WRIST R W/O,Outpatient,614,73221,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s)",,0,1949,1656.65,263.61,1949,1851.55,263.61,263.61,263.61,1910.02,1910.02,1851.55
280196_1,MRI ELBOW L W/,Inpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,2281.9,2329.94,2402,2353.96,2353.96,2281.9
280196_1,MRI ELBOW L W/,Outpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,464.81,464.81,464.81,2353.96,2353.96,2281.9
280197_1,MRI ELBOW R W/,Inpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,2281.9,2329.94,2402,2353.96,2353.96,2281.9
280197_1,MRI ELBOW R W/,Outpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,464.81,464.81,464.81,2353.96,2353.96,2281.9
280198_1,MRI SHOULDER L W/ OR ARTHRO,Inpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,2281.9,2329.94,2402,2353.96,2353.96,2281.9
280198_1,MRI SHOULDER L W/ OR ARTHRO,Outpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,464.81,464.81,464.81,2353.96,2353.96,2281.9
280199_1,MRI SHOULDER R W/ OR ARTHRO,Inpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,2281.9,2329.94,2402,2353.96,2353.96,2281.9
280199_1,MRI SHOULDER R W/ OR ARTHRO,Outpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,464.81,464.81,464.81,2353.96,2353.96,2281.9
280200_1,MRI WRIST L W/ OR ARTHRO,Inpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,2281.9,2329.94,2402,2353.96,2353.96,2281.9
280200_1,MRI WRIST L W/ OR ARTHRO,Outpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,464.81,464.81,464.81,2353.96,2353.96,2281.9
280201_1,MRI WRIST R W/ OR ARTHRO,Inpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,2281.9,2329.94,2402,2353.96,2353.96,2281.9
280201_1,MRI WRIST R W/ OR ARTHRO,Outpatient,614,73222,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; with contrast material(s)",,0,2402,2041.7,464.81,2402,2281.9,464.81,464.81,464.81,2353.96,2353.96,2281.9
280202_1,MRI ELBOW L W/WO,Inpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,2805.35,2864.41,2953,2893.94,2893.94,2805.35
280202_1,MRI ELBOW L W/WO,Outpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,564.54,564.54,564.54,2893.94,2893.94,2805.35
280203_1,MRI ELBOW R W/WO,Inpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,2805.35,2864.41,2953,2893.94,2893.94,2805.35
280203_1,MRI ELBOW R W/WO,Outpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,564.54,564.54,564.54,2893.94,2893.94,2805.35
280204_1,MRI SHOULDER L W/WO,Inpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,2805.35,2864.41,2953,2893.94,2893.94,2805.35
280204_1,MRI SHOULDER L W/WO,Outpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,564.54,564.54,564.54,2893.94,2893.94,2805.35
280205_1,MRI SHOULDER R W/WO,Inpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,2805.35,2864.41,2953,2893.94,2893.94,2805.35
280205_1,MRI SHOULDER R W/WO,Outpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,564.54,564.54,564.54,2893.94,2893.94,2805.35
280206_1,MRI WRIST L W/WO,Inpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,2805.35,2864.41,2953,2893.94,2893.94,2805.35
280206_1,MRI WRIST L W/WO,Outpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,564.54,564.54,564.54,2893.94,2893.94,2805.35
280207_1,MRI WRIST R W/WO,Inpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,2805.35,2864.41,2953,2893.94,2893.94,2805.35
280207_1,MRI WRIST R W/WO,Outpatient,614,73223,"Magnetic resonance (eg, proton) imaging, any joint of upper extremity; without contrast material(s), followed by contrast material(s) and further sequences",,0,2953,2510.05,564.54,2953,2805.35,564.54,564.54,564.54,2893.94,2893.94,2805.35
280208_1,MRI UPPER EXTREM L W/ OR WO,Inpatient,618,73225,"Magnetic resonance angiography, upper extremity, with or without contrast material(s)",,0,1248,1060.8,505.05,1248,1185.6,1185.6,1210.56,1248,1223.04,1223.04,1185.6
280208_1,MRI UPPER EXTREM L W/ OR WO,Outpatient,618,73225,"Magnetic resonance angiography, upper extremity, with or without contrast material(s)",,0,1248,1060.8,505.05,1248,1185.6,505.05,505.05,505.05,1223.04,1223.04,1185.6
280209_1,MRI UPPER EXTREM R W/ OR WO,Inpatient,618,73225,"Magnetic resonance angiography, upper extremity, with or without contrast material(s)",,0,1248,1060.8,505.05,1248,1185.6,1185.6,1210.56,1248,1223.04,1223.04,1185.6
280209_1,MRI UPPER EXTREM R W/ OR WO,Outpatient,618,73225,"Magnetic resonance angiography, upper extremity, with or without contrast material(s)",,0,1248,1060.8,505.05,1248,1185.6,505.05,505.05,505.05,1223.04,1223.04,1185.6
280210_1,MRI THIGH/FEMUR L W/O,Inpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,2002.6,2044.76,2108,2065.84,2065.84,2002.6
280210_1,MRI THIGH/FEMUR L W/O,Outpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,311.43,311.43,311.43,2065.84,2065.84,2002.6
280211_1,MRI THIGH/FEMUR R W/O,Inpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,2002.6,2044.76,2108,2065.84,2065.84,2002.6
280211_1,MRI THIGH/FEMUR R W/O,Outpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,311.43,311.43,311.43,2065.84,2065.84,2002.6
280212_1,MRI FOOT L W/O,Inpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,2002.6,2044.76,2108,2065.84,2065.84,2002.6
280212_1,MRI FOOT L W/O,Outpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,311.43,311.43,311.43,2065.84,2065.84,2002.6
280213_1,MRI FOOT R W/O,Inpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,2002.6,2044.76,2108,2065.84,2065.84,2002.6
280213_1,MRI FOOT R W/O,Outpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,311.43,311.43,311.43,2065.84,2065.84,2002.6
280214_1,MRI LEG L LOWER W/O,Inpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,2002.6,2044.76,2108,2065.84,2065.84,2002.6
280214_1,MRI LEG L LOWER W/O,Outpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,311.43,311.43,311.43,2065.84,2065.84,2002.6
280215_1,MRI LEG R LOWER W/O,Inpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,2002.6,2044.76,2108,2065.84,2065.84,2002.6
280215_1,MRI LEG R LOWER W/O,Outpatient,614,73718,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; without contrast material(s)",,0,2108,1791.8,311.43,2108,2002.6,311.43,311.43,311.43,2065.84,2065.84,2002.6
280216_1,MRI THIGH/FEMUR L W/,Inpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,2021.6,2064.16,2128,2085.44,2085.44,2021.6
280216_1,MRI THIGH/FEMUR L W/,Outpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,365.67,365.67,365.67,2085.44,2085.44,2021.6
280217_1,MRI THIGH/FEMUR R W/,Inpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,2021.6,2064.16,2128,2085.44,2085.44,2021.6
280217_1,MRI THIGH/FEMUR R W/,Outpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,365.67,365.67,365.67,2085.44,2085.44,2021.6
280218_1,MRI FOOT L W/,Inpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,2021.6,2064.16,2128,2085.44,2085.44,2021.6
280218_1,MRI FOOT L W/,Outpatient,614,73719,"Magnetic resonance (eg, proton) imaging, lower extremity other than joint; with contrast material(s)",,0,2128,1808.8,365.67,2128,2021.6,365.67,365.67,365.67,2085.44,2085.44,2021.6
