Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE,hospital
323689_1,OT MLC BILAT ARM HAND & FINGERS,Ambulatory Surgical,430,29584,"Application of multi-layer compression system; upper arm, forearm, hand, and fingers",,0,450,382.5,68.04,450,427.5,68.04,68.04,68.04,441,441,427.5,Pondera_Medical_Center
323689_1,OT MLC BILAT ARM HAND & FINGERS,Inpatient,430,29584,"Application of multi-layer compression system; upper arm, forearm, hand, and fingers",,0,450,382.5,68.04,450,427.5,427.5,436.5,450,441,441,427.5,Pondera_Medical_Center
323690_1,OT SENSORY INTEGRATION EA 15 MIN,Inpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,84,71.4,71.4,84,79.8,79.8,81.48,84,82.32,82.32,79.8,Pondera_Medical_Center
323690_1,OT SENSORY INTEGRATION EA 15 MIN,Outpatient,430,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,84,71.4,71.4,84,79.8,79.8,81.48,84,82.32,82.32,79.8,Pondera_Medical_Center
326004_1,OT INIT EVAL LOW COMPLEXITY,Inpatient,434,97165,"Occupational therapy evaluation, low complexity, requiring these components: An occupational profile and medical and therapy history, which includes a brief history including review of medical and/or therapy records relating to the presenting problem; An assessment(s) that identifies 1-3 performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of low complexity, which includes an analysis of the occupational profile, analysis of data from problem-focused assessment(s), and consideration of a limited number of treatment options. Patient presents with no comorbidities that affect occupational performance. Modification of tasks or assistance (eg, physical or verbal) with assessment(s) is not necessary to enable completion of evaluation component. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,215,182.75,182.75,215,204.25,204.25,208.55,215,210.7,210.7,204.25,Pondera_Medical_Center
326004_1,OT INIT EVAL LOW COMPLEXITY,Outpatient,434,97165,"Occupational therapy evaluation, low complexity, requiring these components: An occupational profile and medical and therapy history, which includes a brief history including review of medical and/or therapy records relating to the presenting problem; An assessment(s) that identifies 1-3 performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of low complexity, which includes an analysis of the occupational profile, analysis of data from problem-focused assessment(s), and consideration of a limited number of treatment options. Patient presents with no comorbidities that affect occupational performance. Modification of tasks or assistance (eg, physical or verbal) with assessment(s) is not necessary to enable completion of evaluation component. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,215,182.75,182.75,215,204.25,204.25,208.55,215,210.7,210.7,204.25,Pondera_Medical_Center
326005_1,OT INIT EVAL MOD COMPLEXITY,Inpatient,434,97166,"Occupational therapy evaluation, moderate complexity, requiring these components: An occupational profile and medical and therapy history, which includes an expanded review of medical and/or therapy records and additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 3-5 performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of moderate analytic complexity, which includes an analysis of the occupational profile, analysis of data from detailed assessment(s), and consideration of several treatment options. Patient may present with comorbidities that affect occupational performance. Minimal to moderate modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 45 minutes are spent face-to-face with the patient and/or family.",,0,268,227.8,227.8,268,254.6,254.6,259.96,268,262.64,262.64,254.6,Pondera_Medical_Center
326005_1,OT INIT EVAL MOD COMPLEXITY,Outpatient,434,97166,"Occupational therapy evaluation, moderate complexity, requiring these components: An occupational profile and medical and therapy history, which includes an expanded review of medical and/or therapy records and additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 3-5 performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of moderate analytic complexity, which includes an analysis of the occupational profile, analysis of data from detailed assessment(s), and consideration of several treatment options. Patient may present with comorbidities that affect occupational performance. Minimal to moderate modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 45 minutes are spent face-to-face with the patient and/or family.",,0,268,227.8,227.8,268,254.6,254.6,259.96,268,262.64,262.64,254.6,Pondera_Medical_Center
326006_1,OT INIT EVAL HIGH COMPLEXITY,Inpatient,434,97167,"Occupational therapy evaluation, high complexity, requiring these components: An occupational profile and medical and therapy history, which includes review of medical and/or therapy records and extensive additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 5 or more performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of high analytic complexity, which includes an analysis of the patient profile, analysis of data from comprehensive assessment(s), and consideration of multiple treatment options. Patient presents with comorbidities that affect occupational performance. Significant modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 60 minutes are spent face-to-face with the patient and/or family.",,0,287,243.95,243.95,287,272.65,272.65,278.39,287,281.26,281.26,272.65,Pondera_Medical_Center
326006_1,OT INIT EVAL HIGH COMPLEXITY,Outpatient,434,97167,"Occupational therapy evaluation, high complexity, requiring these components: An occupational profile and medical and therapy history, which includes review of medical and/or therapy records and extensive additional review of physical, cognitive, or psychosocial history related to current functional performance; An assessment(s) that identifies 5 or more performance deficits (ie, relating to physical, cognitive, or psychosocial skills) that result in activity limitations and/or participation restrictions; and Clinical decision making of high analytic complexity, which includes an analysis of the patient profile, analysis of data from comprehensive assessment(s), and consideration of multiple treatment options. Patient presents with comorbidities that affect occupational performance. Significant modification of tasks or assistance (eg, physical or verbal) with assessment(s) is necessary to enable patient to complete evaluation component. Typically, 60 minutes are spent face-to-face with the patient and/or family.",,0,287,243.95,243.95,287,272.65,272.65,278.39,287,281.26,281.26,272.65,Pondera_Medical_Center
326007_1,OT RE-EVALUATION,Inpatient,434,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,168,142.8,142.8,168,159.6,159.6,162.96,168,164.64,164.64,159.6,Pondera_Medical_Center
326007_1,OT RE-EVALUATION,Outpatient,434,97168,"Re-evaluation of occupational therapy established plan of care, requiring these components: An assessment of changes in patient functional or medical status with revised plan of care; An update to the initial occupational profile to reflect changes in condition or environment that affect future interventions and/or goals; and A revised plan of care. A formal reevaluation is performed when there is a documented change in functional status or a significant change to the plan of care is required. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,168,142.8,142.8,168,159.6,159.6,162.96,168,164.64,164.64,159.6,Pondera_Medical_Center
326008_1,OT DEVELP COG SKILLS INIT 15 MIN,Inpatient,430,97129,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; initial 15 minutes",,0,176,149.6,149.6,176,167.2,167.2,170.72,176,172.48,172.48,167.2,Pondera_Medical_Center
326008_1,OT DEVELP COG SKILLS INIT 15 MIN,Outpatient,430,97129,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; initial 15 minutes",,0,176,149.6,149.6,176,167.2,167.2,170.72,176,172.48,172.48,167.2,Pondera_Medical_Center
326009_1,OT DEVELP COG SKILLS EA ADD 15 MIN,Inpatient,430,97130,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; each additional 15 minutes (List separately in addition to code for primary procedure)",,0,153,130.05,130.05,153,145.35,145.35,148.41,153,149.94,149.94,145.35,Pondera_Medical_Center
326009_1,OT DEVELP COG SKILLS EA ADD 15 MIN,Outpatient,430,97130,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; each additional 15 minutes (List separately in addition to code for primary procedure)",,0,153,130.05,130.05,153,145.35,145.35,148.41,153,149.94,149.94,145.35,Pondera_Medical_Center
32685_1,OT BILAT MLC ANKLE & FOOT,Ambulatory Surgical,430,29581,"Application of multi-layer compression system; leg (below knee), including ankle and foot",,0,377,320.45,64.8,377,358.15,64.8,64.8,64.8,369.46,369.46,358.15,Pondera_Medical_Center
32685_1,OT BILAT MLC ANKLE & FOOT,Inpatient,430,29581,"Application of multi-layer compression system; leg (below knee), including ankle and foot",,0,377,320.45,64.8,377,358.15,358.15,365.69,377,369.46,369.46,358.15,Pondera_Medical_Center
332003_1,SPEECH LANGUAGE TREATMENT,Inpatient,440,92507,"Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual",,0,266,226.1,226.1,266,252.7,252.7,258.02,266,260.68,260.68,252.7,Pondera_Medical_Center
332003_1,SPEECH LANGUAGE TREATMENT,Outpatient,440,92507,"Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual",,0,266,226.1,226.1,266,252.7,252.7,258.02,266,260.68,260.68,252.7,Pondera_Medical_Center
332009_1,TX SWLG DYSFNCT AND/OR ORAL FUNCT FEEDNG,Inpatient,440,92526,Treatment of swallowing dysfunction and/or oral function for feeding,,0,319,271.15,271.15,319,303.05,303.05,309.43,319,312.62,312.62,303.05,Pondera_Medical_Center
332009_1,TX SWLG DYSFNCT AND/OR ORAL FUNCT FEEDNG,Outpatient,440,92526,Treatment of swallowing dysfunction and/or oral function for feeding,,0,319,271.15,271.15,319,303.05,303.05,309.43,319,312.62,312.62,303.05,Pondera_Medical_Center
332011_1,EVAL ORAL & PHARANGEAL SWLNG FNCTJ,Inpatient,440,92610,Evaluation of oral and pharyngeal swallowing function,,0,385,327.25,327.25,385,365.75,365.75,373.45,385,377.3,377.3,365.75,Pondera_Medical_Center
332011_1,EVAL ORAL & PHARANGEAL SWLNG FNCTJ,Outpatient,440,92610,Evaluation of oral and pharyngeal swallowing function,,0,385,327.25,327.25,385,365.75,365.75,373.45,385,377.3,377.3,365.75,Pondera_Medical_Center
332012_1,FLX FIBOPT NDSC EVL SWLNG C/V REC,Inpatient,440,92612,Flexible endoscopic evaluation of swallowing by cine or video recording,,0,233,198.05,198.05,233,221.35,221.35,226.01,233,228.34,228.34,221.35,Pondera_Medical_Center
332012_1,FLX FIBOPT NDSC EVL SWLNG C/V REC,Outpatient,440,92612,Flexible endoscopic evaluation of swallowing by cine or video recording,,0,233,198.05,198.05,233,221.35,221.35,226.01,233,228.34,228.34,221.35,Pondera_Medical_Center
332014_1,SPEECH EVAL FLUENCY,Inpatient,440,92521,"Evaluation of speech fluency (eg, stuttering, cluttering)",,0,264,224.4,224.4,264,250.8,250.8,256.08,264,258.72,258.72,250.8,Pondera_Medical_Center
332014_1,SPEECH EVAL FLUENCY,Outpatient,440,92521,"Evaluation of speech fluency (eg, stuttering, cluttering)",,0,264,224.4,224.4,264,250.8,250.8,256.08,264,258.72,258.72,250.8,Pondera_Medical_Center
332015_1,SPEECH EVAL PRODUCTION,Inpatient,440,92522,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria)",,0,343,291.55,291.55,343,325.85,325.85,332.71,343,336.14,336.14,325.85,Pondera_Medical_Center
332015_1,SPEECH EVAL PRODUCTION,Outpatient,440,92522,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria)",,0,343,291.55,291.55,343,325.85,325.85,332.71,343,336.14,336.14,325.85,Pondera_Medical_Center
332016_1,SPEECH EVAL COMPHREHENSION,Inpatient,440,92523,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria); with evaluation of language comprehension and expression (eg, receptive and expressive language)",,0,561,476.85,476.85,561,532.95,532.95,544.17,561,549.78,549.78,532.95,Pondera_Medical_Center
332016_1,SPEECH EVAL COMPHREHENSION,Outpatient,440,92523,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria); with evaluation of language comprehension and expression (eg, receptive and expressive language)",,0,561,476.85,476.85,561,532.95,532.95,544.17,561,549.78,549.78,532.95,Pondera_Medical_Center
332017_1,BEHAV ANALYSIS VOICE,Inpatient,440,92524,Behavioral and qualitative analysis of voice and resonance,,0,304,258.4,258.4,304,288.8,288.8,294.88,304,297.92,297.92,288.8,Pondera_Medical_Center
332017_1,BEHAV ANALYSIS VOICE,Outpatient,440,92524,Behavioral and qualitative analysis of voice and resonance,,0,304,258.4,258.4,304,288.8,288.8,294.88,304,297.92,297.92,288.8,Pondera_Medical_Center
333168_1,ST ELECTRICAL STIMULATION ATTENDED EA 15,Inpatient,440,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,86,73.1,73.1,86,81.7,81.7,83.42,86,84.28,84.28,81.7,Pondera_Medical_Center
333168_1,ST ELECTRICAL STIMULATION ATTENDED EA 15,Outpatient,440,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,86,73.1,73.1,86,81.7,81.7,83.42,86,84.28,84.28,81.7,Pondera_Medical_Center
333169_1,ST COGNITIVE PERFORMNCE TESTING PER HR,Inpatient,440,96125,"Standardized cognitive performance testing (eg, Ross Information Processing Assessment) per hour of a qualified health care professional's time, both face-to-face time administering tests to the patient and time interpreting these test results and preparing the report",,0,359,305.15,305.15,359,341.05,341.05,348.23,359,351.82,351.82,341.05,Pondera_Medical_Center
333169_1,ST COGNITIVE PERFORMNCE TESTING PER HR,Outpatient,440,96125,"Standardized cognitive performance testing (eg, Ross Information Processing Assessment) per hour of a qualified health care professional's time, both face-to-face time administering tests to the patient and time interpreting these test results and preparing the report",,0,359,305.15,305.15,359,341.05,341.05,348.23,359,351.82,351.82,341.05,Pondera_Medical_Center
333170_1,ST SENSORY INTEGRATION EA 15 MIN,Inpatient,440,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,84,71.4,71.4,84,79.8,79.8,81.48,84,82.32,82.32,79.8,Pondera_Medical_Center
333170_1,ST SENSORY INTEGRATION EA 15 MIN,Outpatient,440,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,84,71.4,71.4,84,79.8,79.8,81.48,84,82.32,82.32,79.8,Pondera_Medical_Center
333172_1,ST DEVELP COG SKILLS INIT 15 MIN,Inpatient,440,97129,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; initial 15 minutes",,0,176,149.6,149.6,176,167.2,167.2,170.72,176,172.48,172.48,167.2,Pondera_Medical_Center
333172_1,ST DEVELP COG SKILLS INIT 15 MIN,Outpatient,440,97129,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; initial 15 minutes",,0,176,149.6,149.6,176,167.2,167.2,170.72,176,172.48,172.48,167.2,Pondera_Medical_Center
333173_1,ST DEVELP COG SKILLS EA ADD 15 MIN,Inpatient,440,97130,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; each additional 15 minutes (List separately in addition to code for primary procedure)",,0,153,130.05,130.05,153,145.35,145.35,148.41,153,149.94,149.94,145.35,Pondera_Medical_Center
333173_1,ST DEVELP COG SKILLS EA ADD 15 MIN,Outpatient,440,97130,"Therapeutic interventions that focus on cognitive function (eg, attention, memory, reasoning, executive function, problem solving, and/or pragmatic functioning) and compensatory strategies to manage the performance of an activity (eg, managing time or schedules, initiating, organizing, and sequencing tasks), direct (one-on-one) patient contact; each additional 15 minutes (List separately in addition to code for primary procedure)",,0,153,130.05,130.05,153,145.35,145.35,148.41,153,149.94,149.94,145.35,Pondera_Medical_Center
340116_1,CHEMO ADMIN IV INFUSION UP TO 1 HR,Inpatient,335,96413,"Chemotherapy administration, intravenous infusion technique; up to 1 hour, single or initial substance/drug",,0,761,646.85,646.85,761,722.95,722.95,738.17,761,745.78,745.78,722.95,Pondera_Medical_Center
340116_1,CHEMO ADMIN IV INFUSION UP TO 1 HR,Outpatient,335,96413,"Chemotherapy administration, intravenous infusion technique; up to 1 hour, single or initial substance/drug",,0,761,646.85,646.85,761,722.95,722.95,738.17,761,745.78,745.78,722.95,Pondera_Medical_Center
340117_1,CHEMO ADMIN SUBQ OR IM HORMON ANTINEOPL,Inpatient,331,96402,"Chemotherapy administration, subcutaneous or intramuscular; hormonal anti-neoplastic",,0,142,120.7,120.7,142,134.9,134.9,137.74,142,139.16,139.16,134.9,Pondera_Medical_Center
340117_1,CHEMO ADMIN SUBQ OR IM HORMON ANTINEOPL,Outpatient,331,96402,"Chemotherapy administration, subcutaneous or intramuscular; hormonal anti-neoplastic",,0,142,120.7,120.7,142,134.9,134.9,137.74,142,139.16,139.16,134.9,Pondera_Medical_Center
341614_1,FLUZONE INFLUENZA INJ ADMINISTRATION,Inpatient,771,G0008,Admin influenza virus vac,,0,23,19.55,19.55,23,21.85,21.85,22.31,23,22.54,22.54,21.85,Pondera_Medical_Center
341614_1,FLUZONE INFLUENZA INJ ADMINISTRATION,Outpatient,771,G0008,Admin influenza virus vac,,0,23,19.55,19.55,23,21.85,21.85,22.31,23,22.54,22.54,21.85,Pondera_Medical_Center
341616_1,PNEUMOCOCCAL INJ ADMINISTRATION,Inpatient,771,G0009,Admin pneumococcal vaccine,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55,Pondera_Medical_Center
341616_1,PNEUMOCOCCAL INJ ADMINISTRATION,Outpatient,771,G0009,Admin pneumococcal vaccine,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55,Pondera_Medical_Center
341618_1,INSRT TEMP INDWL BLAD CATH SIM,Ambulatory Surgical,360,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",,0,219,186.15,186.15,219,208.05,208.05,212.43,219,214.62,214.62,208.05,Pondera_Medical_Center
341618_1,INSRT TEMP INDWL BLAD CATH SIM,Inpatient,360,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",,0,219,186.15,186.15,219,208.05,208.05,212.43,219,214.62,214.62,208.05,Pondera_Medical_Center
341619_1,IVT TREATMENT ROOM LEVEL 1,Inpatient,761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,140,119,119,140,133,133,135.8,140,137.2,137.2,133,Pondera_Medical_Center
341619_1,IVT TREATMENT ROOM LEVEL 1,Outpatient,761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,140,119,119,140,133,133,135.8,140,137.2,137.2,133,Pondera_Medical_Center
341620_1,IVT TREATMENT ROOM LEVEL 2,Inpatient,761,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,115,97.75,97.75,115,109.25,109.25,111.55,115,112.7,112.7,109.25,Pondera_Medical_Center
341620_1,IVT TREATMENT ROOM LEVEL 2,Outpatient,761,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,115,97.75,97.75,115,109.25,109.25,111.55,115,112.7,112.7,109.25,Pondera_Medical_Center
341621_1,IVT TREATMENT ROOM LEVEL 3,Inpatient,761,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 20-29 minutes of total time is spent on the date of the encounter.",,0,140,119,119,140,133,133,135.8,140,137.2,137.2,133,Pondera_Medical_Center
341621_1,IVT TREATMENT ROOM LEVEL 3,Outpatient,761,99213,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and low level of medical decision making. When using time for code selection, 20-29 minutes of total time is spent on the date of the encounter.",,0,140,119,119,140,133,133,135.8,140,137.2,137.2,133,Pondera_Medical_Center
341622_1,IVT TREATMENT ROOM LEVEL 4,Inpatient,761,99214,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using time for code selection, 30-39 minutes of total time is spent on the date of the encounter.",,0,165,140.25,140.25,165,156.75,156.75,160.05,165,161.7,161.7,156.75,Pondera_Medical_Center
341622_1,IVT TREATMENT ROOM LEVEL 4,Outpatient,761,99214,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and moderate level of medical decision making. When using time for code selection, 30-39 minutes of total time is spent on the date of the encounter.",,0,165,140.25,140.25,165,156.75,156.75,160.05,165,161.7,161.7,156.75,Pondera_Medical_Center
341623_1,IVT TREATMENT ROOM LEVEL 5,Inpatient,761,99215,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using time for code selection, 40-54 minutes of total time is spent on the date of the encounter.",,0,190,161.5,161.5,190,180.5,180.5,184.3,190,186.2,186.2,180.5,Pondera_Medical_Center
341623_1,IVT TREATMENT ROOM LEVEL 5,Outpatient,761,99215,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and high level of medical decision making. When using time for code selection, 40-54 minutes of total time is spent on the date of the encounter.",,0,190,161.5,161.5,190,180.5,180.5,184.3,190,186.2,186.2,180.5,Pondera_Medical_Center
341624_1,DECLOT VASCULAR DEVICE,Ambulatory Surgical,360,36593,Declotting by thrombolytic agent of implanted vascular access device or catheter,,0,548,465.8,51.9,548,520.6,51.9,51.9,51.9,537.04,537.04,520.6,Pondera_Medical_Center
341624_1,DECLOT VASCULAR DEVICE,Inpatient,360,36593,Declotting by thrombolytic agent of implanted vascular access device or catheter,,0,548,465.8,51.9,548,520.6,520.6,531.56,548,537.04,537.04,520.6,Pondera_Medical_Center
341625_1,CASIRIVIMAB/IMDEVIMAB INFUSION,Inpatient,636,M0243,Casirivi and imdevi infusion,,0,1000,850,850,1000,950,950,970,1000,980,980,950,Pondera_Medical_Center
341625_1,CASIRIVIMAB/IMDEVIMAB INFUSION,Outpatient,636,M0243,Casirivi and imdevi infusion,,0,1000,850,850,1000,950,950,970,1000,980,980,950,Pondera_Medical_Center
341626_1,CASIRIVIMAB/IMDEVIMAB INJECTION REPEAT,Inpatient,636,M0240,,,0,1000,850,850,1000,950,950,970,1000,980,980,950,Pondera_Medical_Center
341626_1,CASIRIVIMAB/IMDEVIMAB INJECTION REPEAT,Outpatient,636,M0240,,,0,1000,850,850,1000,950,950,970,1000,980,980,950,Pondera_Medical_Center
341627_1,CASIRIVIMAB/IMDEVIMAB INJECTION HOME,Inpatient,636,M0244,,,0,1500,1275,1275,1500,1425,1425,1455,1500,1470,1470,1425,Pondera_Medical_Center
341627_1,CASIRIVIMAB/IMDEVIMAB INJECTION HOME,Outpatient,636,M0244,,,0,1500,1275,1275,1500,1425,1425,1455,1500,1470,1470,1425,Pondera_Medical_Center
341628_1,CASIRIVIMAB/IMDEVIMAB INJECTION,Inpatient,636,M0243,Casirivi and imdevi infusion,,0,1000,850,850,1000,950,950,970,1000,980,980,950,Pondera_Medical_Center
341628_1,CASIRIVIMAB/IMDEVIMAB INJECTION,Outpatient,636,M0243,Casirivi and imdevi infusion,,0,1000,850,850,1000,950,950,970,1000,980,980,950,Pondera_Medical_Center
344285_1,IVT INJ SUBQ OR IM,Inpatient,260,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,112,95.2,95.2,112,106.4,106.4,108.64,112,109.76,109.76,106.4,Pondera_Medical_Center
344285_1,IVT INJ SUBQ OR IM,Outpatient,260,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,112,95.2,95.2,112,106.4,106.4,108.64,112,109.76,109.76,106.4,Pondera_Medical_Center
344286_1,IVT INJ IV PUSH INITIAL,Inpatient,260,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,234,198.9,198.9,234,222.3,222.3,226.98,234,229.32,229.32,222.3,Pondera_Medical_Center
344286_1,IVT INJ IV PUSH INITIAL,Outpatient,260,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,234,198.9,198.9,234,222.3,222.3,226.98,234,229.32,229.32,222.3,Pondera_Medical_Center
344298_1,TETANUS/DIPHTH TOXOID ADMINISTRATION,Inpatient,771,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",49281-0215-15,0,58,49.3,49.3,58,55.1,55.1,56.26,58,56.84,56.84,55.1,Pondera_Medical_Center
344298_1,TETANUS/DIPHTH TOXOID ADMINISTRATION,Outpatient,771,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",49281-0215-15,0,58,49.3,49.3,58,55.1,55.1,56.26,58,56.84,56.84,55.1,Pondera_Medical_Center
345176_1,IVT INJ IV PUSH ADDL SEQ NEW DRUG,Inpatient,260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,125,106.25,106.25,125,118.75,118.75,121.25,125,122.5,122.5,118.75,Pondera_Medical_Center
345176_1,IVT INJ IV PUSH ADDL SEQ NEW DRUG,Outpatient,260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,125,106.25,106.25,125,118.75,118.75,121.25,125,122.5,122.5,118.75,Pondera_Medical_Center
345195_1,IVT INJ IV PUSH ADDL SEQ SAME DRUG,Inpatient,260,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,137,116.45,116.45,137,130.15,130.15,132.89,137,134.26,134.26,130.15,Pondera_Medical_Center
345195_1,IVT INJ IV PUSH ADDL SEQ SAME DRUG,Outpatient,260,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,137,116.45,116.45,137,130.15,130.15,132.89,137,134.26,134.26,130.15,Pondera_Medical_Center
