Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_,hospital
6047707_1,SPLINT COCKUP LOOP LOCK LT XL__79-87378,Outpatient,270,A4570,Splint,,0,21.25,15.94,12.33,39.53,20.19,39.53,19.76,21.25,12.33,20.19,Trinity_Hospital
6047708_1,SPLINT COCKUP LOOP LOCK RT M__79-87405,Inpatient,270,,,,0,20,15,11.6,37.2,19,19,18.6,20,,19,Trinity_Hospital
6047708_1,SPLINT COCKUP LOOP LOCK RT M__79-87405,Outpatient,270,,,,0,20,15,11.6,37.2,19,37.2,18.6,20,11.6,19,Trinity_Hospital
6047709_1,SPLINT COCKUP LOOP LOCK RT L__79-87407,Inpatient,270,,,,0,27.75,20.81,16.1,51.62,26.36,26.36,25.81,27.75,,26.36,Trinity_Hospital
6047709_1,SPLINT COCKUP LOOP LOCK RT L__79-87407,Outpatient,270,,,,0,27.75,20.81,16.1,51.62,26.36,51.62,25.81,27.75,16.1,26.36,Trinity_Hospital
6047710_1,SPLINT COCKUP LOOP LOCK LT M__79-87415,Inpatient,270,,,,0,27.75,20.81,16.1,51.62,26.36,26.36,25.81,27.75,,26.36,Trinity_Hospital
6047710_1,SPLINT COCKUP LOOP LOCK LT M__79-87415,Outpatient,270,,,,0,27.75,20.81,16.1,51.62,26.36,51.62,25.81,27.75,16.1,26.36,Trinity_Hospital
6047711_1,SPLINT COCKUP LOOP LOCK LT L__79-87417,Inpatient,270,,,,0,21.5,16.13,12.47,39.99,20.43,20.43,20,21.5,,20.43,Trinity_Hospital
6047711_1,SPLINT COCKUP LOOP LOCK LT L__79-87417,Outpatient,270,,,,0,21.5,16.13,12.47,39.99,20.43,39.99,20,21.5,12.47,20.43,Trinity_Hospital
6047712_1,SPLINT WIRST FOAM RT M__79-87425,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047712_1,SPLINT WIRST FOAM RT M__79-87425,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047713_1,SPLINT WIRST FOAM RT L__79-87427,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047713_1,SPLINT WIRST FOAM RT L__79-87427,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047714_1,SPLINT WIRST FOAM RT XL__79-87428,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047714_1,SPLINT WIRST FOAM RT XL__79-87428,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047715_1,SPLINT WIRST FOAM LT S__79-87433,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047715_1,SPLINT WIRST FOAM LT S__79-87433,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047716_1,SPLINT WIRST FOAM LT M__79-87435,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047716_1,SPLINT WIRST FOAM LT M__79-87435,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047717_1,SPLINT WIRST FOAM LT L__79-87437,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047717_1,SPLINT WIRST FOAM LT L__79-87437,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047718_1,SPLINT WIRST FOAM LT XL__79-87438,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047718_1,SPLINT WIRST FOAM LT XL__79-87438,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047725_1,STOCKING ORTHOWEAR CALF HI S__79-90473,Inpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,25.41,24.88,26.75,,25.41,Trinity_Hospital
6047725_1,STOCKING ORTHOWEAR CALF HI S__79-90473,Outpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,49.76,24.88,26.75,15.52,25.41,Trinity_Hospital
6047726_1,STOCKING ORTHOWEAR CALF HI M__79-90475,Inpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,25.41,24.88,26.75,,25.41,Trinity_Hospital
6047726_1,STOCKING ORTHOWEAR CALF HI M__79-90475,Outpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,49.76,24.88,26.75,15.52,25.41,Trinity_Hospital
6047727_1,STOCKING ORTHOWEAR CALF HI L__79-90477,Inpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,25.41,24.88,26.75,,25.41,Trinity_Hospital
6047727_1,STOCKING ORTHOWEAR CALF HI L__79-90477,Outpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,49.76,24.88,26.75,15.52,25.41,Trinity_Hospital
6047728_1,STOCKING ORTHOWEAR CALF HI XL__79-90478,Inpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,25.41,24.88,26.75,,25.41,Trinity_Hospital
6047728_1,STOCKING ORTHOWEAR CALF HI XL__79-90478,Outpatient,270,,,,0,26.75,20.06,15.52,49.76,25.41,49.76,24.88,26.75,15.52,25.41,Trinity_Hospital
6047729_1,STOCKING ORTHOWEAR THIGH HI S__79-90483,Inpatient,270,,,,0,45,33.75,26.1,83.7,42.75,42.75,41.85,45,,42.75,Trinity_Hospital
6047729_1,STOCKING ORTHOWEAR THIGH HI S__79-90483,Outpatient,270,,,,0,45,33.75,26.1,83.7,42.75,83.7,41.85,45,26.1,42.75,Trinity_Hospital
6047730_1,STOCKING ORTHOWEAR THIGH HI M__79-90485,Inpatient,270,E0560,Humidifier supplemental w/ i,,0,45,33.75,26.1,83.7,42.75,42.75,41.85,45,,42.75,Trinity_Hospital
6047730_1,STOCKING ORTHOWEAR THIGH HI M__79-90485,Outpatient,270,E0560,Humidifier supplemental w/ i,,0,45,33.75,26.1,83.7,42.75,83.7,41.85,45,26.1,42.75,Trinity_Hospital
6047731_1,STOCKING ORTHOWEAR THIGH HI L__79-90487,Inpatient,270,,,,0,45,33.75,26.1,83.7,42.75,42.75,41.85,45,,42.75,Trinity_Hospital
6047731_1,STOCKING ORTHOWEAR THIGH HI L__79-90487,Outpatient,270,,,,0,45,33.75,26.1,83.7,42.75,83.7,41.85,45,26.1,42.75,Trinity_Hospital
6047732_1,STOCKING ORTHOWEAR THIGH HI XL__79-90488,Inpatient,270,,,,0,96.75,72.56,56.12,179.96,91.91,91.91,89.98,96.75,,91.91,Trinity_Hospital
6047732_1,STOCKING ORTHOWEAR THIGH HI XL__79-90488,Outpatient,270,,,,0,96.75,72.56,56.12,179.96,91.91,179.96,89.98,96.75,56.12,91.91,Trinity_Hospital
6047733_1,IMMOBILIZER KNEE 16IN UNIV__79-96880,Inpatient,270,,,,0,38,28.5,22.04,70.68,36.1,36.1,35.34,38,,36.1,Trinity_Hospital
6047733_1,IMMOBILIZER KNEE 16IN UNIV__79-96880,Outpatient,270,,,,0,38,28.5,22.04,70.68,36.1,70.68,35.34,38,22.04,36.1,Trinity_Hospital
6047734_1,IMMOBILIZER KNEE 22IN UNIV__79-96890,Inpatient,270,,,,0,52.5,39.38,30.45,97.65,49.88,49.88,48.83,52.5,,49.88,Trinity_Hospital
6047734_1,IMMOBILIZER KNEE 22IN UNIV__79-96890,Outpatient,270,,,,0,52.5,39.38,30.45,97.65,49.88,97.65,48.83,52.5,30.45,49.88,Trinity_Hospital
6047735_1,SLING ARM PED__79-99132,Inpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,12.83,12.56,13.5,,12.83,Trinity_Hospital
6047735_1,SLING ARM PED__79-99132,Outpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,25.11,12.56,13.5,7.83,12.83,Trinity_Hospital
6047738_1,BNDG TRIANGULR__6018,Inpatient,270,,,,0,36.25,27.19,21.03,67.43,34.44,34.44,33.71,36.25,,34.44,Trinity_Hospital
6047738_1,BNDG TRIANGULR__6018,Outpatient,270,,,,0,36.25,27.19,21.03,67.43,34.44,67.43,33.71,36.25,21.03,34.44,Trinity_Hospital
6047739_1,CUSHION DONUT__513-8019-000,Inpatient,270,,,,0,35.75,26.81,20.74,66.5,33.96,33.96,33.25,35.75,,33.96,Trinity_Hospital
6047739_1,CUSHION DONUT__513-8019-000,Outpatient,270,,,,0,35.75,26.81,20.74,66.5,33.96,66.5,33.25,35.75,20.74,33.96,Trinity_Hospital
6047740_1,HOLDER TRACH TUBE PEDS__4400,Inpatient,270,,,,0,19,14.25,11.02,35.34,18.05,18.05,17.67,19,,18.05,Trinity_Hospital
6047740_1,HOLDER TRACH TUBE PEDS__4400,Outpatient,270,,,,0,19,14.25,11.02,35.34,18.05,35.34,17.67,19,11.02,18.05,Trinity_Hospital
6047741_1,HOLDER TRACH TUB ADULT__4500,Inpatient,270,,,,0,19,14.25,11.02,35.34,18.05,18.05,17.67,19,,18.05,Trinity_Hospital
6047741_1,HOLDER TRACH TUB ADULT__4500,Outpatient,270,,,,0,19,14.25,11.02,35.34,18.05,35.34,17.67,19,11.02,18.05,Trinity_Hospital
6047742_1,SLING PELVIC SAM XS__556651,Inpatient,270,,,,0,335.25,251.44,194.45,623.57,318.49,318.49,311.78,335.25,,318.49,Trinity_Hospital
6047742_1,SLING PELVIC SAM XS__556651,Outpatient,270,,,,0,335.25,251.44,194.45,623.57,318.49,623.57,311.78,335.25,194.45,318.49,Trinity_Hospital
6047743_1,SLING PELVIC SAM STANDARD__556652,Inpatient,270,,,,0,335.25,251.44,194.45,623.57,318.49,318.49,311.78,335.25,,318.49,Trinity_Hospital
6047743_1,SLING PELVIC SAM STANDARD__556652,Outpatient,270,,,,0,335.25,251.44,194.45,623.57,318.49,623.57,311.78,335.25,194.45,318.49,Trinity_Hospital
6047744_1,SLING PELVIC SAM XL__556653,Inpatient,270,,,,0,335.25,251.44,194.45,623.57,318.49,318.49,311.78,335.25,,318.49,Trinity_Hospital
6047744_1,SLING PELVIC SAM XL__556653,Outpatient,270,,,,0,335.25,251.44,194.45,623.57,318.49,623.57,311.78,335.25,194.45,318.49,Trinity_Hospital
6047746_1,SLIPPER TERRY TREADS PEDS__93051,Inpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,,4.04,Trinity_Hospital
6047746_1,SLIPPER TERRY TREADS PEDS__93051,Outpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04,Trinity_Hospital
6047752_1,SLIPPER TERRY TREADS BEIGE L__46012-LAR,Inpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,,4.04,Trinity_Hospital
6047752_1,SLIPPER TERRY TREADS BEIGE L__46012-LAR,Outpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04,Trinity_Hospital
6047760_1,SUTURE ENDOLOOP LIG PDSII SZ0__ESEZ10G,Inpatient,270,,,,0,75.25,56.44,43.65,139.97,71.49,71.49,69.98,75.25,,71.49,Trinity_Hospital
6047760_1,SUTURE ENDOLOOP LIG PDSII SZ0__ESEZ10G,Outpatient,270,,,,0,75.25,56.44,43.65,139.97,71.49,139.97,69.98,75.25,43.65,71.49,Trinity_Hospital
6047761_1,SUTURE ETHILON 6-0 PS-3 P-11__ET1665G,Inpatient,270,,,,0,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
6047761_1,SUTURE ETHILON 6-0 PS-3 P-11__ET1665G,Outpatient,270,,,,0,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
6047762_1,SUTURE ETHILON 3-0 PC-5 PC-12__ET1893G,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047762_1,SUTURE ETHILON 3-0 PC-5 PC-12__ET1893G,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047763_1,SUTURE CHROMIC 3-0 GUT FS__ET636G,Inpatient,270,,,,0,38.5,28.88,22.33,71.61,36.58,36.58,35.81,38.5,,36.58,Trinity_Hospital
6047763_1,SUTURE CHROMIC 3-0 GUT FS__ET636G,Outpatient,270,,,,0,38.5,28.88,22.33,71.61,36.58,71.61,35.81,38.5,22.33,36.58,Trinity_Hospital
6047764_1,SUTURE CHROMIC GUT 3-0 FS-2__ET636H,Inpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,12.83,12.56,13.5,,12.83,Trinity_Hospital
6047764_1,SUTURE CHROMIC GUT 3-0 FS-2__ET636H,Outpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,25.11,12.56,13.5,7.83,12.83,Trinity_Hospital
6047766_1,SUTURE ATRALOC 4-0 BLACK__ET662H,Inpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,8.79,8.6,9.25,,8.79,Trinity_Hospital
6047766_1,SUTURE ATRALOC 4-0 BLACK__ET662H,Outpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,17.21,8.6,9.25,5.37,8.79,Trinity_Hospital
6047767_1,SUTURE ETHILON 3-0 FS-1 C-14__ET663H,Inpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,8.79,8.6,9.25,,8.79,Trinity_Hospital
6047767_1,SUTURE ETHILON 3-0 FS-1 C-14__ET663H,Outpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,17.21,8.6,9.25,5.37,8.79,Trinity_Hospital
6047768_1,SUTURE ETHICON SILK 0 FSL C-16__ET680H,Inpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,8.79,8.6,9.25,,8.79,Trinity_Hospital
6047768_1,SUTURE ETHICON SILK 0 FSL C-16__ET680H,Outpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,17.21,8.6,9.25,5.37,8.79,Trinity_Hospital
6047769_1,SUTURE ETHILON 5-0 P-3__ET698H,Inpatient,270,,,,0,17.25,12.94,10.01,32.09,16.39,16.39,16.04,17.25,,16.39,Trinity_Hospital
6047769_1,SUTURE ETHILON 5-0 P-3__ET698H,Outpatient,270,,,,0,17.25,12.94,10.01,32.09,16.39,32.09,16.04,17.25,10.01,16.39,Trinity_Hospital
6047770_1,SUTURE ETHILON 4-0 P-3 P-13__ET699H,Inpatient,270,,,,0,18,13.5,10.44,33.48,17.1,17.1,16.74,18,,17.1,Trinity_Hospital
6047770_1,SUTURE ETHILON 4-0 P-3 P-13__ET699H,Outpatient,270,,,,0,18,13.5,10.44,33.48,17.1,33.48,16.74,18,10.44,17.1,Trinity_Hospital
6047771_1,SUTURE PROLENE 3-0__ET8665G,Inpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,21.14,20.69,22.25,,21.14,Trinity_Hospital
6047771_1,SUTURE PROLENE 3-0__ET8665G,Outpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,41.39,20.69,22.25,12.91,21.14,Trinity_Hospital
6047772_1,SUTURE PROLENE 5-0 PS-3__ET8681G,Inpatient,270,,,,0,22.75,17.06,13.2,42.32,21.61,21.61,21.16,22.75,,21.61,Trinity_Hospital
6047772_1,SUTURE PROLENE 5-0 PS-3__ET8681G,Outpatient,270,,,,0,22.75,17.06,13.2,42.32,21.61,42.32,21.16,22.75,13.2,21.61,Trinity_Hospital
6047773_1,SUTURE PROLENE 2-0 BLK__ET8685H,Inpatient,270,,,,0,12.75,9.56,7.4,23.72,12.11,12.11,11.86,12.75,,12.11,Trinity_Hospital
6047773_1,SUTURE PROLENE 2-0 BLK__ET8685H,Outpatient,270,,,,0,12.75,9.56,7.4,23.72,12.11,23.72,11.86,12.75,7.4,12.11,Trinity_Hospital
6047775_1,SUTURE SURGILENE 6-0 PP-3 P-13__ET8695G,Inpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,21.14,20.69,22.25,,21.14,Trinity_Hospital
6047775_1,SUTURE SURGILENE 6-0 PP-3 P-13__ET8695G,Outpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,41.39,20.69,22.25,12.91,21.14,Trinity_Hospital
6047776_1,STAPLER SKIN DISP 35 WIDE__3995,Inpatient,270,,,,0,54.25,40.69,31.47,100.91,51.54,51.54,50.45,54.25,,51.54,Trinity_Hospital
6047776_1,STAPLER SKIN DISP 35 WIDE__3995,Outpatient,270,,,,0,54.25,40.69,31.47,100.91,51.54,100.91,50.45,54.25,31.47,51.54,Trinity_Hospital
6047777_1,SUTURE PROLENE 5-0__ET8698G,Inpatient,270,,,,0,21.25,15.94,12.33,39.53,20.19,20.19,19.76,21.25,,20.19,Trinity_Hospital
6047777_1,SUTURE PROLENE 5-0__ET8698G,Outpatient,270,,,,0,21.25,15.94,12.33,39.53,20.19,39.53,19.76,21.25,12.33,20.19,Trinity_Hospital
6047778_1,SUTURE PROLENE 4-0__ET8699G,Inpatient,270,,,,0,21.25,15.94,12.33,39.53,20.19,20.19,19.76,21.25,,20.19,Trinity_Hospital
6047778_1,SUTURE PROLENE 4-0__ET8699G,Outpatient,270,,,,0,21.25,15.94,12.33,39.53,20.19,39.53,19.76,21.25,12.33,20.19,Trinity_Hospital
6047779_1,SUTURE CHROMIC GUT 0 CT-2__ET884H,Inpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,12.83,12.56,13.5,,12.83,Trinity_Hospital
6047779_1,SUTURE CHROMIC GUT 0 CT-2__ET884H,Outpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,25.11,12.56,13.5,7.83,12.83,Trinity_Hospital
6047780_1,DRSSING TEGADERM W/PAD 3.5X4__3586,Inpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,,4.04,Trinity_Hospital
6047780_1,DRSSING TEGADERM W/PAD 3.5X4__3586,Outpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04,Trinity_Hospital
6047781_1,SUTURE CHROMIC GUT 0 CT GS-24__ET914H,Inpatient,270,,,,0,14.25,10.69,8.27,26.51,13.54,13.54,13.25,14.25,,13.54,Trinity_Hospital
6047781_1,SUTURE CHROMIC GUT 0 CT GS-24__ET914H,Outpatient,270,,,,0,14.25,10.69,8.27,26.51,13.54,26.51,13.25,14.25,8.27,13.54,Trinity_Hospital
6047782_1,SUTURE ETHICON 4-0 SH V-20__ETG321H,Inpatient,270,,,,0,21.5,16.13,12.47,39.99,20.43,20.43,20,21.5,,20.43,Trinity_Hospital
6047782_1,SUTURE ETHICON 4-0 SH V-20__ETG321H,Outpatient,270,,,,0,21.5,16.13,12.47,39.99,20.43,39.99,20,21.5,12.47,20.43,Trinity_Hospital
6047783_1,SUTURE ETHILON 5-0 P-1 P-10__ETG695G,Inpatient,270,,,,0,19.5,14.63,11.31,36.27,18.53,18.53,18.14,19.5,,18.53,Trinity_Hospital
6047783_1,SUTURE ETHILON 5-0 P-1 P-10__ETG695G,Outpatient,270,,,,0,19.5,14.63,11.31,36.27,18.53,36.27,18.14,19.5,11.31,18.53,Trinity_Hospital
6047784_1,SUTURE VICRYL 0 CT GS-24__ETJ280H,Inpatient,270,,,,0,9,6.75,5.22,16.74,8.55,8.55,8.37,9,,8.55,Trinity_Hospital
6047784_1,SUTURE VICRYL 0 CT GS-24__ETJ280H,Outpatient,270,,,,0,9,6.75,5.22,16.74,8.55,16.74,8.37,9,5.22,8.55,Trinity_Hospital
6047785_1,SUTURE VICRYL 3-0 CT GS-21__ETJ356H,Inpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,8.79,8.6,9.25,,8.79,Trinity_Hospital
6047785_1,SUTURE VICRYL 3-0 CT GS-21__ETJ356H,Outpatient,270,,,,0,9.25,6.94,5.37,17.21,8.79,17.21,8.6,9.25,5.37,8.79,Trinity_Hospital
6047786_1,SUTURE VICRYL 3-0 FS-2__ETJ393H,Inpatient,270,,,,0,10.75,8.06,6.24,20,10.21,10.21,10,10.75,,10.21,Trinity_Hospital
6047786_1,SUTURE VICRYL 3-0 FS-2__ETJ393H,Outpatient,270,,,,0,10.75,8.06,6.24,20,10.21,20,10,10.75,6.24,10.21,Trinity_Hospital
6047787_1,SUTURE VICRYL 3-0 SH V-20__ETJ416H,Inpatient,270,,,,0,8.75,6.56,5.08,16.28,8.31,8.31,8.14,8.75,,8.31,Trinity_Hospital
6047787_1,SUTURE VICRYL 3-0 SH V-20__ETJ416H,Outpatient,270,,,,0,8.75,6.56,5.08,16.28,8.31,16.28,8.14,8.75,5.08,8.31,Trinity_Hospital
6047788_1,SUTURE VICRYL 4-0 TF CVF-21__ETJ434H,Inpatient,270,,,,0,10.75,8.06,6.24,20,10.21,10.21,10,10.75,,10.21,Trinity_Hospital
6047788_1,SUTURE VICRYL 4-0 TF CVF-21__ETJ434H,Outpatient,270,,,,0,10.75,8.06,6.24,20,10.21,20,10,10.75,6.24,10.21,Trinity_Hospital
6047789_1,SUTURE VICRYL 0__ETJ946H,Inpatient,270,,,,0,9,6.75,5.22,16.74,8.55,8.55,8.37,9,,8.55,Trinity_Hospital
6047789_1,SUTURE VICRYL 0__ETJ946H,Outpatient,270,,,,0,9,6.75,5.22,16.74,8.55,16.74,8.37,9,5.22,8.55,Trinity_Hospital
6047790_1,SUTURE ETHICON SILK 2-0 N__ETK833H,Inpatient,270,,,,0,7.5,5.63,4.35,13.95,7.13,7.13,6.98,7.5,,7.13,Trinity_Hospital
6047790_1,SUTURE ETHICON SILK 2-0 N__ETK833H,Outpatient,270,,,,0,7.5,5.63,4.35,13.95,7.13,13.95,6.98,7.5,4.35,7.13,Trinity_Hospital
6047791_1,SUTURE PROLENE MESH PMM__ETPMII,Inpatient,270,,,,0,419.5,314.63,243.31,780.27,398.53,398.53,390.14,419.5,,398.53,Trinity_Hospital
6047791_1,SUTURE PROLENE MESH PMM__ETPMII,Outpatient,270,,,,0,419.5,314.63,243.31,780.27,398.53,780.27,390.14,419.5,243.31,398.53,Trinity_Hospital
6047792_1,SUTURE ETHICON 1 PDS CT__ETZ359T,Inpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,12.83,12.56,13.5,,12.83,Trinity_Hospital
6047792_1,SUTURE ETHICON 1 PDS CT__ETZ359T,Outpatient,270,,,,0,13.5,10.13,7.83,25.11,12.83,25.11,12.56,13.5,7.83,12.83,Trinity_Hospital
6047793_1,SUTURE ETHICON PDSII 5-0 P-3__ETZ493G,Inpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,21.14,20.69,22.25,,21.14,Trinity_Hospital
6047793_1,SUTURE ETHICON PDSII 5-0 P-3__ETZ493G,Outpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,41.39,20.69,22.25,12.91,21.14,Trinity_Hospital
6047794_1,SUTURE ETHICON PDSII 4-0 P-3__ETZ494G,Inpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,21.14,20.69,22.25,,21.14,Trinity_Hospital
6047794_1,SUTURE ETHICON PDSII 4-0 P-3__ETZ494G,Outpatient,270,,,,0,22.25,16.69,12.91,41.39,21.14,41.39,20.69,22.25,12.91,21.14,Trinity_Hospital
6047795_1,SUTURE ETHICON PDSII 4-0 PC-3__ETZ845G,Inpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,20.66,20.23,21.75,,20.66,Trinity_Hospital
6047795_1,SUTURE ETHICON PDSII 4-0 PC-3__ETZ845G,Outpatient,270,,,,0,21.75,16.31,12.62,40.46,20.66,40.46,20.23,21.75,12.62,20.66,Trinity_Hospital
6047804_1,SWAB NASAL__14-959-78,Inpatient,270,,,,0,5.75,4.31,3.34,10.7,5.46,5.46,5.35,5.75,,5.46,Trinity_Hospital
6047804_1,SWAB NASAL__14-959-78,Outpatient,270,,,,0,5.75,4.31,3.34,10.7,5.46,10.7,5.35,5.75,3.34,5.46,Trinity_Hospital
6047807_1,SAWB CULTURE PLUS__L4320116,Inpatient,272,,,,0,17,12.75,9.86,31.62,16.15,16.15,15.81,17,,16.15,Trinity_Hospital
6047807_1,SAWB CULTURE PLUS__L4320116,Outpatient,272,,,,0,17,12.75,9.86,31.62,16.15,31.62,15.81,17,9.86,16.15,Trinity_Hospital
6047813_1,ENEMA OIL__067355,Inpatient,270,,,,0,8,6,4.64,14.88,7.6,7.6,7.44,8,,7.6,Trinity_Hospital
6047813_1,ENEMA OIL__067355,Outpatient,270,,,,0,8,6,4.64,14.88,7.6,14.88,7.44,8,4.64,7.6,Trinity_Hospital
6047822_1,ELECTRODE BABYMAC__402207-810,Inpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,4.04,3.95,4.25,,4.04,Trinity_Hospital
6047822_1,ELECTRODE BABYMAC__402207-810,Outpatient,270,,,,0,4.25,3.19,2.47,7.91,4.04,7.91,3.95,4.25,2.47,4.04,Trinity_Hospital
6047823_1,SENSOR SPO2 TRUSIGNAL__TS-AF-25,Inpatient,270,,,,0,59.25,44.44,34.37,110.21,56.29,56.29,55.1,59.25,,56.29,Trinity_Hospital
6047823_1,SENSOR SPO2 TRUSIGNAL__TS-AF-25,Outpatient,270,,,,0,59.25,44.44,34.37,110.21,56.29,110.21,55.1,59.25,34.37,56.29,Trinity_Hospital
6047831_1,SOLUTION MONSELS__5055,Inpatient,270,,,,0,57.25,42.94,33.21,106.49,54.39,54.39,53.24,57.25,,54.39,Trinity_Hospital
6047831_1,SOLUTION MONSELS__5055,Outpatient,270,,,,0,57.25,42.94,33.21,106.49,54.39,106.49,53.24,57.25,33.21,54.39,Trinity_Hospital
6047832_1,CURETTE UTERINE 9MM__21413,Inpatient,270,,,,0,14,10.5,8.12,26.04,13.3,13.3,13.02,14,,13.3,Trinity_Hospital
6047832_1,CURETTE UTERINE 9MM__21413,Outpatient,270,,,,0,14,10.5,8.12,26.04,13.3,26.04,13.02,14,8.12,13.3,Trinity_Hospital
6047838_1,BNDG COMPERM PADDED 3IN__83120000,Inpatient,270,,,,0,151.75,113.81,88.02,282.26,144.16,144.16,141.13,151.75,,144.16,Trinity_Hospital
6047838_1,BNDG COMPERM PADDED 3IN__83120000,Outpatient,270,,,,0,151.75,113.81,88.02,282.26,144.16,282.26,141.13,151.75,88.02,144.16,Trinity_Hospital
6047841_1,TEST COLOCARE FECAL__5651,Inpatient,270,,,,0,8.75,6.56,5.08,16.28,8.31,8.31,8.14,8.75,,8.31,Trinity_Hospital
6047841_1,TEST COLOCARE FECAL__5651,Outpatient,270,,,,0,8.75,6.56,5.08,16.28,8.31,16.28,8.14,8.75,5.08,8.31,Trinity_Hospital
6047846_1,BAG UROSTOMY__3723,Inpatient,270,,,,0,10,7.5,5.8,18.6,9.5,9.5,9.3,10,,9.5,Trinity_Hospital
6047846_1,BAG UROSTOMY__3723,Outpatient,270,,,,0,10,7.5,5.8,18.6,9.5,18.6,9.3,10,5.8,9.5,Trinity_Hospital
