Run Date: 1/11/2022 2:58:27 PM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,hospital
391,,"85046 - Red blood count automated, with additional calculations",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"RED BLOOD COUNT AUTOMATED, WITH ADDITIONAL CALCULATIONS",305,85046,1,30.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,50.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,35.63,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,50.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,40.72,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,43.27,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,35.63,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,50.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,46.83,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,48.36,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
392,,"85379 - Coagulation function measurement, D-dimer; quantitative",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"COAGULATION FUNCTION MEASUREMENT, D-DIMER; QUANTITATIVE",305,85379,1,114.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,135.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,94.64,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,135.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,108.16,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,114.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,94.64,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,135.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,124.38,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,128.44,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
393,,"85610 - Blood test, clotting time",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"BLOOD TEST, CLOTTING TIME",300,85610,1,22.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,43.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,30.24,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,43.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,34.56,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,36.72,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,30.24,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,43.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,39.74,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,41.04,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
394,,"85651 - Red blood cell sedimentation rate, to detect inflammation, non-automated",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"RED BLOOD CELL SEDIMENTATION RATE, TO DETECT INFLAMMATION, NON-AUTOMATED",305,85651,1,35.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,56,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,39.2,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,56,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,44.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,47.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,39.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,56,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,51.52,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,53.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
395,,"85730 - Coagulation assessment blood test, plasma or whole blood",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"COAGULATION ASSESSMENT BLOOD TEST, PLASMA OR WHOLE BLOOD",305,85730,1,76.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,96.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,67.76,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,96.8,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,77.44,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,82.28,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,67.76,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,96.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,89.06,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,91.96,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
396,,"86003 - Measurement of antibody (IgE) to allergic substance, crude allergen extract, each",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"MEASUREMENT OF ANTIBODY (IGE) TO ALLERGIC SUBSTANCE, CRUDE ALLERGEN EXTRACT, EACH",302,86003,1,290.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,290.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,203.35,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,290.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,232.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,246.93,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,203.35,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,290.5,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,267.26,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,275.98,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
397,,86038 - Screening test for autoimmune disorder,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,SCREENING TEST FOR AUTOIMMUNE DISORDER,302,86038,1,102,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,122.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,85.68,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,122.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,97.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,104.04,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,85.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,122.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,112.61,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,116.28,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
398,,86140 - Measurement C-reactive protein for detection of infection or inflammation,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,MEASUREMENT C-REACTIVE PROTEIN FOR DETECTION OF INFECTION OR INFLAMMATION,302,86140,1,56,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,76.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,53.48,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,76.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,61.12,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,64.94,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,53.48,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,76.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,70.29,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,72.58,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
399,,"86160 - Measurement of complement (immune system proteins), antigen,",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"MEASUREMENT OF COMPLEMENT (IMMUNE SYSTEM PROTEINS), ANTIGEN,",300,86160,1,159.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,179.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,125.72,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,179.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,143.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,152.66,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,125.72,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,179.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,165.23,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,170.62,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
400,,86200 - Measurement of antibody for rheumatoid arthritis assessment,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,MEASUREMENT OF ANTIBODY FOR RHEUMATOID ARTHRITIS ASSESSMENT,302,86200,1,104.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,125.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,87.57,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,125.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,100.08,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,106.34,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,87.57,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,125.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,115.09,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,118.85,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
401,,"86225 - Measurement of DNA antibody, native or double stranded",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"MEASUREMENT OF DNA ANTIBODY, NATIVE OR DOUBLE STRANDED",302,86225,1,121.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,141.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,99.33,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,141.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,113.52,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,120.62,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,99.33,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,141.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,130.55,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,134.81,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
402,,"86235 - Measurement of antibody for assessment of autoimmune disorder, any method",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"MEASUREMENT OF ANTIBODY FOR ASSESSMENT OF AUTOIMMUNE DISORDER, ANY METHOD",302,86235,1,215.6,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,236,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,165.2,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,236,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,188.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,200.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,165.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,236,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,217.12,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,224.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
403,,86256 - Measurement of antibody to noninfectious agent,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,MEASUREMENT OF ANTIBODY TO NONINFECTIOUS AGENT,302,86256,1,226.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,247.3,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,173.11,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,247.3,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,197.84,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,210.21,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,173.11,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,247.3,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,227.52,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,234.94,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
404,,"86300 - Immunologic analysis for detection of tumor antigen, quantitative; CA 15-3",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"IMMUNOLOGIC ANALYSIS FOR DETECTION OF TUMOR ANTIGEN, QUANTITATIVE; CA 15-3",302,86300,1,136.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,156.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,109.83,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,156.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,125.52,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,133.37,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,109.83,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,156.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,144.35,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,149.06,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
405,,"86301 - Immunologic analysis for detection of tumor antigen, quantitative; CA 19-9",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"IMMUNOLOGIC ANALYSIS FOR DETECTION OF TUMOR ANTIGEN, QUANTITATIVE; CA 19-9",302,86301,1,144.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,164.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,115.43,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,164.9,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,131.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,140.17,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,115.43,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,164.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,151.71,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,156.66,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
406,,"86304 - Immunologic analysis for detection of tumor antigen, quantitative; CA 125",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INSERTION OF NEEDLE INTO VEIN FOR COLLECTION OF BLOOD SAMPLE,300,36415,1,20.4,Community_Hospital_of_Anaconda
,2.0,"IMMUNOLOGIC ANALYSIS FOR DETECTION OF TUMOR ANTIGEN, QUANTITATIVE; CA 125",302,86304,1,152.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,172.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,120.75,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,172.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
