PROC NUMBER + PRICE MOD,PROCEDURE NAME,BASE PRICE,UNIT PRICE,hospital
39503,RPR NEONATAL DIAPHRAGMATIC HERNIA WWO CHEST TUBE INSERT WWO CREATION,,16993.0,Sidney_Health_Center
39540,RPR DIAPHRAGMATIC HERNIA (OTHER THAN NEONATAL) TRAUMATIC ACUTE,,2886.0,Sidney_Health_Center
39541,RPR DIAPHRAGMATIC HERNIA (OTHER THAN NEONATAL) TRAUMATIC CHRONIC,,3924.0,Sidney_Health_Center
39545,IMBRICATION DIAPHRAGM EVENTRATION TRANSTHORACIC TRANSABDOMINAL PARALYT,,2449.0,Sidney_Health_Center
39560,RESECTION DIAPHRAGM WSMPL RPR,,2927.0,Sidney_Health_Center
39561,RESECTION DIAPHRAGM WCMPLX RPR,,4161.0,Sidney_Health_Center
4004F,TABACOO SCREEN &amp; STOP COUNSEL,,0.0,Sidney_Health_Center
4040F,PNEUMOCOCCUS IMMUN ORD ADMN,,0.0,Sidney_Health_Center
40490,BX LIP,,338.0,Sidney_Health_Center
40500,VERMILIONECTOMY (LIP SHAVE) WMUCOSAL ADVANCEMENT,,1273.0,Sidney_Health_Center
40510,EXC LIP TRANSVERSE WEDGE EXC WPRIME CLOSURE,,1235.0,Sidney_Health_Center
40520,EXC LIP V-EXC WPRIME DIRECT LINEAR CLOSURE,,1579.0,Sidney_Health_Center
40525,EXC LIP FULL THICKNESS RECONSTRUCT WLOCAL FLAP,,1727.0,Sidney_Health_Center
40527,EXC LIP FULL THICKNESS RECONSTRUCT WCROSS LIP FLAP,,2376.0,Sidney_Health_Center
40530,RESECTION LIP &gt; ONE-FOURTH WO RECONSTRUCT,,1482.0,Sidney_Health_Center
40650,RPR LIP FULL THICKNESS VERMILION ONLY,,1053.0,Sidney_Health_Center
40652,RPR LIP FULL THICKNESS UP TO HALF VERTICAL HEIGHT,,1522.0,Sidney_Health_Center
40654,RPR LIP FULL THICKNESS &gt; ONE-HALF VERTICAL HEIGHT CMPLX,,2531.0,Sidney_Health_Center
40700,PLASTIC RPR CLEFT LIP NASAL DEFORMITY PRIME PARTIAL COMP UNILAT,,3265.0,Sidney_Health_Center
40701,PLASTIC RPR CLEFT LIP NASAL DEFORMITY PRIME BILAT 1 STAGE PROC,,3555.0,Sidney_Health_Center
40702,PLASTIC RPR CLEFT LIP NASAL DEFORMITY PRIME BILAT 1 OF 2 STAGES,,3857.0,Sidney_Health_Center
40720,PLASTIC RPR CLEFT LIP NASAL DEFORMITY SECONDARY RECREATION DEFECT &amp; RE,,4082.0,Sidney_Health_Center
40761,PLASTIC RPR CLEFT LIP NASAL DEFORMITY WCROSS LIP PEDICLE FLAP,,4510.0,Sidney_Health_Center
40800,DRAINAGE ABSCESS CYST HEMATOMA VESTIBULE MOUTH SMPL,,498.0,Sidney_Health_Center
40800,DRAINAGE ABSCESS CYST HEMATOMA VESTIBULE MOUTH SMPL,,346.0,Sidney_Health_Center
40801,DRAINAGE ABSCESS CYST HEMATOMA VESTIBULE MOUTH CMPL,,784.0,Sidney_Health_Center
40804,REMVL EMBEDDED FB VESTIBULE MOUTH SMPL,,519.0,Sidney_Health_Center
40805,REMVL EMBEDDED FB VESTIBULE MOUTH CMPL,,1000.0,Sidney_Health_Center
40806,INCISION LABIAL FRENUM (FRENOTOMY),,367.0,Sidney_Health_Center
40808,BX VESTIBULE MOUTH,,545.0,Sidney_Health_Center
40810,EXC LESN MUCOSA &amp; SUBMUCOSA VESTIBULE MOUTH WO RPR,,508.0,Sidney_Health_Center
40812,EXC LESN MUCOSA &amp; SUBMUCOSA VESTIBULE MOUTH WSMPL RPR,,655.0,Sidney_Health_Center
40814,EXC LESN MUCOSA &amp; SUBMUCOSA VESTIBULE MOUTH WCMPLX RPR,,957.0,Sidney_Health_Center
40816,EXC LESN MUCOSA &amp; SUBMUCOSA VESTIBULE MOUTH CMPLX WEXC MUSCLE,,1211.0,Sidney_Health_Center
40818,EXC MUCOSA VESTIBULE MOUTH AS DONOR GRAFT,,891.0,Sidney_Health_Center
40819,EXC FRENUM LABIAL BUCCAL (FRENUMECTOMY FRENULECTOMY FRENECTOMY),,833.0,Sidney_Health_Center
40820,DESTRUCT LESN SCAR MOUTH PHYSICAL METHOD,,662.0,Sidney_Health_Center
40830,CLOSURE LACERATION VESTIBULE MOUTH 2.5 CM &lt;,,610.0,Sidney_Health_Center
40831,CLOSURE LACERATION VESTIBULE MOUTH &gt; 2.5 CM CMPLX,,997.0,Sidney_Health_Center
40840,VESTIBULOPLASTY ANTERIOR,,2234.0,Sidney_Health_Center
40842,VESTIBULOPLASTY POSTR UNILAT,,2164.0,Sidney_Health_Center
40843,VESTIBULOPLASTY POSTR BILAT,,3083.0,Sidney_Health_Center
40844,VESTIBULOPLASTY ENTIRE ARCH,,3717.0,Sidney_Health_Center
40845,VESTIBULOPLASTY CMPLX (WRIDGE EXTENSION MUSCLE REPOSITIONING),,4104.0,Sidney_Health_Center
41000,INTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA TONGUE MOUTH FLOOR,,405.0,Sidney_Health_Center
41005,INTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA TONGUE MOUTH FLOOR,,567.0,Sidney_Health_Center
41006,INTRAORAL INCISION &amp; DRAIN ABSCESS CYST HEMATOMA TONGUE MOUTH FLOOR SU,,1098.0,Sidney_Health_Center
41007,INTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA TONGUE MOUTH FLOOR,,960.0,Sidney_Health_Center
41008,INTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA TONGUE MOUTH FLOOR,,1193.0,Sidney_Health_Center
41009,INTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA TONGUE MOUTH FLOOR,,1006.0,Sidney_Health_Center
41010,INCISION LINGUAL FRENUM (FRENOTOMY),,488.0,Sidney_Health_Center
41010,INCISION LINGUAL FRENUM (FRENOTOMY),,467.0,Sidney_Health_Center
41015,EXTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA MOUTH FLOOR SUBLIN,,1442.0,Sidney_Health_Center
41016,EXTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA MOUTH FLR SUBMENTL,,1367.0,Sidney_Health_Center
41017,EXTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA MOUTH FLOOR SUBMAN,,1400.0,Sidney_Health_Center
41018,EXTRAORAL INCISION &amp; DRAINAGE ABSCESS CYST HEMATOMA MOUTH FLOOR MASTIC,,1361.0,Sidney_Health_Center
41100,BX TONGUE ANTERIOR TWO-THIRDS,,538.0,Sidney_Health_Center
41105,BX TONGUE POSTR ONE-THIRD,,429.0,Sidney_Health_Center
41108,BX MOUTH FLOOR,,470.0,Sidney_Health_Center
41110,EXC LESN TONGUE WO CLOSURE,,529.0,Sidney_Health_Center
41112,EXC LESN TONGUE WCLOSURE ANTERIOR TWO-THIRDS,,935.0,Sidney_Health_Center
41112,EXC LESN TONGUE WCLOSURE ANTERIOR TWO-THIRDS,,1211.0,Sidney_Health_Center
41113,EXC LESN TONGUE WCLOSURE POSTR ONE-THIRD,,919.0,Sidney_Health_Center
41114,EXC LESN TONGUE WCLOSURE WLOCAL TONGUE FLAP,,1675.0,Sidney_Health_Center
41115,EXC LINGUAL FRENUM (FRENECTOMY),,619.0,Sidney_Health_Center
41116,EXC LESN MOUTH FLOOR,,819.0,Sidney_Health_Center
41120,GLOSSECTOMY &lt; ONE-HALF TONGUE,,3043.0,Sidney_Health_Center
41130,GLOSSECTOMY HEMIGLOSSECTOMY,,3441.0,Sidney_Health_Center
41135,GLOSSECTOMY PARTIAL WUNILAT RADICAL NECK DISSECTION,,6864.0,Sidney_Health_Center
41140,GLOSSECTOMY COMP TOTAL WWO TRACHEOSTOMY WO RADICAL NECK DISSECTION,,8161.0,Sidney_Health_Center
41145,GLOSSECTOMY COMP TTL WWO TRACHEOSTOMY WUNILAT RADICAL NCK DISSECTION,,8238.0,Sidney_Health_Center
41150,GLOSSECTOMY COMPOSITE PROC WMOUTH FLOOR &amp; MANDIBULAR RESECTION WO RA,,7640.0,Sidney_Health_Center
41153,GLOSSECTOMY COMPOSITE PROC WMOUTH FLOOR RESECTION WSUPRAHYOID NECK D,,8433.0,Sidney_Health_Center
41155,GLOSSECTOMY COMPOSITE PROC WMOUTH FLOOR MANDIBULAR RESECTION &amp; RADICA,,10529.0,Sidney_Health_Center
41250,RPR LACERATION 2.5 CM &lt; MOUTH FLOOR &amp; OR ANTERIOR TWO-THIRDS TONGUE,,578.0,Sidney_Health_Center
41251,RPR LACERATION 2.5 CM &lt; POSTR ONE-THIRD TONGUE,,757.0,Sidney_Health_Center
41252,RPR LACERATION TONGUE MOUTH FLOOR &gt; 2.6 CM CMPLX,,1009.0,Sidney_Health_Center
41510,SUTURE TONGUE TO LIP MICROGNATHIA,,1397.0,Sidney_Health_Center
41520,FRENOPLASTY,,1115.0,Sidney_Health_Center
41520,FRENOPLASTY,,1252.0,Sidney_Health_Center
41800,DRAINAGE ABSCESS CYST HEMATOMA DENTOALVEOLAR STRUCTURES,,571.0,Sidney_Health_Center
41805,REMVL EMBEDDED FB DENTOALVEOLAR STRUCTURES SOFT TISSUES,,733.0,Sidney_Health_Center
41806,REMVL EMBEDDED FB DENTOALVEOLAR STRUCTURES BONE,,713.0,Sidney_Health_Center
41822,EXC FIBROUS TUBEROSITIES DENTOALVEOLAR STRUCTURES,,770.0,Sidney_Health_Center
41823,EXC OSSEOUS TUBEROSITIES DENTOALVEOLAR STRUCTURES,,1086.0,Sidney_Health_Center
41825,EXC LESN TUMOR (EXCPT LISTED ABOVE) DENTOALVEOLAR STRUCTURES WO RPR,,519.0,Sidney_Health_Center
41826,EXC LESN TUMR(EXCPT LISTED ABOVE) DENTOALVEOLAR STRUCTURES WSMPL RPR,,734.0,Sidney_Health_Center
41827,EXC LESN TUMR(EXCPT LISTED ABOVE) DENTOALVEOLAR STRUCTURES WCMPLX RPR,,1144.0,Sidney_Health_Center
41828,EXC HYPERPLASTIC ALVEOLAR MUCOSA EACH QUADRANT (SPECIFY),,669.0,Sidney_Health_Center
41830,ALVEOLECTOMY WCURETTAGE OSTEITIS SEQUESTRECTOMY,,896.0,Sidney_Health_Center
41872,GINGIVOPLASTY EACH QUADRANT (SPECIFY),,1030.0,Sidney_Health_Center
41874,ALVEOLOPLASTY EACH QUADRANT (SPECIFY),,687.0,Sidney_Health_Center
42000,DRAINAGE ABSCESS PALATE UVULA,,478.0,Sidney_Health_Center
42100,BX PALATE UVULA,,381.0,Sidney_Health_Center
42104,EXC LESN PALATE UVULA WO CLOSURE,,529.0,Sidney_Health_Center
42106,EXC LESN PALATE UVULA WSMPL PRIME CLOSURE,,674.0,Sidney_Health_Center
42107,EXC LESN PALATE UVULA WLOCAL FLAP CLOSURE,,1169.0,Sidney_Health_Center
42120,RESECTION PALATE EXTNSV RESECTION LESN,,2626.0,Sidney_Health_Center
42140,UVULECTOMY EXC UVULA,,826.0,Sidney_Health_Center
42145,PALATOPHARYNGOPLASTY,,2420.0,Sidney_Health_Center
42160,DESTRUCT LESN PALATE UVULA (THERMAL CRYO CHEMICAL),,610.0,Sidney_Health_Center
42180,RPR LACERATION PALATE UP TO 2 CM,,697.0,Sidney_Health_Center
42182,RPR LACERATION PALATE &gt; 2 CM CMPLX,,929.0,Sidney_Health_Center
42182,RPR LACERATION PALATE &gt; 2 CM CMPLX,,1486.0,Sidney_Health_Center
42200,PALATOPLASTY CLEFT PALATE SOFT &amp; OR HARD PALATE ONLY,,3933.0,Sidney_Health_Center
42205,PALATOPLASTY CLEFT PALATE WCLOSURE ALVEOLAR RIDGE SOFT TISSUE ONLY,,4158.0,Sidney_Health_Center
42210,PALATOPLASTY CLEFT PALATE WCLOSURE ALVEOLAR RIDGE WBONE GRAFT,,5019.0,Sidney_Health_Center
42215,PALATOPLASTY CLEFT PALATE MAJOR REVISION,,2894.0,Sidney_Health_Center
42220,PALATOPLASTY CLEFT PALATE SECONDARY LENGTHENING PROC,,2652.0,Sidney_Health_Center
42225,PALATOPLASTY CLEFT PALATE ATTACHMENT PHARYNGEAL FLAP,,3774.0,Sidney_Health_Center
42226,LENGTHENING PALATE &amp; PHARYNGEAL FLAP,,4679.0,Sidney_Health_Center
42227,LENGTHENING PALATE WISLAND FLAP,,2603.0,Sidney_Health_Center
42235,RPR ANTERIOR PALATE WVOMER FLAP,,2376.0,Sidney_Health_Center
42260,RPR NASOLABIAL FISTULA,,2636.0,Sidney_Health_Center
42280,MAXILLARY IMPRESSION PALATAL PROSTHESIS,,343.0,Sidney_Health_Center
42281,INSERT PIN-RETAINED PALATAL PROSTHESIS,,584.0,Sidney_Health_Center
42300,DRAINAGE ABSCESS PAROTID SMPL,,532.0,Sidney_Health_Center
42305,DRAINAGE ABSCESS PAROTID CMPL,,1370.0,Sidney_Health_Center
42310,DRAINAGE ABSCESS SUBMAXILLARY SUBLINGUAL INTRAORAL,,412.0,Sidney_Health_Center
42320,DRAINAGE ABSCESS SUBMAXILLARY EXT,,693.0,Sidney_Health_Center
42330,SIALOLITHOTOMY SUBMANDIBULAR(SUBMAXILLARY) SUBLINGUAL PAROTID UNCMPL I,,742.0,Sidney_Health_Center
42335,SIALOLITHOTOMY SUBMANDIBULAR (SUBMAXILLARY) CMPL INTRAORAL,,1198.0,Sidney_Health_Center
42340,SIALOLITHOTOMY PAROTID EXTRAORAL CMPL INTRAORAL,,1719.0,Sidney_Health_Center
42400,BX SALIVARY GLAND NEEDLE,,279.0,Sidney_Health_Center
42405,BX SALIVARY GLAND INCISIONAL,,940.0,Sidney_Health_Center
42408,EXC SUBLINGUAL SALIVARY CYST (RANULA),,1171.0,Sidney_Health_Center
42409,MARSUPIALIZATION SUBLINGUAL SALIVARY CYST (RANULA),,1077.0,Sidney_Health_Center
42410,EXC PAROTID TUMOR PAROTID GLAND LAT LOBE WO NERVE DISSECTION,,1806.0,Sidney_Health_Center
42415,EXC PAROTID TUMOR PAROTID GLAND LAT LOBE WNERVE DISSECTION PRESERVATI,,3267.0,Sidney_Health_Center
42420,EXC PAROTID TUMOR PAROTID GLAND TOTAL WNERVE DISSECTION PRESERVATION,,4068.0,Sidney_Health_Center
42425,EXC PAROTID TUMOR PAROTID GLAND TOTAL EN BLOC NERVE REMVL,,3076.0,Sidney_Health_Center
42425,EXC PAROTID TUMOR PAROTID GLAND TOTAL EN BLOC NERVE REMVL,,2072.0,Sidney_Health_Center
42426,EXC PAROTID TUMOR PAROTID GLAND TOTAL WUNILAT RADICAL NECK DISSECTN,,5166.0,Sidney_Health_Center
42440,EXC SUBMANDIBULAR (SUBMAXILLARY) GLAND,,1598.0,Sidney_Health_Center
42450,EXC SUBLINGUAL GLAND,,1671.0,Sidney_Health_Center
42500,PLASTIC RPR SALIVARY DUCT SIALODOCHOPLASTY PRIME SMPL,,1194.0,Sidney_Health_Center
42505,PLASTIC RPR SALIVARY DUCT SIALODOCHOPLASTY SECONDARY CMPL,,2212.0,Sidney_Health_Center
42507,PAROTID DUCT DIVERSION BILAT,,1919.0,Sidney_Health_Center
42509,PAROTID DUCT DIVERSION BILAT WEXC BOTH SUBMANDIBULAR GLANDS,,2718.0,Sidney_Health_Center
42510,PAROTID DUCT DIVERSION BILAT WLIGATION BOTH SUBMANDIBULAR DUCTS,,1978.0,Sidney_Health_Center
42550,INJ PROC SIALOGRAPHY,,398.0,Sidney_Health_Center
42600,CLOSURE SALIVARY FISTULA,,1319.0,Sidney_Health_Center
42650,DILATION SALIVARY DUCT,,266.0,Sidney_Health_Center
42660,DILATION &amp; CATHETERIZATION SALIVARY DUCT WWO INJ,,275.0,Sidney_Health_Center
42665,LIGATION SALIVARY DUCT INTRAORAL,,844.0,Sidney_Health_Center
42700,INCISION &amp; DRAINAGE ABSCESS PERITONSILLAR,,610.0,Sidney_Health_Center
42720,INCISION &amp; DRAINAGE ABSCESS RETROPHARYNGEAL PARAPHARYNGEAL INTRAORAL A,,1199.0,Sidney_Health_Center
42725,INCISION &amp; DRAINAGE ABSCESS RETROPHARYNGEAL PARAPHARYNGEAL EXT APPRCH,,2156.0,Sidney_Health_Center
42800,BX OROPHARYNX,,404.0,Sidney_Health_Center
42804,BX NASOPHARYNX VISIBLE LESN SMPL,,512.0,Sidney_Health_Center
42806,BX NASOPHARYNX SURVEY UNKNOWN PRIME LESN,,579.0,Sidney_Health_Center
42808,EXC DESTRUCT LESN PHARYNX ANY METHOD,,724.0,Sidney_Health_Center
42809,REMVL FB PHARYNX,,442.0,Sidney_Health_Center
42810,EXC BRANCHIAL CLEFT CYST VESTIGE CONFINED TO SKIN &amp; SUBQ TISSUES,,1145.0,Sidney_Health_Center
42815,EXC BRANCHIAL CLFT CYST VESTIGE FISTULA EXTENDING BENEATH SUBQ PHARYNX,,1899.0,Sidney_Health_Center
42815,EXC BRANCHIAL CLFT CYST VESTIGE FISTULA EXTENDING BENEATH SUBQ PHARYNX,,2928.0,Sidney_Health_Center
42820,TONSILLECTOMY &amp; ADENOIDECTOMY &lt; AGE 12,,1106.0,Sidney_Health_Center
42820,TONSILLECTOMY &amp; ADENOIDECTOMY &lt; AGE 12,,1358.0,Sidney_Health_Center
42821,TONSILLECTOMY &amp; ADENOIDECTOMY AGE 12+,,1167.0,Sidney_Health_Center
42821,TONSILLECTOMY &amp; ADENOIDECTOMY AGE 12+,,1454.0,Sidney_Health_Center
42825,TONSILLECTOMY PRIME SECONDARY &lt; AGE 12,,945.0,Sidney_Health_Center
42825,TONSILLECTOMY PRIME SECONDARY &lt; AGE 12,,1311.0,Sidney_Health_Center
42826,TONSILLECTOMY PRIME SECONDARY AGE 12+,,788.0,Sidney_Health_Center
42830,ADENOIDECTOMY PRIME &lt; AGE 12,,941.0,Sidney_Health_Center
42830,ADENOIDECTOMY PRIME &lt; AGE 12,,984.0,Sidney_Health_Center
42831,ADENOIDECTOMY PRIME AGE 12+,,726.0,Sidney_Health_Center
42831,ADENOIDECTOMY PRIME AGE 12+,,1032.0,Sidney_Health_Center
42835,ADENOIDECTOMY SECONDARY &lt; AGE 12,,609.0,Sidney_Health_Center
42835,ADENOIDECTOMY SECONDARY &lt; AGE 12,,874.0,Sidney_Health_Center
42836,ADENOIDECTOMY SECONDARY AGE 12+,,760.0,Sidney_Health_Center
42842,RADICAL RESECTION TONSIL TONSILLAR PILLARS &amp; OR RETROMOLAR TRIGONE WO,,2947.0,Sidney_Health_Center
42844,RADICAL RESECTION TONSIL TONSILLAR PILLARS &amp; OR RETROMOLAR TRIGONE CLO,,4182.0,Sidney_Health_Center
42845,RADICAL RESECTION TONSIL TONSILLAR PILLARS &amp; OR RETROMOLAR TRIGONE CLO,,6692.0,Sidney_Health_Center
42860,EXC TONSIL TAGS,,522.0,Sidney_Health_Center
42870,EXC DESTRUCT LINGUAL TONSIL ANY METHOD (SEP PROC),,1722.0,Sidney_Health_Center
42890,LIMITED PHARYNGECTOMY,,4098.0,Sidney_Health_Center
42892,RESECTION LAT PHARYNGEAL WALL PYRIFORM SINUS CLOSURE ADVANCEMENT LAT &amp;,,5700.0,Sidney_Health_Center
42894,RESECTION PHARYNGEAL WALL REQUIRING CLOSURE WMYOCUTANEOUS FLAP,,7118.0,Sidney_Health_Center
42900,SUTURE PHARYNX WND INJURY,,1086.0,Sidney_Health_Center
42950,PHARYNGOPLASTY (PLASTIC RECONSTRUCTIVE OPERATION ON PHARYNX),,2707.0,Sidney_Health_Center
42953,PHARYNGOESOPHAGEAL RPR,,2937.0,Sidney_Health_Center
42955,PHARYNGOSTOMY (FISTULIZATION PHARYNX EXT FEEDING),,2346.0,Sidney_Health_Center
42960,CONTROL OROPHARYNGEAL HEMORRHAGE SMPL,,461.0,Sidney_Health_Center
42961,CONTROL OROPHARYNGEAL HEMORRHAGE CMPL WHOSPITALIZATION,,1115.0,Sidney_Health_Center
42962,CONTROL OROPHARYNGEAL HEMORRHAGE WSECONDARY SURGICAL INTERVENTION,,1680.0,Sidney_Health_Center
42970,CONTROL NASOPHARYNGEAL HEMORRHAGE SMPL WPOSTR NASAL PACKS,,1069.0,Sidney_Health_Center
42971,CONTROL NASOPHARYNGEAL HEMORRHAGE CMPL WHOSPITALIZATION,,1453.0,Sidney_Health_Center
42972,CONTROL NASOPHARYNGEAL HEMORRHAGE WSECONDARY SURGICAL INTERVENTION,,1621.0,Sidney_Health_Center
43020,ESOPHAGOTOMY CERVICAL APPRCH WREMVL FB,,1563.0,Sidney_Health_Center
43030,CRICOPHARYNGEAL MYOTOMY,,1397.0,Sidney_Health_Center
43045,ESOPHAGOTOMY THORACIC APPRCH W REMVL FB,,3997.0,Sidney_Health_Center
43100,EXC LESN ESOPHAGUS WPRIME RPR CERVICAL APPRCH,,1971.0,Sidney_Health_Center
43101,EXC LESN ESOPHAGUS WPRIME RPR THORACIC ABDOMINAL APPRCH,,3116.0,Sidney_Health_Center
43107,TOTAL NEAR TOTAL ESOPHAGECTOMY WO THORACOTOMY WPHARYNGOGASTROSTOMY C,,8130.0,Sidney_Health_Center
43108,TOTAL NEAR TOTAL ESOPHAGECTOMY WO THORACOTOMY WCOLON INTERPOSITION S,,13676.0,Sidney_Health_Center
43112,TOTAL NEAR TOTAL ESOPHAGECTOMY WTHORACOTOMY WPHARYNGOGASTROSTOMY CER,,8756.0,Sidney_Health_Center
43113,TOTAL NEAR TOTAL ESOPHAGECTOMY WTHORACOTOMY WCOLON INTERPOSITION SM,,13377.0,Sidney_Health_Center
43116,PARTL ESOPHAGECTOMY CERVICAL WFREE INTESTINAL GRFT WMICROVASC ANASTO,,15412.0,Sidney_Health_Center
43117,PARTL ESOPHAGECTOMY DISTAL TWO THRDS WTHORACOTOMY SEP INCISIN WTHORA,,8025.0,Sidney_Health_Center
43118,PARTL ESOPHAGECTOMY DISTAL TWO THRDS WTHORACTMY SEP INCISN WCOLON IN,,10716.0,Sidney_Health_Center
43121,PARTL ESOPHAGECTOMY DISTAL TWO THRDS WTHORACOTOMY ONLY WTHORACIC ESO,,8594.0,Sidney_Health_Center
43122,PARTL ESOPHAGECTOMY THORACOABDOMINAL ABDOMINAL APPRCH WESOPHAGOGASTRO,,7534.0,Sidney_Health_Center
43123,PARTL ESOPHAGECTOMY THORACOABDOMINAL ABDOMINAL APPRCH WCOLON INTERPOS,,13850.0,Sidney_Health_Center
43124,TOTAL PARTL ESOPHAGECTOMY WO RECONSTRUCT WCERVICAL ESOPHAGOSTOMY,,11358.0,Sidney_Health_Center
43130,DIVERTICULECTOMY HYPOPHARYNX ESOPHAGUS WWO MYOTOMY CERVICAL APPRCH,,2658.0,Sidney_Health_Center
43135,DIVERTICULECTOMY HYPOPHARYNX ESOPHAGUS WWO MYOTOMY THORACIC APPRCH,,4565.0,Sidney_Health_Center
43180,ESOPHAGOSCOPY RIGID TRNSO,,2267.0,Sidney_Health_Center
43191,ESOPHAGOSCOPY RIGID TRANSORAL DIAGNOSTIC,,415.0,Sidney_Health_Center
43194,ESOPHAGOSCOPY RIGID TRANSORAL WREMOVE FOREIGN BODY,,736.0,Sidney_Health_Center
43200,ESOPHAGOSCOPY RIGID FLEXIBLE DX (SEP PROC),,701.0,Sidney_Health_Center
43201,ESOPHAGOSCOPY RIGID FLEXIBLE WDIRECTED SUBMUCOSAL INJ ANY SUBSTANCE,,844.0,Sidney_Health_Center
43202,ESOPHAGOSCOPY RIGID FLEXIBLE WBX SNGL MULTIPLE,,982.0,Sidney_Health_Center
43204,ESOPHAGOSCOPY RIGID FLEXIBLE WINJ SCLEROSIS ESOPHAGEAL VARICES,,620.0,Sidney_Health_Center
43205,ESOPHAGOSCOPY RIGID FLEXIBLE WBAND LIGATION ESOPHAGEAL VARICES,,702.0,Sidney_Health_Center
43215,ESOPHAGOSCOPY RIGID FLEXIBLE WREMVL FB,,475.0,Sidney_Health_Center
43216,ESOPHAGOSCOPY RIGID FLEXIBLE WREMVL LESN HOT FORCEPS CAUTERY,,894.0,Sidney_Health_Center
43217,ESOPHAGOSCOPY RIGID FLEXIBLE WREMVL LESN SNARE,,999.0,Sidney_Health_Center
43220,ESOPHAGOSCOPY RIGID FLEXIBLE WBALLOON DILATION (&lt; 30 MM DIAM),,798.0,Sidney_Health_Center
43226,ESOPHAGOSCOPY RIGID FLEXIBLE WINSERT GUIDE WIRE DILATN OVER GUID WIRE,,391.0,Sidney_Health_Center
43227,ESOPHAGOSCOPY RIGID FLEXIBLE WCONTROL BLEEDING,,853.0,Sidney_Health_Center
43231,ESOPHAGOSCOPY RIGID FLEXIBLE WENDOSCOPIC ULTRASOUND EXAM,,686.0,Sidney_Health_Center
43232,ESOPHAGOSCPY RIGID FLEXIBLE WTRANSENDOSCOPIC ULTRASOUND INTRA- TRANSM,,817.0,Sidney_Health_Center
43233,EGD BALLOON DIL ESOPH30 MM &gt;,,753.0,Sidney_Health_Center
43235,UPR GI ENDOSCOPY DX WWO SPECIMEN COLLECTION BRUSH WASH(SEP PROC),,845.0,Sidney_Health_Center
43236,UPPER GI ENDOSCOPY WDIRECTED SUBMUCOSAL INJ(S) ANY SUBSTANCE,,996.0,Sidney_Health_Center
43237,UPPER GI ENDOSCOPY WENDOSCOPIC U S ESOPHAGEAL EXAM,,856.0,Sidney_Health_Center
43238,UPR GI ENDOSCPY WTRANSENDOSCOPIC U S -GUIDED NEEDLE ASPIRATION BX ESO,,973.0,Sidney_Health_Center
43239,UPPER GI ENDOSCOPY WBX SNGL MULTIPLE,,1035.0,Sidney_Health_Center
43240,UPPER GI ENDOSCOPY WTRANSMURAL DRAINAGE PSEUDOCYST,,1236.0,Sidney_Health_Center
43241,UPPER GI ENDOSCOPY WTRANSENDOSCOPIC TUBE PLACE INTRALUMINAL,,762.0,Sidney_Health_Center
43242,UPR GI ENDOSCPY W TRANSENDOSCOPIC U S -GUIDED NEEDLE ASPIRATION BX ES,,1335.0,Sidney_Health_Center
43243,UPPER GI ENDOSCOPY WINJ ESOPHAGEAL SCLEROSIS &amp; OR GASTRIC VARICES,,900.0,Sidney_Health_Center
43244,UPPER GI ENDOSCOPY WBAND LIGATION ESOPHAGEAL &amp; OR GASTRIC VARICES,,984.0,Sidney_Health_Center
43245,UPPER GI ENDOSCOPY WDILATION GASTRIC OUTLET OBSTRUCTION,,914.0,Sidney_Health_Center
43246,UPPER GI ENDOSCOPY WPLACE PERCUTANEOUS GASTROSTOMY TUBE,,694.0,Sidney_Health_Center
43247,UPPER GI ENDOSCOPY WREMVL FB,,616.0,Sidney_Health_Center
43248,UPPER GI ENDOSCOPY WINSERT GUIDE WIRE DILATION OVER GUIDE WIRE,,930.0,Sidney_Health_Center
43249,UPPER GI ENDOSCOPY WBALLOON DILATION (&lt; 30 MM DIAM),,587.0,Sidney_Health_Center
43250,UPPER GI ENDOSCOPY WREMVL LESN HOT FORCEPS CAUTERY,,938.0,Sidney_Health_Center
43251,UPPER GI ENDOSCOPY WREMVL LESN SNARE,,1018.0,Sidney_Health_Center
43255,UPPER GI ENDOSCOPY WCONTROL BLEEDING ANY METHOD,,960.0,Sidney_Health_Center
43257,UPR GI ENDOSCPY WTHERMAL ENERGY DELIVERY TO LWR ESOPH SPHINCTER GASTR,,1162.0,Sidney_Health_Center
43259,UPPER GI ENDOSCOPY W U S EGD EXAM,,487.0,Sidney_Health_Center
43260,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY DX WWO SPECIMEN COLLEC,,1108.0,Sidney_Health_Center
43261,ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY WBX SNGL MULTIPLE,,1236.0,Sidney_Health_Center
