Number,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Min Contract Price,Max Contract Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,First Choice Health,United Health,Pacific Source,Mountain Health Coop,hospital
4003880,BNP (B TYPE NATRIURETIC PEPTIDE),301.0,83880,210.08,210.08,58.89,205.8784,92.75,92.75,92.75,92.75,174.3664,178.568,205.8784,178.568,58.89,203.7776,Missouri_River_Medical_Center
4003883,"NEPHELOMETRY, EACH ANALYTE",300.0,83883,137.28,137.28,20.4,134.5344,32.129999999999995,32.129999999999995,32.129999999999995,32.129999999999995,113.94239999999999,116.688,134.5344,116.688,20.4,133.1616,Missouri_River_Medical_Center
4003890,MOLECULAR DIANOTICS ISOL,300.0,83890,21.84,21.84,18.1272,21.84,21.84,20.747999999999998,20.747999999999998,19.656,18.1272,18.564,21.4032,18.564,21.1848,21.1848,Missouri_River_Medical_Center
4003891,ISOLATION/EXTRACTION NUCLEIC ACID,300.0,83891,21.84,21.84,18.1272,21.84,21.84,20.747999999999998,20.747999999999998,19.656,18.1272,18.564,21.4032,18.564,21.1848,21.1848,Missouri_River_Medical_Center
4003892,MOLECULAR DIAGNOTICS ENZ DIG,300.0,83892,21.84,21.84,18.1272,21.84,21.84,20.747999999999998,20.747999999999998,19.656,18.1272,18.564,21.4032,18.564,21.1848,21.1848,Missouri_River_Medical_Center
4003893,DOT/SLOT BLOT PRODUCTION,300.0,83893,21.84,21.84,18.1272,21.84,21.84,20.747999999999998,20.747999999999998,19.656,18.1272,18.564,21.4032,18.564,21.1848,21.1848,Missouri_River_Medical_Center
4003896,NUCLEIC ACID PROBE,300.0,83896,22.88,22.88,18.990399999999998,22.88,22.88,21.735999999999997,21.735999999999997,20.592,18.990399999999998,19.448,22.4224,19.448,22.1936,22.1936,Missouri_River_Medical_Center
4003898,MOLECULAR DIAGNOTICS AMPLIF,300.0,83898,81.12,81.12,67.3296,81.12,81.12,77.06400000000001,77.06400000000001,73.00800000000001,67.3296,68.952,79.4976,68.952,78.6864,78.6864,Missouri_River_Medical_Center
4003903,MUTATION SCANNING,300.0,83903,81.12,81.12,67.3296,81.12,81.12,77.06400000000001,77.06400000000001,73.00800000000001,67.3296,68.952,79.4976,68.952,78.6864,78.6864,Missouri_River_Medical_Center
4003912,MOLECULAR DIAGNOTICS INTERP,300.0,83912,22.88,22.88,18.990399999999998,22.88,22.88,21.735999999999997,21.735999999999997,20.592,18.990399999999998,19.448,22.4224,19.448,22.1936,22.1936,Missouri_River_Medical_Center
4003921,"ORGANIC ACID, SINGLE",300.0,83921,255.84,255.84,31.815,250.7232,50.1025,50.1025,50.1025,50.1025,212.3472,217.464,250.7232,217.464,31.815,248.16479999999999,Missouri_River_Medical_Center
4003923,PAD-NET NON-INVASIVE VASCULAR TEST,300.0,93923,537.68,537.68,317.41499999999996,526.9264,317.41499999999996,317.41499999999996,317.41499999999996,317.41499999999996,446.27439999999996,457.02799999999996,526.9264,457.02799999999996,521.5495999999999,521.5495999999999,Missouri_River_Medical_Center
4003930,SERUM OSMOLALITY,300.0,83930,52.0,52.0,9.915000000000001,50.96,15.61,15.61,15.61,15.61,43.16,44.199999999999996,50.96,44.199999999999996,9.915000000000001,50.44,Missouri_River_Medical_Center
4003935,URINE OSMOLALITY (QUANTATIVE),300.0,83935,63.44,63.44,10.23,62.1712,16.1175,16.1175,16.1175,16.1175,52.655199999999994,53.924,62.1712,53.924,10.23,61.5368,Missouri_River_Medical_Center
4003945,"OXALATE, 24 HOUR URINE",300.0,83945,99.84,99.84,21.674999999999997,97.8432,34.142500000000005,34.142500000000005,34.142500000000005,34.142500000000005,82.8672,84.864,97.8432,84.864,21.674999999999997,96.8448,Missouri_River_Medical_Center
4003970,PARATHYROID HORMONE,301.0,83970,266.24,266.24,61.92,260.9152,97.52749999999999,97.52749999999999,97.52749999999999,97.52749999999999,220.9792,226.304,260.9152,226.304,61.92,258.2528,Missouri_River_Medical_Center
4003986,PH BODY FLUID EXCEPT BLOOD,300.0,83986,31.2,31.2,5.37,30.576,8.4525,8.4525,8.4525,8.4525,25.895999999999997,26.52,30.576,26.52,5.37,30.264,Missouri_River_Medical_Center
4003993,"CALPROTECTIN,FECES",300.0,83993,185.12,185.12,29.445,181.4176,46.375,46.375,46.375,46.375,153.6496,157.352,181.4176,157.352,29.445,179.5664,Missouri_River_Medical_Center
4004030,PKU,300.0,84030,39.52,39.52,8.25,38.729600000000005,13.0025,13.0025,13.0025,13.0025,32.8016,33.592,38.729600000000005,33.592,8.25,38.3344,Missouri_River_Medical_Center
4004060,ACID PHOSPHATASE,300.0,84060,81.12,81.12,11.459999999999999,79.4976,18.0425,18.0425,18.0425,18.0425,67.3296,68.952,79.4976,68.952,11.459999999999999,78.6864,Missouri_River_Medical_Center
4004075,ALKALINE PHOSPHATASE,300.0,84075,33.28,33.28,7.77,32.6144,12.2325,12.2325,12.2325,12.2325,27.6224,28.288,32.6144,28.288,7.77,32.2816,Missouri_River_Medical_Center
4004100,PHOSPHORUS,300.0,84100,52.0,52.0,7.11,50.96,11.200000000000001,11.200000000000001,11.200000000000001,11.200000000000001,43.16,44.199999999999996,50.96,44.199999999999996,7.11,50.44,Missouri_River_Medical_Center
4004110,PORPHOBILINAGEN QUANT URINE,300.0,84110,74.88,74.88,12.66,73.38239999999999,19.9325,19.9325,19.9325,19.9325,62.15039999999999,63.647999999999996,73.38239999999999,63.647999999999996,12.66,72.63359999999999,Missouri_River_Medical_Center
4004132,POTASSIUM,301.0,84132,58.24,58.24,7.14,57.0752,11.2525,11.2525,11.2525,11.2525,48.3392,49.504,57.0752,49.504,7.14,56.4928,Missouri_River_Medical_Center
4004133,URINE POTASSIUM (RANDOM),300.0,84133,43.68,43.68,7.095000000000001,42.8064,11.1825,11.1825,11.1825,11.1825,36.2544,37.128,42.8064,37.128,7.095000000000001,42.3696,Missouri_River_Medical_Center
4004134,PRE - ALBUMIN,301.0,84134,102.96,102.96,21.884999999999998,100.90079999999999,34.475,34.475,34.475,34.475,85.45679999999999,87.51599999999999,100.90079999999999,87.51599999999999,21.884999999999998,99.87119999999999,Missouri_River_Medical_Center
4004143,17-OHP,300.0,84143,157.04,157.04,34.214999999999996,153.89919999999998,53.8825,53.8825,53.8825,53.8825,130.3432,133.48399999999998,153.89919999999998,133.48399999999998,34.214999999999996,152.3288,Missouri_River_Medical_Center
4004144,PROGESTERONE,300.0,84144,125.84,125.84,31.29,123.3232,49.28,49.28,49.28,49.28,104.4472,106.964,123.3232,106.964,31.29,122.0648,Missouri_River_Medical_Center
4004146,PROLACTIN,301.0,84146,134.16,134.16,29.07,131.4768,45.78,45.78,45.78,45.78,111.35279999999999,114.03599999999999,131.4768,114.03599999999999,29.07,130.1352,Missouri_River_Medical_Center
4004152,TOTAL & FREE PSA (SEND OUT),300.0,,251.68,251.68,208.8944,251.68,251.68,239.096,239.096,226.512,208.8944,213.928,246.6464,213.928,244.1296,244.1296,Missouri_River_Medical_Center
4004153,PROSTATIC SPEC ANTIGEN TOTAL,301.0,84153,131.04,131.04,27.585,128.4192,43.4525,43.4525,43.4525,43.4525,108.76319999999998,111.38399999999999,128.4192,111.38399999999999,27.585,127.10879999999999,Missouri_River_Medical_Center
4004154,"PROSTATIC, SPEC ANTIGEN FREE",302.0,84154,119.6,119.6,27.585,117.208,43.4525,43.4525,43.4525,43.4525,99.26799999999999,101.66,117.208,101.66,27.585,116.01199999999999,Missouri_River_Medical_Center
4004155,PROTEIN TOTAL,301.0,84155,32.24,32.24,5.505,31.595200000000002,8.6625,8.6625,8.6625,8.6625,26.7592,27.404,31.595200000000002,27.404,5.505,31.2728,Missouri_River_Medical_Center
4004156,URINE PROTEIN,300.0,84156,36.4,36.4,5.505,35.672,8.6625,8.6625,8.6625,8.6625,30.211999999999996,30.939999999999998,35.672,30.939999999999998,5.505,35.308,Missouri_River_Medical_Center
4004157,"PROTEIN, OTHER SOURCE",300.0,84157,35.36,35.36,6.0,34.6528,9.450000000000001,9.450000000000001,9.450000000000001,9.450000000000001,29.348799999999997,30.055999999999997,34.6528,30.055999999999997,6.0,34.2992,Missouri_River_Medical_Center
4004165,"ELECTROPHORESIS, SERUM/URINE",301.0,84165,89.44,89.44,16.11,87.6512,25.375,25.375,25.375,25.375,74.23519999999999,76.024,87.6512,76.024,16.11,86.7568,Missouri_River_Medical_Center
4004166,PROTEIN ELECTROPHORESIS (OTH FLUID,300.0,84166,93.6,93.6,26.744999999999997,91.728,42.1225,42.1225,42.1225,42.1225,77.68799999999999,79.55999999999999,91.728,79.55999999999999,26.744999999999997,90.79199999999999,Missouri_River_Medical_Center
4004202,PROTOPORPHYRIN FREE ERYTHROCYTE,300.0,84202,87.36,87.36,21.525,85.6128,33.8975,33.8975,33.8975,33.8975,72.5088,74.256,85.6128,74.256,21.525,84.7392,Missouri_River_Medical_Center
4004206,PRO INSULIN,300.0,84206,241.28,241.28,40.035000000000004,236.4544,63.0525,63.0525,63.0525,63.0525,200.26239999999999,205.088,236.4544,205.088,40.035000000000004,234.0416,Missouri_River_Medical_Center
4004207,VITAMIN B-6,309.0,84207,260.0,260.0,42.150000000000006,254.79999999999998,66.395,66.395,66.395,66.395,215.79999999999998,221.0,254.79999999999998,221.0,42.150000000000006,252.2,Missouri_River_Medical_Center
4004238,ACTYLCHOLINE RECEPTOR ANTIBODY,300.0,84238,276.64,276.64,54.855000000000004,271.1072,86.3975,86.3975,86.3975,86.3975,229.61119999999997,235.14399999999998,271.1072,235.14399999999998,54.855000000000004,268.3408,Missouri_River_Medical_Center
4004244,RENIN LEVEL,300.0,84244,173.68,173.68,32.985,170.2064,51.9575,51.9575,51.9575,51.9575,144.1544,147.62800000000001,170.2064,147.62800000000001,32.985,168.4696,Missouri_River_Medical_Center
4004255,SELENIUM,300.0,84255,125.84,125.84,38.295,123.3232,60.3225,60.3225,60.3225,60.3225,104.4472,106.964,123.3232,106.964,38.295,122.0648,Missouri_River_Medical_Center
4004270,SEX HORMONE BINDING GLOBULIN - SHB,300.0,84270,180.96,180.96,32.595,177.3408,51.345,51.345,51.345,51.345,150.1968,153.816,177.3408,153.816,32.595,175.5312,Missouri_River_Medical_Center
4004295,SODIUM,300.0,84295,39.52,39.52,7.215,38.729600000000005,11.3575,11.3575,11.3575,11.3575,32.8016,33.592,38.729600000000005,33.592,7.215,38.3344,Missouri_River_Medical_Center
4004300,URINE SODIUM QUANTATIVE,300.0,84300,39.52,39.52,7.59,38.729600000000005,11.9525,11.9525,11.9525,11.9525,32.8016,33.592,38.729600000000005,33.592,7.59,38.3344,Missouri_River_Medical_Center
4004305,INSULIN-LIKE GROWTH FACTOR,300.0,84305,236.08,236.08,31.89,231.35840000000002,50.225,50.225,50.225,50.225,195.9464,200.668,231.35840000000002,200.668,31.89,228.9976,Missouri_River_Medical_Center
4004311,CHYMOTRYPSIN-STOOL-SPECTROPHOTOMET,300.0,84311,190.32,190.32,12.149999999999999,186.5136,19.145,19.145,19.145,19.145,157.9656,161.772,186.5136,161.772,12.149999999999999,184.6104,Missouri_River_Medical_Center
4004402,TESTOSTERONE FREE,309.0,84402,186.16,186.16,38.205,182.4368,60.165000000000006,60.165000000000006,60.165000000000006,60.165000000000006,154.5128,158.236,182.4368,158.236,38.205,180.5752,Missouri_River_Medical_Center
4004403,TESTOSTERONE TOTAL,301.0,84403,178.88,178.88,38.714999999999996,175.3024,60.970000000000006,60.970000000000006,60.970000000000006,60.970000000000006,148.47039999999998,152.048,175.3024,152.048,38.714999999999996,173.5136,Missouri_River_Medical_Center
4004410,ESTOSTERONE BIOAVAILABLE,300.0,84410,100.88,100.88,76.92,100.88,100.88,95.83599999999998,95.83599999999998,90.792,83.73039999999999,85.74799999999999,98.8624,85.74799999999999,76.92,97.85359999999999,Missouri_River_Medical_Center
4004425,VITAMIN B-1 (THIAMIN),300.0,84425,166.4,166.4,31.845,163.072,50.155,50.155,50.155,50.155,138.112,141.44,163.072,141.44,31.845,161.408,Missouri_River_Medical_Center
4004432,THYROGLOBULIN,300.0,84432,176.8,176.8,24.089999999999996,173.264,37.94,37.94,37.94,37.94,146.744,150.28,173.264,150.28,24.089999999999996,171.496,Missouri_River_Medical_Center
4004436,TOTAL T4,301.0,84436,56.16,56.16,10.305,55.03679999999999,16.2225,16.2225,16.2225,16.2225,46.61279999999999,47.736,55.03679999999999,47.736,10.305,54.475199999999994,Missouri_River_Medical_Center
4004439,FREE T4,301.0,84439,92.56,92.56,13.53,90.7088,21.314999999999998,21.314999999999998,21.314999999999998,21.314999999999998,76.8248,78.676,90.7088,78.676,13.53,89.7832,Missouri_River_Medical_Center
4004443,TSH,301.0,84443,132.08,132.08,25.200000000000003,129.4384,39.69,39.69,39.69,39.69,109.6264,112.268,129.4384,112.268,25.200000000000003,128.1176,Missouri_River_Medical_Center
4004445,THYROID STIMULATING IMMUNOGLOBULIN,309.0,84445,324.48,324.48,76.28999999999999,317.9904,120.155,120.155,120.155,120.155,269.3184,275.808,317.9904,275.808,76.28999999999999,314.7456,Missouri_River_Medical_Center
4004446,VITAMIN E,300.0,84446,102.96,102.96,21.27,100.90079999999999,33.495000000000005,33.495000000000005,33.495000000000005,33.495000000000005,85.45679999999999,87.51599999999999,100.90079999999999,87.51599999999999,21.27,99.87119999999999,Missouri_River_Medical_Center
4004450,AST (SGOT),301.0,84450,37.44,37.44,7.77,36.691199999999995,12.2325,12.2325,12.2325,12.2325,31.075199999999995,31.823999999999998,36.691199999999995,31.823999999999998,7.77,36.31679999999999,Missouri_River_Medical_Center
4004460,ALT (SGPT),301.0,84460,39.52,39.52,7.949999999999999,38.729600000000005,12.530000000000001,12.530000000000001,12.530000000000001,12.530000000000001,32.8016,33.592,38.729600000000005,33.592,7.949999999999999,38.3344,Missouri_River_Medical_Center
4004466,TRANSFERRIN,300.0,84466,114.4,114.4,19.14,112.11200000000001,30.1525,30.1525,30.1525,30.1525,94.952,97.24000000000001,112.11200000000001,97.24000000000001,19.14,110.968,Missouri_River_Medical_Center
4004478,TRIGLYCERIDES,300.0,84478,39.52,39.52,8.61,38.729600000000005,13.5625,13.5625,13.5625,13.5625,32.8016,33.592,38.729600000000005,33.592,8.61,38.3344,Missouri_River_Medical_Center
4004479,T/3 UPTAKE %,300.0,84479,54.08,54.08,9.705,52.9984,15.2775,15.2775,15.2775,15.2775,44.886399999999995,45.967999999999996,52.9984,45.967999999999996,9.705,52.4576,Missouri_River_Medical_Center
4004480,T3 TOTAL,301.0,84480,125.84,125.84,21.27,123.3232,33.495000000000005,33.495000000000005,33.495000000000005,33.495000000000005,104.4472,106.964,123.3232,106.964,21.27,122.0648,Missouri_River_Medical_Center
4004481,FREE T3,301.0,84481,160.16,160.16,25.410000000000004,156.9568,40.0225,40.0225,40.0225,40.0225,132.9328,136.136,156.9568,136.136,25.410000000000004,155.3552,Missouri_River_Medical_Center
4004482,T3 REVERSE,309.0,84482,185.12,185.12,23.64,181.4176,37.24,37.24,37.24,37.24,153.6496,157.352,181.4176,157.352,23.64,179.5664,Missouri_River_Medical_Center
4004484,1ST TRIAGE CARDIAC PANEL TROPONIN I,301.0,84484,89.44,89.44,18.705000000000002,87.6512,29.452499999999997,29.452499999999997,29.452499999999997,29.452499999999997,74.23519999999999,76.024,87.6512,76.024,18.705000000000002,86.7568,Missouri_River_Medical_Center
4004520,BUN,300.0,84520,63.44,63.44,5.925000000000001,62.1712,9.3275,9.3275,9.3275,9.3275,52.655199999999994,53.924,62.1712,53.924,5.925000000000001,61.5368,Missouri_River_Medical_Center
4004550,URIC ACID,301.0,84550,38.48,38.48,6.779999999999999,37.71039999999999,10.674999999999999,10.674999999999999,10.674999999999999,10.674999999999999,31.938399999999994,32.708,37.71039999999999,32.708,6.779999999999999,37.325599999999994,Missouri_River_Medical_Center
4004560,URIC ACID - OTHER SOURCE,300.0,84560,52.0,52.0,7.62,50.96,12.005,12.005,12.005,12.005,43.16,44.199999999999996,50.96,44.199999999999996,7.62,50.44,Missouri_River_Medical_Center
4004588,ADH (ARGININE VASOPRESSIN HORMONE),300.0,84588,273.52,273.52,50.91,268.0496,80.185,80.185,80.185,80.185,227.02159999999998,232.492,268.0496,232.492,50.91,265.3144,Missouri_River_Medical_Center
4004590,VITAMIN A,300.0,84590,184.08,184.08,17.415,180.3984,27.4225,27.4225,27.4225,27.4225,152.78640000000001,156.46800000000002,180.3984,156.46800000000002,17.415,178.5576,Missouri_River_Medical_Center
4004630,ZINC,300.0,84630,131.04,131.04,17.085,128.4192,26.915000000000003,26.915000000000003,26.915000000000003,26.915000000000003,108.76319999999998,111.38399999999999,128.4192,111.38399999999999,17.085,127.10879999999999,Missouri_River_Medical_Center
4004681,C PEPTIDE,300.0,84681,177.84,177.84,31.214999999999996,174.2832,49.1575,49.1575,49.1575,49.1575,147.6072,151.164,174.2832,151.164,31.214999999999996,172.5048,Missouri_River_Medical_Center
4004702,HCG QUANTITATIVE,300.0,84702,118.56,118.56,22.575000000000003,116.1888,35.56,35.56,35.56,35.56,98.4048,100.776,116.1888,100.776,22.575000000000003,115.00319999999999,Missouri_River_Medical_Center
4004703,HCG QUALITATIVE,301.0,84703,72.8,72.8,11.28,71.344,17.7625,17.7625,17.7625,17.7625,60.42399999999999,61.879999999999995,71.344,61.879999999999995,11.28,70.616,Missouri_River_Medical_Center
4004999,UNPECIFIED LABORATORY PROCEDURE,300.0,84999,29.12,29.12,24.1696,29.12,29.12,27.663999999999998,27.663999999999998,26.208000000000002,24.1696,24.752,28.5376,24.752,28.2464,28.2464,Missouri_River_Medical_Center
4005025,COMPLETE CBC CT W AUTO DIFF COUNT,300.0,85025,54.08,54.08,11.655,52.9984,18.3575,18.3575,18.3575,18.3575,44.886399999999995,45.967999999999996,52.9984,45.967999999999996,11.655,52.4576,Missouri_River_Medical_Center
4005027,HEMOGRAM WITH PLATELET,300.0,85027,75.92,75.92,9.705,74.4016,15.2775,15.2775,15.2775,15.2775,63.0136,64.532,74.4016,64.532,9.705,73.6424,Missouri_River_Medical_Center
4005044,RETICULOCYTE COUNT,300.0,85044,39.52,39.52,6.465,38.729600000000005,10.185,10.185,10.185,10.185,32.8016,33.592,38.729600000000005,33.592,6.465,38.3344,Missouri_River_Medical_Center
4005220,FACTOR V,300.0,85220,173.68,173.68,26.474999999999998,170.2064,41.7025,41.7025,41.7025,41.7025,144.1544,147.62800000000001,170.2064,147.62800000000001,26.474999999999998,168.4696,Missouri_River_Medical_Center
4005300,ANTITHROMBIN 111 FUNCTIONAL,300.0,85300,153.92,153.92,17.775,150.84159999999997,28.0,28.0,28.0,28.0,127.75359999999998,130.832,150.84159999999997,130.832,17.775,149.30239999999998,Missouri_River_Medical_Center
4005301,"ANTITHROMBIN III, ANTIGEN ASSAY",300.0,85301,174.72,174.72,16.215,171.2256,25.5325,25.5325,25.5325,25.5325,145.0176,148.512,171.2256,148.512,16.215,169.4784,Missouri_River_Medical_Center
4005302,PROTEIN C ANTIGEN,300.0,85302,185.12,185.12,18.015,181.4176,28.3675,28.3675,28.3675,28.3675,153.6496,157.352,181.4176,157.352,18.015,179.5664,Missouri_River_Medical_Center
4005303,PROTEIN C FUNTIONAL,300.0,85303,179.92,179.92,20.759999999999998,176.3216,32.69,32.69,32.69,32.69,149.3336,152.932,176.3216,152.932,20.759999999999998,174.52239999999998,Missouri_River_Medical_Center
4005305,PROTEIN S TOTAL AG,300.0,85305,184.08,184.08,17.415,180.3984,27.4225,27.4225,27.4225,27.4225,152.78640000000001,156.46800000000002,180.3984,156.46800000000002,17.415,178.5576,Missouri_River_Medical_Center
4005306,"PROTEIN S , FREE AG",300.0,85306,189.28,189.28,22.98,185.49439999999998,36.19,36.19,36.19,36.19,157.1024,160.888,185.49439999999998,160.888,22.98,183.6016,Missouri_River_Medical_Center
4005307,ACTIVATED PROTEIN C RESISTANCE,300.0,85307,167.44,167.44,22.98,164.0912,36.19,36.19,36.19,36.19,138.9752,142.32399999999998,164.0912,142.32399999999998,22.98,162.4168,Missouri_River_Medical_Center
4005366,SOLUBLE FIBRIN MONOMER,300.0,85366,84.24,84.24,32.585,82.5552,32.585,32.585,32.585,32.585,69.91919999999999,71.604,82.5552,71.604,81.71279999999999,81.71279999999999,Missouri_River_Medical_Center
4005378,D-DIMER SEMIQUANT,300.0,85378,86.32,86.32,14.580000000000002,84.5936,22.959999999999997,22.959999999999997,22.959999999999997,22.959999999999997,71.64559999999999,73.37199999999999,84.5936,73.37199999999999,14.580000000000002,83.73039999999999,Missouri_River_Medical_Center
4005379,D-DIMER QUANTITATIVE,305.0,85379,111.28,111.28,15.27,109.0544,24.045,24.045,24.045,24.045,92.3624,94.588,109.0544,94.588,15.27,107.9416,Missouri_River_Medical_Center
4005384,FIBRINOGEN,300.0,85384,75.92,75.92,14.580000000000002,74.4016,22.959999999999997,22.959999999999997,22.959999999999997,22.959999999999997,63.0136,64.532,74.4016,64.532,14.580000000000002,73.6424,Missouri_River_Medical_Center
4005390,SPECIAL COAGULATION INTERPRETATION,300.0,85390,73.84,73.84,23.22,72.3632,36.574999999999996,36.574999999999996,36.574999999999996,36.574999999999996,61.2872,62.764,72.3632,62.764,23.22,71.62480000000001,Missouri_River_Medical_Center
4005420,PLASMINAGEN,300.0,85420,153.92,153.92,9.795,150.84159999999997,15.435,15.435,15.435,15.435,127.75359999999998,130.832,150.84159999999997,130.832,9.795,149.30239999999998,Missouri_River_Medical_Center
4005610,PROTHROMBIN TIME,305.0,85610,44.72,44.72,6.4350000000000005,43.8256,10.1325,10.1325,10.1325,10.1325,37.117599999999996,38.012,43.8256,38.012,6.4350000000000005,43.3784,Missouri_River_Medical_Center
4005612,LUPUS ANTICOAGULANT PANEL,300.0,85612,91.52,91.52,26.235,89.6896,41.317499999999995,41.317499999999995,41.317499999999995,41.317499999999995,75.96159999999999,77.792,89.6896,77.792,26.235,88.7744,Missouri_River_Medical_Center
4005613,RUSSELL VIPER VENOM TIME: DILUTED,300.0,85613,97.76,97.76,14.370000000000001,95.8048,22.627499999999998,22.627499999999998,22.627499999999998,22.627499999999998,81.1408,83.096,95.8048,83.096,14.370000000000001,94.8272,Missouri_River_Medical_Center
4005651,SED RATE,305.0,85651,38.48,38.48,6.404999999999999,37.71039999999999,10.08,10.08,10.08,10.08,31.938399999999994,32.708,37.71039999999999,32.708,6.404999999999999,37.325599999999994,Missouri_River_Medical_Center
4005670,THROMBIN TIME,300.0,85670,71.76,71.76,8.655,70.32480000000001,13.6325,13.6325,13.6325,13.6325,59.5608,60.996,70.32480000000001,60.996,8.655,69.6072,Missouri_River_Medical_Center
4005730,ACT PART THROMBOPLASTIN TIME,305.0,85730,63.44,63.44,9.015,62.1712,14.192499999999999,14.192499999999999,14.192499999999999,14.192499999999999,52.655199999999994,53.924,62.1712,53.924,9.015,61.5368,Missouri_River_Medical_Center
4005732,THROMBOPLASTIN (PTT); SUBSTITUTION,300.0,85732,64.48,64.48,9.705,63.190400000000004,15.2775,15.2775,15.2775,15.2775,53.5184,54.808,63.190400000000004,54.808,9.705,62.5456,Missouri_River_Medical_Center
4006000,MOLD,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006001,GRASS #3,300.0,86003,126.88,126.88,7.83,124.3424,12.3375,12.3375,12.3375,12.3375,105.31039999999999,107.848,124.3424,107.848,7.83,123.0736,Missouri_River_Medical_Center
4006003,ALLERGY GROUP SPECIFIC IGE SCREEN,309.0,86003,34.32,34.32,7.83,33.6336,12.3375,12.3375,12.3375,12.3375,28.485599999999998,29.172,33.6336,29.172,7.83,33.2904,Missouri_River_Medical_Center
4006004,EPITHELIA #3,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006005,ADULT FOOD PROFILE 22,300.0,86003,396.24,396.24,7.83,388.3152,12.3375,12.3375,12.3375,12.3375,328.87919999999997,336.804,388.3152,336.804,7.83,384.3528,Missouri_River_Medical_Center
4006006,GRASS #1,300.0,86003,126.88,126.88,7.83,124.3424,12.3375,12.3375,12.3375,12.3375,105.31039999999999,107.848,124.3424,107.848,7.83,123.0736,Missouri_River_Medical_Center
4006007,GRASS #2,300.0,86003,126.88,126.88,7.83,124.3424,12.3375,12.3375,12.3375,12.3375,105.31039999999999,107.848,124.3424,107.848,7.83,123.0736,Missouri_River_Medical_Center
4006008,HOUSE DUST,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006009,TREE #1,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006010,TREE #2,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006011,TREE #3,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006012,TREE #4,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006013,WEED #1,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006014,WEED #2,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006015,WEED #3,300.0,86003,127.92,127.92,7.83,125.3616,12.3375,12.3375,12.3375,12.3375,106.1736,108.732,125.3616,108.732,7.83,124.08239999999999,Missouri_River_Medical_Center
4006022,PLATLET ANTIBODY SCREENING,300.0,86022,272.48,272.48,27.555,267.0304,43.4,43.4,43.4,43.4,226.1584,231.608,267.0304,231.608,27.555,264.3056,Missouri_River_Medical_Center
4006038,ANA,301.0,86038,108.16,108.16,18.134999999999998,105.9968,28.560000000000002,28.560000000000002,28.560000000000002,28.560000000000002,89.77279999999999,91.93599999999999,105.9968,91.93599999999999,18.134999999999998,104.9152,Missouri_River_Medical_Center
4006039,ANA TITER,300.0,86039,110.24,110.24,16.740000000000002,108.03519999999999,26.372500000000002,26.372500000000002,26.372500000000002,26.372500000000002,91.49919999999999,93.704,108.03519999999999,93.704,16.740000000000002,106.93279999999999,Missouri_River_Medical_Center
4006060,ASO TITER,300.0,86060,75.92,75.92,10.95,74.4016,17.255,17.255,17.255,17.255,63.0136,64.532,74.4016,64.532,10.95,73.6424,Missouri_River_Medical_Center
4006140,C-REACTIVE PROTEIN,302.0,86140,62.4,62.4,7.77,61.152,12.2325,12.2325,12.2325,12.2325,51.791999999999994,53.04,61.152,53.04,7.77,60.528,Missouri_River_Medical_Center
4006141,HIGH SENSITIVITY CRP,300.0,86141,91.52,91.52,19.424999999999997,89.6896,30.59,30.59,30.59,30.59,75.96159999999999,77.792,89.6896,77.792,19.424999999999997,88.7744,Missouri_River_Medical_Center
4006147,ANTI-CARDIOLIPID AB PANEL,300.0,86147,223.6,223.6,38.175,219.128,60.129999999999995,60.129999999999995,60.129999999999995,60.129999999999995,185.588,190.06,219.128,190.06,38.175,216.892,Missouri_River_Medical_Center
