Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_OF_MONTANA,EBMS,FIRST_CHOICE_HEALTH,MOUNTAIN_HEALTH_CO_OP,PACIFICSOURCE,UNITED_HEALTHCARE,hospital
04200336_1,lOrAzEpAm (ATIVAN) 0.5MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200337_1,LORAZEPAM (ATIVAN) 2MG TAB *INACTIVE*,Inpatient,259,,,,0,3.44,3.27,3.2,3.44,3.27,3.2,3.27,3.27,3.34,3.44,3.27,Northern_Rockies_Medical_Center
04200337_1,LORAZEPAM (ATIVAN) 2MG TAB *INACTIVE*,Outpatient,259,,,,0,3.44,3.27,3.2,3.44,3.27,3.2,3.27,3.27,3.34,3.44,3.27,Northern_Rockies_Medical_Center
04200338_1,LORAZEPAM (ATIVAN) 2MG/1ML,Inpatient,636,J2060,Lorazepam injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200338_1,LORAZEPAM (ATIVAN) 2MG/1ML,Outpatient,636,J2060,Lorazepam injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200339_1,LOSARTAN (COZAAR) 50MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200339_1,LOSARTAN (COZAAR) 50MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200340_1,ENOXAPARIN (LOVENOX) 100MG/1ML SYRINGE,Inpatient,636,J1650,Inj enoxaparin sodium,,10,64.13,60.92,59.64,64.13,60.92,59.64,60.92,60.92,62.21,64.13,60.92,Northern_Rockies_Medical_Center
04200340_1,ENOXAPARIN (LOVENOX) 100MG/1ML SYRINGE,Outpatient,636,J1650,Inj enoxaparin sodium,,10,64.13,60.92,59.64,64.13,60.92,59.64,60.92,60.92,62.21,64.13,60.92,Northern_Rockies_Medical_Center
04200341_1,MOISTURIZER (LUBRIDERM),Inpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200341_1,MOISTURIZER (LUBRIDERM),Outpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200342_1,MULTIVITAMIN (M.V.I.) 10ML VIAL,Inpatient,250,,,,0,42.84,40.7,39.84,42.84,40.7,39.84,40.7,40.7,41.55,42.84,40.7,Northern_Rockies_Medical_Center
04200342_1,MULTIVITAMIN (M.V.I.) 10ML VIAL,Outpatient,250,,,,0,42.84,40.7,39.84,42.84,40.7,39.84,40.7,40.7,41.55,42.84,40.7,Northern_Rockies_Medical_Center
04200343_1,MAGNESIUM SULF (SLOW MAG) 64MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200343_1,MAGNESIUM SULF (SLOW MAG) 64MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200344_1,MAGNESIUM CITRATE 300ML SOLUTION,Inpatient,259,,,,0,5.97,5.67,5.55,5.97,5.67,5.55,5.67,5.67,5.79,5.97,5.67,Northern_Rockies_Medical_Center
04200344_1,MAGNESIUM CITRATE 300ML SOLUTION,Outpatient,259,,,,0,5.97,5.67,5.55,5.97,5.67,5.55,5.67,5.67,5.79,5.97,5.67,Northern_Rockies_Medical_Center
04200345_1,MAGNESIUM SULFATE 5G/10ML VIAL,Inpatient,636,J3475,Inj magnesium sulfate,,10,4.09,3.89,3.8,4.09,3.89,3.8,3.89,3.89,3.97,4.09,3.89,Northern_Rockies_Medical_Center
04200345_1,MAGNESIUM SULFATE 5G/10ML VIAL,Outpatient,636,J3475,Inj magnesium sulfate,,10,4.09,3.89,3.8,4.09,3.89,3.8,3.89,3.89,3.97,4.09,3.89,Northern_Rockies_Medical_Center
04200346_1,MANNITOL (OSMITROL) 25% 50ML,Inpatient,636,J2150,Mannitol injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200346_1,MANNITOL (OSMITROL) 25% 50ML,Outpatient,636,J2150,Mannitol injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200347_1,NEO/POLY/DEXAMETH 0.1% EYE GTT 5ML,Inpatient,259,,,,0,41.37,39.3,38.47,41.37,39.3,38.47,39.3,39.3,40.13,41.37,39.3,Northern_Rockies_Medical_Center
04200347_1,NEO/POLY/DEXAMETH 0.1% EYE GTT 5ML,Outpatient,259,,,,0,41.37,39.3,38.47,41.37,39.3,38.47,39.3,39.3,40.13,41.37,39.3,Northern_Rockies_Medical_Center
04200348_1,MECLIZINE (ANTIVERT) 25MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200348_1,MECLIZINE (ANTIVERT) 25MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200349_1,MEGESTROL ACETATE (MEGACE) 40MG/ML 240ML,Inpatient,259,,,,1,44.37,42.15,41.26,44.37,42.15,41.26,42.15,42.15,43.04,44.37,42.15,Northern_Rockies_Medical_Center
04200349_1,MEGESTROL ACETATE (MEGACE) 40MG/ML 240ML,Outpatient,259,,,,1,44.37,42.15,41.26,44.37,42.15,41.26,42.15,42.15,43.04,44.37,42.15,Northern_Rockies_Medical_Center
04200350_1,MEPERIDINE (DEMEROL) 50MG/ML,Inpatient,636,J2175,Meperidine hydrochl /100 mg,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200350_1,MEPERIDINE (DEMEROL) 50MG/ML,Outpatient,636,J2175,Meperidine hydrochl /100 mg,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200351_1,MEPERIDINE (DEMEROL) 100MG/1ML*-NF,Inpatient,636,J2175,Meperidine hydrochl /100 mg,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200351_1,MEPERIDINE (DEMEROL) 100MG/1ML*-NF,Outpatient,636,J2175,Meperidine hydrochl /100 mg,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200352_1,MEPERIDINE (DEMEROL) 10MG/ML PCA 30ML,Inpatient,636,J2175,Meperidine hydrochl /100 mg,,3,138,131.1,128.34,138,131.1,128.34,131.1,131.1,133.86,138,131.1,Northern_Rockies_Medical_Center
04200352_1,MEPERIDINE (DEMEROL) 10MG/ML PCA 30ML,Outpatient,636,J2175,Meperidine hydrochl /100 mg,,3,138,131.1,128.34,138,131.1,128.34,131.1,131.1,133.86,138,131.1,Northern_Rockies_Medical_Center
04200354_1,MEROPENEM (MERREM) 500MG VIAL,Inpatient,636,J2185,Meropenem,,5,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200354_1,MEROPENEM (MERREM) 500MG VIAL,Outpatient,636,J2185,Meropenem,,5,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200355_1,METFORMIN (GLUCOPHAGE) 500MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200355_1,METFORMIN (GLUCOPHAGE) 500MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200356_1,METHERGONOV (METHERGINE) 0.2MG/ML,Inpatient,636,J2210,Methylergonovin maleate inj,,1,70.83,67.29,65.87,70.83,67.29,65.87,67.29,67.29,68.71,70.83,67.29,Northern_Rockies_Medical_Center
04200356_1,METHERGONOV (METHERGINE) 0.2MG/ML,Outpatient,636,J2210,Methylergonovin maleate inj,,1,70.83,67.29,65.87,70.83,67.29,65.87,67.29,67.29,68.71,70.83,67.29,Northern_Rockies_Medical_Center
04200357_1,METHOCARBAMOL (ROBAXIN) 750MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200357_1,METHOCARBAMOL (ROBAXIN) 750MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200358_1,METHYLPRED (MEDROL DOSEPAK) 4MG TAB,Inpatient,259,J7509,Methylprednisolone oral,,0,18.27,17.36,16.99,18.27,17.36,16.99,17.36,17.36,17.72,18.27,17.36,Northern_Rockies_Medical_Center
04200358_1,METHYLPRED (MEDROL DOSEPAK) 4MG TAB,Outpatient,259,J7509,Methylprednisolone oral,,0,18.27,17.36,16.99,18.27,17.36,16.99,17.36,17.36,17.72,18.27,17.36,Northern_Rockies_Medical_Center
04200359_1,METHYLPRED SOD SUCC (SOLU-MEDROL) 125MG,Inpatient,636,J2930,Methylprednisolone injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200359_1,METHYLPRED SOD SUCC (SOLU-MEDROL) 125MG,Outpatient,636,J2930,Methylprednisolone injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200360_1,METHYLPREDNISOLONE SOD SUCC 1G VIAL,Inpatient,636,J2930,Methylprednisolone injection,,0,143.01,135.86,133,143.01,135.86,133,135.86,135.86,138.72,143.01,135.86,Northern_Rockies_Medical_Center
04200360_1,METHYLPREDNISOLONE SOD SUCC 1G VIAL,Outpatient,636,J2930,Methylprednisolone injection,,0,143.01,135.86,133,143.01,135.86,133,135.86,135.86,138.72,143.01,135.86,Northern_Rockies_Medical_Center
04200361_1,METHYLPRED SOD SUCC : 40MG VIAL,Inpatient,636,J1030,Methylprednisolone 40 mg inj,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200361_1,METHYLPRED SOD SUCC : 40MG VIAL,Outpatient,636,J1030,Methylprednisolone 40 mg inj,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200362_1,METOCLOPRAMIDE (REGLAN) 10MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200362_1,METOCLOPRAMIDE (REGLAN) 10MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200363_1,METOCLOPRAMIDE (REGLAN) 10MG/2ML,Inpatient,636,J2765,Metoclopramide hcl injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200363_1,METOCLOPRAMIDE (REGLAN) 10MG/2ML,Outpatient,636,J2765,Metoclopramide hcl injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200364_1,METOLAZONE (ZAROXOLYN) 5MG TAB,Inpatient,259,,,,0,3.21,3.05,2.99,3.21,3.05,2.99,3.05,3.05,3.11,3.21,3.05,Northern_Rockies_Medical_Center
04200364_1,METOLAZONE (ZAROXOLYN) 5MG TAB,Outpatient,259,,,,0,3.21,3.05,2.99,3.21,3.05,2.99,3.05,3.05,3.11,3.21,3.05,Northern_Rockies_Medical_Center
04200365_1,METOPROLOL (LOPRESSOR) 5MG/5ML VIAL,Inpatient,250,,,,5,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200365_1,METOPROLOL (LOPRESSOR) 5MG/5ML VIAL,Outpatient,250,,,,5,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200366_1,METOPROLOL XL (TOPROL XL) 50MG TAB,Inpatient,259,,,,0,3.27,3.11,3.04,3.27,3.11,3.04,3.11,3.11,3.17,3.27,3.11,Northern_Rockies_Medical_Center
04200366_1,METOPROLOL XL (TOPROL XL) 50MG TAB,Outpatient,259,,,,0,3.27,3.11,3.04,3.27,3.11,3.04,3.11,3.11,3.17,3.27,3.11,Northern_Rockies_Medical_Center
04200367_1,METOPROLOL TART (LOPRESSOR) 50MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200367_1,METOPROLOL TART (LOPRESSOR) 50MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200368_1,METRONIDAZOLE (FLAGYL) 250MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200368_1,METRONIDAZOLE (FLAGYL) 250MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200369_1,METRONIDAZOLE/NS 500MG/100ML IVPB PREMIX,Inpatient,636,J3490,Drugs unclassified injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200369_1,METRONIDAZOLE/NS 500MG/100ML IVPB PREMIX,Outpatient,636,J3490,Drugs unclassified injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200370_1,MIDAZOLAM (VERSED) 2MG/2ML,Inpatient,636,J2250,Inj midazolam hydrochloride,,2,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200370_1,MIDAZOLAM (VERSED) 2MG/2ML,Outpatient,636,J2250,Inj midazolam hydrochloride,,2,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200371_1,MIDAZOLAM (VERSED) 5MG/1ML 2ML VIAL,Inpatient,636,J2250,Inj midazolam hydrochloride,,10,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200371_1,MIDAZOLAM (VERSED) 5MG/1ML 2ML VIAL,Outpatient,636,J2250,Inj midazolam hydrochloride,,10,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200372_1,MILK OF MAGNESIA 400MG/5ML 30ML UD,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200372_1,MILK OF MAGNESIA 400MG/5ML 30ML UD,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200373_1,MINERAL OIL 30ML UD,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200373_1,MINERAL OIL 30ML UD,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200374_1,MIRTAZAPINE (REMERON) 15MG,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200374_1,MIRTAZAPINE (REMERON) 15MG,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200377_1,MONTELUKAST (SINGULAIR) 10MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200377_1,MONTELUKAST (SINGULAIR) 10MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200378_1,MORPHINE SULFATE 10MG/1ML,Inpatient,636,J2270,Morphine sulfate injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200378_1,MORPHINE SULFATE 10MG/1ML,Outpatient,636,J2270,Morphine sulfate injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200380_1,MORPHINE SULFATE 2MG/ML SYRINGE,Inpatient,636,J2270,Morphine sulfate injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200380_1,MORPHINE SULFATE 2MG/ML SYRINGE,Outpatient,636,J2270,Morphine sulfate injection,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200381_1,MORPHINE SULFATE PCA 30MG/30 ML,Inpatient,636,J2270,Morphine sulfate injection,,3,138,131.1,128.34,138,131.1,128.34,131.1,131.1,133.86,138,131.1,Northern_Rockies_Medical_Center
04200381_1,MORPHINE SULFATE PCA 30MG/30 ML,Outpatient,636,J2270,Morphine sulfate injection,,3,138,131.1,128.34,138,131.1,128.34,131.1,131.1,133.86,138,131.1,Northern_Rockies_Medical_Center
04200383_1,NF-MOXIFLOXICIN (AVELOX) 400MG *INACTIVE,Inpatient,259,,,,0,69.66,66.18,64.78,69.66,66.18,64.78,66.18,66.18,67.57,69.66,66.18,Northern_Rockies_Medical_Center
04200383_1,NF-MOXIFLOXICIN (AVELOX) 400MG *INACTIVE,Outpatient,259,,,,0,69.66,66.18,64.78,69.66,66.18,64.78,66.18,66.18,67.57,69.66,66.18,Northern_Rockies_Medical_Center
04200384_1,MULTI-VITAMIN/MINERALS TABLET,Inpatient,259,,,,0,3.04,2.89,2.83,3.04,2.89,2.83,2.89,2.89,2.95,3.04,2.89,Northern_Rockies_Medical_Center
04200384_1,MULTI-VITAMIN/MINERALS TABLET,Outpatient,259,,,,0,3.04,2.89,2.83,3.04,2.89,2.83,2.89,2.89,2.95,3.04,2.89,Northern_Rockies_Medical_Center
04200385_1,MUPIROCIN (BACTROBAN) 2% OINT 15GM,Inpatient,259,,,,0,18.24,17.33,16.96,18.24,17.33,16.96,17.33,17.33,17.69,18.24,17.33,Northern_Rockies_Medical_Center
04200385_1,MUPIROCIN (BACTROBAN) 2% OINT 15GM,Outpatient,259,,,,0,18.24,17.33,16.96,18.24,17.33,16.96,17.33,17.33,17.69,18.24,17.33,Northern_Rockies_Medical_Center
04200386_1,MAG/ALUM/SIMETH (MAALOX) 30ML,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200386_1,MAG/ALUM/SIMETH (MAALOX) 30ML,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200387_1,NADOLOL (CORGARD) 40MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200387_1,NADOLOL (CORGARD) 40MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200388_1,NAFCILLIN 1G - IM INJECTION,Inpatient,636,S0032,"Injection, nafcillin sodium",,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200388_1,NAFCILLIN 1G - IM INJECTION,Outpatient,636,S0032,"Injection, nafcillin sodium",,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200389_1,NAFCILLIN 2G - IM INJECTION,Inpatient,250,S0032,"Injection, nafcillin sodium",,1,37.89,36,35.24,37.89,36,35.24,36,36,36.75,37.89,36,Northern_Rockies_Medical_Center
04200389_1,NAFCILLIN 2G - IM INJECTION,Outpatient,250,S0032,"Injection, nafcillin sodium",,1,37.89,36,35.24,37.89,36,35.24,36,36,36.75,37.89,36,Northern_Rockies_Medical_Center
04200390_1,NALBUPHINE (NUBAIN) : 20MG/1ML*,Inpatient,636,J2300,Inj nalbuphine hydrochloride,,2,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200390_1,NALBUPHINE (NUBAIN) : 20MG/1ML*,Outpatient,636,J2300,Inj nalbuphine hydrochloride,,2,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200391_1,NALOXONE (NARCAN) 0.4MG/1ML,Inpatient,636,J2310,Inj naloxone hydrochloride,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200391_1,NALOXONE (NARCAN) 0.4MG/1ML,Outpatient,636,J2310,Inj naloxone hydrochloride,,1,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200392_1,NAPROXEN (NAPROSYN) 500MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200392_1,NAPROXEN (NAPROSYN) 500MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200393_1,NEO/POLY/DEXA OPHTH OINT 3.5G,Inpatient,259,,,,0,42.45,40.33,39.48,42.45,40.33,39.48,40.33,40.33,41.18,42.45,40.33,Northern_Rockies_Medical_Center
04200393_1,NEO/POLY/DEXA OPHTH OINT 3.5G,Outpatient,259,,,,0,42.45,40.33,39.48,42.45,40.33,39.48,40.33,40.33,41.18,42.45,40.33,Northern_Rockies_Medical_Center
04200394_1,NEO/POLY/HCT OTIC SUSP 10 ML BOTTLE,Inpatient,259,,,,0,119.34,113.37,110.99,119.34,113.37,110.99,113.37,113.37,115.76,119.34,113.37,Northern_Rockies_Medical_Center
04200394_1,NEO/POLY/HCT OTIC SUSP 10 ML BOTTLE,Outpatient,259,,,,0,119.34,113.37,110.99,119.34,113.37,110.99,113.37,113.37,115.76,119.34,113.37,Northern_Rockies_Medical_Center
04200395_1,NEOSTIGMINE 1MG/1ML 1:1000,Inpatient,636,J2710,Neostigmine methylslfte inj,,0,356.85,339.01,331.87,356.85,339.01,331.87,339.01,339.01,346.14,356.85,339.01,Northern_Rockies_Medical_Center
04200395_1,NEOSTIGMINE 1MG/1ML 1:1000,Outpatient,636,J2710,Neostigmine methylslfte inj,,0,356.85,339.01,331.87,356.85,339.01,331.87,339.01,339.01,346.14,356.85,339.01,Northern_Rockies_Medical_Center
04200396_1,FILGRASTIM (NEUPOGEN) 300MCG/ML,Inpatient,636,J1442,Inj filgrastim excl biosimil,,300,1394.78,1325.04,1297.15,1394.78,1325.04,1297.15,1325.04,1325.04,1352.94,1394.78,1325.04,Northern_Rockies_Medical_Center
04200396_1,FILGRASTIM (NEUPOGEN) 300MCG/ML,Outpatient,636,J1442,Inj filgrastim excl biosimil,,300,1394.78,1325.04,1297.15,1394.78,1325.04,1297.15,1325.04,1325.04,1352.94,1394.78,1325.04,Northern_Rockies_Medical_Center
04200397_1,FILGRASTIM (NEUPOGEN) 480MCG/0.8ML,Inpatient,636,J1442,Inj filgrastim excl biosimil,,480,2295,2180.25,2134.35,2295,2180.25,2134.35,2180.25,2180.25,2226.15,2295,2180.25,Northern_Rockies_Medical_Center
04200397_1,FILGRASTIM (NEUPOGEN) 480MCG/0.8ML,Outpatient,636,J1442,Inj filgrastim excl biosimil,,480,2295,2180.25,2134.35,2295,2180.25,2134.35,2180.25,2180.25,2226.15,2295,2180.25,Northern_Rockies_Medical_Center
04200399_1,NICOTINE (NICODERM) 21MG PATCH,Inpatient,259,,,,0,6,5.7,5.58,6,5.7,5.58,5.7,5.7,5.82,6,5.7,Northern_Rockies_Medical_Center
04200399_1,NICOTINE (NICODERM) 21MG PATCH,Outpatient,259,,,,0,6,5.7,5.58,6,5.7,5.58,5.7,5.7,5.82,6,5.7,Northern_Rockies_Medical_Center
04200400_1,NF-NICOTINE (NICODERM) 7MG PATCH *INACTI,Inpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200400_1,NF-NICOTINE (NICODERM) 7MG PATCH *INACTI,Outpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200401_1,NIFEDIPINE XL (PROCARDIA) 30MG TAB,Inpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200401_1,NIFEDIPINE XL (PROCARDIA) 30MG TAB,Outpatient,259,,,,0,3,2.85,2.79,3,2.85,2.79,2.85,2.85,2.91,3,2.85,Northern_Rockies_Medical_Center
04200404_1,NITROGLYCERIN 0.2MG PATCH,Inpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200404_1,NITROGLYCERIN 0.2MG PATCH,Outpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200405_1,NITROGLYCERIN OINT 2% 1G OINT,Inpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200405_1,NITROGLYCERIN OINT 2% 1G OINT,Outpatient,259,,,,0,10,9.5,9.3,10,9.5,9.3,9.5,9.5,9.7,10,9.5,Northern_Rockies_Medical_Center
04200406_1,NITROGLYCERIN SL 0.4MG TAB,Inpatient,259,,,,0,115.08,109.33,107.02,115.08,109.33,107.02,109.33,109.33,111.63,115.08,109.33,Northern_Rockies_Medical_Center
04200406_1,NITROGLYCERIN SL 0.4MG TAB,Outpatient,259,,,,0,115.08,109.33,107.02,115.08,109.33,107.02,109.33,109.33,111.63,115.08,109.33,Northern_Rockies_Medical_Center
04200407_1,NITROGLYCERINE 25MG/250ML DRIP,Inpatient,250,,,,0,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200407_1,NITROGLYCERINE 25MG/250ML DRIP,Outpatient,250,,,,0,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
04200408_1,NOREPINEPHRINE 4MG/4ML,Inpatient,250,,,,0,38,36.1,35.34,38,36.1,35.34,36.1,36.1,36.86,38,36.1,Northern_Rockies_Medical_Center
