Updated January 2022,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,hospital
HQ86658c,Coxsackie A type 7    4/7,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658d,Coxsackie A type 9   5/7,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658e,Coxsackie A type 10   6/7,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658f,Coxsackie A type 16    7/7,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658g,Coxsackie B1        1/6,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658h,Coxsackie B2   2/6,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658i,Coxsackie B3  3/6,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658j,Coxsackie B4     4/6,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658k,Coxsackie B5    5/6,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
HQ86658l,Coxsackie B6     6/6,86658,$28.00 ,$39.58 ,$39.58 ,$39.58 ,$39.58 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$39.58 ,Liberty_Medical_Center
LC096252,"EBV Early Antigen Ab, IgG",86663,$24.00 ,$39.85 ,$39.85 ,$39.85 ,$39.85 ,$19.20 ,$21.60 ,$23.28 ,$22.80 ,$22.80 ,$22.80 ,$22.80 ,$21.60 ,$23.28 ,$22.80 ,$24.00 ,$19.20 ,$39.85 ,Liberty_Medical_Center
HQ86664,Epstein-Bahr Panel Nuc.Ag 3/3,86664,$74.00 ,$46.44 ,$46.44 ,$46.44 ,$46.44 ,$59.20 ,$66.60 ,$71.78 ,$70.30 ,$70.30 ,$70.30 ,$70.30 ,$66.60 ,$71.78 ,$70.30 ,$74.00 ,$46.44 ,$74.00 ,Liberty_Medical_Center
LC010276,"EBV Nuclear Antigen Ab, IgG",86664,$24.00 ,$46.44 ,$46.44 ,$46.44 ,$46.44 ,$19.20 ,$21.60 ,$23.28 ,$22.80 ,$22.80 ,$22.80 ,$22.80 ,$21.60 ,$23.28 ,$22.80 ,$24.00 ,$19.20 ,$46.44 ,Liberty_Medical_Center
EBPANL1,Epstein Barr Virus Ab Panel EBV (1/2),86665,$55.00 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$44.00 ,$49.50 ,$53.35 ,$52.25 ,$52.25 ,$52.25 ,$52.25 ,$49.50 ,$53.35 ,$52.25 ,$55.00 ,$44.00 ,$55.10 ,Liberty_Medical_Center
EBPANL2,Epstein Barr Virus Ab Panel EVG (2/2),86665,$55.00 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$44.00 ,$49.50 ,$53.35 ,$52.25 ,$52.25 ,$52.25 ,$52.25 ,$49.50 ,$53.35 ,$52.25 ,$55.00 ,$44.00 ,$55.10 ,Liberty_Medical_Center
HQ86665B,Epstein-Bahr Panel IgG 1/3,86665,$104.00 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$83.20 ,$93.60 ,$100.88 ,$98.80 ,$98.80 ,$98.80 ,$98.80 ,$93.60 ,$100.88 ,$98.80 ,$104.00 ,$55.10 ,$104.00 ,Liberty_Medical_Center
HQ86665c,Epstein-Bahr Panel IgM 2/3,86665,$104.00 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$83.20 ,$93.60 ,$100.88 ,$98.80 ,$98.80 ,$98.80 ,$98.80 ,$93.60 ,$100.88 ,$98.80 ,$104.00 ,$55.10 ,$104.00 ,Liberty_Medical_Center
LC096235,"EBV Ab VCA, IgG",86665,$24.00 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$19.20 ,$21.60 ,$23.28 ,$22.80 ,$22.80 ,$22.80 ,$22.80 ,$21.60 ,$23.28 ,$22.80 ,$24.00 ,$19.20 ,$55.10 ,Liberty_Medical_Center
LC096739,"EBV Ab VCA, IgM",86665,$28.00 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$22.40 ,$25.20 ,$27.16 ,$26.60 ,$26.60 ,$26.60 ,$26.60 ,$25.20 ,$27.16 ,$26.60 ,$28.00 ,$22.40 ,$55.10 ,Liberty_Medical_Center
H86677,H. Pylori,86677,$135.00 ,$51.19 ,$51.19 ,$51.19 ,$51.19 ,$108.00 ,$121.50 ,$130.95 ,$128.25 ,$128.25 ,$128.25 ,$128.25 ,$121.50 ,$130.95 ,$128.25 ,$135.00 ,$51.19 ,$135.00 ,Liberty_Medical_Center
HQ86677,H. Pylori lgG,86677,$135.00 ,$51.19 ,$51.19 ,$51.19 ,$51.19 ,$108.00 ,$121.50 ,$130.95 ,$128.25 ,$128.25 ,$128.25 ,$128.25 ,$121.50 ,$130.95 ,$128.25 ,$135.00 ,$51.19 ,$135.00 ,Liberty_Medical_Center
HQ86694a,HSV Panel IgM Titer 4/4,86694,$136.00 ,$43.72 ,$43.72 ,$43.72 ,$43.72 ,$108.80 ,$122.40 ,$131.92 ,$129.20 ,$129.20 ,$129.20 ,$129.20 ,$122.40 ,$131.92 ,$129.20 ,$136.00 ,$43.72 ,$136.00 ,Liberty_Medical_Center
HS86695,HSV 1+2 1/2,86695,$81.00 ,$40.07 ,$40.07 ,$40.07 ,$40.07 ,$64.80 ,$72.90 ,$78.57 ,$76.95 ,$76.95 ,$76.95 ,$76.95 ,$72.90 ,$78.57 ,$76.95 ,$81.00 ,$40.07 ,$81.00 ,Liberty_Medical_Center
HS86696,HSV 1+2 2/2,86696,$81.00 ,$58.77 ,$58.77 ,$58.77 ,$58.77 ,$64.80 ,$72.90 ,$78.57 ,$76.95 ,$76.95 ,$76.95 ,$76.95 ,$72.90 ,$78.57 ,$76.95 ,$81.00 ,$58.77 ,$81.00 ,Liberty_Medical_Center
P86701,HIV 1 Antibody,86701,$17.00 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$13.60 ,$15.30 ,$16.49 ,$16.15 ,$16.15 ,$16.15 ,$16.15 ,$15.30 ,$16.49 ,$16.15 ,$17.00 ,$13.60 ,$27.00 ,Liberty_Medical_Center
P86702,HIV 2 Antibody,86702,$17.00 ,$41.06 ,$41.06 ,$41.06 ,$41.06 ,$13.60 ,$15.30 ,$16.49 ,$16.15 ,$16.15 ,$16.15 ,$16.15 ,$15.30 ,$16.49 ,$16.15 ,$17.00 ,$13.60 ,$41.06 ,Liberty_Medical_Center
HS86703,HIV Antibody 1&2,86703,$53.00 ,$41.65 ,$41.65 ,$41.65 ,$41.65 ,$42.40 ,$47.70 ,$51.41 ,$50.35 ,$50.35 ,$50.35 ,$50.35 ,$47.70 ,$51.41 ,$50.35 ,$53.00 ,$41.65 ,$53.00 ,Liberty_Medical_Center
HS86703a,HIV-State,86703,$53.00 ,$41.65 ,$41.65 ,$41.65 ,$41.65 ,$42.40 ,$47.70 ,$51.41 ,$50.35 ,$50.35 ,$50.35 ,$50.35 ,$47.70 ,$51.41 ,$50.35 ,$53.00 ,$41.65 ,$53.00 ,Liberty_Medical_Center
HS86703so,Blood exposure-Employee HIV 1/3,86703,$53.00 ,$41.65 ,$41.65 ,$41.65 ,$41.65 ,$42.40 ,$47.70 ,$51.41 ,$50.35 ,$50.35 ,$50.35 ,$50.35 ,$47.70 ,$51.41 ,$50.35 ,$53.00 ,$41.65 ,$53.00 ,Liberty_Medical_Center
LC006718,"Hep B Core Ab, Tot",86704,$123.00 ,$36.61 ,$36.61 ,$36.61 ,$36.61 ,$98.40 ,$110.70 ,$119.31 ,$116.85 ,$116.85 ,$116.85 ,$116.85 ,$110.70 ,$119.31 ,$116.85 ,$123.00 ,$36.61 ,$123.00 ,Liberty_Medical_Center
LC037215b,Hep B Core Ab Tot,86704,$92.00 ,$36.61 ,$36.61 ,$36.61 ,$36.61 ,$73.60 ,$82.80 ,$89.24 ,$87.40 ,$87.40 ,$87.40 ,$87.40 ,$82.80 ,$89.24 ,$87.40 ,$92.00 ,$36.61 ,$92.00 ,Liberty_Medical_Center
ANTIHBS,Hepatitis B Surface Ab,86706,$40.00 ,$32.63 ,$32.63 ,$32.63 ,$32.63 ,$32.00 ,$36.00 ,$38.80 ,$38.00 ,$38.00 ,$38.00 ,$38.00 ,$36.00 ,$38.80 ,$38.00 ,$40.00 ,$32.00 ,$40.00 ,Liberty_Medical_Center
HQ86706,Hep B Surface AB,86706,$68.00 ,$32.63 ,$32.63 ,$32.63 ,$32.63 ,$54.40 ,$61.20 ,$65.96 ,$64.60 ,$64.60 ,$64.60 ,$64.60 ,$61.20 ,$65.96 ,$64.60 ,$68.00 ,$32.63 ,$68.00 ,Liberty_Medical_Center
HQ86706b,Chron Hep Panel Hep B sur Ab 4/5,86706,$68.00 ,$32.63 ,$32.63 ,$32.63 ,$32.63 ,$54.40 ,$61.20 ,$65.96 ,$64.60 ,$64.60 ,$64.60 ,$64.60 ,$61.20 ,$65.96 ,$64.60 ,$68.00 ,$32.63 ,$68.00 ,Liberty_Medical_Center
HS86706,Hep Bs Ab,86706,$68.00 ,$32.63 ,$32.63 ,$32.63 ,$32.63 ,$54.40 ,$61.20 ,$65.96 ,$64.60 ,$64.60 ,$64.60 ,$64.60 ,$61.20 ,$65.96 ,$64.60 ,$68.00 ,$32.63 ,$68.00 ,Liberty_Medical_Center
LC006408,"Hep B Surface Ab, Qual",86706,$5.00 ,$32.63 ,$32.63 ,$32.63 ,$32.63 ,$4.00 ,$4.50 ,$4.85 ,$4.75 ,$4.75 ,$4.75 ,$4.75 ,$4.50 ,$4.85 ,$4.75 ,$5.00 ,$4.00 ,$32.63 ,Liberty_Medical_Center
LC037215c,Hep B Surface Ab Qual,86706,$91.00 ,$32.63 ,$32.63 ,$32.63 ,$32.63 ,$72.80 ,$81.90 ,$88.27 ,$86.45 ,$86.45 ,$86.45 ,$86.45 ,$81.90 ,$88.27 ,$86.45 ,$91.00 ,$32.63 ,$91.00 ,Liberty_Medical_Center
HQ86707,Hepatitis Be Ab,86707,$73.00 ,$35.15 ,$35.15 ,$35.15 ,$35.15 ,$58.40 ,$65.70 ,$70.81 ,$69.35 ,$69.35 ,$69.35 ,$69.35 ,$65.70 ,$70.81 ,$69.35 ,$73.00 ,$35.15 ,$73.00 ,Liberty_Medical_Center
LC006726,"Hep A Ab, Total",86708,$107.00 ,$37.64 ,$37.64 ,$37.64 ,$37.64 ,$85.60 ,$96.30 ,$103.79 ,$101.65 ,$101.65 ,$101.65 ,$101.65 ,$96.30 ,$103.79 ,$101.65 ,$107.00 ,$37.64 ,$107.00 ,Liberty_Medical_Center
LC096552,"Mumps Ab, IgG",86735,$24.00 ,$39.65 ,$39.65 ,$39.65 ,$39.65 ,$19.20 ,$21.60 ,$23.28 ,$22.80 ,$22.80 ,$22.80 ,$22.80 ,$21.60 ,$23.28 ,$22.80 ,$24.00 ,$19.20 ,$39.65 ,Liberty_Medical_Center
LC163213,"M pneumoniae IgM, Abs",86738,$122.00 ,$40.21 ,$40.21 ,$40.21 ,$40.21 ,$97.60 ,$109.80 ,$118.34 ,$115.90 ,$115.90 ,$115.90 ,$115.90 ,$109.80 ,$118.34 ,$115.90 ,$122.00 ,$40.21 ,$122.00 ,Liberty_Medical_Center
LC163743,"M Pneumoniae IgG, Abs",86738,$122.00 ,$40.21 ,$40.21 ,$40.21 ,$40.21 ,$97.60 ,$109.80 ,$118.34 ,$115.90 ,$115.90 ,$115.90 ,$115.90 ,$109.80 ,$118.34 ,$115.90 ,$122.00 ,$40.21 ,$122.00 ,Liberty_Medical_Center
H86744,Hypersensitivity Pneumonitis 6/6,86744,$34.00 ,$48.58 ,$48.58 ,$48.58 ,$48.58 ,$27.20 ,$30.60 ,$32.98 ,$32.30 ,$32.30 ,$32.30 ,$32.30 ,$30.60 ,$32.98 ,$32.30 ,$34.00 ,$27.20 ,$48.58 ,Liberty_Medical_Center
HS86747,"Parvovirus Serology IgG,IgM",86747,$22.00 ,$45.65 ,$45.65 ,$45.65 ,$45.65 ,$17.60 ,$19.80 ,$21.34 ,$20.90 ,$20.90 ,$20.90 ,$20.90 ,$19.80 ,$21.34 ,$20.90 ,$22.00 ,$17.60 ,$45.65 ,Liberty_Medical_Center
LC163330,"Parvovirus B19, IgM",86747,$57.00 ,$45.65 ,$45.65 ,$45.65 ,$45.65 ,$45.60 ,$51.30 ,$55.29 ,$54.15 ,$54.15 ,$54.15 ,$54.15 ,$51.30 ,$55.29 ,$54.15 ,$57.00 ,$45.60 ,$57.00 ,Liberty_Medical_Center
LC016592,"Rocky Mountain Spotted Fever, IgG",86757,$165.00 ,$58.77 ,$58.77 ,$58.77 ,$58.77 ,$132.00 ,$148.50 ,$160.05 ,$156.75 ,$156.75 ,$156.75 ,$156.75 ,$148.50 ,$160.05 ,$156.75 ,$165.00 ,$58.77 ,$165.00 ,Liberty_Medical_Center
LC016667,"Rocky Mountain spotted Fever, IgM",86757,$165.00 ,$58.77 ,$58.77 ,$58.77 ,$58.77 ,$132.00 ,$148.50 ,$160.05 ,$156.75 ,$156.75 ,$156.75 ,$156.75 ,$148.50 ,$160.05 ,$156.75 ,$165.00 ,$58.77 ,$165.00 ,Liberty_Medical_Center
LC006197,"Rubella Antibodies, IgG",86762,$24.00 ,$43.72 ,$43.72 ,$43.72 ,$43.72 ,$19.20 ,$21.60 ,$23.28 ,$22.80 ,$22.80 ,$22.80 ,$22.80 ,$21.60 ,$23.28 ,$22.80 ,$24.00 ,$19.20 ,$43.72 ,Liberty_Medical_Center
LC096560,Measles Antibodies,86765,$66.00 ,$39.13 ,$39.13 ,$39.13 ,$39.13 ,$52.80 ,$59.40 ,$64.02 ,$62.70 ,$62.70 ,$62.70 ,$62.70 ,$59.40 ,$64.02 ,$62.70 ,$66.00 ,$39.13 ,$66.00 ,Liberty_Medical_Center
LC096560a,"Rubeola Ab, IgG",86765,$24.00 ,$39.13 ,$39.13 ,$39.13 ,$39.13 ,$19.20 ,$21.60 ,$23.28 ,$22.80 ,$22.80 ,$22.80 ,$22.80 ,$21.60 ,$23.28 ,$22.80 ,$24.00 ,$19.20 ,$39.13 ,Liberty_Medical_Center
LC164090,"CoV-2 Antibody, Semi",86769,$69.00 ,$94.79 ,$94.79 ,$94.79 ,$94.79 ,$55.20 ,$62.10 ,$66.93 ,$65.55 ,$65.55 ,$65.55 ,$65.55 ,$62.10 ,$66.93 ,$65.55 ,$69.00 ,$55.20 ,$94.79 ,Liberty_Medical_Center
HQ86774,Tetanus/Diptheria AB Panel  1/2,86774,$131.00 ,$44.96 ,$44.96 ,$44.96 ,$44.96 ,$104.80 ,$117.90 ,$127.07 ,$124.45 ,$124.45 ,$124.45 ,$124.45 ,$117.90 ,$127.07 ,$124.45 ,$131.00 ,$44.96 ,$131.00 ,Liberty_Medical_Center
Q86777,Toxoplasma Ab(IgG),86777,$82.00 ,$43.72 ,$43.72 ,$43.72 ,$43.72 ,$65.60 ,$73.80 ,$79.54 ,$77.90 ,$77.90 ,$77.90 ,$77.90 ,$73.80 ,$79.54 ,$77.90 ,$82.00 ,$43.72 ,$82.00 ,Liberty_Medical_Center
Q86778,Toxoplama Ab (IgM),86778,$82.00 ,$43.76 ,$43.76 ,$43.76 ,$43.76 ,$65.60 ,$73.80 ,$79.54 ,$77.90 ,$77.90 ,$77.90 ,$77.90 ,$73.80 ,$79.54 ,$77.90 ,$82.00 ,$43.76 ,$82.00 ,Liberty_Medical_Center
90349X,Syphilis Ab. Cascade with Reflex,86780,$127.00 ,$40.21 ,$40.21 ,$40.21 ,$40.21 ,$101.60 ,$114.30 ,$123.19 ,$120.65 ,$120.65 ,$120.65 ,$120.65 ,$114.30 ,$123.19 ,$120.65 ,$127.00 ,$40.21 ,$127.00 ,Liberty_Medical_Center
LC082345,Treponema pallidum Screening Cascade,86780,$49.00 ,$40.21 ,$40.21 ,$40.21 ,$40.21 ,$39.20 ,$44.10 ,$47.53 ,$46.55 ,$46.55 ,$46.55 ,$46.55 ,$44.10 ,$47.53 ,$46.55 ,$49.00 ,$39.20 ,$49.00 ,Liberty_Medical_Center
LC082370,Syphilis Screen/RPR (Treponema paladium),86780,$65.00 ,$40.21 ,$40.21 ,$40.21 ,$40.21 ,$52.00 ,$58.50 ,$63.05 ,$61.75 ,$61.75 ,$61.75 ,$61.75 ,$58.50 ,$63.05 ,$61.75 ,$65.00 ,$40.21 ,$65.00 ,Liberty_Medical_Center
TREPS,Treponema Pallidum Ab by EIA,86780,$40.00 ,$40.21 ,$40.21 ,$40.21 ,$40.21 ,$32.00 ,$36.00 ,$38.80 ,$38.00 ,$38.00 ,$38.00 ,$38.00 ,$36.00 ,$38.80 ,$38.00 ,$40.00 ,$32.00 ,$40.21 ,Liberty_Medical_Center
HS86787,Varicella zoster IgG,86787,$42.00 ,$39.13 ,$39.13 ,$39.13 ,$39.13 ,$33.60 ,$37.80 ,$40.74 ,$39.90 ,$39.90 ,$39.90 ,$39.90 ,$37.80 ,$40.74 ,$39.90 ,$42.00 ,$33.60 ,$42.00 ,Liberty_Medical_Center
LC096206,"Varicella Zoster Virus Antibodies, IgG",86787,$57.00 ,$39.13 ,$39.13 ,$39.13 ,$39.13 ,$45.60 ,$51.30 ,$55.29 ,$54.15 ,$54.15 ,$54.15 ,$54.15 ,$51.30 ,$55.29 ,$54.15 ,$57.00 ,$39.13 ,$57.00 ,Liberty_Medical_Center
LC096776,Varicella Zoster Virus Antibodies,86787,$137.00 ,$39.13 ,$39.13 ,$39.13 ,$39.13 ,$109.60 ,$123.30 ,$132.89 ,$130.15 ,$130.15 ,$130.15 ,$130.15 ,$123.30 ,$132.89 ,$130.15 ,$137.00 ,$39.13 ,$137.00 ,Liberty_Medical_Center
HS86788D,West Nile Virus IgM,86788,$157.00 ,$51.19 ,$51.19 ,$51.19 ,$51.19 ,$125.60 ,$141.30 ,$152.29 ,$149.15 ,$149.15 ,$149.15 ,$149.15 ,$141.30 ,$152.29 ,$149.15 ,$157.00 ,$51.19 ,$157.00 ,Liberty_Medical_Center
LC139038,"West Nile Virus, IgM",86788,$63.00 ,$51.19 ,$51.19 ,$51.19 ,$51.19 ,$50.40 ,$56.70 ,$61.11 ,$59.85 ,$59.85 ,$59.85 ,$59.85 ,$56.70 ,$61.11 ,$59.85 ,$63.00 ,$50.40 ,$63.00 ,Liberty_Medical_Center
WNVCSF1,"WNVCSF, IGM (1/2)",86788,$110.00 ,$51.19 ,$51.19 ,$51.19 ,$51.19 ,$88.00 ,$99.00 ,$106.70 ,$104.50 ,$104.50 ,$104.50 ,$104.50 ,$99.00 ,$106.70 ,$104.50 ,$110.00 ,$51.19 ,$110.00 ,Liberty_Medical_Center
HS86789,West Nile Virus IgG,86789,$39.00 ,$43.72 ,$43.72 ,$43.72 ,$43.72 ,$31.20 ,$35.10 ,$37.83 ,$37.05 ,$37.05 ,$37.05 ,$37.05 ,$35.10 ,$37.83 ,$37.05 ,$39.00 ,$31.20 ,$43.72 ,Liberty_Medical_Center
LC139037,"West Nile Virus, IgG",86789,$64.00 ,$43.72 ,$43.72 ,$43.72 ,$43.72 ,$51.20 ,$57.60 ,$62.08 ,$60.80 ,$60.80 ,$60.80 ,$60.80 ,$57.60 ,$62.08 ,$60.80 ,$64.00 ,$43.72 ,$64.00 ,Liberty_Medical_Center
WNVCSF2,"WNVCSF, Ab (2/2)",86789,$110.00 ,$43.72 ,$43.72 ,$43.72 ,$43.72 ,$88.00 ,$99.00 ,$106.70 ,$104.50 ,$104.50 ,$104.50 ,$104.50 ,$99.00 ,$106.70 ,$104.50 ,$110.00 ,$43.72 ,$110.00 ,Liberty_Medical_Center
LC006684b,"Thyroglobulin Antibody, Serum",86800,$34.00 ,$48.33 ,$48.33 ,$48.33 ,$48.33 ,$27.20 ,$30.60 ,$32.98 ,$32.30 ,$32.30 ,$32.30 ,$32.30 ,$30.60 ,$32.98 ,$32.30 ,$34.00 ,$27.20 ,$48.33 ,Liberty_Medical_Center
LC006685,"Thyroglobulin Antibody, Serum",86800,$122.00 ,$48.33 ,$48.33 ,$48.33 ,$48.33 ,$97.60 ,$109.80 ,$118.34 ,$115.90 ,$115.90 ,$115.90 ,$115.90 ,$109.80 ,$118.34 ,$115.90 ,$122.00 ,$48.33 ,$122.00 ,Liberty_Medical_Center
LC042045,Thyroglobulin Ab/Thyrog.IMA or LC/MS,86800,$71.00 ,$48.33 ,$48.33 ,$48.33 ,$48.33 ,$56.80 ,$63.90 ,$68.87 ,$67.45 ,$67.45 ,$67.45 ,$67.45 ,$63.90 ,$68.87 ,$67.45 ,$71.00 ,$48.33 ,$71.00 ,Liberty_Medical_Center
HQ86803b,Hep C Ab,86803,$81.00 ,$43.34 ,$43.34 ,$43.34 ,$43.34 ,$64.80 ,$72.90 ,$78.57 ,$76.95 ,$76.95 ,$76.95 ,$76.95 ,$72.90 ,$78.57 ,$76.95 ,$81.00 ,$43.34 ,$81.00 ,Liberty_Medical_Center
LC140659,Hepatitis C Antibody,86803,$146.00 ,$43.34 ,$43.34 ,$43.34 ,$43.34 ,$116.80 ,$131.40 ,$141.62 ,$138.70 ,$138.70 ,$138.70 ,$138.70 ,$131.40 ,$141.62 ,$138.70 ,$146.00 ,$43.34 ,$146.00 ,Liberty_Medical_Center
LC140689,Hep C Virus Ab,86803,$146.00 ,$43.34 ,$43.34 ,$43.34 ,$43.34 ,$116.80 ,$131.40 ,$141.62 ,$138.70 ,$138.70 ,$138.70 ,$138.70 ,$131.40 ,$141.62 ,$138.70 ,$146.00 ,$43.34 ,$146.00 ,Liberty_Medical_Center
LC322744b,Hep C Virus Ab,86803,$25.00 ,$43.34 ,$43.34 ,$43.34 ,$43.34 ,$20.00 ,$22.50 ,$24.25 ,$23.75 ,$23.75 ,$23.75 ,$23.75 ,$22.50 ,$24.25 ,$23.75 ,$25.00 ,$20.00 ,$43.34 ,Liberty_Medical_Center
LC117090t,"Protime Antibody, IgG",86849,$233.00 ,$233.00 ,$221.35 ,$221.35 ,$209.70 ,$186.40 ,$209.70 ,$226.01 ,$221.35 ,$221.35 ,$221.35 ,$221.35 ,$209.70 ,$226.01 ,$221.35 ,$233.00 ,$186.40 ,$233.00 ,Liberty_Medical_Center
ABORh,Blood Type,86901,$58.00 ,$9.09 ,$9.09 ,$9.09 ,$9.09 ,$46.40 ,$52.20 ,$56.26 ,$55.10 ,$55.10 ,$55.10 ,$55.10 ,$52.20 ,$56.26 ,$55.10 ,$58.00 ,$9.09 ,$58.00 ,Liberty_Medical_Center
HS87015,Concentration any infectious agent,87015,$32.00 ,$20.30 ,$20.30 ,$20.30 ,$20.30 ,$25.60 ,$28.80 ,$31.04 ,$30.40 ,$30.40 ,$30.40 ,$30.40 ,$28.80 ,$31.04 ,$30.40 ,$32.00 ,$20.30 ,$32.00 ,Liberty_Medical_Center
LC008300,"Blood Culture, Routine",87040,$113.00 ,$31.34 ,$31.34 ,$31.34 ,$31.34 ,$90.40 ,$101.70 ,$109.61 ,$107.35 ,$107.35 ,$107.35 ,$107.35 ,$101.70 ,$109.61 ,$107.35 ,$113.00 ,$31.34 ,$113.00 ,Liberty_Medical_Center
LC008722,Salmonella/Shigella Screen,87045,$37.00 ,$28.67 ,$28.67 ,$28.67 ,$28.67 ,$29.60 ,$33.30 ,$35.89 ,$35.15 ,$35.15 ,$35.15 ,$35.15 ,$33.30 ,$35.89 ,$35.15 ,$37.00 ,$28.67 ,$37.00 ,Liberty_Medical_Center
HS87046,"Culture Stool, Enteric Panel 2/4",87046,$26.00 ,$28.67 ,$28.67 ,$28.67 ,$28.67 ,$20.80 ,$23.40 ,$25.22 ,$24.70 ,$24.70 ,$24.70 ,$24.70 ,$23.40 ,$25.22 ,$24.70 ,$26.00 ,$20.80 ,$28.67 ,Liberty_Medical_Center
LC180141,Campylobacter Culture,87046,$37.00 ,$28.67 ,$28.67 ,$28.67 ,$28.67 ,$29.60 ,$33.30 ,$35.89 ,$35.15 ,$35.15 ,$35.15 ,$35.15 ,$33.30 ,$35.89 ,$35.15 ,$37.00 ,$28.67 ,$37.00 ,Liberty_Medical_Center
STOOL4,"Stool Culture, E. coli",87046,$26.00 ,$28.67 ,$28.67 ,$28.67 ,$28.67 ,$20.80 ,$23.40 ,$25.22 ,$24.70 ,$24.70 ,$24.70 ,$24.70 ,$23.40 ,$25.22 ,$24.70 ,$26.00 ,$20.80 ,$28.67 ,Liberty_Medical_Center
87070,"Culture, Aerobic - sendout",87070,$96.00 ,$26.19 ,$26.19 ,$26.19 ,$26.19 ,$76.80 ,$86.40 ,$93.12 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$86.40 ,$93.12 ,$91.20 ,$96.00 ,$26.19 ,$96.00 ,Liberty_Medical_Center
H87070a,"Culture, nasal for MRSA screen",87070,$96.00 ,$26.19 ,$26.19 ,$26.19 ,$26.19 ,$76.80 ,$86.40 ,$93.12 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$86.40 ,$93.12 ,$91.20 ,$96.00 ,$26.19 ,$96.00 ,Liberty_Medical_Center
HN87070,Culture-other-Northern,87070,$96.00 ,$26.19 ,$26.19 ,$26.19 ,$26.19 ,$76.80 ,$86.40 ,$93.12 ,$91.20 ,$91.20 ,$91.20 ,$91.20 ,$86.40 ,$93.12 ,$91.20 ,$96.00 ,$26.19 ,$96.00 ,Liberty_Medical_Center
