Northern Montana Hospital,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,hospital
1035412,IV EPIDURAL SET,272,2013-07-01 00:00:00,67.4,Northern_Montana_Health_Care
1035608,IV SET BLOOD INFUSION,272,2015-11-01 00:00:00,67.2,Northern_Montana_Health_Care
1035620,CADD PUMP ADMINISTRATION SET,272,2015-07-01 00:00:00,63,Northern_Montana_Health_Care
1035630,"TUBING CADD EXTENTION SET 90""",272,2014-07-01 00:00:00,18.7,Northern_Montana_Health_Care
1035633,IV ADMIN SET CONT FLO,272,2013-07-01 00:00:00,20.5,Northern_Montana_Health_Care
1035635,"IV SET ALARIS 126""",272,2015-11-01 00:00:00,41.6,Northern_Montana_Health_Care
1035665,IV SET ALARIS MINI,272,2013-07-01 00:00:00,38.1,Northern_Montana_Health_Care
1035666,IV ADMIN SET CONT FLO-MINI,272,2013-07-01 00:00:00,31.8,Northern_Montana_Health_Care
1035773,IV EXTENTION W/FILTER,272,2016-03-01 00:00:00,24.9,Northern_Montana_Health_Care
1035856,IV ADMIN SET SECONDARY,272,2013-07-01 00:00:00,9.3,Northern_Montana_Health_Care
1035857,IV SET SECONDARY,272,2015-08-01 00:00:00,8.1,Northern_Montana_Health_Care
1036530,ABC LAP PROBE,272,2013-07-01 00:00:00,634.7,Northern_Montana_Health_Care
1037308,BUTTERFLY,272,2013-07-01 00:00:00,7.6,Northern_Montana_Health_Care
1037803,IV CATHETER 16 GA 1 1/4,272,2013-07-01 00:00:00,15.8,Northern_Montana_Health_Care
1038108,IV PLACEMENT CATHETER,272,2018-10-01 00:00:00,41.8,Northern_Montana_Health_Care
1038110,CATH RADIAL ARTERY,272,2013-07-01 00:00:00,79.5,Northern_Montana_Health_Care
1038114,CATH ANGIO 10 GA,272,2013-07-01 00:00:00,117.3,Northern_Montana_Health_Care
1038116,"ANGIOCATH 12 X 3""",272,2013-07-01 00:00:00,100.3,Northern_Montana_Health_Care
1038120,CATH ARTERIAL SET,272,2013-07-01 00:00:00,107,Northern_Montana_Health_Care
1039007,IV FILTER,272,2013-07-01 00:00:00,19.7,Northern_Montana_Health_Care
1039569,IV SET NITROGLYCERIN,272,2013-07-01 00:00:00,67.1,Northern_Montana_Health_Care
1039570,IV set w/15 mic filter,272,2019-01-01 00:00:00,42.4,Northern_Montana_Health_Care
1039572,IV SET TAXOL,272,2014-07-01 00:00:00,42.11,Northern_Montana_Health_Care
1039858,IV START TRAY W HOLDER,272,2018-11-01 00:00:00,10.5,Northern_Montana_Health_Care
1040609,IV BLOOD WARMING BAG,272,2013-07-01 00:00:00,89.4,Northern_Montana_Health_Care
1040906,KARAYA POWDER,271,2013-07-01 00:00:00,51.4,Northern_Montana_Health_Care
1041908,CUTTER SLOTTED WHISKER 4.0MM,272,2013-07-01 00:00:00,473.4,Northern_Montana_Health_Care
1042266,"MASK, ANESTHESIA, KING INFANT",271,2013-07-01 00:00:00,27,Northern_Montana_Health_Care
1042274,"MASK, ANESTHESIA, KING TODDLER",271,2013-07-01 00:00:00,31.4,Northern_Montana_Health_Care
1042282,"MASK, ANESTHESIA, KING",271,2015-07-01 00:00:00,18.7,Northern_Montana_Health_Care
1042654,NASAL PACKING 5.5 ANTERIOR,272,2016-02-01 00:00:00,252.4,Northern_Montana_Health_Care
1042655,NASAL DRESSING STANDARD 8CM,272,2013-07-01 00:00:00,95,Northern_Montana_Health_Care
1042753,NEEDLE POINT CAUTERY,272,2013-07-01 00:00:00,18.2,Northern_Montana_Health_Care
1042803,NEEDLE PAD SURGICAL DISP,272,2013-07-01 00:00:00,15.2,Northern_Montana_Health_Care
1042811,NEEDLE PORT-A-CATH,272,2014-07-01 00:00:00,70.4,Northern_Montana_Health_Care
1042842,NEEDLE PORT-A-CATH POWERLOC,272,2015-02-01 00:00:00,72.4,Northern_Montana_Health_Care
1042902,NEEDLE BIOPSY 6 DISP,272,2013-07-01 00:00:00,114.3,Northern_Montana_Health_Care
1042951,"NEEDLE BIOPSY, B-D WESTCOTT 22",272,2013-07-01 00:00:00,74.8,Northern_Montana_Health_Care
1043600,TROCAR 8MM,272,2013-10-01 00:00:00,343.9,Northern_Montana_Health_Care
1043605,FILSHIE CLIP,278,2018-03-01 00:00:00,594.5,Northern_Montana_Health_Care
1043610,BALLOON BAKRI POST PARTUM,272,2013-07-01 00:00:00,562.3,Northern_Montana_Health_Care
1043655,LINA GOLD LOOP,272,2013-07-01 00:00:00,1330,Northern_Montana_Health_Care
1044460,"NEEDLE,ANES EPDUR TUOHY 20 X 3",272,2016-04-01 00:00:00,35.3,Northern_Montana_Health_Care
1044462,"NEEDLE EPIDURAL 20G X 5""",272,2013-07-01 00:00:00,81.8,Northern_Montana_Health_Care
1044486,NEEDLE EPIDURAL & SPINAL,272,2013-07-01 00:00:00,45.8,Northern_Montana_Health_Care
1044502,"NEEDLE SPINAL 22GAX7""",272,2013-07-01 00:00:00,30.4,Northern_Montana_Health_Care
1045246,NIPPLE SHIELD STERILE,272,2018-01-01 00:00:00,29.5,Northern_Montana_Health_Care
1045250,NIPPLE SHIELD NEWBORN,272,2013-07-01 00:00:00,37.6,Northern_Montana_Health_Care
1045806,OSTOMY ADHESIVE REMOVER,271,2013-07-01 00:00:00,78.9,Northern_Montana_Health_Care
1045880,OSTOMY BELT,271,2013-07-01 00:00:00,11.9,Northern_Montana_Health_Care
1046300,"WAFER,SKIN BARRIER 2 1/4""",271,2013-07-01 00:00:00,12.9,Northern_Montana_Health_Care
1046305,"POUCH,DRAINABLE 2 1/4"" NEW IMG",271,2013-07-01 00:00:00,16.7,Northern_Montana_Health_Care
1046358,"OSTOMY SURFIT BAG, OPEN END",271,2013-07-01 00:00:00,9,Northern_Montana_Health_Care
1046416,OSTOMY WAFER W/FLANGE,271,2013-07-01 00:00:00,23.5,Northern_Montana_Health_Care
1046440,OSTOMY GREER IRRIG CONE,271,2013-07-01 00:00:00,130.6,Northern_Montana_Health_Care
1046606,OSTOMY HOLLIHESIVE PASTE,271,2013-07-01 00:00:00,51.8,Northern_Montana_Health_Care
1046610,HOLLISTER SPRAY ADHESIVE,271,2013-07-01 00:00:00,96,Northern_Montana_Health_Care
1046620,HOLLISTER SKIN BARRIER PASTE,271,2013-07-01 00:00:00,44.5,Northern_Montana_Health_Care
1047026,"COLOSTOMY SYSTEM, STERILE",272,2013-07-01 00:00:00,44,Northern_Montana_Health_Care
1047034,"COLOSTOMY SYSTEM, NON-STERILE",274,2013-07-01 00:00:00,41,Northern_Montana_Health_Care
1047500,"COLOSTOMY BAG, BEIGE",270,2013-07-01 00:00:00,14.1,Northern_Montana_Health_Care
1047510,COLOSTOMY POUCH NEWIMAGE,270,2013-07-01 00:00:00,10.4,Northern_Montana_Health_Care
1047515,FLANGE NEW IMG CONVEX FLOATING,270,2013-07-01 00:00:00,37.4,Northern_Montana_Health_Care
1047520,DRAINABLE POUCH NEW IMG H OUTP,270,2013-07-01 00:00:00,26.7,Northern_Montana_Health_Care
1047604,"OSTOMY WAFER 2 3/4 ""K""",271,2013-07-01 00:00:00,20.9,Northern_Montana_Health_Care
1047610,COLOSTOMY WAFER NEWIMAGE,270,2013-07-01 00:00:00,11.7,Northern_Montana_Health_Care
1047620,OSTOMY WAFER NEW IMAGE,270,2013-07-01 00:00:00,28.2,Northern_Montana_Health_Care
1047660,OSTOMY POUCH NW IMG CLOSE,270,2013-07-01 00:00:00,10.6,Northern_Montana_Health_Care
1047670,OSTOMY POUCH NW IMG 70MM CLEAR,270,2013-07-01 00:00:00,9.4,Northern_Montana_Health_Care
1048891,"UROSTOMY KIT, STERILE",272,2013-07-01 00:00:00,56.8,Northern_Montana_Health_Care
1049505,OSTOMY BAG DRAINABLE,272,2013-07-01 00:00:00,26.1,Northern_Montana_Health_Care
1050400,PERCUTANEOUS ENTRY SET 7FR 501,272,2013-07-01 00:00:00,230.4,Northern_Montana_Health_Care
1050418,PERCUTANEOUS ENTRY SET 8FR 501,272,2018-07-01 00:00:00,287.5,Northern_Montana_Health_Care
1050505,PERITONEAL CATH KIT,272,2015-07-01 00:00:00,3222.4,Northern_Montana_Health_Care
1050509,PLEUR-E-VAC,272,2013-07-01 00:00:00,427.6,Northern_Montana_Health_Care
1050511,PLEURX DRAINAGE BOTTLE,272,2014-07-01 00:00:00,338.1,Northern_Montana_Health_Care
1050557,Pneumothorax kit wayne,272,2018-02-01 00:00:00,763.9,Northern_Montana_Health_Care
1050558,PNEUMOTHORAX KIT,272,2015-07-01 00:00:00,479.8,Northern_Montana_Health_Care
1050624,PRESSURE INFUSOR DISP,272,2013-07-01 00:00:00,128.3,Northern_Montana_Health_Care
1050750,RESOLUTION CLIP 235CM,272,2015-04-01 00:00:00,803.3,Northern_Montana_Health_Care
1050780,RADIAL JAW W/NEEDLE 22MM 126,272,2018-05-01 00:00:00,109.6,Northern_Montana_Health_Care
1050798,RADIAL JAW W/NEEDLE COLONOSCOP,272,2015-09-01 00:00:00,115.3,Northern_Montana_Health_Care
1050800,RESOLUTION CLIP 155CM,272,2013-07-01 00:00:00,691,Northern_Montana_Health_Care
1050806,RADIAL JAW W/NEEDLE,272,2019-02-01 00:00:00,304.9,Northern_Montana_Health_Care
1050812,BIOPSY FORCEPS RADIAL,272,2013-07-01 00:00:00,264.4,Northern_Montana_Health_Care
1051754,SENSOR NEONATAL,271,2015-03-01 00:00:00,91.9,Northern_Montana_Health_Care
1051929,SHAVER HEAD 3M,272,2013-07-01 00:00:00,21.8,Northern_Montana_Health_Care
1051986,"SHAVER, MEDI",271,2014-04-01 00:00:00,110.9,Northern_Montana_Health_Care
1052208,SIGMOIDOSCOPE SWABS,272,2013-07-01 00:00:00,13.6,Northern_Montana_Health_Care
1052307,SIGMOIDOSCOPE DISP,271,2013-07-01 00:00:00,30.5,Northern_Montana_Health_Care
1052406,SIGMOIDOSCOPE SUCTION SET,272,2013-07-01 00:00:00,37.6,Northern_Montana_Health_Care
1052604,"SKIN CLOSURE,STERISTRIP",272,2013-07-01 00:00:00,8.5,Northern_Montana_Health_Care
1052703,SKIN CLOSURE,272,2013-07-01 00:00:00,5.7,Northern_Montana_Health_Care
1052802,SKIN CLOSURE 1/4X4 STERISTRIP,272,2015-03-01 00:00:00,10.1,Northern_Montana_Health_Care
1053000,SYSTEM FLUID MULTIAD DISP,272,2013-07-01 00:00:00,73.3,Northern_Montana_Health_Care
1053120,STAR SLEEVE STERILE,272,2013-07-01 00:00:00,610.4,Northern_Montana_Health_Care
1053122,TRIMANO BEACH CHAIR KIT,272,2014-07-01 00:00:00,429.8,Northern_Montana_Health_Care
1053602,SPLASH SHIELD ZEROWET,272,2013-07-01 00:00:00,11.3,Northern_Montana_Health_Care
1054810,EAR WICK POPE,272,2013-07-01 00:00:00,16.9,Northern_Montana_Health_Care
1055102,SPONGE MED STER FLUFF 10'S,272,2013-07-01 00:00:00,16.6,Northern_Montana_Health_Care
1055300,SPONGE OPTHALMIC STERILE,272,2013-07-01 00:00:00,11.9,Northern_Montana_Health_Care
1055342,SPONGE TONSIL MED,272,2013-07-01 00:00:00,50.1,Northern_Montana_Health_Care
1055805,SPONGE 18X18 STER LAP 5'S,272,2013-07-02 00:00:00,17.9,Northern_Montana_Health_Care
1056100,SPONGE 3/8 PEANUT,272,2015-04-01 00:00:00,6.3,Northern_Montana_Health_Care
1056407,SPONGE 4X4 STER SOF-WICK,272,2013-07-01 00:00:00,1.5,Northern_Montana_Health_Care
1056506,SPONGE 4X4 STER 10'S,272,2013-07-01 00:00:00,4.7,Northern_Montana_Health_Care
1056700,"CATH BD INSYTE 18GA 1.16""",272,2013-07-01 00:00:00,16.3,Northern_Montana_Health_Care
1056705,"CATH BD INSYTE 20GA 1.16""",272,2013-07-01 00:00:00,16.3,Northern_Montana_Health_Care
1056710,"CATH BD INSYTE 22GA 1""",272,2013-07-01 00:00:00,16.3,Northern_Montana_Health_Care
1056902,SPONGE 8X10 STER ABD PAD,272,2013-07-01 00:00:00,1.3,Northern_Montana_Health_Care
1057009,SPONGE 8X4 STERILE X-RAY,272,2013-07-01 00:00:00,8.2,Northern_Montana_Health_Care
1059153,STETHOSCOPE ESOPHAGEAL 18FR,272,2013-07-01 00:00:00,20.3,Northern_Montana_Health_Care
1059609,STOPCOCK 4-WAY,272,2015-08-01 00:00:00,9.7,Northern_Montana_Health_Care
1059856,STRYKE FLOW,272,2013-07-01 00:00:00,352.5,Northern_Montana_Health_Care
1060094,"SUCTION CANNISTER, DISP 2000ML",271,2013-07-01 00:00:00,17.8,Northern_Montana_Health_Care
1060095,Canister Large Collection,270,2018-07-01 00:00:00,67,Northern_Montana_Health_Care
1060097,"TUBING COLLECTION SET 1/2""",272,2018-05-01 00:00:00,143.6,Northern_Montana_Health_Care
1060098,COLLECTION SET DISP,272,2015-09-01 00:00:00,95.5,Northern_Montana_Health_Care
1060099,TISSUE TRAP,272,2015-08-01 00:00:00,70.7,Northern_Montana_Health_Care
1060110,"SUCTION CANNISTER, FLEX 1500CC",270,2017-07-01 00:00:00,13.1,Northern_Montana_Health_Care
1060151,SUCTION CANNISTER DISP 1200 ML,271,2013-07-01 00:00:00,14.4,Northern_Montana_Health_Care
1060300,SURE CLOSURE,272,2018-06-01 00:00:00,619.7,Northern_Montana_Health_Care
1060706,SYRINGE BULB IRRIGATION 50cc,272,2013-07-01 00:00:00,4.7,Northern_Montana_Health_Care
1061738,SYRINGE BLOOD GAS DISP,272,2013-07-01 00:00:00,9.1,Northern_Montana_Health_Care
1062801,SYRINGE EAR 3OZ,272,2013-07-01 00:00:00,6.1,Northern_Montana_Health_Care
1062959,SYRINGE TOOMEY,272,2013-07-01 00:00:00,17.5,Northern_Montana_Health_Care
1065050,DERMOPLAST SPRAY,272,2015-07-01 00:00:00,36.6,Northern_Montana_Health_Care
1065070,TUCKS PADS,272,2013-07-01 00:00:00,25.8,Northern_Montana_Health_Care
1065192,SUCTION POLYP TRAP,272,2013-07-01 00:00:00,80.1,Northern_Montana_Health_Care
1066016,"COBAN DRESSING 1""",272,2013-07-01 00:00:00,5.3,Northern_Montana_Health_Care
1066018,"TAPE COBAN 3"" SELF ADHERING",271,2013-07-29 00:00:00,17.7,Northern_Montana_Health_Care
1066021,TAPE COBAN SELF ADHERING,271,2013-07-02 00:00:00,32.3,Northern_Montana_Health_Care
1066660,ESOPHEAGEAL RECTAL TEMP P,272,2015-04-01 00:00:00,47.2,Northern_Montana_Health_Care
1066976,"TIP, INTERAMEDULLARY, 8.0",272,2014-04-01 00:00:00,86.3,Northern_Montana_Health_Care
1066984,"TIP, FAN SPRAY W/SPLASH SHIELD",272,2013-07-01 00:00:00,73.2,Northern_Montana_Health_Care
1067851,AMNIOCENTESIS TRAY,272,2015-05-01 00:00:00,78.6,Northern_Montana_Health_Care
1067853,NEEDLE BONE MARROW BIOPSY 11G,272,2013-07-01 00:00:00,207.9,Northern_Montana_Health_Care
1067854,"TRAY BONE MARROW 11GX4"" NEEDLE",272,2013-07-01 00:00:00,193.2,Northern_Montana_Health_Care
1067858,TRAY SOFT TISSUE,272,2015-07-01 00:00:00,128.1,Northern_Montana_Health_Care
1067867,TRACHAEL SUCTION SYSTEM,272,2016-01-01 00:00:00,71.9,Northern_Montana_Health_Care
1067909,TRACHEOSTOMY CARE KIT,272,2013-07-29 00:00:00,11,Northern_Montana_Health_Care
1067925,"TRANDUCER, SINGLE",272,2014-07-01 00:00:00,64.9,Northern_Montana_Health_Care
1067941,TRANSDUCER OXI QUICK,272,2013-07-01 00:00:00,65.9,Northern_Montana_Health_Care
1067945,OXISENSOR II,272,2017-07-01 00:00:00,75.6,Northern_Montana_Health_Care
1067958,"TRANSDUCER, ACCESSORY CONNECTO",272,2013-07-01 00:00:00,31.5,Northern_Montana_Health_Care
1067974,TRAY CONTINUOUS EPIDURAL,272,2013-07-01 00:00:00,156.9,Northern_Montana_Health_Care
1067975,TRAY EPIDURAL X-RAY,272,2015-07-01 00:00:00,123,Northern_Montana_Health_Care
1067978,TRAY SPINAL/EPIDURAL,272,2013-07-01 00:00:00,267.1,Northern_Montana_Health_Care
1068006,TRAY LUMBAR PUNCTURE ADULT,272,2013-07-01 00:00:00,81.9,Northern_Montana_Health_Care
1068105,TRAY LUMBAR PUNCTURE PED,272,2014-07-01 00:00:00,63.44,Northern_Montana_Health_Care
1068139,"TRAY, PARACENTISIS",272,2013-12-01 00:00:00,193,Northern_Montana_Health_Care
1068170,TRAY PUDENDAL BLOCK,272,2016-07-01 00:00:00,57,Northern_Montana_Health_Care
1068205,"TRAY BONE MARROW 13GX31/2""",272,2013-07-01 00:00:00,221.8,Northern_Montana_Health_Care
1068501,TRAY SPINAL ANESTHESIA,272,2019-07-01 00:00:00,154.3,Northern_Montana_Health_Care
1068505,NERVE BLOCK TRAY,272,2015-07-01 00:00:00,325.9,Northern_Montana_Health_Care
1068612,GUIDEWIRE DBL-FLEX .032,272,2013-07-01 00:00:00,177,Northern_Montana_Health_Care
1068709,TUBE ADAPTER IRRIGATION,272,2013-07-01 00:00:00,4,Northern_Montana_Health_Care
1068808,TUBE CONNECTOR Y,272,2013-07-01 00:00:00,8,Northern_Montana_Health_Care
1068907,TUBE CONNECTOR 5 IN 1,272,2013-07-01 00:00:00,1.9,Northern_Montana_Health_Care
1069301,TUBE CONNECTING 1/4X72,272,2016-02-01 00:00:00,6.1,Northern_Montana_Health_Care
1069400,TUBE CONNECTING 3/16TH X 18,272,2013-07-01 00:00:00,4.7,Northern_Montana_Health_Care
1069509,TUBE CONNECTING 3/16X72,272,2013-07-01 00:00:00,4.2,Northern_Montana_Health_Care
1069595,PCA ADMIN KIT,272,2016-01-01 00:00:00,35.3,Northern_Montana_Health_Care
1069608,"TUBE EXTENSION 33""",272,2013-07-01 00:00:00,9.5,Northern_Montana_Health_Care
1070130,SALEM SUMP TUBE,272,2013-07-01 00:00:00,43.9,Northern_Montana_Health_Care
1070143,TUBE GASTRIC SUMP 16FR,272,2013-07-01 00:00:00,15.3,Northern_Montana_Health_Care
1070309,TUBE LAVAGE EVACUATOR 22FR,272,2013-07-01 00:00:00,359.5,Northern_Montana_Health_Care
1070408,TUBE LAVAGE,272,2013-07-01 00:00:00,397,Northern_Montana_Health_Care
1071605,CENTRAL TEMP PROBE 12FR DISP,272,2013-07-01 00:00:00,46.5,Northern_Montana_Health_Care
1072552,TUBE SHILEY TRACH,271,2013-07-01 00:00:00,315.9,Northern_Montana_Health_Care
1072800,"TUBE SUCTION , KAMVAC",272,2013-07-01 00:00:00,339.9,Northern_Montana_Health_Care
1074202,TUBE ENDOTRACHEAL,272,2015-04-01 00:00:00,15.3,Northern_Montana_Health_Care
1075407,TUBE LUKI ASPIRATING,272,2013-07-01 00:00:00,33.4,Northern_Montana_Health_Care
1076108,"TUBING,INSUFFALTION W/FILTER C",272,2019-07-01 00:00:00,515.3,Northern_Montana_Health_Care
1076112,ARTHROSCOPY TUBING SET,272,2013-07-01 00:00:00,560.7,Northern_Montana_Health_Care
1076405,TUBING PENROSE STERILE,272,2013-07-01 00:00:00,2.8,Northern_Montana_Health_Care
1076504,TUBING PENROSE 1X18 STER,272,2013-07-01 00:00:00,10.4,Northern_Montana_Health_Care
1076900,TUBING PENROSE 5/8X18 STER,272,2014-04-01 00:00:00,5.2,Northern_Montana_Health_Care
1077106,TUBING WOUND SUCTION JACKSON P,272,2013-07-01 00:00:00,120.7,Northern_Montana_Health_Care
1077110,WOUND DRAIN 10MM JACKSON PRATT,272,2014-07-01 00:00:00,52.4,Northern_Montana_Health_Care
1077115,WOUND DRAIN 15FR JACKSON PRATT,272,2013-07-01 00:00:00,89.5,Northern_Montana_Health_Care
1077210,HEMOVAC SNYDER WOUND SUCTION,272,2013-07-01 00:00:00,40.6,Northern_Montana_Health_Care
1077460,"TUR IRRIGATION SET, Y SITE",272,2015-08-01 00:00:00,64.4,Northern_Montana_Health_Care
1077502,UMBILICAL CORD CLAMP,272,2013-07-01 00:00:00,5.7,Northern_Montana_Health_Care
1078500,"URINE DRAINAGE BAG, BEDSIDE",272,2013-07-01 00:00:00,36.1,Northern_Montana_Health_Care
1078505,URINE DRAIN BAG LATEXFREE,272,2013-07-01 00:00:00,42.1,Northern_Montana_Health_Care
1078609,"URINE DRAINAGE BAG, LEG-STRAP",272,2013-07-01 00:00:00,51,Northern_Montana_Health_Care
1078906,URINE METER WITH BAG-UROMETER,272,2013-07-01 00:00:00,69.5,Northern_Montana_Health_Care
1079052,CATHETER TRAY WITH UROMETER,272,2019-01-01 00:00:00,108.9,Northern_Montana_Health_Care
1079060,OSTOMY BAG DRAINABLE,271,2013-07-01 00:00:00,21.9,Northern_Montana_Health_Care
1079102,UTERINE MANIPULATOR/INJECTOR,272,2013-10-01 00:00:00,138.6,Northern_Montana_Health_Care
1079151,"VACCUUM EXTRACTOR, TENDER TOUC",272,2013-07-01 00:00:00,165.5,Northern_Montana_Health_Care
1079152,VACUUM EXTRACTOR KIWI,272,2013-07-01 00:00:00,209.15,Northern_Montana_Health_Care
1079219,WARMER IV SET,272,2013-07-01 00:00:00,426.9,Northern_Montana_Health_Care
1079243,WARMER BLOOD FILTER,272,2013-07-01 00:00:00,117.7,Northern_Montana_Health_Care
1079805,YANKAUER SUCTION TIP,272,2019-07-01 00:00:00,4.2,Northern_Montana_Health_Care
1093439,PESSARY,272,2017-07-01 00:00:00,248.2,Northern_Montana_Health_Care
1094000,WOUND VAC DRESSING M,272,2015-05-01 00:00:00,288.5,Northern_Montana_Health_Care
1094004,WOUND VAC DRESSING L SIL,272,2013-07-01 00:00:00,437.9,Northern_Montana_Health_Care
1094008,WOUND VAC CANNISTER,272,2019-07-01 00:00:00,263.2,Northern_Montana_Health_Care
1094011,Wound vac cannister 1000ml,270,2018-07-01 00:00:00,341,Northern_Montana_Health_Care
1094012,WOUND VAC DRESSING L,272,2019-07-01 00:00:00,309.6,Northern_Montana_Health_Care
1094018,WOUND VAC DRESSING S,272,2019-07-01 00:00:00,251.7,Northern_Montana_Health_Care
1094024,WOUND VAC DRESSING SM SIL,272,2013-07-01 00:00:00,356.4,Northern_Montana_Health_Care
1094028,WOUND VAC DRESSING MD SIL,272,2013-07-01 00:00:00,361.7,Northern_Montana_Health_Care
1094032,WOUND VAC DRESSING ROUND,272,2013-07-01 00:00:00,234.6,Northern_Montana_Health_Care
1094034,WOUND VAC SYSTEM,272,2014-07-01 00:00:00,2751.2,Northern_Montana_Health_Care
1122205,"ESMARK BANDAGE 3""",272,2013-07-01 00:00:00,33.7,Northern_Montana_Health_Care
1122220,"ESMARK BANDAGE 6""",272,2013-07-01 00:00:00,52.3,Northern_Montana_Health_Care
1122222,"DRESSING ESMARK 4""",272,2016-02-01 00:00:00,21.8,Northern_Montana_Health_Care
1122241,BANDAGE ELASTIC,271,2013-07-01 00:00:00,7.8,Northern_Montana_Health_Care
1122266,"BANDAGE ELASTIC 4"" DOUBLE",271,2013-07-30 00:00:00,18.2,Northern_Montana_Health_Care
1122308,"BANDAGE ELASTIC 6"" DOUBLE",271,2013-07-01 00:00:00,59.2,Northern_Montana_Health_Care
1125459,BINDER ABDOMINAL,271,2013-07-01 00:00:00,60,Northern_Montana_Health_Care
1148204,CAST THUMB GUARD,271,2013-07-01 00:00:00,23.6,Northern_Montana_Health_Care
1149350,DECUBITUS PAD 30 X 40,271,2013-07-01 00:00:00,59.9,Northern_Montana_Health_Care
1149514,"DRESSING UNNA-FLEX 4"" X 10YD",271,2013-07-01 00:00:00,68.6,Northern_Montana_Health_Care
1149517,DRESSING X-SPAN SIZE 4,271,2013-07-01 00:00:00,130.5,Northern_Montana_Health_Care
1149558,DRESSING X-SPAN SIZE 6,271,2013-07-01 00:00:00,185.6,Northern_Montana_Health_Care
1149590,DRESSING X-SPAN SIZE 8,271,2013-07-01 00:00:00,384.8,Northern_Montana_Health_Care
1151646,FINGER STRIP 1 IN,271,2013-07-01 00:00:00,11.5,Northern_Montana_Health_Care
1157601,GAUZE TUBEGAUZE SZ 01,271,2013-07-01 00:00:00,3.2,Northern_Montana_Health_Care
1157643,GAUZE TUBEGAUZE SZ 12,271,2013-07-01 00:00:00,82.4,Northern_Montana_Health_Care
1157684,GAUZE TUBEGAUZE SZ 34,271,2013-07-01 00:00:00,3.2,Northern_Montana_Health_Care
1165521,PADDING CAST,271,2013-07-01 00:00:00,6.3,Northern_Montana_Health_Care
1165752,PADDING FOAM ADHESIVE RESTON,271,2013-07-01 00:00:00,15.3,Northern_Montana_Health_Care
1166024,"PLASTER BANDAGE 2"" 3M",271,2013-07-01 00:00:00,21.6,Northern_Montana_Health_Care
1166073,"PLASTER BANDAGE 3"" 3M",271,2013-07-01 00:00:00,26.5,Northern_Montana_Health_Care
1166115,"PLASTER BANDAGE 4"" X-FASTSET",271,2013-07-01 00:00:00,10.3,Northern_Montana_Health_Care
1166123,"PLASTER BANDAGE 4"" 3M",271,2013-07-01 00:00:00,34.3,Northern_Montana_Health_Care
1166164,"PLASTER BANDAGE 5"" X-FASTSET",271,2013-07-01 00:00:00,12.8,Northern_Montana_Health_Care
1168008,HEEL PROTECTOR HEELMEDIX,274,2013-07-01 00:00:00,317.2,Northern_Montana_Health_Care
1180009,SCROTAL SUSPENSORY,271,2013-07-01 00:00:00,31.6,Northern_Montana_Health_Care
1183409,"Splint, finger abduction",271,2017-07-01 00:00:00,26.3,Northern_Montana_Health_Care
1183623,"SPLINT, FINGER ALUMIMUM 3""",271,2017-07-01 00:00:00,6,Northern_Montana_Health_Care
1183805,SPLINT FNGER FROG STYLE,271,2017-07-01 00:00:00,11.2,Northern_Montana_Health_Care
1186303,"STOCKINETTE 2"" 3M",271,2013-07-01 00:00:00,4.9,Northern_Montana_Health_Care
1186402,"STOCKINETTE 3"" 3M",271,2013-07-01 00:00:00,8.5,Northern_Montana_Health_Care
1186448,STOCKINETTE 9 X 36,272,2013-07-01 00:00:00,26.7,Northern_Montana_Health_Care
1186451,"STOCKINETTE 4"" IMPERVIOUS STER",272,2013-07-01 00:00:00,90.6,Northern_Montana_Health_Care
1186469,"STOCKINETTE 4"" 3M",271,2013-07-01 00:00:00,10.1,Northern_Montana_Health_Care
1186475,STOCKINETTE IMP X-L,270,2013-07-01 00:00:00,36.7,Northern_Montana_Health_Care
1186519,"STOCKINETTE 6"" 3M",271,2013-07-01 00:00:00,15.4,Northern_Montana_Health_Care
1186550,"STOCKINETTE 6"" IMPERVIOUS STER",272,2013-07-01 00:00:00,69.5,Northern_Montana_Health_Care
1187509,STOCKING ANTI-EMBOLISM CALF,271,2013-07-01 00:00:00,20.3,Northern_Montana_Health_Care
1187517,STOCKING ANTI-EMBOLISM LARGE T,271,2013-07-01 00:00:00,40.9,Northern_Montana_Health_Care
1187574,STOCKING ANTI-EMBOLISM MED,271,2013-07-01 00:00:00,45.8,Northern_Montana_Health_Care
1187616,Stocking anti-emb thigh small,271,2013-07-01 00:00:00,45.8,Northern_Montana_Health_Care
1187806,"STOCKINETTE, TUBULAR 5' X 4""",271,2013-07-01 00:00:00,34.1,Northern_Montana_Health_Care
1187815,STOCKINETTE 6X5,271,2013-07-01 00:00:00,67.9,Northern_Montana_Health_Care
1187822,"STOCKINETTE, TUBULAR 8' X 6""",271,2013-07-01 00:00:00,42.8,Northern_Montana_Health_Care
1189109,SUPPORT DOU-LUMBOSACRAL,271,2013-07-01 00:00:00,122.6,Northern_Montana_Health_Care
1224000,DRESSING MAXORB ROPE,623,2013-08-01 00:00:00,13.6,Northern_Montana_Health_Care
1224023,DRESSING POLYMEM 3 X 3,623,2013-07-01 00:00:00,8.9,Northern_Montana_Health_Care
1224026,DRESSING POLYMEM 4 X,623,2013-07-01 00:00:00,12.6,Northern_Montana_Health_Care
1224550,DRESSING ALGINATE MAXORB,623,2013-07-01 00:00:00,15.3,Northern_Montana_Health_Care
