Charge Code,Charge Code Description,Proc Code,Rate,hospital
2443933,SLO-MAG 64 MG TAB,,4.00,The_Ruby_Valley_Hospital
2443942,DILAUDID 3MG,J1170,15.00,The_Ruby_Valley_Hospital
2443945,NAMENDA 5MG,,5.00,The_Ruby_Valley_Hospital
2443946,SOLTALOL 80MG TAB,,29.00,The_Ruby_Valley_Hospital
2443949,NEOMYCIN POLY HC OTIC SUSP,,130.00,The_Ruby_Valley_Hospital
2443950,LAMICTAL 25MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2443964,AVELOX IV 100MG,J2280,15.00,The_Ruby_Valley_Hospital
2443965,TOPAMAX 200 MG TABLET,,11.00,The_Ruby_Valley_Hospital
2443966,CIPRO 250MG/5ML 50ML,,99.00,The_Ruby_Valley_Hospital
2443968,PYRIDIUM  200MG TAB,,5.00,The_Ruby_Valley_Hospital
2443969,LABATOLOL 5 MG,J3490,6.00,The_Ruby_Valley_Hospital
2443970,CARDIZEM 5MG/ML  VIAL,J3490,8.50,The_Ruby_Valley_Hospital
2443985,CEFEPIME 1 GM,J0692,65.50,The_Ruby_Valley_Hospital
2443988,BUTT CREAM,,4.00,The_Ruby_Valley_Hospital
2444000,Xylocaine 2% 100mg 5ml PAIN,J2001,0.00,The_Ruby_Valley_Hospital
24440011,Xylocaine 4% 200mg 5ml PAIN,J2001,0.00,The_Ruby_Valley_Hospital
2444002,Dexamethasone Preservative Free/Pain,J1100,20.50,The_Ruby_Valley_Hospital
2444065,SOMA 350MG TAB,,19.00,The_Ruby_Valley_Hospital
2444418,BENADRYL 4oz BOTTLE,,11.00,The_Ruby_Valley_Hospital
2444432,VALIUM 10ML VIAL,,120.00,The_Ruby_Valley_Hospital
2444783,PAXIL 20MG TAB,J3490,9.00,The_Ruby_Valley_Hospital
2444855,NAPROSYN 500MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2444856,NAPROSYN 375MG TAB,,4.00,The_Ruby_Valley_Hospital
2444883,CALAN 180MG SR,,11.00,The_Ruby_Valley_Hospital
2445005,PREVACID 30 MG TAB,,37.00,The_Ruby_Valley_Hospital
2445182,ROMAZICON.5MG IV,J3490,26.00,The_Ruby_Valley_Hospital
2445236,SAF-GEL 3OZ TUBE,,86.00,The_Ruby_Valley_Hospital
2445238,EXCEL-GEL 4 0Z TUBE,,67.00,The_Ruby_Valley_Hospital
2445321,METHOTREXATE TABS 10MG,,73.00,The_Ruby_Valley_Hospital
2445368,COGENTIN 2MG TAB,,4.00,The_Ruby_Valley_Hospital
2445369,MELLARIL 50MG TAB,,4.00,The_Ruby_Valley_Hospital
2445569,LASIX 10MG TAB,,4.00,The_Ruby_Valley_Hospital
2445623,PROTOPAM CHLORIDE 1GM IV,,233.00,The_Ruby_Valley_Hospital
2445632,GLUCOPHAGE 850 MG TAB,,12.00,The_Ruby_Valley_Hospital
2445633,FLOVENT INHALLER,,213.00,The_Ruby_Valley_Hospital
2445634,SEREVENT INHALLER,,322.00,The_Ruby_Valley_Hospital
2445665,VALTREX 1 MG TAB,,10.00,The_Ruby_Valley_Hospital
2445666,VALTREX 500 MG TAB,J3490,23.50,The_Ruby_Valley_Hospital
2445697,KEFLEX 500mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2445698,NITROBID 6.5MG TAB,,4.00,The_Ruby_Valley_Hospital
2445880,Fluticasone/Salmeterol (Advair) 100-50,,5.00,The_Ruby_Valley_Hospital
2445888,CLIMARARA PATCH 0.1MG,,53.00,The_Ruby_Valley_Hospital
2445897,AMIODERONE 200MG TAB,,17.00,The_Ruby_Valley_Hospital
2445966,VALIUM 2.5MG TAB,,4.00,The_Ruby_Valley_Hospital
2446007,LOPRESSOR 25MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
24462323,Outpatient Inj Interlaminar Lumbar w/ima,62323,"2,110.00",The_Ruby_Valley_Hospital
2446518,PROBENECID 500MG TAB,,4.00,The_Ruby_Valley_Hospital
2447022,SORBITAL 70% SOLUTION DOSE,,5.00,The_Ruby_Valley_Hospital
2447111,VALIUM 1-2 1/2 MG IM,,11.00,The_Ruby_Valley_Hospital
2447225,CARDIZEM 300MG TAB,,30.00,The_Ruby_Valley_Hospital
2447569,CARDIZEM 100MG IM,,56.00,The_Ruby_Valley_Hospital
2447842,MYSOLINE 50MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2447861,ULTRAM 50 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2447895,DETROL 2MG TAB,,20.00,The_Ruby_Valley_Hospital
2447898,DEXAMETHASONE 10CC (1 DOSE),,24.00,The_Ruby_Valley_Hospital
2447968,ALBUTEROL SYRUP 2MG/5ML DOSE,,4.00,The_Ruby_Valley_Hospital
2447986,VIOXX 25MG TAB,,29.00,The_Ruby_Valley_Hospital
2448888,ALLEGRA 60 MG TAB,,11.00,The_Ruby_Valley_Hospital
2448965,TRIAMTERENE/HCTZ 50/25 TAB,,4.00,The_Ruby_Valley_Hospital
2448997,ATACAND 32 MG TAB,,20.00,The_Ruby_Valley_Hospital
2449000,PAIN VERSED 1MG,J2250,0.00,The_Ruby_Valley_Hospital
2449001,PAIN OMNIPAQUE CONTRAST 350 ml,Q9967,0.00,The_Ruby_Valley_Hospital
2449132,SULF 10 OPT GTTS BOTTLE,,90.00,The_Ruby_Valley_Hospital
2449133,SULF 10 OPT DROPPERETTE,,17.00,The_Ruby_Valley_Hospital
2449311,NITROPRUSSIDE IM 25 mq/per ml,J3490,0.00,The_Ruby_Valley_Hospital
24493123,Bupropion HCL 100mg ER tab,J3490,15.00,The_Ruby_Valley_Hospital
2449317,IMODIUM LIQUID 2MG,,5.00,The_Ruby_Valley_Hospital
2449318,PHENERGAN 12.5mg TAB,,4.00,The_Ruby_Valley_Hospital
2449319,MIRALAX 17GM PER DOSE,J3490,6.00,The_Ruby_Valley_Hospital
2449320,ZOSYN 2.25MG IM/IV,J2543,27.00,The_Ruby_Valley_Hospital
2449325,FENTANYL 25 MCG,J3490,46.50,The_Ruby_Valley_Hospital
2449328,ALFUZOSIN SR 10 MG TAB,,21.00,The_Ruby_Valley_Hospital
2449329,JANUVIA 100MG/SITAGLIPTIN PHOSPHATE,,35.00,The_Ruby_Valley_Hospital
2449330,SUPARTZ,J7321,171.00,The_Ruby_Valley_Hospital
2449334,TPN 10 TO 15 GMS PROTEIN PREMIX,B4189,546.00,The_Ruby_Valley_Hospital
2449335,LIPIDS 20%,,85.00,The_Ruby_Valley_Hospital
2449336,LIDOCAINE & PRILOCAINE CREAM 5GM TUBE,,0.00,The_Ruby_Valley_Hospital
2449337,CORTROSYN .25MG,J0834,124.00,The_Ruby_Valley_Hospital
2449338,SUCCINYLCHOLINE 20MG,J0330,8.00,The_Ruby_Valley_Hospital
2449339,AMIDATE 20MG,J3490,24.00,The_Ruby_Valley_Hospital
2449340,"VITAMIN D 50,000 IU",J3490,6.50,The_Ruby_Valley_Hospital
2449341,DILAUDID 4MG IV,J1170,17.00,The_Ruby_Valley_Hospital
2449342,IV SOL 250ML,J7050,20.50,The_Ruby_Valley_Hospital
2449344,UNCLASSIFIED BIOLOGICS,J3590,4.00,The_Ruby_Valley_Hospital
2449345,ZITHROMAX 250 MG IV/IM,Q0144,55.00,The_Ruby_Valley_Hospital
2449349,TELAVANCIN 10MG,J3095,78.00,The_Ruby_Valley_Hospital
2449350,KETAMINE 100MG/ML,J3490,51.50,The_Ruby_Valley_Hospital
2449351,BACLOFEN 10MG,,4.00,The_Ruby_Valley_Hospital
2449352,HYDRALAZINE 25MG,,20.00,The_Ruby_Valley_Hospital
2449353,BARRIER CREAM,,4.00,The_Ruby_Valley_Hospital
2449354,HYDRALAZINE UP TO 20 MG/ML,J0360,50.50,The_Ruby_Valley_Hospital
2449355,BACLOFEN 10MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2449356,TOLVAPTAN 15MG TAB,,4.00,The_Ruby_Valley_Hospital
2449357,AGGRENOX 25MG/200MG,,4.00,The_Ruby_Valley_Hospital
2449358,OMEGA 3 FISH OIL,,4.00,The_Ruby_Valley_Hospital
2449359,NEPHRO-VITE TAB,,4.00,The_Ruby_Valley_Hospital
2449360,MYCELEX TROCHE 10MG TAB,,4.00,The_Ruby_Valley_Hospital
2449361,DIFLUCAN  100 MG TAB,,35.00,The_Ruby_Valley_Hospital
2449362,AMIODERONE 30MG,J0282,20.00,The_Ruby_Valley_Hospital
2449363,LOVENOX 10 MG IM,J1650,20.00,The_Ruby_Valley_Hospital
2449364,VECURONIUM 10MG,,5.00,The_Ruby_Valley_Hospital
2449365,ATROPINE SULFATE 0.1MG,J0461,21.50,The_Ruby_Valley_Hospital
2449366,SUCCINYLCHOLINE CHLORIDE 20ML,J0330,115.00,The_Ruby_Valley_Hospital
2449367,INSULIN NOVOLOG PER 5 UNITS,,4.00,The_Ruby_Valley_Hospital
2449368,VECURONIUM,,115.00,The_Ruby_Valley_Hospital
2449370,MELATONIN 5MG CAP,J3490,3.00,The_Ruby_Valley_Hospital
2449371,VECURONIUM BROM. 10MG VIAL,J3490,24.50,The_Ruby_Valley_Hospital
2449372,ZYVOX 200MG IV,J2020,193.00,The_Ruby_Valley_Hospital
2449373,SKELAXIN 800MG,,19.00,The_Ruby_Valley_Hospital
2449374,VITAMIN K 1MG INJ,J3430,185.50,The_Ruby_Valley_Hospital
2449375,EES 333mg TAB,,5.00,The_Ruby_Valley_Hospital
2449376,LIDOCAINE 10MG/1ML,J2001,0.00,The_Ruby_Valley_Hospital
2449377,VERSED 1MG,J2250,5.00,The_Ruby_Valley_Hospital
2449378,FENTANYL 0.1MG,J3010,18.00,The_Ruby_Valley_Hospital
2449379,PHARMACY GENERAL CLASS,,60.00,The_Ruby_Valley_Hospital
2449380,DALIRESP 500MCG TAB,,60.00,The_Ruby_Valley_Hospital
2449381,IV CONTRAST PER 1ML,Q9967,1.65,The_Ruby_Valley_Hospital
2449382,LEVONORGESTREL 1.5 MG TAB,J3490,77.00,The_Ruby_Valley_Hospital
2449383,SPIRIVA 18MCG CAPS,J3490,58.50,The_Ruby_Valley_Hospital
2449384,ACTIVASE 100 MG,J2997,"14,785.00",The_Ruby_Valley_Hospital
2449385,INVANZ 500 MG INJ,J1335,448.00,The_Ruby_Valley_Hospital
2449386,MS CONTIN 30MG,,4.00,The_Ruby_Valley_Hospital
2449387,INJ GADOTERATE MEGLUMI 0.1 ML,A9575,2.00,The_Ruby_Valley_Hospital
2449388,STADOL 1mg/ml IM,J0595,20.00,The_Ruby_Valley_Hospital
2449389,NEUPOGEN 1 MCG,J1442,718.00,The_Ruby_Valley_Hospital
2449390,NITROGLYCERINE 50MG/250ML,J3490,74.50,The_Ruby_Valley_Hospital
2449391,HEPATITIS B VACCINE ADULT 3 DOSE ENGERIX,90746,861.00,The_Ruby_Valley_Hospital
2449392,TOBRAMYCIN 80MG,J3260,11.00,The_Ruby_Valley_Hospital
2449393,PANCREASE,,5.00,The_Ruby_Valley_Hospital
2449394,CHERATUSSIN AC ORAL SYRUP,J3490,5.00,The_Ruby_Valley_Hospital
2449395,DEMADEX 20MG,J3490,5.00,The_Ruby_Valley_Hospital
2449396,LEVOFLOXACIN .05% OPTH DROPS,,94.00,The_Ruby_Valley_Hospital
2449398,GUAIFENESIN w CODEINE,J3490,5.00,The_Ruby_Valley_Hospital
2449399,PNEUMONIA (PPV 23) VACCINE,90732,601.00,The_Ruby_Valley_Hospital
2449400,ZYRTEC ELIXIR,J3490,5.00,The_Ruby_Valley_Hospital
2449401,MYCAMINE 100MG,J2248,5.00,The_Ruby_Valley_Hospital
2449402,SODIUM CHLORIDE FLUSH,A4216,5.00,The_Ruby_Valley_Hospital
2449403,CIPRO  HC OTIC SOL'N,,375.00,The_Ruby_Valley_Hospital
2449404,ADVAIR DISKUS,J3490,755.50,The_Ruby_Valley_Hospital
2449405,FISH OIL CAP,J3490,5.00,The_Ruby_Valley_Hospital
2449407,POTASSIUM CHLORIDE 20MCG ORAL SOLUTION,,20.00,The_Ruby_Valley_Hospital
2449408,IV SOL D5 NS,J7042,44.00,The_Ruby_Valley_Hospital
2449409,KEPPRA 500MG IV,J1953,30.50,The_Ruby_Valley_Hospital
2449410,XARELTO 10MG,J3490,60.50,The_Ruby_Valley_Hospital
2449411,KEPPRA 5ML,,5.00,The_Ruby_Valley_Hospital
2449412,GLYCOPYRROLATE,J3490,27.00,The_Ruby_Valley_Hospital
2449413,LEVOPHED 4MG,J3490,34.00,The_Ruby_Valley_Hospital
2449414,FLU VACCINE HIGH DOSE,90662,60.00,The_Ruby_Valley_Hospital
2449415,INFLUENZA VACCINE PEDIATRIC DOSE,90685,60.00,The_Ruby_Valley_Hospital
2449416,FLUZONE QUAD,90686,25.00,The_Ruby_Valley_Hospital
2449417,NASAL DECONGESTANT,J3490,7.00,The_Ruby_Valley_Hospital
2449418,REQUIP .5MG TABLET,J3490,8.00,The_Ruby_Valley_Hospital
2449419,SALINE NASAL GEL,J3490,10.00,The_Ruby_Valley_Hospital
2449420,CEFDINIR 300MG TAB,,13.00,The_Ruby_Valley_Hospital
2449421,CEFDINIR 300MG TAB,,6.00,The_Ruby_Valley_Hospital
2449422,PRINIVIL 5mg TAB,,4.00,The_Ruby_Valley_Hospital
2449423,GUAIFENESIN w CODEINE 10ML,,6.00,The_Ruby_Valley_Hospital
2449424,COLACE LIQUID 100MG,J3490,5.00,The_Ruby_Valley_Hospital
2449425,PROLIA 1MG,J0897,"2,148.50",The_Ruby_Valley_Hospital
2449426,ELIQUIS 2.5 MG,J3490,30.50,The_Ruby_Valley_Hospital
2449427,HYDREA 500 MG,,5.00,The_Ruby_Valley_Hospital
2449428,XARELTO RIVAROXABAN 20MG TAB,J3490,60.50,The_Ruby_Valley_Hospital
2449429,DECADRON ORAL  0.25MG,J8540,1.04,The_Ruby_Valley_Hospital
2449430,0.9% SODIUM CHLORIDE 50ML,,7.00,The_Ruby_Valley_Hospital
2449431,ACIDOPHILUS PROBIOTIC w/ pectin cap,J3490,5.00,The_Ruby_Valley_Hospital
2449432,QUESTRAN TAB,,4.00,The_Ruby_Valley_Hospital
2449433,BENTYL 5CC,,0.01,The_Ruby_Valley_Hospital
2449434,AMIODARONE DRIP,J0282,11.00,The_Ruby_Valley_Hospital
2449435,DILTIAZEM DRIP,J3490,5.00,The_Ruby_Valley_Hospital
2449436,Sodium Bicarb 650mg Tab,J3490,5.00,The_Ruby_Valley_Hospital
2449437,EPI DRIP,J0171,56.00,The_Ruby_Valley_Hospital
2449438,ACETYLCYSTEINE INJ 6 GM/30 ML,J0132,598.00,The_Ruby_Valley_Hospital
2449439,CARVEDILOL 12.5 MG TAB,J3490,7.00,The_Ruby_Valley_Hospital
2449440,ASPIRIN CHEW 81 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2449441,Bicillin CR,J2510,478.00,The_Ruby_Valley_Hospital
2449442,MUCINEX D,J3490,5.00,The_Ruby_Valley_Hospital
2449443,D5W 1000 ML,J7060,17.00,The_Ruby_Valley_Hospital
2449444,D5W 500 ML,J7060,12.00,The_Ruby_Valley_Hospital
2449445,D5 1/2NS 1000 ML,J7799,20.50,The_Ruby_Valley_Hospital
2449446,NS 0.9% 500 ML,J7040,20.50,The_Ruby_Valley_Hospital
2449447,NS 3% HYPERTONIC 500 ML,J7799,21.00,The_Ruby_Valley_Hospital
2449448,D5 NS 1000 ML,J7042,20.50,The_Ruby_Valley_Hospital
2449449,HYDROCHLOROTHIAZIDE TAB 25 MG,J3490,5.00,The_Ruby_Valley_Hospital
2449450,CIPRODEX OTIC 0.3%,J7342,687.50,The_Ruby_Valley_Hospital
2449451,ACTIVASE 2 MG,J2997,698.00,The_Ruby_Valley_Hospital
2449452,GLUTOSE 15 ORAL GEL,J3490,13.00,The_Ruby_Valley_Hospital
2449453,INFLUENZA FLUZONE HIGH DOSE,,180.00,The_Ruby_Valley_Hospital
2449454,INSULIN DRIP,J1815,57.50,The_Ruby_Valley_Hospital
2449455,PROZAC CAP 10 MG,J3490,7.50,The_Ruby_Valley_Hospital
2449456,Depo-Testosterone,J1071,216.00,The_Ruby_Valley_Hospital
2449457,Bupivacaine 10ml,J3490,100.00,The_Ruby_Valley_Hospital
2449458,FLUBLOK INFLUENZA EGG FREE,90682,60.00,The_Ruby_Valley_Hospital
2449470,MELATONIN 3mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2449503,Sodium Chloride .45% 500ml bag,J7799,20.50,The_Ruby_Valley_Hospital
2449504,Levetiracetam 500 mg tablet,J3490,10.50,The_Ruby_Valley_Hospital
2449520,MONTELUKAST 10 MG,J3490,18.50,The_Ruby_Valley_Hospital
2449540,VAC - DTaP-IPV INJ [0.5 ML],,198.50,The_Ruby_Valley_Hospital
2449558,ESMOLOL HCL 100 MG/10 ml,J3490,28.50,The_Ruby_Valley_Hospital
2449568,LIDOCAINE HCL 1% SVD 10X5ML,J3490,0.00,The_Ruby_Valley_Hospital
2449578,AMANTADINE 50MG/5ML DOSE,,4.00,The_Ruby_Valley_Hospital
2449588,FLEET MINERAL OIL ENEMA,J3490,7.00,The_Ruby_Valley_Hospital
2449655,HYDROGEN PEROXIDE BOTTLE,,0.00,The_Ruby_Valley_Hospital
2449668,LIDOCAINE HCL 4% AMP 25X5ML,J3490,0.00,The_Ruby_Valley_Hospital
2449701,OCUFLOX SOLUTION 0.3% 5ML BOTTLE,J3490,67.50,The_Ruby_Valley_Hospital
2449768,LIDOCAINE HCL PF 2% SDV 10X5ML,J3490,0.00,The_Ruby_Valley_Hospital
2449875,COREG 6.25MG TAB,,5.00,The_Ruby_Valley_Hospital
2449876,COREG 3.125MGTAB,J3490,6.50,The_Ruby_Valley_Hospital
2449897,PULMICORT 0.25MG/2ML INHAL SOL,J7626,30.50,The_Ruby_Valley_Hospital
2449898,KEFLEX ORAL SUSP 125/5ml (BOTTLE),J3490,76.00,The_Ruby_Valley_Hospital
2449899,EPI-PEN,J0171,694.00,The_Ruby_Valley_Hospital
2449900,Lidocaine 2% Gel Glydo,J3490,24.50,The_Ruby_Valley_Hospital
2449901,PREPACK ACETAMINOPHEN 325MG,J3490,5.00,The_Ruby_Valley_Hospital
2449902,PREPACK AMLODOPINE 5MG,J3490,5.00,The_Ruby_Valley_Hospital
2449903,PREPACK AMOXICILLIN 250MG CAP,J3490,5.00,The_Ruby_Valley_Hospital
2449904,PREPACK AMOX/CLAV 875/125MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2449905,PREPACK CEPHALEXIN 250MG CAP,J3490,5.00,The_Ruby_Valley_Hospital
2449906,PREPACK CEPHALEXIN 500MG,J3490,5.00,The_Ruby_Valley_Hospital
2449907,PREPACK CIPROFLOXACIN 500MG,J3490,5.00,The_Ruby_Valley_Hospital
2449908,PREPACK CYCLOBENZAPRINE 10MG,J3490,5.00,The_Ruby_Valley_Hospital
2449909,PREPACK ONDANSETRON 4MG ODT,J3490,5.00,The_Ruby_Valley_Hospital
2449910,PREPACK PREDNISONE 20MG TAB,J7512,5.00,The_Ruby_Valley_Hospital
2449910,PREPACK PREDNISONE 20MG TAB,J7512,5.00,The_Ruby_Valley_Hospital
2449911,PREPACK TRAMADOL 50MG TAB,J3490,10.50,The_Ruby_Valley_Hospital
2449912,PREPACK HYDROCODONE/APAP 5/325MG,J3490,9.00,The_Ruby_Valley_Hospital
2449913,PREPACK LISINOPRIL 10MG,J3490,5.00,The_Ruby_Valley_Hospital
2449914,PREPACK IBUPROFEN 200MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2449915,PREPACK METOPROLOL 50MG TAB,J3490,7.50,The_Ruby_Valley_Hospital
2449916,PREPACK KETOROLAC 10MG TAB,J3490,28.00,The_Ruby_Valley_Hospital
2449917,PREPACK SULFA/TRIM 875/160MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2449918,PREPACK NITROFURANTOIN 100MG,J3490,48.50,The_Ruby_Valley_Hospital
2450003,Bupivacaine HCl (PF) Inj 0.25% 30ml,J3490,6.50,The_Ruby_Valley_Hospital
2450020,(Pain) Marcaine 10 ML,S0020,10.00,The_Ruby_Valley_Hospital
2450057,SLOBID 250mg TAB,,5.00,The_Ruby_Valley_Hospital
2455401,AMBIEN 5mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2455402,AMBIEN 10 MG TAB,,11.00,The_Ruby_Valley_Hospital
2455406,AMARYL 1MG TAB,,4.00,The_Ruby_Valley_Hospital
2455407,AMARYL 2MG TAB,,5.00,The_Ruby_Valley_Hospital
2455555,MISCELLANEOUS PHARMACY,,0.00,The_Ruby_Valley_Hospital
24560,FX CLOSED HUM/EPI MED/LAT W/O MANIP,24560,516.88,The_Ruby_Valley_Hospital
2459350,KETAMINE 50mg/ml,J3490,5.00,The_Ruby_Valley_Hospital
24600,ER CLOSED DISLOCATION ELBOW,24600,500.00,The_Ruby_Valley_Hospital
2460739,ZOMAX 100mg TAB,,5.00,The_Ruby_Valley_Hospital
2461639,PHENAZOPYRIDINE AZO 95 MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2462994,DOXYCYCLINE 100mg TAB,,29.00,The_Ruby_Valley_Hospital
24640,SUBLUXATION CLOSED TX RADIAL HEAD CHILD,24640,359.84,The_Ruby_Valley_Hospital
24650,FX CLOSED RADIAL HEAD/NECK W/O MANIPUL,24650,563.68,The_Ruby_Valley_Hospital
2466161,ALLOPURINOL 100mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2467168,LOVENOX 100 MG IM,J1650,318.00,The_Ruby_Valley_Hospital
2468676,MONOSTAT SUPPOSITORY APPLICATOR,,73.00,The_Ruby_Valley_Hospital
2470002,BECONASE AQ NOSE SPRAY 25MG,,139.00,The_Ruby_Valley_Hospital
2470363,KENALOG 10mg,J3301,10.00,The_Ruby_Valley_Hospital
2470655,OXYCONTIN 40MG TAB,J3490,29.00,The_Ruby_Valley_Hospital
2470656,OXYCONTIN 10MG TAB,J3490,9.00,The_Ruby_Valley_Hospital
2470657,OXYCONTIN 20MG TAB,J3490,23.00,The_Ruby_Valley_Hospital
2470673,FLOMAX.4MG TAB,J3490,13.50,The_Ruby_Valley_Hospital
2470674,ROXICODONE 5MG TAB,,4.00,The_Ruby_Valley_Hospital
2470675,AFRIN NASAL SPRAY,J3490,24.50,The_Ruby_Valley_Hospital
2470676,LIPITOR 40MG TAB,J3490,5.00,The_Ruby_Valley_Hospital
2470677,Rocuronium (Zemuron) 10ml vial,J3490,0.00,The_Ruby_Valley_Hospital
2470772,BIAXIN 500 MG,,43.00,The_Ruby_Valley_Hospital
2471000,OPTI RAY X-RAY CONTRAST,,381.00,The_Ruby_Valley_Hospital
2472416,NEOSPORIN OPT GTTS,,4.00,The_Ruby_Valley_Hospital
2472417,NEOSPORIN OPT / 10mg BOTTLE,,44.00,The_Ruby_Valley_Hospital
2474388,SUPRAX 50ML BOTTLE 100MG SUSP,,133.00,The_Ruby_Valley_Hospital
2476404,MICRO K 750mg EXTENCAPS,,4.00,The_Ruby_Valley_Hospital
2476405,MICRONEFRIN 1/2 CC,,12.00,The_Ruby_Valley_Hospital
2480011,HANDIVENT WITH MASK,,11.00,The_Ruby_Valley_Hospital
2480012,TRANDATE 200 MG,,10.00,The_Ruby_Valley_Hospital
2480016,AMOXICILLIN 100ML/5ML BOTTLE,,78.00,The_Ruby_Valley_Hospital
2480049,ALLEGRA 180 MG TAB,,24.00,The_Ruby_Valley_Hospital
2480054,PEN-VEE K 500MG,J3490,5.00,The_Ruby_Valley_Hospital
2480059,ZYPREXA 5 MG TABLET,,5.00,The_Ruby_Valley_Hospital
2480072,CLEOCIN 150 MG IM,,0.00,The_Ruby_Valley_Hospital
2480091,QUESTRAN POWDER,J3490,11.00,The_Ruby_Valley_Hospital
2480100,PROMETHAZINE 25  MG tab,J3490,5.00,The_Ruby_Valley_Hospital
2484133,LAB: 24HR URINE POTASSIUM,84133,37.00,The_Ruby_Valley_Hospital
2490675,RABIES VACCINE (RABAVENT) INJ IM,90675,735.00,The_Ruby_Valley_Hospital
2490676,RABIES IMMUNE GLOBULIN IM/SQ,90375,786.00,The_Ruby_Valley_Hospital
2490707,MMR VACCINE,J3490,150.50,The_Ruby_Valley_Hospital
2490736,ZOSTER VACCINE(SHINGLES),90736,227.00,The_Ruby_Valley_Hospital
2491125,EFFEXOR 75 MG,,30.00,The_Ruby_Valley_Hospital
2491126,EFFEXOR 37.5MG TAB,J3490,13.50,The_Ruby_Valley_Hospital
2492894,SIMVASTATIN (ZOCOR) 20MG TAB,J3490,16.00,The_Ruby_Valley_Hospital
2492896,ZOLOFT 50mg TAB,J3490,5.00,The_Ruby_Valley_Hospital
2492897,ZOLOFT 100MG TAB,,23.00,The_Ruby_Valley_Hospital
2492898,ZOLOFT 25MG TAB,,5.00,The_Ruby_Valley_Hospital
2493120,DILAUDID 2MG TAB,J3490,4.00,The_Ruby_Valley_Hospital
24931200,AMIODERONE 150MG IV,J0282,5.50,The_Ruby_Valley_Hospital
2493121,CAMPRAL 333MG PO,,4.00,The_Ruby_Valley_Hospital
2493122,WELLBUTRIN 150MG,J3490,19.00,The_Ruby_Valley_Hospital
2493123,SOTALOL 80MG TAB,J3490,7.50,The_Ruby_Valley_Hospital
2493124,PLAVIX 75MG TAB,J3490,22.00,The_Ruby_Valley_Hospital
2493125,MAG OXIDE 400MG,J3490,5.00,The_Ruby_Valley_Hospital
2493126,ADULT WIPES 8 PER PK,,28.00,The_Ruby_Valley_Hospital
2493127,ZOMETA 1MG,J3489,551.00,The_Ruby_Valley_Hospital
2493134,TORADOL 10mg TAB,J3490,7.00,The_Ruby_Valley_Hospital
2493135,TPN 120 GMS PROTEIN PREMIX,B4199,702.00,The_Ruby_Valley_Hospital
2493136,TPN 52-73 GMS PROTEIN PREMIX,B4193,511.00,The_Ruby_Valley_Hospital
2493137,PEPCID 20 MG IV ADDITIVE,J3490,5.00,The_Ruby_Valley_Hospital
2493138,DILTIAX 240 MG CAPSULE,,5.00,The_Ruby_Valley_Hospital
2493139,MIRAPEX .125MG TAB,J3490,24.00,The_Ruby_Valley_Hospital
2493140,TOPAMAX 25 MG TABLET,,4.00,The_Ruby_Valley_Hospital
2493141,FAMVIR 500 MG TABLET,,54.00,The_Ruby_Valley_Hospital
2493142,DEMECLOCYLINE 150 MG TAB,,53.00,The_Ruby_Valley_Hospital
2493143,LANTISEPTIC OINTMENT 4.5 OZ TUBE,,29.00,The_Ruby_Valley_Hospital
2493144,NUBAIN 10 MG IV,J2300,14.00,The_Ruby_Valley_Hospital
2493145,CYANIDE ANTIDOTE KIT,,627.00,The_Ruby_Valley_Hospital
2493146,LIQUID HEALTH CALCIUM SUPPLEMENT 1 OZ.,,4.00,The_Ruby_Valley_Hospital
2493147,ARANESP (DARBEPOETIN ALFA) 200 MCG,J0881,"2,891.00",The_Ruby_Valley_Hospital
2493148,DUO NEB INHALATION SOLUTION 1.5/3.0 MG,J7620,5.00,The_Ruby_Valley_Hospital
2493149,ROTHWELL MOUTH SOLUTION 4OZ BOTTLE,,131.00,The_Ruby_Valley_Hospital
2493150,ROTHWELL MOUTH SOLUTION 1 DOSE,,12.00,The_Ruby_Valley_Hospital
2493151,K-TAB 5MG TAB,,12.00,The_Ruby_Valley_Hospital
2493152,POLYSPORIN ANTIBIOTIC OINTMENT 1 PACKET,,4.00,The_Ruby_Valley_Hospital
2493153,ZITHROMAX 500 MG IV,J0456,19.50,The_Ruby_Valley_Hospital
2493154,FOLIC ACID 5 MG IV,J3490,17.50,The_Ruby_Valley_Hospital
2493155,NYSTATIN  15 GR CREAM,J3490,358.50,The_Ruby_Valley_Hospital
2493156,RIFAMPIN 300MG CAPSULE,,54.00,The_Ruby_Valley_Hospital
2493157,Lidocaine 5% patches,J3490,7.00,The_Ruby_Valley_Hospital
