CDM,DESCRIPTION,DEPT,CURRENT CHG,hospital
32501176,LUMBO/SACRAL SUPPORT XXXLG 55-60,3250,133.77,Mountainview_Medical_Center
32501177,O2 MASK INFANT,3250,18.25,Mountainview_Medical_Center
32501178,MED NEBULIZER W/MASK  ADULT,3250,19.0,Mountainview_Medical_Center
32501179,DRESSING XEROFORM  1 X 8,3250,5.25,Mountainview_Medical_Center
32501180,DRESSING XEROFORM  5 X 9,3250,3.85,Mountainview_Medical_Center
32501181,"KNEE SUPPORT, HINGED, XLG",3250,94.2,Mountainview_Medical_Center
32501182,CATH FOLEY 28FR 5CC,3250,5.2,Mountainview_Medical_Center
32501183,KNEE SPLINT 16  LG STRAP,3250,69.83,Mountainview_Medical_Center
32501184,CAST FIBERGLASS BLACK 2,3250,30.69,Mountainview_Medical_Center
32501185,LUKI TUBE,3250,19.75,Mountainview_Medical_Center
32501186,CAST FIBERGLASS BLACK 3,3250,14.0,Mountainview_Medical_Center
32501187,CAST FIBERGLASS PURPLE  2,3250,11.5,Mountainview_Medical_Center
32501188,HEMOCULT TEST100/PKG/2 DEVELOPER,3250,4.25,Mountainview_Medical_Center
32501189,CAST FIBERGLASS PURPLE  3,3250,14.0,Mountainview_Medical_Center
32501190,IV EXT. TUBING 21,3250,5.75,Mountainview_Medical_Center
32501191,"KNEE SUPPORT, HINGED, SM",3250,94.2,Mountainview_Medical_Center
32501192,SUTURE VICRYL 5-0 C-6,3250,35.12,Mountainview_Medical_Center
32501193,MUCOUS TRAP ASPIRATION TUBE,3250,11.25,Mountainview_Medical_Center
32501194,"KNEE SUPPORT, HINGED, MED",3250,94.2,Mountainview_Medical_Center
32501195,"KNEE SUPPORT, HINGED, XXLG",3250,94.2,Mountainview_Medical_Center
32501196,"KNEE SUPPORT, HINGED, LG",3250,94.2,Mountainview_Medical_Center
32501197,ABD THUMB SPLINT  LG,3250,16.5,Mountainview_Medical_Center
32501198,NEO NATAL / ADULT O2 SENSOR ADHESI,3250,45.25,Mountainview_Medical_Center
32501199,INCENTIVE SPIROMETER / INSPIROMETE,3250,25.88,Mountainview_Medical_Center
32501200,BANDAGE CO-FLEX 1  X 5 YDS,3250,6.65,Mountainview_Medical_Center
32501201,KING AIRWAY  #2,3250,40.0,Mountainview_Medical_Center
32501202,KING AIRWAY  #2.5,3250,91.75,Mountainview_Medical_Center
32501203,KING AIRWAY  #3,3250,91.75,Mountainview_Medical_Center
32501204,KING AIRWAY  #4,3250,91.75,Mountainview_Medical_Center
32501205,KING AIRWAY  #5,3250,91.75,Mountainview_Medical_Center
32501206,CHEST TUBE THORACIC 36FR,3250,19.75,Mountainview_Medical_Center
32501207,IV CATH INTRAMEDICUT CATH KIT,3250,32.0,Mountainview_Medical_Center
32501208,CHEST TUBE THORACIC 40FR,3250,19.75,Mountainview_Medical_Center
32501209,CHEST TUBE THORACIC 32FR,3250,23.0,Mountainview_Medical_Center
32501210,TROCAR CATH ARGYLE 10FR,3250,78.25,Mountainview_Medical_Center
32501211,CHEST TUBE TROCAR 20FR,3250,19.75,Mountainview_Medical_Center
32501212,MASK NRB W/ SAFETY VALVE,3250,16.75,Mountainview_Medical_Center
32501213,SAO2 SENSOR ADULT,3250,56.65,Mountainview_Medical_Center
32501214,SAO2 SENSOR PED,3250,55.75,Mountainview_Medical_Center
32501215,"CUSHION, INFLATABLE (DONUT)",3250,41.5,Mountainview_Medical_Center
32501216,SAO2 SENSOR NEONATAL,3250,66.5,Mountainview_Medical_Center
32501217,ELBOW PROTECTOR,3250,38.5,Mountainview_Medical_Center
32501218,O2 MASK W/BAG ADULT COMPLETE NON-R,3250,14.0,Mountainview_Medical_Center
32501219,HEELBOW LARGE,3250,56.5,Mountainview_Medical_Center
32501220,HEELBOW REGULAR,3250,56.5,Mountainview_Medical_Center
32501221,BOOT WALKING SMALL,3250,217.47,Mountainview_Medical_Center
32501222,BOOT WALKING MEDIUM,3250,269.97,Mountainview_Medical_Center
32501223,BOOT WALKING LARGE,3250,131.6,Mountainview_Medical_Center
32501224,BOOT WALKING EXTRA LARGE,3250,224.97,Mountainview_Medical_Center
32501225,THUMB SPICA RT X-SMALL,3250,124.0,Mountainview_Medical_Center
32501226,THUMB SPICA LT X-SMALL,3250,120.0,Mountainview_Medical_Center
32501227,SPLINT FROG FINGER MED,3250,5.8,Mountainview_Medical_Center
32501228,THUMB SPICA RT SMALL,3250,120.0,Mountainview_Medical_Center
32501229,WRIST BRACE W/ SPICA LT SM,3250,119.96,Mountainview_Medical_Center
32501230,THUMB SPICA RT MEDIUM,3250,50.36,Mountainview_Medical_Center
32501231,THUMB SPICA LT MEDIUM,3250,50.36,Mountainview_Medical_Center
32501232,THUMB SPICA RT LARGE,3250,120.0,Mountainview_Medical_Center
32501233,BRACE CLAVICLE (MED),3250,47.0,Mountainview_Medical_Center
32501234,THUMB SPICA LT LARGE,3250,94.8,Mountainview_Medical_Center
32501235,ZOLL STAT PADS ADULT,3250,165.0,Mountainview_Medical_Center
32501236,THUMB SPICA RT X-LARGE,3250,124.0,Mountainview_Medical_Center
32501237,THUMB SPICA LT X-LARGE,3250,120.0,Mountainview_Medical_Center
32501238,LARYNGEAL MASK AIRWAY SIZE 3,3250,35.1,Mountainview_Medical_Center
32501239,LARYNGEAL MASK AIRWAY SIZE 4,3250,33.15,Mountainview_Medical_Center
32501240,LARYNGEAL MASK AIRWAY SIZE 5,3250,33.15,Mountainview_Medical_Center
32501241,LARYNGEAL MASK AIRWAY SIZE 1,3250,33.15,Mountainview_Medical_Center
32501242,LARYNGEAL MASK AIRWAY SIZE 1.5,3250,38.25,Mountainview_Medical_Center
32501243,ZOLL STAT PADZ PED,3250,166.0,Mountainview_Medical_Center
32501245,O2 SAT PROBE NELCOR,3250,74.0,Mountainview_Medical_Center
32501246,LARYNGEAL MASK AIRWAY SIZE 2,3250,34.64,Mountainview_Medical_Center
32501247,LARYNGEAL MASK AIRWAY SIZE 2.5,3250,121.5,Mountainview_Medical_Center
32501248,BOUGIE,3250,411.5,Mountainview_Medical_Center
32501249,SYRINGE PISTON TIP 2OZ,3250,4.25,Mountainview_Medical_Center
32501250,UTRN HNDYVAK SYS (6MM FLEX),3250,50.0,Mountainview_Medical_Center
32501251,COMPRESSION BANDAGE,3250,81.25,Mountainview_Medical_Center
32501252,STOCKING TED HOSE XXL LONG KNEE HI,3250,20.4,Mountainview_Medical_Center
32501253,STOCKING TED HOSE XXL REGULAR KNEE,3250,15.75,Mountainview_Medical_Center
32501254,COLLAR STIFF NECK SELECT,3250,80.6,Mountainview_Medical_Center
32501255,ABD THUMB SPLINT SMALL,3250,16.5,Mountainview_Medical_Center
32501256,IRRIGATION TRAY,3250,5.75,Mountainview_Medical_Center
32501257,BOOT ZERO-G HEEL,3250,112.0,Mountainview_Medical_Center
32501258,BRACE CLAVICLE (INFANT),3250,29.0,Mountainview_Medical_Center
32501259,SUTURE KIT DISPOSABLE,3250,59.25,Mountainview_Medical_Center
32501260,QUICKTRACH 2.0MM,3250,670.35,Mountainview_Medical_Center
32501261,ELASTIC WRIST SUPPORT SMALL RIGHT,3250,22.65,Mountainview_Medical_Center
32501262,ELASTIC WRIST SUPPORT MEDIUM RIGHT,3250,26.06,Mountainview_Medical_Center
32501263,ELASTIC WRIST SUPPORT LARGE RIGHT,3250,22.65,Mountainview_Medical_Center
32503698,SLING & SWATH (X-LG),3250,21.0,Mountainview_Medical_Center
32503706,SCALPEL DISP #10 SAFETY,3250,5.75,Mountainview_Medical_Center
32503714,SCALPEL DISP #11 SAFETY,3250,9.5,Mountainview_Medical_Center
32503730,SCALPEL DISP #15 SAFETY,3250,5.75,Mountainview_Medical_Center
32503748,SCALPEL DISP #20,3250,14.5,Mountainview_Medical_Center
32503821,ARM SLING SM-DELUXE,3250,22.68,Mountainview_Medical_Center
32503896,WRIST/FOREARM SPLINT XLG RT,3250,41.5,Mountainview_Medical_Center
32503912,LUMB0/SACRAL SUPPORT XLG,3250,107.17,Mountainview_Medical_Center
32503995,WRIST/FOREARM SPLINT XLG LT,3250,38.52,Mountainview_Medical_Center
32504035,SPLINT SAM,3250,100.0,Mountainview_Medical_Center
32504100,SPLINT COLLES R-MED,3250,24.95,Mountainview_Medical_Center
32504134,SPLINT FINGER 1 X 9  PADDED,3250,5.0,Mountainview_Medical_Center
32504142,SPLINT FINGER 3/4X9  PADDED,3250,3.0,Mountainview_Medical_Center
32504156,IV CATH BD 22G BLUE,3250,47.09,Mountainview_Medical_Center
32504175,SPLINT COCKUP XXS RT,3250,30.11,Mountainview_Medical_Center
32504209,SPLINT COCKUP XS LT,3250,59.25,Mountainview_Medical_Center
32504215,SUTURE PROLENE 5-0 P3,3250,44.8,Mountainview_Medical_Center
32504217,SPLINT COCK-UP SM LT,3250,30.11,Mountainview_Medical_Center
32504225,SPLINT COCKUP MED LT,3250,44.29,Mountainview_Medical_Center
32504233,SPLINT COCKUP LG RT,3250,43.0,Mountainview_Medical_Center
32504241,SPLINT COCK-UP SM RT,3250,28.94,Mountainview_Medical_Center
32504258,S/ WATER 1000ML,3250,10.5,Mountainview_Medical_Center
32504278,FEEDING TUBE DUODENAL 8 FR,3250,86.4,Mountainview_Medical_Center
32504296,STOCKINETTE 2  X 25YD,3250,22.91,Mountainview_Medical_Center
32504316,STERI-STRIPS 1/8,3250,3.9,Mountainview_Medical_Center
32504324,STERI-STRIPS 1/4,3250,5.15,Mountainview_Medical_Center
32504332,TUBE N/G 12FR,3250,7.5,Mountainview_Medical_Center
32504357,TUBE NG SALEM PUMP 16FR,3250,7.5,Mountainview_Medical_Center
32504365,TUBE NG SALEM PUMP 18FR,3250,7.5,Mountainview_Medical_Center
32504407,IV CATH SUB-CLAVIAN,3250,18.75,Mountainview_Medical_Center
32504415,SUCTION CANISTERS /LID,3250,27.25,Mountainview_Medical_Center
32504423,CATH SUCTION 5FR,3250,2.75,Mountainview_Medical_Center
32504446,RIB BELT 6 FEMALE LG,3250,44.75,Mountainview_Medical_Center
32504449,CATH SUCTION 8FR,3250,3.25,Mountainview_Medical_Center
32504456,CATH SUCTION 10FR,3250,6.25,Mountainview_Medical_Center
32504464,CATH SUCTION 16FR,3250,0.0,Mountainview_Medical_Center
32504472,CATH SUCTION 18FR,3250,5.75,Mountainview_Medical_Center
32504480,CATH SUCTION 12FR,3250,5.25,Mountainview_Medical_Center
32504498,CATH SUCTION 14FR,3250,15.95,Mountainview_Medical_Center
32504511,TUBE N/G 18FR,3250,7.5,Mountainview_Medical_Center
32504512,ARM SLING XX-SM-DELUXE,3250,17.9,Mountainview_Medical_Center
32504513,ARM SLING XSM-DELUXE,3250,22.68,Mountainview_Medical_Center
32504514,SUCTION SET (YANKAUER),3250,8.25,Mountainview_Medical_Center
32504515,SUTURE PROLENE 5-0 FS-2,3250,46.54,Mountainview_Medical_Center
32504516,STOCKING ANTI EMB KNEE HI SM,3250,21.4,Mountainview_Medical_Center
32504520,SUTURE ETHLON 6-0 PS-3,3250,63.75,Mountainview_Medical_Center
32504521,SUTURE ETHILON 6-0 C-2,3250,34.92,Mountainview_Medical_Center
32504522,SUTURE ETHILON 4-0 PS-2,3250,25.25,Mountainview_Medical_Center
32504551,SUTURE CHROMIC 3-0 CT-1,3250,41.5,Mountainview_Medical_Center
32504552,SUTURE CHROMIC 4-0 SH-1,3250,8.5,Mountainview_Medical_Center
32504579,"ANKLE SUPPORT, LG",3250,55.0,Mountainview_Medical_Center
32504589,HEEL CUP CLEAR MD PR,3250,34.0,Mountainview_Medical_Center
32504598,SUPPORT ELASTIC ELBOW MEDIUM,3250,12.55,Mountainview_Medical_Center
32504605,SUTURE CHROMIC 0 SH,3250,8.0,Mountainview_Medical_Center
32504645,SURGILAST SZ 9  / YD,3250,100.0,Mountainview_Medical_Center
32504844,GASTROCULT TEST SLIDES,3250,13.75,Mountainview_Medical_Center
32505020,COLLAR C ADULT ADJUSTABLE,3250,42.75,Mountainview_Medical_Center
32505021,COLLAR C PEDS ADJUSTABLE,3250,31.5,Mountainview_Medical_Center
32505148,SUCTION DELEE TRAP W/BULB,3250,14.75,Mountainview_Medical_Center
32505263,IV CATH BD 18G GREEN,3250,32.76,Mountainview_Medical_Center
32505360,CARPAL TUNNEL SUPPORT SM RT,3250,27.5,Mountainview_Medical_Center
32505369,BANDAGE CO-FLEX 3,3250,6.85,Mountainview_Medical_Center
32505370,SUTURE CHROMIC 4-0 FS-2,3250,10.0,Mountainview_Medical_Center
32505404,BLOOD FILTER Y-TYPE ADULT,3250,14.75,Mountainview_Medical_Center
32505411,SUCTION CANISTERS / ERIE SUPERV,3250,40.75,Mountainview_Medical_Center
32505432,RESTRAINTS SOFT LIMB,3250,8.85,Mountainview_Medical_Center
32505443,AMBU BAG ADULT,3250,39.75,Mountainview_Medical_Center
32505460,TUBE N/G 16FR,3250,22.25,Mountainview_Medical_Center
32505489,IV CATH BD 20G PINK,3250,43.2,Mountainview_Medical_Center
32505511,SUTURE ETHILON 2-0 FS,3250,8.5,Mountainview_Medical_Center
32505525,SUTURE ETHLON 5-0 P-3,3250,63.75,Mountainview_Medical_Center
32505529,SUTURE ETHILON 3-0 FS-1,3250,30.25,Mountainview_Medical_Center
32505531,SUTURE ETHIBOND POLY 5-0 PS-3,3250,16.0,Mountainview_Medical_Center
32505534,SUTURE PROLENE 3-0 FS-2,3250,9.0,Mountainview_Medical_Center
32505535,SUTURE PROLENE 6-0 PS-3,3250,18.0,Mountainview_Medical_Center
32505536,SUTURE PROLENE 4-0 FS-2 BLUE,3250,26.78,Mountainview_Medical_Center
32505537,SUTURE ETHILON 4-O FS-2,3250,23.36,Mountainview_Medical_Center
32505538,SUTURE ETHILON 6-0 FS-3,3250,30.06,Mountainview_Medical_Center
32505552,SUTURE ETHILON 5-0 FS-2,3250,35.25,Mountainview_Medical_Center
32505560,SUTURE ETHILON 5-0 PS-3,3250,70.3,Mountainview_Medical_Center
32505594,BAIR HUGGER FLL BDY BLANKET AD,3250,22.5,Mountainview_Medical_Center
32505610,WRIST/FOREARM SPLINT SM RT,3250,35.5,Mountainview_Medical_Center
32505612,STERI-STRIPS 1/2,3250,8.05,Mountainview_Medical_Center
32505613,DRESSING DUODERM EXTRA THIN,3250,9.9,Mountainview_Medical_Center
32505622,NEEDLE SPINAL  20G 3 1/2,3250,8.7,Mountainview_Medical_Center
32505628,CARPAL TUNNEL SUPPORT LG RT,3250,44.25,Mountainview_Medical_Center
32505636,CARPAL TUNNEL SUPPORT LG LT,3250,45.25,Mountainview_Medical_Center
32505651,BAIR HUG MULTI ACCESS BLANKET,3250,30.75,Mountainview_Medical_Center
32505654,DRESSING DUODERM 4X4,3250,33.0,Mountainview_Medical_Center
32505698,LUMBO/SACRAL SUPPORT MED,3250,43.25,Mountainview_Medical_Center
32505865,CARPAL TUNNEL SUPPORT SM LT,3250,26.05,Mountainview_Medical_Center
32505890,PICC CENTRAL LINE DRESSING CHG KIT,3250,62.69,Mountainview_Medical_Center
32505894,GOWNS S/ DISPOS.,3250,15.0,Mountainview_Medical_Center
32505965,CATH INSERTION TRAY W/O CATH,3250,7.05,Mountainview_Medical_Center
32506354,THORACIC CATHETER 40FR,3250,57.0,Mountainview_Medical_Center
32506355,THORACIC CATHETER 36FR,3250,57.0,Mountainview_Medical_Center
32506356,THORACIC CATHETER 32FR,3250,57.0,Mountainview_Medical_Center
32506357,THORACIC CATHETER 28FR,3250,57.0,Mountainview_Medical_Center
32506358,THORACIC CATHETER 24FR,3250,57.0,Mountainview_Medical_Center
32506359,CATH CV 2 LUMEN 4FR,3250,83.75,Mountainview_Medical_Center
32506360,CATH CV FOR CENTRAL LINE 16G,3250,76.75,Mountainview_Medical_Center
32506675,BAIR HUG PED BLANKET SHORT,3250,41.0,Mountainview_Medical_Center
32506699,CRUTCHES MED YOUTH,3250,84.2,Mountainview_Medical_Center
32506701,CARPAL TUNNEL SUPPORT XLG RT,3250,23.65,Mountainview_Medical_Center
32506714,CAST ENDURA  5X30,3250,68.34,Mountainview_Medical_Center
32506715,CAST ENDURA 3X12,3250,26.0,Mountainview_Medical_Center
32506932,CAST ENDURA 4X30,3250,83.3,Mountainview_Medical_Center
32507517,SUTURE PLAIN GUT 3-0 FS-2,3250,4.75,Mountainview_Medical_Center
32507563,CARPAL TUNNEL SUPPORT MED RT,3250,24.0,Mountainview_Medical_Center
32507564,CARPAL TUNNEL SUPPORT MED LT,3250,26.06,Mountainview_Medical_Center
32507653,NU-GAUZE 1/4  IODOFORM,3250,12.75,Mountainview_Medical_Center
32507806,SUTURE PLAIN GUT 3-O SH,3250,9.0,Mountainview_Medical_Center
32507892,DRESSING OPTIFOAM 6X6,3250,28.8,Mountainview_Medical_Center
32508119,DRESSING ADAPTIC 3X8,3250,11.35,Mountainview_Medical_Center
32508260,BANDAGE CO-FLEX 1 1\2,3250,7.8,Mountainview_Medical_Center
32508454,SLING ARM MED DELUXE,3250,12.0,Mountainview_Medical_Center
32508456,ARM SLING XLG DELUXE,3250,15.8,Mountainview_Medical_Center
32508514,ARM SLING MED-DELUXE,3250,17.5,Mountainview_Medical_Center
32508515,ARM SLING LG-DELUXE,3250,17.5,Mountainview_Medical_Center
32508521,PICC LINE STATLOCK  PLUS,3250,22.25,Mountainview_Medical_Center
32508522,DRESSING TEGADERM FOAM ROLL,3250,86.5,Mountainview_Medical_Center
32508523,CAST SHOE LG,3250,86.25,Mountainview_Medical_Center
32508524,RIB BELT FEMALE MED,3250,44.75,Mountainview_Medical_Center
32508562,DRESSING S/LYOFOAM 'A' 4 X 4,3250,85.5,Mountainview_Medical_Center
32508705,BAIR HUGGER PED LONG,3250,41.0,Mountainview_Medical_Center
32508898,DRESSING ADAPTIC 3X3,3250,1.45,Mountainview_Medical_Center
32508903,SUTURE PLAIN GUT 5-0 SH-1,3250,9.0,Mountainview_Medical_Center
32508904,SUTURE PLAIN GUT 5-0 FS-2,3250,8.5,Mountainview_Medical_Center
32508913,BAIR HUG FILTER ACCESSORY,3250,45.25,Mountainview_Medical_Center
32508921,STOCKINETTE 12  X 25YD,3250,58.86,Mountainview_Medical_Center
32508923,STOCKINETTE 6  X 25YD,3250,3.0,Mountainview_Medical_Center
32508925,STOCKINETTE 10  X 25YD,3250,12.0,Mountainview_Medical_Center
32508960,VALVE FOR TUBE FEEDING,3250,13.25,Mountainview_Medical_Center
32509566,RUBBER BANDS S/ MINOR SUR,3250,1.5,Mountainview_Medical_Center
32509630,CAST ENDURA 4X15,3250,29.43,Mountainview_Medical_Center
32509640,AUTO-TRANSFUSER BLOOD BAG T.C.,3250,110.5,Mountainview_Medical_Center
32509641,CATH CV TRIPLE LUMEN 7.0FR,3250,188.25,Mountainview_Medical_Center
32509654,MED NEB PEDS,3250,9.95,Mountainview_Medical_Center
32509660,RIB BELT 6 FEMALE SM,3250,44.75,Mountainview_Medical_Center
32509700,2 PLY COFLEX,3250,79.13,Mountainview_Medical_Center
32509701,SOFSORB DRESSING,3250,26.01,Mountainview_Medical_Center
32509702,TUBIGRIP SIZE F,3250,11.2,Mountainview_Medical_Center
32509703,BIO PATCH 1 INCH,3250,60.77,Mountainview_Medical_Center
32509704,DRESSING THERAHONEY 4X5,3250,27.32,Mountainview_Medical_Center
32509716,SUTURE PROLENE 6-0 P-3,3250,87.52,Mountainview_Medical_Center
32509717,SUTURE ETHILON 6-0 P-3,3250,37.08,Mountainview_Medical_Center
32509718,SUTURE ETHILON 4-0 P-3,3250,65.07,Mountainview_Medical_Center
32509719,SUPPORT ELASTIC WRIST MEDIUM,3250,20.38,Mountainview_Medical_Center
32509723,SUTURE ETHILON 5-0 P-3,3250,53.72,Mountainview_Medical_Center
32509725,DRESSING CURITY AMD PAD 4X4,3250,2.0,Mountainview_Medical_Center
32509727,BRACE CLAM SHELL ARM,3250,777.04,Mountainview_Medical_Center
32509728,IRRIGATION SOD CHL 500ML,3250,13.05,Mountainview_Medical_Center
32509729,CATHETER AIRWAY TRANSTRACH,3250,447.0,Mountainview_Medical_Center
32509730,TOURNIQUET TACTICAL,3250,105.12,Mountainview_Medical_Center
32509733,IRRIGATION STERILE WATER 500ML,3250,14.05,Mountainview_Medical_Center
32509737,RESPIRATOR PERFORMANCE TUBING,3250,51.0,Mountainview_Medical_Center
32509738,RESPIRATOR MASK SMALL,3250,508.75,Mountainview_Medical_Center
32509745,LUMBO/SACRAL SUPPORT SM,3250,108.57,Mountainview_Medical_Center
32509746,LUMBO/SACRAL SUPPORT LG,3250,119.4,Mountainview_Medical_Center
32509749,BAIR HUGGER FLUID WARMER,3250,78.8,Mountainview_Medical_Center
32509750,NEEDLE EZIO EXTRA LONG,3250,343.75,Mountainview_Medical_Center
32509757,TRAY CHEST TUBE STANDARD,3250,138.04,Mountainview_Medical_Center
32509758,TAPE ELASTIC FOAM 4 X5.5YD,3250,25.43,Mountainview_Medical_Center
32509759,CATHETER KIT INDWELLING 16GX8,3250,120.58,Mountainview_Medical_Center
32509760,CATHETER KIT PUNCTURE INTERNAL,3250,125.86,Mountainview_Medical_Center
32509761,DRESSING OPTI FOAM,3250,10.5,Mountainview_Medical_Center
32509762,DRESSING DEBRISOFT 4X4,3250,111.2,Mountainview_Medical_Center
32509763,SOLUTION DAKIN .25%,3250,89.96,Mountainview_Medical_Center
32509764,DRESSING ACRYLIC TEGADERM,3250,23.35,Mountainview_Medical_Center
32509766,DRESSING GEL FIBER,3250,18.7,Mountainview_Medical_Center
32509767,GEL SILVER ANTIMICROBIAL,3250,297.75,Mountainview_Medical_Center
32509769,PERICARDIOCENTESIS SET,3250,481.11,Mountainview_Medical_Center
32509772,DRESSING THERAHONEY TUBE 1.5OZ,3250,70.17,Mountainview_Medical_Center
32509815,POWDER STOMA ADAPT 1 OZ,3250,47.3,Mountainview_Medical_Center
32509816,KNEE IMOBILIZER LARGE 16,3250,0.0,Mountainview_Medical_Center
32509817,DRESSING THERA HONEY,3250,70.13,Mountainview_Medical_Center
32509826,STOCKINETTE 4  X 25YD,3250,53.34,Mountainview_Medical_Center
32509846,SUTURE ETHLON 6-0 P-1,3250,70.72,Mountainview_Medical_Center
32509849,THERAHONEY GEL .5 OZ,3250,18.75,Mountainview_Medical_Center
32509850,OXYGEN,3250,121.0,Mountainview_Medical_Center
32509851,TELEMEDICINE,3250,49.61,Mountainview_Medical_Center
32509852,TEGADERM 3.5X4.5 MEDICATED,3250,0.0,Mountainview_Medical_Center
32509853,PEDIATRIC INTUBATION MODULE,3250,131.25,Mountainview_Medical_Center
32509854,PELVIC BINDER T-POD,3250,294.11,Mountainview_Medical_Center
32509856,FILTER HEAT EXCHANGE CPAP,3250,13.2,Mountainview_Medical_Center
32509857,TOURNIQUET,3250,119.96,Mountainview_Medical_Center
32509858,GAUZE COMBAT,3250,139.39,Mountainview_Medical_Center
32509859,CRICOTHYROIDOTOMY KIT 6.0,3250,647.85,Mountainview_Medical_Center
32509861,4MOD SACRO-SCAP PRE,3250,1750.19,Mountainview_Medical_Center
32509863,CATHETER SECUREMENT ADHESIVE,3250,19.45,Mountainview_Medical_Center
32509864,NEEDLE DECOMPRESSION 14G,3250,68.85,Mountainview_Medical_Center
32600003,IV SOLUTION D5W (500ML),3260,17.5,Mountainview_Medical_Center
32600011,IV SOL D5W 250ML,3260,25.52,Mountainview_Medical_Center
32600029,IV SOL D5W 100CC,3260,14.5,Mountainview_Medical_Center
32600060,IV SOL D5 1/2 1000ML,3260,8.5,Mountainview_Medical_Center
32600078,IV SOL .45% 1000ML,3260,20.25,Mountainview_Medical_Center
32600102,IV SOL .9% 1000ML,3260,7.75,Mountainview_Medical_Center
32600128,IV SOL D5W & SOD CHL 1000ML,3260,8.25,Mountainview_Medical_Center
32600136,IV SOL .9% 100ML,3260,6.5,Mountainview_Medical_Center
32600177,IV SOL L/R 1000ML,3260,44.63,Mountainview_Medical_Center
32600448,IV SOL .9% 250ML,3260,5.75,Mountainview_Medical_Center
32600604,IV SOL D5W 1000ML,3260,33.75,Mountainview_Medical_Center
32601172,IRRIGATION S/ SOD CHL 250ML,3260,6.5,Mountainview_Medical_Center
32601173,IRRIGATION S/ WATER 250ML,3260,6.3,Mountainview_Medical_Center
32601229,IV SOL SOD. CHL. .9% 500ML,3260,4.0,Mountainview_Medical_Center
32601334,SOD CHL.9% DEX5% POTCHL,3260,16.75,Mountainview_Medical_Center
32601335,SOD CHL 20MEQ POT 1000ML,3260,16.75,Mountainview_Medical_Center
32601372,IV SOL D5W 150ML,3260,7.0,Mountainview_Medical_Center
32601374,IV SOL D5W & SOD CHL 1000ML,3260,18.9,Mountainview_Medical_Center
32601375,IV SOL .9% 250ML,3260,31.37,Mountainview_Medical_Center
41500015,ADRENALIN 1:1000 1MG/ML,4150,19.5,Mountainview_Medical_Center
41500016,ADRENALIN 1MG/1ML 1:1000,4150,30.1,Mountainview_Medical_Center
41500017,ADVAIR 500/50MCG DISKUS,4150,738.9,Mountainview_Medical_Center
41500018,AFEDITAB 30MG CR TAB,4150,10.26,Mountainview_Medical_Center
41500019,ALBUTEROL INH 90MCG,4150,71.06,Mountainview_Medical_Center
41500020,ALBUTEROL SOL 0.083%,4150,5.28,Mountainview_Medical_Center
41500021,ALIGN CAPS,4150,7.07,Mountainview_Medical_Center
41500022,ALLOPURINOL 100MG TAB,4150,12.26,Mountainview_Medical_Center
41500023,ALLOPURINOL 300MG TAB,4150,26.4,Mountainview_Medical_Center
41500024,ALPRAZOLAM 0.25MG TAB,4150,13.92,Mountainview_Medical_Center
41500025,ALPRAZOLAM 0.5MG TAB,4150,17.34,Mountainview_Medical_Center
41500026,AMIDATE 20MG/10ML,4150,52.32,Mountainview_Medical_Center
41500027,NEXTERONE 150MG/100ML - D5% IV SOL,4150,59.31,Mountainview_Medical_Center
41500028,AMITRIPTYLINE HCL 25MG TAB,4150,3.0,Mountainview_Medical_Center
41500029,AMLODIPINE 2.5MG TAB,4150,15.91,Mountainview_Medical_Center
41500030,AMMONIA INHALANT,4150,4.98,Mountainview_Medical_Center
41500031,AMOX/K CLAV 500MG TAB,4150,30.05,Mountainview_Medical_Center
41500032,AMOX/K CLAV SUSP. 400MG/5ML,4150,53.85,Mountainview_Medical_Center
41500033,AMOXICILLIN 250MG CAP,4150,4.98,Mountainview_Medical_Center
41500034,AMOXICILLIN 250MG/5ML BTL,4150,40.2,Mountainview_Medical_Center
41500035,AMOXICILLIN 500MG CAPS,4150,2.52,Mountainview_Medical_Center
41500036,AMOXICILLIN 875MG TAB,4150,5.75,Mountainview_Medical_Center
41500037,AMOXICILLIN/CLAV 400MG/5ML,4150,113.73,Mountainview_Medical_Center
41500038,AMOXICILLIN/CLAV 875-125MG TAB,4150,29.05,Mountainview_Medical_Center
41500039,AMPICILLIN+SULBACTAM 2G-1G INJ,4150,56.81,Mountainview_Medical_Center
41500040,ANECTINE 200MG/10ML,4150,39.7,Mountainview_Medical_Center
41500041,ANUCORT HC 25MG SUPP,4150,46.33,Mountainview_Medical_Center
41500042,ASPIRIN 81MG ADULT LOW DOSE CHEWAB,4150,0.07,Mountainview_Medical_Center
41500043,ASPIRIN EC 325MG,4150,0.35,Mountainview_Medical_Center
41500044,ATENOLOL 25MG TAB,4150,3.96,Mountainview_Medical_Center
41500045,ATORVASTATIN 20MG TAB,4150,5.8,Mountainview_Medical_Center
41500046,ATORVASTATIN 80MG TAB,4150,16.2,Mountainview_Medical_Center
41500047,ATROPINE 0.1MG/ML,4150,54.21,Mountainview_Medical_Center
41500048,ATROPINE SULFATE 1MG/10ML,4150,6.0,Mountainview_Medical_Center
41500049,BETAMETHASONE DIPR AUGMENT CRM .05,4150,16.8,Mountainview_Medical_Center
41500050,AVELOX 400MG TAB,4150,45.42,Mountainview_Medical_Center
41500052,AZITHROMYCIN 200MG/5ML,4150,57.56,Mountainview_Medical_Center
