CPT Code,Description,Procedure Code,Revenue Code,Charge Amount,Click to select insurance,hospital
80299,TRAZODONE,30110289,301,123.31,,St_Peter's_Health
80299,UNKNOWN SUBSTANCE,30107319,301,123.31,,St_Peter's_Health
80299,WARFARIN,30180299,301,123.31,,St_Peter's_Health
80299,ZIPRASIDONE GEODON,30280299,301,123.31,,St_Peter's_Health
80299,GHB SCREEN,30105132,301,123.34,,St_Peter's_Health
80299,REMICADE NEUTRALIZING AB TITER,30780299,300,214.2,,St_Peter's_Health
80299,INFLIXIMAB,300802990,300,275.4,,St_Peter's_Health
80307,"DRG SCRN PRSMPTV,SINGLE CLSS B",30080302,300,89.76,,St_Peter's_Health
80307,"DRUG SCREEN,NOS,PRESUMPTIVE EA",30180304,301,89.76,,St_Peter's_Health
80307,MEDTOX MECONIUM PANEL,30080307,300,89.76,,St_Peter's_Health
80307,HEALTHTRACK DRUG SCREEN,30182651,301,147.9,,St_Peter's_Health
80307,"DRUGS OF ABUSE 9 PANEL, URINE",30180307,300,148.37,,St_Peter's_Health
80307,"SINGLE DRG CLASS MTHD,INST TST",30180301,301,148.37,,St_Peter's_Health
80320,"ALCOHOL,BLOOD (CHALLENGE)",30109090,301,163.32,,St_Peter's_Health
80321,PHOSPHATIDYLETHANOL,30080321,300,118.23,,St_Peter's_Health
80323,WELL NICOTINE METABOLITES,30080323,300,46.51,,St_Peter's_Health
80323,"ALKALOIDS, LSD",300803230,300,111.38,,St_Peter's_Health
80324,DRUG SCREEN AMPHETAMINES 1&2,30080324,300,40.7,,St_Peter's_Health
80329,"ANALGESICS, NON OPOID",30180329,301,26.31,,St_Peter's_Health
80332,"ANTIDEPRESSANTS,SEROTONE 1OR2",30080332,300,94.39,,St_Peter's_Health
80332,ESCITALOPRAM QUANT,30180332,300,94.39,,St_Peter's_Health
80338,"ANTIDEPRESSANT,NOS",30080338,300,127.3,,St_Peter's_Health
80339,"RUFINAMIDE, SERUM OR PLASMA",30080339,300,86.7,,St_Peter's_Health
80346,QNT DRUG ASSAY,30280346,300,105.13,,St_Peter's_Health
80347,BENZODIAZEPINES; 13 OR MORE,30080347,300,139.92,,St_Peter's_Health
80352,CANNABINOID SYNTHETIC 7/MORE,30080352,300,69.77,,St_Peter's_Health
80353,ASSAY DRUG COCAINE,30080353,300,69.16,,St_Peter's_Health
80355,"GABAPENTIN,NON-BLOOD",30080355,300,110.51,,St_Peter's_Health
80359,METHYLENEDIOXYAMPHETAMINES,30080359,300,40.7,,St_Peter's_Health
80365,OXYCODONE,30080365,300,36.8,,St_Peter's_Health
80371,BATH SALTS PANEL,30080371,300,334.15,,St_Peter's_Health
80373,QUANTITATIVE ASSAY DRUG,30080373,300,145.63,,St_Peter's_Health
80375,AMANTADINE QUANT,30080375,300,193.12,,St_Peter's_Health
80375,THIOPURINE METABOLITES,30280375,300,193.12,,St_Peter's_Health
80375,GHB Qual/Quant,300803750,300,201.96,,St_Peter's_Health
80377,"DRUG, DIFINITIVE 7+",30080377,300,134.57,,St_Peter's_Health
80400,CORTISOL RESPONSE TO ACTH (3),30112021,301,162.78,,St_Peter's_Health
81001,DIALYSIS URINALYSIS,30300057,307,65.86,,St_Peter's_Health
81001,URINALYSIS,30710078,307,65.86,,St_Peter's_Health
81002,"SPECIFIC GRAVITY,BDY FLUID FHC",81002F,301,30.23,,St_Peter's_Health
81002,"SPECIFC GRAVITY,BDY FLUID SMGB",81002B,301,40.91,,St_Peter's_Health
81002,"SPECIFIC GRAVITY, BODY FLUID",30105081,301,44.82,,St_Peter's_Health
81002,"SPECIFIC GRAVITY,BDY FLUID FHC",81002N,301,44.82,,St_Peter's_Health
81003,URINALYSIS,81003B,300,28.58,,St_Peter's_Health
81003,SPECIFIC GRAVITY PH,30706059,307,33.47,,St_Peter's_Health
81003,URINALYSIS,81003N,300,33.47,,St_Peter's_Health
81003,URINALYSIS W/O MICRO,30781005,307,33.47,,St_Peter's_Health
81015,URINE MICROSCOPIC EXAM(ONLY),30781015,307,18.25,,St_Peter's_Health
81025,HCG QUALITATIVE URINE,81025F,307,32.9,,St_Peter's_Health
81025,HCG QUALITATIVE URINE  SMGB,81025B,307,44.5,,St_Peter's_Health
81025,HCG QUALITATIVE URINE,30712410,307,55.28,,St_Peter's_Health
81025,HCG QUALITATIVE URINE,81025N,307,55.28,,St_Peter's_Health
81050,VOL MEASURE TIMED COLLECTION,30711139,307,20.43,,St_Peter's_Health
81162,BRCA1&2 SEQUENCE & DELETION,30081162,300,3998.5,,St_Peter's_Health
81163,BRCA 1&2 GENE FULL SEQ,30081163,300,1866.6,,St_Peter's_Health
81170,ABL1,30981170,309,1532.94,,St_Peter's_Health
81206,GENPATH BCR BY RT-PCR,31081206,310,748.46,,St_Peter's_Health
81206,ABCRIABL1 GENE MAJOR BP,30081206,300,961.19,,St_Peter's_Health
81206,ARUP 2005010,30281206,300,961.19,,St_Peter's_Health
81207,GENPATH ABL BY RT PCR,31081207,310,661.14,,St_Peter's_Health
81207,BCR/ABL1 GENE MINOR BP,30081207,300,917.86,,St_Peter's_Health
81210,BRAF CONDON 600 MUTATN DETECT,31981210,319,417.13,,St_Peter's_Health
81218,CEBPA FULL GENE SEQUENCE,31081218,310,666.14,,St_Peter's_Health
81219,CALRETICULIN GENE ANALYSIS,30081219,300,770.76,,St_Peter's_Health
81220,CFTR GENE COM VARIANTE,30081220,300,765.16,,St_Peter's_Health
81223,CFTR FULL GENE SEQUENCE,30081223,300,1154.45,,St_Peter's_Health
81225,CYP2C19 GENE COME VARIANTS,30081225,300,603.74,,St_Peter's_Health
81226,CYP2D6 GENE COM VARIANTS,30081226,300,868.77,,St_Peter's_Health
81227,CYP2C9 GENE COM VARIANTS,30081227,300,401.19,,St_Peter's_Health
81229,CYTOGEN M ARRAY COPY NO&SNP,30081229,300,2228.61,,St_Peter's_Health
81230,CYP3A4 GENE COM VARIANTS,30081230,300,401.19,,St_Peter's_Health
81231,CYTOGEN ARRAY,30081231,300,371.79,,St_Peter's_Health
81231,CYP3A5 GENE COM VARIANTS,30081231CG,300,401.19,,St_Peter's_Health
81232,DPYD ARUP,30081232,300,593.64,,St_Peter's_Health
81235,EGFR GENE COM VARIANTS,30081235,300,972.48,,St_Peter's_Health
81240,F2 GENE,30181240,301,150.76,,St_Peter's_Health
81241,"F5 GENE ANALYSIS,LEIDEN",30181241,301,168.4,,St_Peter's_Health
81243,FRAGILE X ANALYSIS,30081243,300,128.34,,St_Peter's_Health
81244,FRAGILE X CHARACTERIZATION,30081244,300,552.0,,St_Peter's_Health
81245,FLT3 GENE,31081245,310,367.77,,St_Peter's_Health
81246,"FLT3,TKD VARIANTS",31081246,310,386.3,,St_Peter's_Health
81251,GAUCHER DISEASE,30081251,300,632.43,,St_Peter's_Health
81252,GJB2 GENE FULL SEQUENCE,30081252,300,1227.91,,St_Peter's_Health
81256,HFE GENE ANALYSIS,30081256,300,166.67,,St_Peter's_Health
81257,APLHA THALASSEMIA,30081257,300,751.58,,St_Peter's_Health
81263,IGH VARI REGIONAL MUTATION,31081263,310,439.16,,St_Peter's_Health
81267,CHIMERISM ANAL NO CELL SELEC,30081267,300,1314.7,,St_Peter's_Health
81270,JAK2 GENE,30181270,301,689.09,,St_Peter's_Health
81273,C-KIT GENE ANALYSIS,30081273,300,769.68,,St_Peter's_Health
81275,KRAS GENE,31081275,310,581.36,,St_Peter's_Health
81276,"KRAS GENE, ADDITIONAL VARIANTS",30081276,300,350.76,,St_Peter's_Health
81291,MTHFR 2 VARIANTS,30281291,300,149.96,,St_Peter's_Health
81291,MTHFR GENE,30081291,300,420.15,,St_Peter's_Health
81291,"MTHFR GENE ANALYSIS,COMMON VAR",30181291,301,420.15,,St_Peter's_Health
81292,MLH1 SEQUENCING,30081292,300,1205.59,,St_Peter's_Health
81294,MLH1 DELETION/DUPLICATION,30081294,300,660.96,,St_Peter's_Health
81301,MICROSATELLITE INSTABILITY,30081301,300,833.96,,St_Peter's_Health
81306,NUDT15 GENE COMM VARIANTS,31081306,310,594.37,,St_Peter's_Health
81310,NPM1 GENE,30081310,300,528.57,,St_Peter's_Health
81311,NRAS BY NGS,30081311,300,838.99,,St_Peter's_Health
81315,PML/RARALPHA COM BREAKPOINTS,30081315,300,845.48,,St_Peter's_Health
81317,PMS2 GENE SEQUENCE,30081317,300,1207.56,,St_Peter's_Health
81319,PMS2 GENE DEUP/DELETE,30081319,300,660.96,,St_Peter's_Health
81331,METHYLATION SENSITIVE POLYMERA,31081331,310,290.7,,St_Peter's_Health
81331,SNRPRI/UBE3A GENE,30081331,300,871.8,,St_Peter's_Health
81335,TPMT GENE COMM VARIANTS,31081335,310,401.19,,St_Peter's_Health
81342,TRG GENE REARRANGEMENT ANAL,30081342,300,278.17,,St_Peter's_Health
81364,HBB FULL GENE SEQUENCE,30081361,300,744.92,,St_Peter's_Health
81373,HLA I TYPING 1 LOCUS LR,30081373,300,705.72,,St_Peter's_Health
81374,ANKYLOSING SPONDYLITIS,30081374,300,179.32,,St_Peter's_Health
81374,HLA B51 EACH,31081374,310,238.68,,St_Peter's_Health
81374,HLA I TYPING 1 ANTIGEN IR,30181374,301,461.01,,St_Peter's_Health
81376,HLA II TYPING 1 LOCUS LR,30081376,300,275.0,,St_Peter's_Health
81376,HLA-DQ8,30181376,300,348.9,,St_Peter's_Health
81377,HLA II TYPE 1 AG EQUIV IR,30081377,300,581.82,,St_Peter's_Health
81380,HLA A GENOTYPE,30081380,300,398.81,,St_Peter's_Health
81382,HLA-DQ GENOTYPING,30081382,300,431.42,,St_Peter's_Health
81383,HLA II TYPING 1 ALLELE HR,30081383,300,278.3,,St_Peter's_Health
81400,MOPATH PROCEDURE LEVEL 1,30081400,300,425.67,,St_Peter's_Health
81400,PLASMINOGEN ACT INHIB-1,30181400,300,425.67,,St_Peter's_Health
81400,PLATELET AG GENO PANEL,30281400,300,425.67,,St_Peter's_Health
81401,MOPATH PROCEDURE LEVEL 2,30081401,300,255.0,,St_Peter's_Health
81401,HAPTOGLOBIN GENOTYPING,30181401,301,460.09,,St_Peter's_Health
81401,HD MUTATION BY PCR,30381401,300,460.09,,St_Peter's_Health
81401,"TPMT GENOTYPE, B",30281401,300,460.09,,St_Peter's_Health
81402,MOLECULAR PATHOLOGY LEVEL 3,300814020,300,465.6,,St_Peter's_Health
81402,MOPATH PROCEDURE LEVEL 3,30081402,300,711.85,,St_Peter's_Health
81403,MOLECULAR PATHOLOGY LEVEL 4,300814030,300,425.03,,St_Peter's_Health
81403,MOPATH PROCEDURE LEVEL 4,30081403,300,905.44,,St_Peter's_Health
81404,ALPHA GLOBIN HBA DD,30181404,300,639.85,,St_Peter's_Health
81404,MOPATH PROCEDURE LEVEL 5,30081404,300,639.85,,St_Peter's_Health
81404,MOLECULAR PATHOLOGY LEVEL 5,30081404MP,300,1176.37,,St_Peter's_Health
81405,ENDOCRINE NEOPLASIA,30281405,300,134.24,,St_Peter's_Health
81405,RET GENE MUTATIONS,30181405,300,134.24,,St_Peter's_Health
81405,MOPATH PROCEDURE LEVEL 6,30081405,300,161.09,,St_Peter's_Health
81406,MOPATH PROCEDURE LEVEL 7,30081406,300,1333.8,,St_Peter's_Health
81406,WILSON DISEASE,30181406,300,1333.8,,St_Peter's_Health
81408,MOPATH PROCEDURE LEVEL 9,30081408,300,2657.63,,St_Peter's_Health
81413,CARDIOMYOPATHY,30081413,300,2138.53,,St_Peter's_Health
81414,ARRHYTHMIA SEQ,30081414,300,2138.53,,St_Peter's_Health
81420,FETAL CHROMOSOMAL ANEUPLOIDY,30081420,300,1161.35,,St_Peter's_Health
81445,GENPATH NGS PANEL,30081445,300,988.19,,St_Peter's_Health
81448,CMT SEQUENCING,30081448,300,2698.92,,St_Peter's_Health
81450,TARGETED GENO SEQ ANALYSIS PAL,31084150,310,1217.88,,St_Peter's_Health
81450,TARGETED GENO SEQ ANALYSIS PAN,31081450,310,1217.88,,St_Peter's_Health
81479,UNLISTED MOLECULAR PATHOLOGY,31981479,319,69.12,,St_Peter's_Health
81479,UNLISTED MOPATH PROCEDURE,30181479,310,69.12,,St_Peter's_Health
81479,UNLISTED MO PATH PROCEDURE,30081479,300,1369.78,,St_Peter's_Health
81504,"ONC(TIS OF ORIGIN), MICROARRAY",30181504,301,948.86,,St_Peter's_Health
81507,PRENATAL TESTING,30081507,300,862.22,,St_Peter's_Health
81511,FETAL CON ABN 4 ANALYTES,30081511,300,140.31,,St_Peter's_Health
81539,PROSTATE SPECIFIC KALLIKREIN,30081539,300,1348.85,,St_Peter's_Health
82009,ACETONE (SERUM),30101401,301,66.7,,St_Peter's_Health
82010,BETA HYDROXYBUTYRIC ACID,30103342,301,45.37,,St_Peter's_Health
82017,ACYLCANITINES QUANT,30082017,300,65.56,,St_Peter's_Health
82017,"GLUTARYLCARNITINE QUANT,URINE",30182017,301,65.56,,St_Peter's_Health
82017,NEONATAL ACYLCARNITINE SCREEN,30104172,301,65.56,,St_Peter's_Health
82024,ACTH (QUEST),30109111,301,220.82,,St_Peter's_Health
82024,ADRENOCORTICOTROPIC (ACTH),30000105,301,220.82,,St_Peter's_Health
82040,ALBUMIN,30108490,301,22.03,,St_Peter's_Health
82040,ALBUMIN,30182040,301,22.03,,St_Peter's_Health
82040,DIALYSIS ALBUMIN,30300011,301,22.03,,St_Peter's_Health
82040,DIALYSIS ALBUMIN,30300033,301,22.03,,St_Peter's_Health
82040,DIALYSIS ALBUMIN LIVER PANEL,30300090,301,22.03,,St_Peter's_Health
82042,ALBUMIN URINE OR OTHER SOURCE,30101941,301,61.51,,St_Peter's_Health
82043,MICROALBUMIN URINE,30110051,301,14.74,,St_Peter's_Health
82043,Urine Albumin Quant,30082043,300,14.74,,St_Peter's_Health
82044,"MICROALBUMIN URINE, SEMIQUANT",30182044,301,29.01,,St_Peter's_Health
82085,ALDOLASE,30100004,301,45.86,,St_Peter's_Health
82088,ALDOSTERONE,30100005,301,119.42,,St_Peter's_Health
82088,ALDOSTERONE,30111041,301,119.42,,St_Peter's_Health
82088,ALDOSTERONE URINE,30102033,301,119.42,,St_Peter's_Health
82103,ALPHA-1-ANTITRYPSIN,30100101,301,30.24,,St_Peter's_Health
82103,"ALPHA-1-ANTITRYPSIN,FECES",30109039,301,156.43,,St_Peter's_Health
82104,ALPHA 1 ANTITRYPSIN PHENOTYPE,30107689,301,39.05,,St_Peter's_Health
82105,ALPHA FETOPROTEIN-MATERNAL,30111011,301,42.75,,St_Peter's_Health
82105,"ALPHA FETOPROTEIN,TUMOR MARKER",30100006,301,78.04,,St_Peter's_Health
82106,"ALPHA-FETOPROTEIN, AMNIOTIC",31082106,301,106.3,,St_Peter's_Health
82108,"ALUMINUM, SERUM",30185001,301,64.97,,St_Peter's_Health
82108,ALUMINUM TISSUE,30110063,301,161.47,,St_Peter's_Health
82108,DIALYSIS ALUMINUM,30300040,301,161.47,,St_Peter's_Health
82128,"AMINO ACID, MULTI QUANL EACH",30982129,309,87.91,,St_Peter's_Health
82131,"ALANINE LEVEL, CSF",30110509,301,296.22,,St_Peter's_Health
82131,ALANINE PLASMA,30105133,301,296.22,,St_Peter's_Health
82131,"ALANINE, URINE",30102270,301,296.22,,St_Peter's_Health
82131,AMINO ACID CSF,30105129,301,296.22,,St_Peter's_Health
82131,AMINO ACID PLASMA SINGLE,30105022,301,296.22,,St_Peter's_Health
82131,"AMINO ACID, SINGLE QUANT",30101160,301,296.22,,St_Peter's_Health
82131,"AMINO ACIDS, TOTAL (CSF)",30111319,301,296.22,,St_Peter's_Health
82131,GLYCINE (OHSU),30111063,301,296.22,,St_Peter's_Health
82131,GLYCINE CSF,30112119,301,296.22,,St_Peter's_Health
82131,"GLYCINE, URINE",30102280,301,296.22,,St_Peter's_Health
82131,THIOSULFATE,30110184,301,296.22,,St_Peter's_Health
82135,AMINOLEVULINIC ACID URINE,30182135,301,99.26,,St_Peter's_Health
82135,"TYROSINEMIA METABOLITE,URINE",30082135,301,99.26,,St_Peter's_Health
82136,NEONATAL AMINO ACID SCREEN,30104171,301,81.84,,St_Peter's_Health
82139,"AMINO ACID QUANT, 6 OR MORE",30111024,301,219.72,,St_Peter's_Health
82139,AMINO ACIDS QUAN 6 OR MORE,30082139,300,219.72,,St_Peter's_Health
82139,AMINO ACIDS QUANT,30182139,300,219.72,,St_Peter's_Health
82140,AMMONIA,30182140,301,100.1,,St_Peter's_Health
82143,AMNIOTIC FLUID SCAN,30106069,301,43.52,,St_Peter's_Health
82150,AMYLASE SERUM,30182150,301,86.0,,St_Peter's_Health
82150,AMYLASE URINE (RANDO,30101361,301,86.0,,St_Peter's_Health
82150,AMYLASE URINE (TIMED,30182160,301,86.0,,St_Peter's_Health
82150,BODY FLUID AMYLASE,30101701,301,86.0,,St_Peter's_Health
82157,ANDROSTENEDIONE,30108088,301,74.65,,St_Peter's_Health
82164,ANGIOTENSIN CONVERTING ENZYME,30103300,301,104.04,,St_Peter's_Health
82164,EGL ACE,301821641,301,281.52,,St_Peter's_Health
82172,LIPOPROTEIN (a),30111216,301,48.4,,St_Peter's_Health
82172,APOLIPOPROTEIN A-1,30103041,301,97.96,,St_Peter's_Health
82172,"APOLIPOPROTEIN,B-100",30110649,301,97.96,,St_Peter's_Health
82175,ARSENIC,30104240,301,144.87,,St_Peter's_Health
82180,"VITAMIN C, BLOOD",30182180,301,55.44,,St_Peter's_Health
82190,"ATOMIC ABSORT SPECTROSCOPY,EAC",30010045,301,77.47,,St_Peter's_Health
82190,IODINE,30110071,301,77.47,,St_Peter's_Health
82232,"BETA-2-MICROBLOBULIN, CSF",30107779,301,41.24,,St_Peter's_Health
82232,BETA 2 MICROGLOBULIN URINE,30107042,301,107.53,,St_Peter's_Health
82232,"BETA-2-MICROGLOBULIN, SERUM",30182232,301,107.53,,St_Peter's_Health
82232,"BETA-2-MICROGLOBULIN, URINE",30107190,301,107.53,,St_Peter's_Health
82239,BILE ACIDS,30110340,301,104.5,,St_Peter's_Health
82247,"BILIRUBIN,TOTAL",30182250,301,12.78,,St_Peter's_Health
82247,DIALYSIS BILIRUBIN TOTAL,30300012,301,33.51,,St_Peter's_Health
82247,DIALYSIS BILIRUBIN TOTAL LP,30300091,301,33.51,,St_Peter's_Health
82248,"BILIRUBIN,DIRECT",30102041,301,12.78,,St_Peter's_Health
82248,DIALYSIS BILIRUBIN DIRECT LP,30300092,301,61.21,,St_Peter's_Health
82261,BIOTINIDASE,30104013,301,74.4,,St_Peter's_Health
82261,NEONATAL BIOTINIDASE SCREEN,30189399,301,74.4,,St_Peter's_Health
82270,WELLNESS OCCULT BLOOD,30682270,306,4.76,,St_Peter's_Health
82270,OCCULT BLOOD (STOOL) SCREEN,82270F,301,19.45,,St_Peter's_Health
82270,OCCULT BLOOD(STOOL)SCREEN SMGB,82270B,301,26.35,,St_Peter's_Health
82270,DIALYSIS OCCULT BLOOD STOOL,30300086,301,27.88,,St_Peter's_Health
82270,OCCULT BLOOD (STOOL) SCREEN,82270N,301,27.88,,St_Peter's_Health
82270,OCCULT BLOOD STOOL DIAGNOSTIC,30101014,301,27.88,,St_Peter's_Health
82271,OCCULT BLOOD OTHER SOURCES,30112240,301,62.45,,St_Peter's_Health
82272,OCCULT BLOOD STOOL SINGLE,30182272,301,20.6,,St_Peter's_Health
82274,ASSAY TEST FOR BLOOD FECAL,30182274,301,73.17,,St_Peter's_Health
82300,"CADMIUM, BLOOD",30107180,301,57.95,,St_Peter's_Health
82300,"CADMIUM, URINE",30110639,301,57.95,,St_Peter's_Health
82300,"CADMIUM, URINE ug/l",30107170,301,60.1,,St_Peter's_Health
82306,VITAMIN D 25-HYDROXY,30109050,301,152.17,,St_Peter's_Health
82308,CALCITONIN,30101060,301,159.56,,St_Peter's_Health
82310,CALCIUM,30112013,301,33.64,,St_Peter's_Health
82310,CALCIUM SERUM,30182310,301,33.64,,St_Peter's_Health
82310,DIALYSIS CALCIUM,30300008,301,33.64,,St_Peter's_Health
82310,DIALYSIS CALCIUM,30300029,301,33.64,,St_Peter's_Health
82310,DIALYSIS CALCIUM,30300072,301,33.64,,St_Peter's_Health
82330,CALCIUM IONIZED,30100062,301,90.99,,St_Peter's_Health
82330,CALCIUM IONIZED,30900062,309,90.99,,St_Peter's_Health
82330,DIALYSIS CALCIUM IONIZED,30300045,301,90.99,,St_Peter's_Health
82340,CALCIUM 24 HR. URINE,30182340,301,41.55,,St_Peter's_Health
82340,"CALCIUM, URINE",30005279,301,41.55,,St_Peter's_Health
82355,STONE ANALYSIS,30100080,301,73.36,,St_Peter's_Health
82365,INFRARED SPECTROSCOPY,30182365,301,124.39,,St_Peter's_Health
82373,CARB DEFICIENT TRANSFERRIN,30102044,301,162.38,,St_Peter's_Health
82373,CARB DEFICENT TRANSFERRIN ARUP,30082373,300,298.46,,St_Peter's_Health
82374,BICARBONATE URINE,30110336,301,17.79,,St_Peter's_Health
82374,CARBON DIOXIDE,30182830,301,17.79,,St_Peter's_Health
82374,DIALYSIS CO2,30300007,301,17.79,,St_Peter's_Health
82374,DIALYSIS CO2,30300028,301,17.79,,St_Peter's_Health
82374,DIALYSIS CO2,30300078,301,17.79,,St_Peter's_Health
82375,CARBOXY HEMOGLOBIN,30103175,301,202.91,,St_Peter's_Health
82375,CARBOXYHEMOGLOBIN,30110199,301,202.91,,St_Peter's_Health
82378,CARCINOEMBRYONIC ANTIGEN,30103067,301,71.09,,St_Peter's_Health
82378,"CARCINOEMBRYONIC ANTIGEN, CSF",30103010,301,71.09,,St_Peter's_Health
82379,CARNITINE FREE AND TOTAL,30112033,301,122.16,,St_Peter's_Health
82379,CARNITINE PLASMA,30184910,301,122.16,,St_Peter's_Health
82379,CARNITINE URINE,30105051,301,122.16,,St_Peter's_Health
82380,CAROTENE,30107789,301,20.75,,St_Peter's_Health
82382,"CATECHOLAMINES, URINE (FREE)",30000019,301,183.17,,St_Peter's_Health
82384,CATECHOLAMINES PLASMA,30082384,300,57.85,,St_Peter's_Health
82384,"CATECHOLAMINES, URINE (FREE)",30006012,300,143.33,,St_Peter's_Health
82390,CERULOPLASMIN,30182390,301,70.03,,St_Peter's_Health
82397,CHEMILUMINESCENT ASSAY,30182397,301,162.18,,St_Peter's_Health
82397,ENDOTHELIAL GROWTH FACTOR,30282397,300,162.18,,St_Peter's_Health
82397,IGF BINDING PROTEIN-3,30112141,301,162.18,,St_Peter's_Health
82397,REMICADE ACTIVITY,30382397,300,244.8,,St_Peter's_Health
82435,CHLORIDE,30182435,301,7.26,,St_Peter's_Health
82435,DIALYSIS CHLORIDE,30300006,301,7.26,,St_Peter's_Health
82435,DIALYSIS CHLORIDE,30300036,301,7.26,,St_Peter's_Health
82435,DIALYSIS CHLORIDE,30300079,301,7.26,,St_Peter's_Health
82435,DIALYSIS CHLORIDE NON-CAPD,30300023,301,7.26,,St_Peter's_Health
82436,CHLORIDE URINE (24 H,30182445,301,31.26,,St_Peter's_Health
82436,CHLORIDE URINE (RAND,30112570,301,31.26,,St_Peter's_Health
82436,URINE CHLORIDE (24 H,30108066,301,31.26,,St_Peter's_Health
82438,BODY FLUID CHLORIDE,30104034,301,61.62,,St_Peter's_Health
82438,"CHLORIDE,OTHER SOURCE",30107829,301,61.62,,St_Peter's_Health
82441,"1,1,1,2-TETRACHLORETHANE",30106850,301,38.07,,St_Peter's_Health
82441,"1,1,1-TRICHLOROETHANE",30106860,301,38.07,,St_Peter's_Health
82441,"1,1,2,2-TETRACHLORETHANE",30106870,301,38.07,,St_Peter's_Health
82441,"1,1,2-TRICHLOROETHANE",30106880,301,38.07,,St_Peter's_Health
82441,"1,2-DICHLOROBENZENE",30106950,301,38.07,,St_Peter's_Health
82441,"1,2-DICHLOROETHAN",30106890,301,38.07,,St_Peter's_Health
82441,"1,3-DICHLOROBENZENE",30106960,301,38.07,,St_Peter's_Health
82441,CARBON TETRACHLORIDE,30106900,301,38.07,,St_Peter's_Health
82441,FREON 11,30106930,301,38.07,,St_Peter's_Health
82441,FREON 113,30106940,301,38.07,,St_Peter's_Health
82441,METHYLINE CHLORIDE,30106830,301,38.07,,St_Peter's_Health
82441,TETRACHLOROETHYLENE,30106910,301,38.07,,St_Peter's_Health
82441,TOTAL TRICHLOROETHANOL,30106980,301,38.07,,St_Peter's_Health
82441,TRICHLOETHYLENE,30106920,301,38.07,,St_Peter's_Health
82441,TRICHLORACETIC ACID,30106970,301,38.07,,St_Peter's_Health
82465,CHOLESTEROL TOTAL BLOOD,30182465,301,28.66,,St_Peter's_Health
82465,"CHOLESTEROL, PLEURAL FLUID",30102385,301,28.66,,St_Peter's_Health
82465,DIALYSIS CHOLESTEROL,30300018,301,28.66,,St_Peter's_Health
82465,DIALYSIS CHOLESTEROL,30300080,301,28.66,,St_Peter's_Health
82480,"CHOLINESTERASE,TOTAL",30110350,301,61.14,,St_Peter's_Health
82482,CHOLINESTERASE RBC,30100104,301,45.68,,St_Peter's_Health
82495,CHROMIUM,30107200,301,70.26,,St_Peter's_Health
82507,CITRATE URINE  (MAYO),30104044,301,125.0,,St_Peter's_Health
82507,CITRATE URINE (CITRIC ACID),30182507,301,125.0,,St_Peter's_Health
82523,COLLAGEN CROSSLINKS,30182523,301,82.86,,St_Peter's_Health
82523,"N-TELOPEPTIDE,SERUM",30110500,301,118.4,,St_Peter's_Health
82523,"N-TELOPEPTIDE,URINE",30108039,301,118.4,,St_Peter's_Health
82525,COPPER LEVEL,30082525,300,15.5,,St_Peter's_Health
82525,COPPER,30100100,301,55.66,,St_Peter's_Health
82525,"COPPER, SERUM (DIRECT)",30182525,300,56.9,,St_Peter's_Health
82530,CORTISOL URINARY FREE,30182534,301,42.62,,St_Peter's_Health
82530,CORTISOL FREE,30082530,300,81.0,,St_Peter's_Health
82533,CORTISOL (2 SPECIMEN) (AM&PM),30182533,301,127.15,,St_Peter's_Health
82533,CORTISOL RANDOM OR TIMED,30100026,301,127.15,,St_Peter's_Health
82533,CORTISOL TOTAL,30106014,301,127.15,,St_Peter's_Health
82540,ASSAY OF CREATINE,30182540,300,70.54,,St_Peter's_Health
82542,"CANNABINOIDS,NATURAL",30180349,301,76.91,,St_Peter's_Health
82542,"CANNABINOIDS,URINE QUANT",30101181,301,121.37,,St_Peter's_Health
82542,GABITRIL (TIAGABINE),30107029,301,121.37,,St_Peter's_Health
82542,"GC/MS,SINGLE ANALYTE,QNT",30282542,301,121.37,,St_Peter's_Health
82542,MDMA (ECSTASY) URINE,30109081,301,121.37,,St_Peter's_Health
82542,"COLUMN CHROMATOGRAPHY, QNT",30110072,301,215.42,,St_Peter's_Health
82542,SHIAA,30382542,300,397.8,,St_Peter's_Health
82542,ESSENTIAL FATTY ACIDS,300825420,300,467.57,,St_Peter's_Health
82542,PREGABALIN,30182542,301,487.05,,St_Peter's_Health
82542,PYRIDOXIC ACID,30082542,300,487.05,,St_Peter's_Health
82550,CPK TOTAL,30182550,301,65.89,,St_Peter's_Health
82550,CREATINE KINASE TOTAL,30109232,301,65.89,,St_Peter's_Health
82552,CPK ISOENZYMES  (CPK,30182555,301,68.88,,St_Peter's_Health
82552,CREATINE KINASE ISOENZYMES,30109222,301,68.88,,St_Peter's_Health
82553,CPK MB QUANT.,30106062,301,79.08,,St_Peter's_Health
82565,DIALYSIS CREATININE,30300003,301,7.07,,St_Peter's_Health
82565,DIALYSIS CREATININE,30300025,301,7.07,,St_Peter's_Health
82565,CREATININE,30182565,301,14.51,,St_Peter's_Health
82570,CREATININE MG/DL URINE,30108030,301,13.2,,St_Peter's_Health
82570,BODY FLUID CREATININ,30501721,301,40.16,,St_Peter's_Health
82570,CREATININE URINE (24,30182570,301,40.16,,St_Peter's_Health
82570,CREATININE URINE (RA,30112560,301,40.16,,St_Peter's_Health
82570,"CREATININE, URINE MG/DL",30101251,301,40.16,,St_Peter's_Health
