"Powell County Memorial Hospital Association, dba Deer Lodge Medical Center",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,hospital
30112161,EAP,CPT® 83970,,0301 - LABORATORY - CHEMISTRY,Hc Parathormone (parathyroid Hormone),169,1,150.41,150.41,160.55,163.93,160.55,,150.41,163.93,Deer_Lodge_Medical_Center
30013774,EAP,CPT® 83993,,0301 - LABORATORY - CHEMISTRY,Hc Calprotectin Fecal,489,1,435.21,435.21,464.55,474.33,464.55,,435.21,474.33,Deer_Lodge_Medical_Center
30014138,EAP,CPT® 84075,,0301 - LABORATORY - CHEMISTRY,Hc Alkaline Phos,59,1,52.51,52.51,56.05,57.23,56.05,,52.51,57.23,Deer_Lodge_Medical_Center
30112107,EAP,CPT® 84100,,0301 - LABORATORY - CHEMISTRY,Hc Assay Phosphorus,64,1,56.96,56.96,60.8,62.08,60.8,,56.96,62.08,Deer_Lodge_Medical_Center
30013045,EAP,CPT® 84110,,0301 - LABORATORY - CHEMISTRY,Hc Porphobilinogen Urine Quantitative,170,1,151.3,151.3,161.5,164.9,161.5,,151.3,164.9,Deer_Lodge_Medical_Center
30112524,EAP,CPT® 84120,,0301 - LABORATORY - CHEMISTRY,Hc Porphyrins Quant/fract Urine,171,1,152.19,152.19,162.45,165.87,162.45,,152.19,165.87,Deer_Lodge_Medical_Center
30113786,EAP,CPT® 84132,,0301 - LABORATORY - CHEMISTRY,"Hc Potassium, Body Fluid",47,1,41.83,41.83,44.65,45.59,44.65,,41.83,45.59,Deer_Lodge_Medical_Center
30112229,EAP,CPT® 84132,,0301 - LABORATORY - CHEMISTRY,Hc Potassium,64,1,56.96,56.96,60.8,62.08,60.8,,56.96,62.08,Deer_Lodge_Medical_Center
30112055,EAP,CPT® 84133,,0301 - LABORATORY - CHEMISTRY,Hc Potassium Urine,79,1,70.31,70.31,75.05,76.63,75.05,,70.31,76.63,Deer_Lodge_Medical_Center
30112045,EAP,CPT® 84134,,0301 - LABORATORY - CHEMISTRY,Hc Prealbumin,263,1,234.07,234.07,249.85,255.11,249.85,,234.07,255.11,Deer_Lodge_Medical_Center
30112067,EAP,CPT® 84144,,0301 - LABORATORY - CHEMISTRY,Hc Progesterone,226,1,201.14,201.14,214.7,219.22,214.7,,201.14,219.22,Deer_Lodge_Medical_Center
30112073,EAP,CPT® 84146,,0301 - LABORATORY - CHEMISTRY,Hc Prolactin,227,1,202.03,202.03,215.65,220.19,215.65,,202.03,220.19,Deer_Lodge_Medical_Center
30015761,EAP,CPT® 84153,,0301 - LABORATORY - CHEMISTRY,Hc Prostate Specific Antigen (psa) Total,296,1,263.44,263.44,281.2,287.12,281.2,,263.44,287.12,Deer_Lodge_Medical_Center
30015764,EAP,CPT® 84155,,0301 - LABORATORY - CHEMISTRY,Hc Prot Elp-protein Total Serum,59,1,52.51,52.51,56.05,57.23,56.05,,52.51,57.23,Deer_Lodge_Medical_Center
30112314,EAP,CPT® 84155,,0301 - LABORATORY - CHEMISTRY,Hc Total Protein,95,1,84.55,84.55,90.25,92.15,90.25,,84.55,92.15,Deer_Lodge_Medical_Center
30015783,EAP,CPT® 84156,,0301 - LABORATORY - CHEMISTRY,Hc Protein Total Urine Pamc,93,1,82.77,82.77,88.35,90.21,88.35,,82.77,90.21,Deer_Lodge_Medical_Center
30013090,EAP,CPT® 84157,,0301 - LABORATORY - CHEMISTRY,Hc Protein Total Other Source,93,1,82.77,82.77,88.35,90.21,88.35,,82.77,90.21,Deer_Lodge_Medical_Center
30015763,EAP,CPT® 84165,,0301 - LABORATORY - CHEMISTRY,Hc Prot Elp-protein Elp Serum,226,1,201.14,201.14,214.7,219.22,214.7,,201.14,219.22,Deer_Lodge_Medical_Center
30014775,EAP,CPT® 84166,,0301 - LABORATORY - CHEMISTRY,Hc Elp Ur-protein Elp Urine,203,1,180.67,180.67,192.85,196.91,192.85,,180.67,196.91,Deer_Lodge_Medical_Center
30016188,EAP,CPT® 84207,,0301 - LABORATORY - CHEMISTRY,Hc Vitamin B-6 Level,205,1,182.45,182.45,194.75,198.85,194.75,,182.45,198.85,Deer_Lodge_Medical_Center
30015879,EAP,CPT® 84244,,0301 - LABORATORY - CHEMISTRY,Hc Renin Activity,221,1,196.69,196.69,209.95,214.37,209.95,,196.69,214.37,Deer_Lodge_Medical_Center
30015928,EAP,CPT® 84270,,0301 - LABORATORY - CHEMISTRY,Hc Sex Hormone Binding Globulin,164,1,145.96,145.96,155.8,159.08,155.8,,145.96,159.08,Deer_Lodge_Medical_Center
30013978,EAP,CPT® 84295,,0301 - LABORATORY - CHEMISTRY,Hc Sodium,64,1,56.96,56.96,60.8,62.08,60.8,,56.96,62.08,Deer_Lodge_Medical_Center
30112172,EAP,CPT® 84300,,0301 - LABORATORY - CHEMISTRY,Hc Sodium Urine,79,1,70.31,70.31,75.05,76.63,75.05,,70.31,76.63,Deer_Lodge_Medical_Center
30015963,EAP,CPT® 84315,,0301 - LABORATORY - CHEMISTRY,Hc Specific Gravity Misc Fluid,28,1,24.92,24.92,26.6,27.16,26.6,,24.92,27.16,Deer_Lodge_Medical_Center
30112048,EAP,CPT® 84402,,0301 - LABORATORY - CHEMISTRY,Hc Testosterone Free,147,1,130.83,130.83,139.65,142.59,139.65,,130.83,142.59,Deer_Lodge_Medical_Center
30112115,EAP,CPT® 84403,,0301 - LABORATORY - CHEMISTRY,Hc Testosterone Total,208,1,185.12,185.12,197.6,201.76,197.6,,185.12,201.76,Deer_Lodge_Medical_Center
30112336,EAP,CPT® 84403,,0301 - LABORATORY - CHEMISTRY,Hc Testosterone,208,1,185.12,185.12,197.6,201.76,197.6,,185.12,201.76,Deer_Lodge_Medical_Center
30016184,EAP,CPT® 84425,,0301 - LABORATORY - CHEMISTRY,Hc Vitamin B-1 Level,214,1,190.46,190.46,203.3,207.58,203.3,,190.46,207.58,Deer_Lodge_Medical_Center
30016044,EAP,CPT® 84436,,0301 - LABORATORY - CHEMISTRY,Hc Thyroxine T4,102,1,90.78,90.78,96.9,98.94,96.9,,90.78,98.94,Deer_Lodge_Medical_Center
30014933,EAP,CPT® 84439,,0301 - LABORATORY - CHEMISTRY,Hc Free T4,186,1,165.54,165.54,176.7,180.42,176.7,,165.54,180.42,Deer_Lodge_Medical_Center
30112660,EAP,CPT® 84443,,0301 - LABORATORY - CHEMISTRY,Hc Tsh,209,1,186.01,186.01,198.55,202.73,198.55,,186.01,202.73,Deer_Lodge_Medical_Center
30016040,EAP,CPT® 84445,,0301 - LABORATORY - CHEMISTRY,Hc Thyroid Stim Immunoglob,182,1,161.98,161.98,172.9,176.54,172.9,,161.98,176.54,Deer_Lodge_Medical_Center
30112175,EAP,CPT® 84446,,0301 - LABORATORY - CHEMISTRY,Hc Tocopherol Alpha Vitamin E,185,1,164.65,164.65,175.75,179.45,175.75,,164.65,179.45,Deer_Lodge_Medical_Center
30112384,EAP,CPT® 84450,,0301 - LABORATORY - CHEMISTRY,Hc Sgot (ast),72,1,64.08,64.08,68.4,69.84,68.4,,64.08,69.84,Deer_Lodge_Medical_Center
30015931,EAP,CPT® 84460,,0301 - LABORATORY - CHEMISTRY,Hc Sgpt (alt),66,1,58.74,58.74,62.7,64.02,62.7,,58.74,64.02,Deer_Lodge_Medical_Center
30014358,EAP,CPT® 84466,,0301 - LABORATORY - CHEMISTRY,Hc Assay Transferrin,170,1,151.3,151.3,161.5,164.9,161.5,,151.3,164.9,Deer_Lodge_Medical_Center
30016086,EAP,CPT® 84478,,0301 - LABORATORY - CHEMISTRY,Hc Triglycerides,73,1,64.97,64.97,69.35,70.81,69.35,,64.97,70.81,Deer_Lodge_Medical_Center
30016000,EAP,CPT® 84479,,0301 - LABORATORY - CHEMISTRY,Hc T3 Uptake,79,1,70.31,70.31,75.05,76.63,75.05,,70.31,76.63,Deer_Lodge_Medical_Center
30112125,EAP,CPT® 84479,,0301 - LABORATORY - CHEMISTRY,Hc Assay Of Thyroid (t3 Or T4),273,1,242.97,242.97,259.35,264.81,259.35,,242.97,264.81,Deer_Lodge_Medical_Center
30015997,EAP,CPT® 84480,,0301 - LABORATORY - CHEMISTRY,Hc T3 Icma,194,1,172.66,172.66,184.3,188.18,184.3,,172.66,188.18,Deer_Lodge_Medical_Center
30014932,EAP,CPT® 84481,,0301 - LABORATORY - CHEMISTRY,Hc Free T-3 Icma,130,1,115.7,115.7,123.5,126.1,123.5,,115.7,126.1,Deer_Lodge_Medical_Center
30013024,EAP,CPT® 84482,,0301 - LABORATORY - CHEMISTRY,Hc T3 Reverse,293,1,260.77,260.77,278.35,284.21,278.35,,260.77,284.21,Deer_Lodge_Medical_Center
30015998,EAP,CPT® 84482,,0301 - LABORATORY - CHEMISTRY,Hc T3 Reverse Esoterix,293,1,260.77,260.77,278.35,284.21,278.35,,260.77,284.21,Deer_Lodge_Medical_Center
30016091,EAP,CPT® 84484,,0301 - LABORATORY - CHEMISTRY,Hc Troponin Quantitative,173,1,153.97,153.97,164.35,167.81,164.35,,153.97,167.81,Deer_Lodge_Medical_Center
30014459,EAP,CPT® 84520,,0301 - LABORATORY - CHEMISTRY,Hc Bun,64,1,56.96,56.96,60.8,62.08,60.8,,56.96,62.08,Deer_Lodge_Medical_Center
30016112,EAP,CPT® 84540,,0301 - LABORATORY - CHEMISTRY,Hc Urea Quant Urine,85,1,75.65,75.65,80.75,82.45,80.75,,75.65,82.45,Deer_Lodge_Medical_Center
30110077,EAP,CPT® 84550,,0301 - LABORATORY - CHEMISTRY,Hc Uric Acid Blood,68,1,60.52,60.52,64.6,65.96,64.6,,60.52,65.96,Deer_Lodge_Medical_Center
30016230,EAP,CPT® 84630,,0301 - LABORATORY - CHEMISTRY,Hc Zinc Serum,183,1,162.87,162.87,173.85,177.51,173.85,,162.87,177.51,Deer_Lodge_Medical_Center
30112242,EAP,CPT® 84630,,0301 - LABORATORY - CHEMISTRY,Hc Assay Of Zinc,183,1,162.87,162.87,173.85,177.51,173.85,,162.87,177.51,Deer_Lodge_Medical_Center
30014462,EAP,CPT® 84681,,0301 - LABORATORY - CHEMISTRY,Hc C Peptide,152,1,135.28,135.28,144.4,147.44,144.4,,135.28,147.44,Deer_Lodge_Medical_Center
30015025,EAP,CPT® 84702,,0301 - LABORATORY - CHEMISTRY,Hc Gonadotropin Chorionic (hcg) Quantitative,158,1,140.62,140.62,150.1,153.26,150.1,,140.62,153.26,Deer_Lodge_Medical_Center
30015043,EAP,CPT® 84703,,0301 - LABORATORY - CHEMISTRY,Hc Hcg Screen (serum),104,1,92.56,92.56,98.8,100.88,98.8,,92.56,100.88,Deer_Lodge_Medical_Center
30010814,EAP,86664,,0302 - LABORATORY - IMMUNOLOGY,Hc Epstein-barr Antibody  Nuclear Antigen,128,1,113.92,113.92,121.6,124.16,121.6,,113.92,124.16,Deer_Lodge_Medical_Center
30011030,EAP,86812,,0302 - LABORATORY - IMMUNOLOGY,Hc Hla Typing A B Or C Single Antigen,253,1,225.17,225.17,240.35,245.41,240.35,,225.17,245.41,Deer_Lodge_Medical_Center
30210369,EAP,CPT® 86038,,0302 - LABORATORY - IMMUNOLOGY,Hc Antinuclear Antibodies - Ana,42,1,37.38,37.38,39.9,40.74,39.9,,37.38,40.74,Deer_Lodge_Medical_Center
30210399,EAP,CPT® 86140,,0302 - LABORATORY - IMMUNOLOGY,Hc C-reactive Protein,110,1,97.9,97.9,104.5,106.7,104.5,,97.9,106.7,Deer_Lodge_Medical_Center
30010421,EAP,CPT® 86141,,0302 - LABORATORY - IMMUNOLOGY,Hc Crp High Sensitivity,110,1,97.9,97.9,104.5,106.7,104.5,,97.9,106.7,Deer_Lodge_Medical_Center
30210409,EAP,CPT® 86147,,0302 - LABORATORY - IMMUNOLOGY,Hc Cardiolipin Antibody Each Ig Class #,155,1,137.95,137.95,147.25,150.35,147.25,,137.95,150.35,Deer_Lodge_Medical_Center
30210412,EAP,CPT® 86147,,0302 - LABORATORY - IMMUNOLOGY,Hc Cardiolipin Antibody - Iga,172,1,153.08,153.08,163.4,166.84,163.4,,153.08,166.84,Deer_Lodge_Medical_Center
30010425,EAP,CPT® 86147,,0302 - LABORATORY - IMMUNOLOGY,Hc Cardiolipin Ab Igg (panl),298,1,265.22,265.22,283.1,289.06,283.1,,265.22,289.06,Deer_Lodge_Medical_Center
30210405,EAP,CPT® 86147,,0302 - LABORATORY - IMMUNOLOGY,Hc Cardiolipin Antibody,309,1,275.01,275.01,293.55,299.73,293.55,,275.01,299.73,Deer_Lodge_Medical_Center
30210410,EAP,CPT® 86147,,0302 - LABORATORY - IMMUNOLOGY,Hc Cardiolipin Antibody Each Ig Class #,309,1,275.01,275.01,293.55,299.73,293.55,,275.01,299.73,Deer_Lodge_Medical_Center
30210459,EAP,CPT® 86160,,0302 - LABORATORY - IMMUNOLOGY,Hc Complement Antigen,126,1,112.14,112.14,119.7,122.22,119.7,,112.14,122.22,Deer_Lodge_Medical_Center
30210418,EAP,CPT® 86162,,0302 - LABORATORY - IMMUNOLOGY,Hc Complement Total (ch50),233,1,207.37,207.37,221.35,226.01,221.35,,207.37,226.01,Deer_Lodge_Medical_Center
30010438,EAP,CPT® 86200,,0302 - LABORATORY - IMMUNOLOGY,Hc Ccp Antibody,178,1,158.42,158.42,169.1,172.66,169.1,,158.42,172.66,Deer_Lodge_Medical_Center
30010447,EAP,CPT® 86215,,0302 - LABORATORY - IMMUNOLOGY,Hc Deoxyribonuclease Antibody,98,1,87.22,87.22,93.1,95.06,93.1,,87.22,95.06,Deer_Lodge_Medical_Center
30210468,EAP,CPT® 86225,,0302 - LABORATORY - IMMUNOLOGY,Hc Dna Antibody,142,1,126.38,126.38,134.9,137.74,134.9,,126.38,137.74,Deer_Lodge_Medical_Center
30011905,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,Hc Scl-70 Ab Igg(arup),78,1,69.42,69.42,74.1,75.66,74.1,,69.42,75.66,Deer_Lodge_Medical_Center
30011469,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,Hc Nuclear Antigen Antibody - 86235 Jo1,127,1,113.03,113.03,120.65,123.19,120.65,,113.03,123.19,Deer_Lodge_Medical_Center
30011488,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,HC Nuclear antigen antibody - ENA,127,1,113.03,113.03,120.65,123.19,120.65,,113.03,123.19,Deer_Lodge_Medical_Center
30210487,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,Hc Nuclear Antigen Antibody - Ssa,127,1,113.03,113.03,120.65,123.19,120.65,,113.03,123.19,Deer_Lodge_Medical_Center
30210534,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,Hc Nuclear Antigen Antibody - Ssb,160,1,142.4,142.4,152,155.2,152,,142.4,155.2,Deer_Lodge_Medical_Center
30210537,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,Hc Nuclear Antigen Antibody,160,1,142.4,142.4,152,155.2,152,,142.4,155.2,Deer_Lodge_Medical_Center
30210492,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,Hc Nuclear Antigen Antibody - Ssa/ssb,163,1,145.07,145.07,154.85,158.11,154.85,,145.07,158.11,Deer_Lodge_Medical_Center
30211132,EAP,CPT® 86235,,0302 - LABORATORY - IMMUNOLOGY,Hc Nuclear Antigen Antibody - Rnp,172,1,153.08,153.08,163.4,166.84,163.4,,153.08,166.84,Deer_Lodge_Medical_Center
30010480,EAP,CPT® 86255,,0302 - LABORATORY - IMMUNOLOGY,Hc Fluorescent Antibody Screen - Smooth Muscle,174,1,154.86,154.86,165.3,168.78,165.3,,154.86,168.78,Deer_Lodge_Medical_Center
30010485,EAP,CPT® 86255,,0302 - LABORATORY - IMMUNOLOGY,Hc Fluorescent Antibody Screen - Noninfec Agent,330,1,293.7,293.7,313.5,320.1,313.5,,293.7,320.1,Deer_Lodge_Medical_Center
30011497,EAP,CPT® 86255,,0302 - LABORATORY - IMMUNOLOGY,Hc Fluorescent Antibody Screen,330,1,293.7,293.7,313.5,320.1,313.5,,293.7,320.1,Deer_Lodge_Medical_Center
30210474,EAP,CPT® 86256,,0302 - LABORATORY - IMMUNOLOGY,Hc Fluorescent Antibody Titer - Varicella,50,1,44.5,44.5,47.5,48.5,47.5,,44.5,48.5,Deer_Lodge_Medical_Center
30010558,EAP,CPT® 86301,,0302 - LABORATORY - IMMUNOLOGY,Hc Immunoassay Tumor Ca 19-9,210,1,186.9,186.9,199.5,203.7,199.5,,186.9,203.7,Deer_Lodge_Medical_Center
30010560,EAP,CPT® 86304,,0302 - LABORATORY - IMMUNOLOGY,Hc Immunoassay Tumor Ca 125,143,1,127.27,127.27,135.85,138.71,135.85,,127.27,138.71,Deer_Lodge_Medical_Center
30210538,EAP,CPT® 86308,,0302 - LABORATORY - IMMUNOLOGY,Hc Heterophile Antibodies,74,1,65.86,65.86,70.3,71.78,70.3,,65.86,71.78,Deer_Lodge_Medical_Center
30010599,EAP,CPT® 86334,,0302 - LABORATORY - IMMUNOLOGY,Hc Immunofix E-phoresis Serum,350,1,311.5,311.5,332.5,339.5,332.5,,311.5,339.5,Deer_Lodge_Medical_Center
30011867,EAP,CPT® 86334,,0302 - LABORATORY - IMMUNOLOGY,Hc Immunofix E-phoresis Serum - Ref Lab,350,1,311.5,311.5,332.5,339.5,332.5,,311.5,339.5,Deer_Lodge_Medical_Center
30010617,EAP,CPT® 86337,,0302 - LABORATORY - IMMUNOLOGY,Hc Insulin Antibodies,270,1,240.3,240.3,256.5,261.9,256.5,,240.3,261.9,Deer_Lodge_Medical_Center
30010648,EAP,CPT® 86360,,0302 - LABORATORY - IMMUNOLOGY,Hc T Cell Absolute Count/ratio,309,1,275.01,275.01,293.55,299.73,293.55,,275.01,299.73,Deer_Lodge_Medical_Center
30010660,EAP,CPT® 86376,,0302 - LABORATORY - IMMUNOLOGY,Hc Microsomal Antibody -throid Peroxidase,161,1,143.29,143.29,152.95,156.17,152.95,,143.29,156.17,Deer_Lodge_Medical_Center
30010675,EAP,CPT® 86430,,0302 - LABORATORY - IMMUNOLOGY,Hc Rheumatoid Factor Test,92,1,81.88,81.88,87.4,89.24,87.4,,81.88,89.24,Deer_Lodge_Medical_Center
30210605,EAP,CPT® 86592,,0302 - LABORATORY - IMMUNOLOGY,Hc Syphilis Test Non-trep Qual,185,1,164.65,164.65,175.75,179.45,175.75,,164.65,179.45,Deer_Lodge_Medical_Center
30211083,EAP,CPT® 86617,,0302 - LABORATORY - IMMUNOLOGY,Hc Lyme Disease Antibody - Igm,325,1,289.25,289.25,308.75,315.25,308.75,,289.25,315.25,Deer_Lodge_Medical_Center
30010731,EAP,CPT® 86618,,0302 - LABORATORY - IMMUNOLOGY,Hc Lyme Disease Antibody,210,1,186.9,186.9,199.5,203.7,199.5,,186.9,203.7,Deer_Lodge_Medical_Center
30210650,EAP,CPT® 86635,,0302 - LABORATORY - IMMUNOLOGY,Hc Coccidioides Antibody,171,1,152.19,152.19,162.45,165.87,162.45,,152.19,165.87,Deer_Lodge_Medical_Center
30010743,EAP,CPT® 86638,,0302 - LABORATORY - IMMUNOLOGY,Hc Q Fever Antibody,134,1,119.26,119.26,127.3,129.98,127.3,,119.26,129.98,Deer_Lodge_Medical_Center
30010753,EAP,CPT® 86644,,0302 - LABORATORY - IMMUNOLOGY,Hc Cmv Antibody,125,1,111.25,111.25,118.75,121.25,118.75,,111.25,121.25,Deer_Lodge_Medical_Center
30010765,EAP,CPT® 86645,,0302 - LABORATORY - IMMUNOLOGY,Hc Cmv Antibody Igm,125,1,111.25,111.25,118.75,121.25,118.75,,111.25,121.25,Deer_Lodge_Medical_Center
30010809,EAP,CPT® 86663,,0302 - LABORATORY - IMMUNOLOGY,Hc Epstein-barr Antibody Early Antigen,128,1,113.92,113.92,121.6,124.16,121.6,,113.92,124.16,Deer_Lodge_Medical_Center
30010824,EAP,CPT® 86665,,0302 - LABORATORY - IMMUNOLOGY,Hc Epstein-barr Antibody - Viral Capsid Igm,130,1,115.7,115.7,123.5,126.1,123.5,,115.7,126.1,Deer_Lodge_Medical_Center
30010822,EAP,CPT® 86665,,0302 - LABORATORY - IMMUNOLOGY,Hc Epstein-barr Antibody - Viral Capsid,133,1,118.37,118.37,126.35,129.01,126.35,,118.37,129.01,Deer_Lodge_Medical_Center
30010844,EAP,CPT® 86677,,0302 - LABORATORY - IMMUNOLOGY,Hc Helicobacter Pylori Antibody,261,1,232.29,232.29,247.95,253.17,247.95,,232.29,253.17,Deer_Lodge_Medical_Center
30010889,EAP,CPT® 86695,,0302 - LABORATORY - IMMUNOLOGY,Hc Herpes Simplex 1 Test,313,1,278.57,278.57,297.35,303.61,297.35,,278.57,303.61,Deer_Lodge_Medical_Center
30010885,EAP,CPT® 86698,,0302 - LABORATORY - IMMUNOLOGY,Hc Histoplasma,214,1,190.46,190.46,203.3,207.58,203.3,,190.46,207.58,Deer_Lodge_Medical_Center
30210715,EAP,CPT® 86701,,0302 - LABORATORY - IMMUNOLOGY,Hc Hiv-1,240,1,213.6,213.6,228,232.8,228,,213.6,232.8,Deer_Lodge_Medical_Center
30010922,EAP,CPT® 86702,,0302 - LABORATORY - IMMUNOLOGY,HC HIV-2,298,1,265.22,265.22,283.1,289.06,283.1,,265.22,289.06,Deer_Lodge_Medical_Center
30210943,EAP,CPT® 86704,,0302 - LABORATORY - IMMUNOLOGY,Hc Hep B Core Antibody Total,103,1,91.67,91.67,97.85,99.91,97.85,,91.67,99.91,Deer_Lodge_Medical_Center
30210735,EAP,CPT® 86706,,0302 - LABORATORY - IMMUNOLOGY,Hc Hep B Surface Ab,148,1,131.72,131.72,140.6,143.56,140.6,,131.72,143.56,Deer_Lodge_Medical_Center
30010928,EAP,CPT® 86707,,0302 - LABORATORY - IMMUNOLOGY,Hc Hep Be Antibody,129,1,114.81,114.81,122.55,125.13,122.55,,114.81,125.13,Deer_Lodge_Medical_Center
30011859,EAP,CPT® 86709,,0302 - LABORATORY - IMMUNOLOGY,Hc Hep A Antibody Igm Ab,143,1,127.27,127.27,135.85,138.71,135.85,,127.27,138.71,Deer_Lodge_Medical_Center
30210350,EAP,CPT® 86738,,0302 - LABORATORY - IMMUNOLOGY,Hc Mycoplasma Antibody,114,1,101.46,101.46,108.3,110.58,108.3,,101.46,110.58,Deer_Lodge_Medical_Center
30210766,EAP,CPT® 86762,,0302 - LABORATORY - IMMUNOLOGY,Hc Rubella Antibody,121,1,107.69,107.69,114.95,117.37,114.95,,107.69,117.37,Deer_Lodge_Medical_Center
30017035,EAP,CPT® 86765,,0302 - LABORATORY - IMMUNOLOGY,Hc Rubeola Ab-igg,104,1,92.56,92.56,98.8,100.88,98.8,,92.56,100.88,Deer_Lodge_Medical_Center
30010982,EAP,CPT® 86777,,0302 - LABORATORY - IMMUNOLOGY,Hc Toxoplasma Antibody,161,1,143.29,143.29,152.95,156.17,152.95,,143.29,156.17,Deer_Lodge_Medical_Center
30010990,EAP,CPT® 86778,,0302 - LABORATORY - IMMUNOLOGY,Hc Toxoplasma Antibody Igm,161,1,143.29,143.29,152.95,156.17,152.95,,143.29,156.17,Deer_Lodge_Medical_Center
30010996,EAP,CPT® 86780,,0302 - LABORATORY - IMMUNOLOGY,Hc Treponema Pallidum,109,1,97.01,97.01,103.55,105.73,103.55,,97.01,105.73,Deer_Lodge_Medical_Center
30011005,EAP,CPT® 86787,,0302 - LABORATORY - IMMUNOLOGY,Hc Varicella Zoster Antibody,164,1,145.96,145.96,155.8,159.08,155.8,,145.96,159.08,Deer_Lodge_Medical_Center
30011019,EAP,CPT® 86800,,0302 - LABORATORY - IMMUNOLOGY,Hc Thyroglobulin Antibody Screen,175,1,155.75,155.75,166.25,169.75,166.25,,155.75,169.75,Deer_Lodge_Medical_Center
30211093,EAP,CPT® 86850,,0302 - LABORATORY - IMMUNOLOGY,HC ANTIBODY SCREEN,96,1,85.44,85.44,91.2,93.12,91.2,,85.44,93.12,Deer_Lodge_Medical_Center
30011073,EAP,CPT® 86880,,0302 - LABORATORY - IMMUNOLOGY,Hc Coombs Test Direct - Dat Igg,90,1,80.1,80.1,85.5,87.3,85.5,,80.1,87.3,Deer_Lodge_Medical_Center
30210907,EAP,CPT® 86900,,0302 - LABORATORY - IMMUNOLOGY,Hc Abo,59,1,52.51,52.51,56.05,57.23,56.05,,52.51,57.23,Deer_Lodge_Medical_Center
30011083,EAP,CPT® 86900,,0302 - LABORATORY - IMMUNOLOGY,Hc Blood Typing Serologic; Abo,63,1,56.07,56.07,59.85,61.11,59.85,,56.07,61.11,Deer_Lodge_Medical_Center
30211142,EAP,CPT® 86901,,0302 - LABORATORY - IMMUNOLOGY,HC RH TYPE,38,1,33.82,33.82,36.1,36.86,36.1,,33.82,36.86,Deer_Lodge_Medical_Center
30011123,EAP,CPT® 86922,,0302 - LABORATORY - IMMUNOLOGY,Hc Compatibility Test Antiglob,258,1,229.62,229.62,245.1,250.26,245.1,,229.62,250.26,Deer_Lodge_Medical_Center
30210896,EAP,CPT® 87400,,0302 - LABORATORY - IMMUNOLOGY,Hc Influenza A And B Antigen Rapid,128,1,113.92,113.92,121.6,124.16,121.6,,113.92,124.16,Deer_Lodge_Medical_Center
30510034,EAP,CPT® 85007,,0305 - LABORATORY - HEMATOLOGY,Hc Bl Smear W/diff Wbc Count,43,1,38.27,38.27,40.85,41.71,40.85,,38.27,41.71,Deer_Lodge_Medical_Center
30015080,EAP,CPT® 85018,,0305 - LABORATORY - HEMATOLOGY,Hc Hemoglobin (hgb),32,1,28.48,28.48,30.4,31.04,30.4,,28.48,31.04,Deer_Lodge_Medical_Center
30014514,EAP,CPT® 85025,,0305 - LABORATORY - HEMATOLOGY,Hc Cbc With Diff Auto,108,1,96.12,96.12,102.6,104.76,102.6,,96.12,104.76,Deer_Lodge_Medical_Center
30014447,EAP,CPT® 85027,,0305 - LABORATORY - HEMATOLOGY,Hc Blood Count Complete Automated,94,1,83.66,83.66,89.3,91.18,89.3,,83.66,91.18,Deer_Lodge_Medical_Center
30510310,EAP,CPT® 85048,,0305 - LABORATORY - HEMATOLOGY,Hc Wbc Auto,30,1,26.7,26.7,28.5,29.1,28.5,,26.7,29.1,Deer_Lodge_Medical_Center
30510082,EAP,CPT® 85049,,0305 - LABORATORY - HEMATOLOGY,Hc Platelet Count,47,1,41.83,41.83,44.65,45.59,44.65,,41.83,45.59,Deer_Lodge_Medical_Center
30510066,EAP,CPT® 85060,,0305 - LABORATORY - HEMATOLOGY,Hc Blood Smear Interpretation,41,1,36.49,36.49,38.95,39.77,38.95,,36.49,39.77,Deer_Lodge_Medical_Center
30014854,EAP,CPT® 85240,,0305 - LABORATORY - HEMATOLOGY,Hc Factor Viii Mayo,351,1,312.39,312.39,333.45,340.47,333.45,,312.39,340.47,Deer_Lodge_Medical_Center
30510177,EAP,CPT® 85240,,0305 - LABORATORY - HEMATOLOGY,Hc Clotting Factor Viii Ahg 1 Stg,351,1,312.39,312.39,333.45,340.47,333.45,,312.39,340.47,Deer_Lodge_Medical_Center
30510171,EAP,CPT® 85246,,0305 - LABORATORY - HEMATOLOGY,Hc Clot Fact Viii Vw Fact Antigen,330,1,293.7,293.7,313.5,320.1,313.5,,293.7,320.1,Deer_Lodge_Medical_Center
30016030,EAP,CPT® 85300,,0305 - LABORATORY - HEMATOLOGY,Hc Thrombin Iii Activity,416,1,370.24,370.24,395.2,403.52,395.2,,370.24,403.52,Deer_Lodge_Medical_Center
