Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL,hospital
4009999,REF LAB TULAREMIA,Outpatient,301,86668,Antibody; Francisella tularensis,,0,69,55.2,55.2,69,65.55,57.27,57.27,57.27,57.27,65.55,66.93,66.93,63.48,65.55,67.62,69,60.72,67.62,66.93,,Pioneer_Medical_Center
4010005,REF LAB PROINSULIN,Inpatient,301,84206,Proinsulin,,0,246,196.8,196.8,246,233.7,214.02,214.02,214.02,214.02,233.7,238.62,238.62,233.7,233.7,241.08,246,216.48,241.08,238.62,,Pioneer_Medical_Center
4010005,REF LAB PROINSULIN,Outpatient,301,84206,Proinsulin,,0,246,196.8,196.8,246,233.7,204.18,204.18,204.18,204.18,233.7,238.62,238.62,226.32,233.7,241.08,246,216.48,241.08,238.62,,Pioneer_Medical_Center
4010013,REF LAB GROWTH HORMONE,Inpatient,301,83003,"Growth hormone, human (HGH) (somatotropin)",,0,108,86.4,86.4,108,102.6,93.96,93.96,93.96,93.96,102.6,104.76,104.76,102.6,102.6,105.84,108,95.04,105.84,104.76,,Pioneer_Medical_Center
4010013,REF LAB GROWTH HORMONE,Outpatient,301,83003,"Growth hormone, human (HGH) (somatotropin)",,0,108,86.4,86.4,108,102.6,89.64,89.64,89.64,89.64,102.6,104.76,104.76,99.36,102.6,105.84,108,95.04,105.84,104.76,,Pioneer_Medical_Center
4010021,"REF LAB METHAMPHETAMINE, URINE",Inpatient,301,80326,Amphetamines; 5 or more,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010021,"REF LAB METHAMPHETAMINE, URINE",Outpatient,301,80326,Amphetamines; 5 or more,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010039,"REF LAB BUPRENORPHINE, URINE",Inpatient,301,80348,Buprenorphine,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010039,"REF LAB BUPRENORPHINE, URINE",Outpatient,301,80348,Buprenorphine,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010047,"REF LAB METHADONE, URINE",Inpatient,301,80358,Methadone,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010047,"REF LAB METHADONE, URINE",Outpatient,301,80358,Methadone,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010054,"REF LAB OXYCODONE, URINE",Inpatient,301,80365,Oxycodone,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010054,"REF LAB OXYCODONE, URINE",Outpatient,301,80365,Oxycodone,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010062,"REF LAB PROPOXYPHENE, URINE",Inpatient,301,80367,Propoxyphene,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010062,"REF LAB PROPOXYPHENE, URINE",Outpatient,301,80367,Propoxyphene,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010070,REF LAB TRICYCLIC ANTIDEPRESSANT,Inpatient,301,80335,"Antidepressants, tricyclic and other cyclicals; 1 or 2",,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010070,REF LAB TRICYCLIC ANTIDEPRESSANT,Outpatient,301,80335,"Antidepressants, tricyclic and other cyclicals; 1 or 2",,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010096,REF LAB CD4,Inpatient,301,86361,T cells; absolute CD4 count,,0,277,221.6,221.6,277,263.15,240.99,240.99,240.99,240.99,263.15,268.69,268.69,263.15,263.15,271.46,277,243.76,271.46,268.69,,Pioneer_Medical_Center
4010096,REF LAB CD4,Outpatient,301,86361,T cells; absolute CD4 count,,0,277,221.6,221.6,277,263.15,229.91,229.91,229.91,229.91,263.15,268.69,268.69,254.84,263.15,271.46,277,243.76,271.46,268.69,,Pioneer_Medical_Center
4010104,REF LAB CD 19 B CELLS,Inpatient,301,86355,"B cells, total count",,0,150,120,120,150,142.5,130.5,130.5,130.5,130.5,142.5,145.5,145.5,142.5,142.5,147,150,132,147,145.5,,Pioneer_Medical_Center
4010104,REF LAB CD 19 B CELLS,Outpatient,301,86355,"B cells, total count",,0,150,120,120,150,142.5,124.5,124.5,124.5,124.5,142.5,145.5,145.5,138,142.5,147,150,132,147,145.5,,Pioneer_Medical_Center
4010112,REF LAB CD16 AND CD56 NK CELLS,Inpatient,301,86357,"Natural killer (NK) cells, total count",,0,150,120,120,150,142.5,130.5,130.5,130.5,130.5,142.5,145.5,145.5,142.5,142.5,147,150,132,147,145.5,,Pioneer_Medical_Center
4010112,REF LAB CD16 AND CD56 NK CELLS,Outpatient,301,86357,"Natural killer (NK) cells, total count",,0,150,120,120,150,142.5,124.5,124.5,124.5,124.5,142.5,145.5,145.5,138,142.5,147,150,132,147,145.5,,Pioneer_Medical_Center
4010120,REF LAB PARATION LEVEL,Inpatient,301,82492,Chromotography quant mult,,0,563,450.4,450.4,563,534.85,489.81,489.81,489.81,489.81,534.85,546.11,546.11,534.85,534.85,551.74,563,495.44,551.74,546.11,,Pioneer_Medical_Center
4010120,REF LAB PARATION LEVEL,Outpatient,301,82492,Chromotography quant mult,,0,563,450.4,450.4,563,534.85,467.29,467.29,467.29,467.29,534.85,546.11,546.11,517.96,534.85,551.74,563,495.44,551.74,546.11,,Pioneer_Medical_Center
4010138,REF LAB KEPPRA LEVEL,Inpatient,301,82542,"Column chromatography, includes mass spectrometry, if performed (eg, HPLC, LC, LC/MS, LC/MS-MS, GC, GC/MS-MS, GC/MS, HPLC/MS), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",,0,205,164,164,205,194.75,178.35,178.35,178.35,178.35,194.75,198.85,198.85,194.75,194.75,200.9,205,180.4,200.9,198.85,,Pioneer_Medical_Center
4010138,REF LAB KEPPRA LEVEL,Outpatient,301,82542,"Column chromatography, includes mass spectrometry, if performed (eg, HPLC, LC, LC/MS, LC/MS-MS, GC, GC/MS-MS, GC/MS, HPLC/MS), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",,0,205,164,164,205,194.75,170.15,170.15,170.15,170.15,194.75,198.85,198.85,188.6,194.75,200.9,205,180.4,200.9,198.85,,Pioneer_Medical_Center
4010146,REF LAB N TELEOPEPTIDES,Inpatient,301,82523,"Collagen cross links, any method",,0,83,66.4,66.4,83,78.85,72.21,72.21,72.21,72.21,78.85,80.51,80.51,78.85,78.85,81.34,83,73.04,81.34,80.51,,Pioneer_Medical_Center
4010146,REF LAB N TELEOPEPTIDES,Outpatient,301,82523,"Collagen cross links, any method",,0,83,66.4,66.4,83,78.85,68.89,68.89,68.89,68.89,78.85,80.51,80.51,76.36,78.85,81.34,83,73.04,81.34,80.51,,Pioneer_Medical_Center
4010153,REF LAB T3 REVERSE,Inpatient,301,84482,Triiodothyronine T3; reverse,,0,156,124.8,124.8,156,148.2,135.72,135.72,135.72,135.72,148.2,151.32,151.32,148.2,148.2,152.88,156,137.28,152.88,151.32,,Pioneer_Medical_Center
4010153,REF LAB T3 REVERSE,Outpatient,301,84482,Triiodothyronine T3; reverse,,0,156,124.8,124.8,156,148.2,129.48,129.48,129.48,129.48,148.2,151.32,151.32,143.52,148.2,152.88,156,137.28,152.88,151.32,,Pioneer_Medical_Center
4010161,REF LAB A1A GENOTYPING,Inpatient,301,81332,"SERPINA1 (serpin peptidase inhibitor, clade A, alpha-1 antiproteinase, antitrypsin, member 1) (eg, alpha-1-antitrypsin deficiency), gene analysis, common variants (eg, *S and *Z)",,0,75,60,60,75,71.25,65.25,65.25,65.25,65.25,71.25,72.75,72.75,71.25,71.25,73.5,75,66,73.5,72.75,,Pioneer_Medical_Center
4010161,REF LAB A1A GENOTYPING,Outpatient,301,81332,"SERPINA1 (serpin peptidase inhibitor, clade A, alpha-1 antiproteinase, antitrypsin, member 1) (eg, alpha-1-antitrypsin deficiency), gene analysis, common variants (eg, *S and *Z)",,0,75,60,60,75,71.25,62.25,62.25,62.25,62.25,71.25,72.75,72.75,69,71.25,73.5,75,66,73.5,72.75,,Pioneer_Medical_Center
4010179,REF LAB ARGININE VASOPRESSIN,Inpatient,301,84588,"Vasopressin (antidiuretic hormone, ADH)",,0,135,108,108,135,128.25,117.45,117.45,117.45,117.45,128.25,130.95,130.95,128.25,128.25,132.3,135,118.8,132.3,130.95,,Pioneer_Medical_Center
4010179,REF LAB ARGININE VASOPRESSIN,Outpatient,301,84588,"Vasopressin (antidiuretic hormone, ADH)",,0,135,108,108,135,128.25,112.05,112.05,112.05,112.05,128.25,130.95,130.95,124.2,128.25,132.3,135,118.8,132.3,130.95,,Pioneer_Medical_Center
4010203,REF LAB ESTROGEN FRACT,Inpatient,301,82671,Estrogens; fractionated,,0,116,92.8,92.8,116,110.2,100.92,100.92,100.92,100.92,110.2,112.52,112.52,110.2,110.2,113.68,116,102.08,113.68,112.52,,Pioneer_Medical_Center
4010203,REF LAB ESTROGEN FRACT,Outpatient,301,82671,Estrogens; fractionated,,0,116,92.8,92.8,116,110.2,96.28,96.28,96.28,96.28,110.2,112.52,112.52,106.72,110.2,113.68,116,102.08,113.68,112.52,,Pioneer_Medical_Center
4010211,REF LAB EOSINOPHIL SMEAR NASAL,Inpatient,301,89190,Nasal smear for eosinophils,,0,59,47.2,47.2,59,56.05,51.33,51.33,51.33,51.33,56.05,57.23,57.23,56.05,56.05,57.82,59,51.92,57.82,57.23,,Pioneer_Medical_Center
4010211,REF LAB EOSINOPHIL SMEAR NASAL,Outpatient,301,89190,Nasal smear for eosinophils,,0,59,47.2,47.2,59,56.05,48.97,48.97,48.97,48.97,56.05,57.23,57.23,54.28,56.05,57.82,59,51.92,57.82,57.23,,Pioneer_Medical_Center
4010229,REF LAB CHLAMYDIA RNA AMP,Inpatient,301,87492,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, quantification",,0,108,86.4,86.4,108,102.6,93.96,93.96,93.96,93.96,102.6,104.76,104.76,102.6,102.6,105.84,108,95.04,105.84,104.76,,Pioneer_Medical_Center
4010229,REF LAB CHLAMYDIA RNA AMP,Outpatient,301,87492,"Infectious agent detection by nucleic acid (DNA or RNA); Chlamydia trachomatis, quantification",,0,108,86.4,86.4,108,102.6,89.64,89.64,89.64,89.64,102.6,104.76,104.76,99.36,102.6,105.84,108,95.04,105.84,104.76,,Pioneer_Medical_Center
4010237,REF LAB NEISS RNA AMP,Inpatient,301,87592,"Infectious agent detection by nucleic acid (DNA or RNA); Neisseria gonorrhoeae, quantification",,0,130,104,104,130,123.5,113.1,113.1,113.1,113.1,123.5,126.1,126.1,123.5,123.5,127.4,130,114.4,127.4,126.1,,Pioneer_Medical_Center
4010237,REF LAB NEISS RNA AMP,Outpatient,301,87592,"Infectious agent detection by nucleic acid (DNA or RNA); Neisseria gonorrhoeae, quantification",,0,130,104,104,130,123.5,107.9,107.9,107.9,107.9,123.5,126.1,126.1,119.6,123.5,127.4,130,114.4,127.4,126.1,,Pioneer_Medical_Center
4010245,REF LAB COPPER SERUM,Inpatient,301,82525,Copper,,0,109,87.2,87.2,109,103.55,94.83,94.83,94.83,94.83,103.55,105.73,105.73,103.55,103.55,106.82,109,95.92,106.82,105.73,,Pioneer_Medical_Center
4010245,REF LAB COPPER SERUM,Outpatient,301,82525,Copper,,0,109,87.2,87.2,109,103.55,90.47,90.47,90.47,90.47,103.55,105.73,105.73,100.28,103.55,106.82,109,95.92,106.82,105.73,,Pioneer_Medical_Center
4010252,REF LAB IODINE,Inpatient,301,82190,"Atomic absorption spectroscopy, each analyte",,0,138,110.4,110.4,138,131.1,120.06,120.06,120.06,120.06,131.1,133.86,133.86,131.1,131.1,135.24,138,121.44,135.24,133.86,,Pioneer_Medical_Center
4010252,REF LAB IODINE,Outpatient,301,82190,"Atomic absorption spectroscopy, each analyte",,0,138,110.4,110.4,138,131.1,114.54,114.54,114.54,114.54,131.1,133.86,133.86,126.96,131.1,135.24,138,121.44,135.24,133.86,,Pioneer_Medical_Center
4010260,REF LAB HEPATITIS C RNA,Inpatient,301,87522,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis C, quantification, includes reverse transcription when performed",,0,590,472,472,590,560.5,513.3,513.3,513.3,513.3,560.5,572.3,572.3,560.5,560.5,578.2,590,519.2,578.2,572.3,,Pioneer_Medical_Center
4010260,REF LAB HEPATITIS C RNA,Outpatient,301,87522,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis C, quantification, includes reverse transcription when performed",,0,590,472,472,590,560.5,489.7,489.7,489.7,489.7,560.5,572.3,572.3,542.8,560.5,578.2,590,519.2,578.2,572.3,,Pioneer_Medical_Center
4010278,ACETAMINOPHEN,Inpatient,301,G0480,Drug test def 1-7 classes,,0,290,232,232,290,275.5,252.3,252.3,252.3,252.3,275.5,281.3,281.3,275.5,275.5,284.2,290,255.2,284.2,281.3,,Pioneer_Medical_Center
4010278,ACETAMINOPHEN,Outpatient,301,G0480,Drug test def 1-7 classes,,0,290,232,232,290,275.5,240.7,240.7,240.7,240.7,275.5,281.3,281.3,266.8,275.5,284.2,290,255.2,284.2,281.3,,Pioneer_Medical_Center
4010302,"AMPHETAMINES, 1 OR 2",Inpatient,301,80324,Amphetamines; 1 or 2,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010302,"AMPHETAMINES, 1 OR 2",Outpatient,301,80324,Amphetamines; 1 or 2,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010310,BARBITURATES,Inpatient,301,80345,Barbiturates,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010310,BARBITURATES,Outpatient,301,80345,Barbiturates,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010328,"BENZODIAZEPINES, 1-12",Inpatient,301,80346,Benzodiazepines; 1-12,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010328,"BENZODIAZEPINES, 1-12",Outpatient,301,80346,Benzodiazepines; 1-12,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010336,COCAINE,Inpatient,301,80353,Cocaine,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010336,COCAINE,Outpatient,301,80353,Cocaine,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010344,METHADONE,Inpatient,301,80358,Methadone,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010344,METHADONE,Outpatient,301,80358,Methadone,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010351,METHAMPHETAMINE,Inpatient,301,80326,Amphetamines; 5 or more,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010351,METHAMPHETAMINE,Outpatient,301,80326,Amphetamines; 5 or more,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010369,OPIATES,Inpatient,301,80361,"Opiates, 1 or more",,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010369,OPIATES,Outpatient,301,80361,"Opiates, 1 or more",,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010377,OXYCODONE,Inpatient,301,80365,Oxycodone,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010377,OXYCODONE,Outpatient,301,80365,Oxycodone,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010385,PCP,Inpatient,301,G0480,Drug test def 1-7 classes,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010385,PCP,Outpatient,301,G0480,Drug test def 1-7 classes,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010393,THC,Inpatient,301,80349,"Cannabinoids, natural",,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010393,THC,Outpatient,301,80349,"Cannabinoids, natural",,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010401,REF LAB PRIMIDONE,Inpatient,301,80188,Primidone,,0,141,112.8,112.8,141,133.95,122.67,122.67,122.67,122.67,133.95,136.77,136.77,133.95,133.95,138.18,141,124.08,138.18,136.77,,Pioneer_Medical_Center
4010401,REF LAB PRIMIDONE,Outpatient,301,80188,Primidone,,0,141,112.8,112.8,141,133.95,117.03,117.03,117.03,117.03,133.95,136.77,136.77,129.72,133.95,138.18,141,124.08,138.18,136.77,,Pioneer_Medical_Center
4010419,REF LAB CLOTTING INHIBITORS,Inpatient,301,85300,"Clotting inhibitors or anticoagulants; antithrombin III, activity",,0,175,140,140,175,166.25,152.25,152.25,152.25,152.25,166.25,169.75,169.75,166.25,166.25,171.5,175,154,171.5,169.75,,Pioneer_Medical_Center
4010419,REF LAB CLOTTING INHIBITORS,Outpatient,301,85300,"Clotting inhibitors or anticoagulants; antithrombin III, activity",,0,175,140,140,175,166.25,145.25,145.25,145.25,145.25,166.25,169.75,169.75,161,166.25,171.5,175,154,171.5,169.75,,Pioneer_Medical_Center
4010427,REF LAB NEPHELOMETRY,Inpatient,301,83883,"Nephelometry, each analyte not elsewhere specified",,0,320,256,256,320,304,278.4,278.4,278.4,278.4,304,310.4,310.4,304,304,313.6,320,281.6,313.6,310.4,,Pioneer_Medical_Center
4010427,REF LAB NEPHELOMETRY,Outpatient,301,83883,"Nephelometry, each analyte not elsewhere specified",,0,320,256,256,320,304,265.6,265.6,265.6,265.6,304,310.4,310.4,294.4,304,313.6,320,281.6,313.6,310.4,,Pioneer_Medical_Center
4010435,REF LAB IMMUNOASSAY,Inpatient,301,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,168,134.4,134.4,168,159.6,146.16,146.16,146.16,146.16,159.6,162.96,162.96,159.6,159.6,164.64,168,147.84,164.64,162.96,,Pioneer_Medical_Center
4010435,REF LAB IMMUNOASSAY,Outpatient,301,86316,"Immunoassay for tumor antigen, other antigen, quantitative (eg, CA 50, 72-4, 549), each",,0,168,134.4,134.4,168,159.6,139.44,139.44,139.44,139.44,159.6,162.96,162.96,154.56,159.6,164.64,168,147.84,164.64,162.96,,Pioneer_Medical_Center
4010443,REF LAB ORGANIC ACID QUALITATIVE,Inpatient,301,83919,"Organic acids; qualitative, each specimen",,0,94,75.2,75.2,94,89.3,81.78,81.78,81.78,81.78,89.3,91.18,91.18,89.3,89.3,92.12,94,82.72,92.12,91.18,,Pioneer_Medical_Center
4010443,REF LAB ORGANIC ACID QUALITATIVE,Outpatient,301,83919,"Organic acids; qualitative, each specimen",,0,94,75.2,75.2,94,89.3,78.02,78.02,78.02,78.02,89.3,91.18,91.18,86.48,89.3,92.12,94,82.72,92.12,91.18,,Pioneer_Medical_Center
4010450,REF LAB PH BLOOD GAS,Inpatient,301,82800,"Gases, blood, pH only",,0,165,132,132,165,156.75,143.55,143.55,143.55,143.55,156.75,160.05,160.05,156.75,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4010450,REF LAB PH BLOOD GAS,Outpatient,301,82800,"Gases, blood, pH only",,0,165,132,132,165,156.75,136.95,136.95,136.95,136.95,156.75,160.05,160.05,151.8,156.75,161.7,165,145.2,161.7,160.05,,Pioneer_Medical_Center
4010468,MDMA,Inpatient,301,80359,"Methylenedioxyamphetamines (MDA, MDEA, MDMA)",,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010468,MDMA,Outpatient,301,80359,"Methylenedioxyamphetamines (MDA, MDEA, MDMA)",,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010476,TCA,Inpatient,301,80335,"Antidepressants, tricyclic and other cyclicals; 1 or 2",,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010476,TCA,Outpatient,301,80335,"Antidepressants, tricyclic and other cyclicals; 1 or 2",,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010484,"BENZODIAZEPINES, 13 OR MORE",Inpatient,301,80347,Benzodiazepines; 13 or more,,0,43,34.4,34.4,43,40.85,37.41,37.41,37.41,37.41,40.85,41.71,41.71,40.85,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010484,"BENZODIAZEPINES, 13 OR MORE",Outpatient,301,80347,Benzodiazepines; 13 or more,,0,43,34.4,34.4,43,40.85,35.69,35.69,35.69,35.69,40.85,41.71,41.71,39.56,40.85,42.14,43,37.84,42.14,41.71,,Pioneer_Medical_Center
4010500,REF LAB SELENIUM,Inpatient,301,84255,Selenium,,0,160,128,128,160,152,139.2,139.2,139.2,139.2,152,155.2,155.2,152,152,156.8,160,140.8,156.8,155.2,,Pioneer_Medical_Center
4010500,REF LAB SELENIUM,Outpatient,301,84255,Selenium,,0,160,128,128,160,152,132.8,132.8,132.8,132.8,152,155.2,155.2,147.2,152,156.8,160,140.8,156.8,155.2,,Pioneer_Medical_Center
4010518,REF LAB CHARGE C DIFF PCR,Inpatient,301,87493,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique",,0,246,196.8,196.8,246,233.7,214.02,214.02,214.02,214.02,233.7,238.62,238.62,233.7,233.7,241.08,246,216.48,241.08,238.62,,Pioneer_Medical_Center
4010518,REF LAB CHARGE C DIFF PCR,Outpatient,301,87493,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique",,0,246,196.8,196.8,246,233.7,204.18,204.18,204.18,204.18,233.7,238.62,238.62,226.32,233.7,241.08,246,216.48,241.08,238.62,,Pioneer_Medical_Center
4010526,REF LAB CARNITINE,Inpatient,301,82379,"Carnitine (total and free), quantitative, each specimen",,0,97,77.6,77.6,97,92.15,84.39,84.39,84.39,84.39,92.15,94.09,94.09,92.15,92.15,95.06,97,85.36,95.06,94.09,,Pioneer_Medical_Center
4010526,REF LAB CARNITINE,Outpatient,301,82379,"Carnitine (total and free), quantitative, each specimen",,0,97,77.6,77.6,97,92.15,80.51,80.51,80.51,80.51,92.15,94.09,94.09,89.24,92.15,95.06,97,85.36,95.06,94.09,,Pioneer_Medical_Center
4010534,REF LAB PLATELET AGGREGATION,Inpatient,301,85576,"Platelet, aggregation (in vitro), each agent",,0,232,185.6,185.6,232,220.4,201.84,201.84,201.84,201.84,220.4,225.04,225.04,220.4,220.4,227.36,232,204.16,227.36,225.04,,Pioneer_Medical_Center
4010534,REF LAB PLATELET AGGREGATION,Outpatient,301,85576,"Platelet, aggregation (in vitro), each agent",,0,232,185.6,185.6,232,220.4,192.56,192.56,192.56,192.56,220.4,225.04,225.04,213.44,220.4,227.36,232,204.16,227.36,225.04,,Pioneer_Medical_Center
4010542,REF LAB OXCARBAZEPINE METABOLITE,Inpatient,301,80183,Oxcarbazepine,,0,71,56.8,56.8,71,67.45,61.77,61.77,61.77,61.77,67.45,68.87,68.87,67.45,67.45,69.58,71,62.48,69.58,68.87,,Pioneer_Medical_Center
4010542,REF LAB OXCARBAZEPINE METABOLITE,Outpatient,301,80183,Oxcarbazepine,,0,71,56.8,56.8,71,67.45,58.93,58.93,58.93,58.93,67.45,68.87,68.87,65.32,67.45,69.58,71,62.48,69.58,68.87,,Pioneer_Medical_Center
4010559,REF LAB CALPROTECTIN,Inpatient,301,83993,"Calprotectin, fecal",,0,393,314.4,314.4,393,373.35,341.91,341.91,341.91,341.91,373.35,381.21,381.21,373.35,373.35,385.14,393,345.84,385.14,381.21,,Pioneer_Medical_Center
