MSDRG,MSDRGDSC,lookup,Average Facility Charges,hospital
717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,717 Average,22370.45785995863,The_Billings_Clinic
718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,718 Average,12019.674499769118,The_Billings_Clinic
722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",722 Average,18528.979631917133,The_Billings_Clinic
723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",723 Average,25098.0,The_Billings_Clinic
726,BENIGN PROSTATIC HYPERTROPHY W/O MCC,726 Average,5726.96783560248,The_Billings_Clinic
728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,728 Average,8528.745963420764,The_Billings_Clinic
729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,729 Average,15874.731997737788,The_Billings_Clinic
730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,730 Average,13348.76,The_Billings_Clinic
734,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",734 Average,47299.81699202717,The_Billings_Clinic
735,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",735 Average,26824.592901589505,The_Billings_Clinic
736,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,736 Average,78527.88451398717,The_Billings_Clinic
737,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,737 Average,39704.03841030966,The_Billings_Clinic
738,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,738 Average,29988.828242858053,The_Billings_Clinic
739,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",739 Average,77495.89606651953,The_Billings_Clinic
740,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",740 Average,35712.08742385717,The_Billings_Clinic
741,"UTERINE, ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",741 Average,23658.854297199,The_Billings_Clinic
742,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,742 Average,23649.376453416873,The_Billings_Clinic
743,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,743 Average,19300.587556875606,The_Billings_Clinic
744,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",744 Average,77871.25,The_Billings_Clinic
745,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",745 Average,25537.855308352,The_Billings_Clinic
746,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",746 Average,20126.197070795566,The_Billings_Clinic
747,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",747 Average,15616.042513235598,The_Billings_Clinic
749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,749 Average,46686.6059206613,The_Billings_Clinic
750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,750 Average,14789.886,The_Billings_Clinic
754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC",754 Average,33140.577775085665,The_Billings_Clinic
755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",755 Average,22008.91052717375,The_Billings_Clinic
756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",756 Average,14218.916780533358,The_Billings_Clinic
757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",757 Average,145728.35,The_Billings_Clinic
758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC",758 Average,10495.421318847539,The_Billings_Clinic
759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",759 Average,8609.0,The_Billings_Clinic
760,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,760 Average,7061.0,The_Billings_Clinic
761,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,761 Average,7920.719033017142,The_Billings_Clinic
768,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,768 Average,9175.56325301173,The_Billings_Clinic
769,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,769 Average,11023.612083144206,The_Billings_Clinic
776,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,776 Average,5428.204729157875,The_Billings_Clinic
779,ABORTION W/O D&C,779 Average,9883.165753568033,The_Billings_Clinic
783,CESAREAN SECTION W STERILIZATION W MCC,783 Average,33276.643298758376,The_Billings_Clinic
784,CESAREAN SECTION W STERILIZATION W CC,784 Average,18468.587010815838,The_Billings_Clinic
785,CESAREAN SECTION W STERILIZATION W/O CC/MCC,785 Average,15780.85226368356,The_Billings_Clinic
786,CESAREAN SECTION W/O STERILIZATION W MCC,786 Average,18583.20210311991,The_Billings_Clinic
787,CESAREAN SECTION W/O STERILIZATION W CC,787 Average,16521.82152249411,The_Billings_Clinic
788,CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,788 Average,14901.508201773526,The_Billings_Clinic
789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",789 Average,36437.809343901,The_Billings_Clinic
790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",790 Average,156857.58797580545,The_Billings_Clinic
791,PREMATURITY W MAJOR PROBLEMS,791 Average,46507.04201691495,The_Billings_Clinic
792,PREMATURITY W/O MAJOR PROBLEMS,792 Average,15487.12225671801,The_Billings_Clinic
793,FULL TERM NEONATE W MAJOR PROBLEMS,793 Average,10249.048528298523,The_Billings_Clinic
794,NEONATE W OTHER SIGNIFICANT PROBLEMS,794 Average,2991.384126849887,The_Billings_Clinic
795,NORMAL NEWBORN,795 Average,2325.549218863794,The_Billings_Clinic
797,VAGINAL DELIVERY W STERILIZATION/D&C W CC,797 Average,13895.09,The_Billings_Clinic
798,VAGINAL DELIVERY W STERILIZATION/D&C W/O CC/MCC,798 Average,13965.5,The_Billings_Clinic
799,SPLENECTOMY W MCC,799 Average,71602.49,The_Billings_Clinic
801,SPLENECTOMY W/O CC/MCC,801 Average,75195.13,The_Billings_Clinic
802,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,802 Average,22455.61,The_Billings_Clinic
803,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,803 Average,44702.329689076665,The_Billings_Clinic
804,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,804 Average,23046.85965951995,The_Billings_Clinic
805,VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,805 Average,13856.675992828677,The_Billings_Clinic
806,VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,806 Average,7931.749921588831,The_Billings_Clinic
807,VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,807 Average,7422.162793549593,The_Billings_Clinic
808,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,808 Average,21873.270857403026,The_Billings_Clinic
809,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,809 Average,12374.934781378188,The_Billings_Clinic
810,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,810 Average,14563.781911521004,The_Billings_Clinic
811,RED BLOOD CELL DISORDERS W MCC,811 Average,20781.321478791015,The_Billings_Clinic
812,RED BLOOD CELL DISORDERS W/O MCC,812 Average,10287.046441029768,The_Billings_Clinic
813,COAGULATION DISORDERS,813 Average,19583.278760157187,The_Billings_Clinic
814,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,814 Average,80807.6242751883,The_Billings_Clinic
815,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,815 Average,15856.065263028251,The_Billings_Clinic
816,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,816 Average,7906.7510300484055,The_Billings_Clinic
817,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W MCC,817 Average,23035.254353464723,The_Billings_Clinic
818,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W CC,818 Average,27805.81615018751,The_Billings_Clinic
819,OTHER ANTEPARTUM DIAGNOSES W O.R. PROCEDURE W/O CC/MCC,819 Average,5675.214551039105,The_Billings_Clinic
820,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,820 Average,217622.09139672425,The_Billings_Clinic
821,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,821 Average,16577.348300938338,The_Billings_Clinic
822,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,822 Average,20212.64,The_Billings_Clinic
823,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,823 Average,148647.10014201244,The_Billings_Clinic
824,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,824 Average,25790.676,The_Billings_Clinic
825,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,825 Average,13620.91,The_Billings_Clinic
827,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,827 Average,43509.79960863874,The_Billings_Clinic
828,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,828 Average,18143.33346392553,The_Billings_Clinic
829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W CC/MCC,829 Average,33895.484080444585,The_Billings_Clinic
830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OTHER PROCEDURE W/O CC/MCC,830 Average,21963.84233336824,The_Billings_Clinic
831,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W MCC,831 Average,16012.20148423768,The_Billings_Clinic
832,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,832 Average,9282.992359798141,The_Billings_Clinic
833,OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,833 Average,8186.873270890177,The_Billings_Clinic
834,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,834 Average,82476.03295309492,The_Billings_Clinic
835,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,835 Average,20961.810092142023,The_Billings_Clinic
836,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,836 Average,9701.257547349209,The_Billings_Clinic
837,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,837 Average,39315.35344102578,The_Billings_Clinic
838,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,838 Average,17725.96604171004,The_Billings_Clinic
839,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,839 Average,21023.81470740942,The_Billings_Clinic
840,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,840 Average,36311.39281697446,The_Billings_Clinic
841,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,841 Average,15584.395582232064,The_Billings_Clinic
842,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,842 Average,12265.910076304977,The_Billings_Clinic
843,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,843 Average,14499.752444036956,The_Billings_Clinic
844,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,844 Average,13781.94645324092,The_Billings_Clinic
845,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,845 Average,18452.53236102904,The_Billings_Clinic
846,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,846 Average,15397.067917367702,The_Billings_Clinic
847,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,847 Average,17237.791884344973,The_Billings_Clinic
849,RADIOTHERAPY,849 Average,39755.4478,The_Billings_Clinic
853,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,853 Average,66242.38814344085,The_Billings_Clinic
854,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,854 Average,26513.120106146267,The_Billings_Clinic
855,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,855 Average,16985.0,The_Billings_Clinic
856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,856 Average,39631.46330095827,The_Billings_Clinic
857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,857 Average,30538.104803793547,The_Billings_Clinic
858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,858 Average,52395.76656839749,The_Billings_Clinic
862,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,862 Average,13711.327113668947,The_Billings_Clinic
863,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,863 Average,12230.665273466238,The_Billings_Clinic
864,FEVER AND INFLAMMATORY CONDITIONS,864 Average,10509.301506537393,The_Billings_Clinic
865,VIRAL ILLNESS W MCC,865 Average,18397.09697976201,The_Billings_Clinic
866,VIRAL ILLNESS W/O MCC,866 Average,9347.927169071225,The_Billings_Clinic
867,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,867 Average,17650.41029585791,The_Billings_Clinic
870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,870 Average,102806.55797707627,The_Billings_Clinic
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,871 Average,22358.96168800614,The_Billings_Clinic
872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,872 Average,11707.266841382383,The_Billings_Clinic
876,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,876 Average,8591.549605389167,The_Billings_Clinic
880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,880 Average,8434.828289764086,The_Billings_Clinic
881,DEPRESSIVE NEUROSES,881 Average,6230.738933593192,The_Billings_Clinic
882,NEUROSES EXCEPT DEPRESSIVE,882 Average,8179.871291990095,The_Billings_Clinic
883,DISORDERS OF PERSONALITY & IMPULSE CONTROL,883 Average,6918.987696234002,The_Billings_Clinic
884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,884 Average,18729.886978755803,The_Billings_Clinic
885,PSYCHOSES,885 Average,8447.02840917574,The_Billings_Clinic
886,BEHAVIORAL & DEVELOPMENTAL DISORDERS,886 Average,11238.687855685981,The_Billings_Clinic
887,OTHER MENTAL DISORDER DIAGNOSES,887 Average,3113.0,The_Billings_Clinic
894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",894 Average,7287.313655276466,The_Billings_Clinic
896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,896 Average,17761.55495105007,The_Billings_Clinic
897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,897 Average,9153.296110825331,The_Billings_Clinic
901,WOUND DEBRIDEMENTS FOR INJURIES W MCC,901 Average,29853.176257198647,The_Billings_Clinic
902,WOUND DEBRIDEMENTS FOR INJURIES W CC,902 Average,30712.34740670444,The_Billings_Clinic
903,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,903 Average,23896.88177936246,The_Billings_Clinic
904,SKIN GRAFTS FOR INJURIES W CC/MCC,904 Average,49697.38952897449,The_Billings_Clinic
905,SKIN GRAFTS FOR INJURIES W/O CC/MCC,905 Average,13604.763793892198,The_Billings_Clinic
906,HAND PROCEDURES FOR INJURIES,906 Average,14960.685002662813,The_Billings_Clinic
907,OTHER O.R. PROCEDURES FOR INJURIES W MCC,907 Average,48256.875494033484,The_Billings_Clinic
908,OTHER O.R. PROCEDURES FOR INJURIES W CC,908 Average,32346.303294718095,The_Billings_Clinic
909,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,909 Average,22293.581049152333,The_Billings_Clinic
913,TRAUMATIC INJURY W MCC,913 Average,29838.517758092476,The_Billings_Clinic
914,TRAUMATIC INJURY W/O MCC,914 Average,15170.427707168492,The_Billings_Clinic
915,ALLERGIC REACTIONS W MCC,915 Average,28464.352123313824,The_Billings_Clinic
916,ALLERGIC REACTIONS W/O MCC,916 Average,14078.0,The_Billings_Clinic
917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,917 Average,21884.24679221231,The_Billings_Clinic
918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,918 Average,9537.27061072835,The_Billings_Clinic
919,COMPLICATIONS OF TREATMENT W MCC,919 Average,14474.119176991417,The_Billings_Clinic
920,COMPLICATIONS OF TREATMENT W CC,920 Average,14437.41322086284,The_Billings_Clinic
921,COMPLICATIONS OF TREATMENT W/O CC/MCC,921 Average,6007.419005796292,The_Billings_Clinic
922,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",922 Average,32547.059221994234,The_Billings_Clinic
923,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",923 Average,3870.710529088942,The_Billings_Clinic
934,FULL THICKNESS BURN W/O SKIN GRAFT OR INHAL INJ,934 Average,24216.35,The_Billings_Clinic
935,NON-EXTENSIVE BURNS,935 Average,7498.263894680585,The_Billings_Clinic
939,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,939 Average,80435.19611519162,The_Billings_Clinic
940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,940 Average,24984.54240099815,The_Billings_Clinic
941,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,941 Average,33364.8684,The_Billings_Clinic
947,SIGNS & SYMPTOMS W MCC,947 Average,21277.11120718283,The_Billings_Clinic
948,SIGNS & SYMPTOMS W/O MCC,948 Average,12175.883468847955,The_Billings_Clinic
950,AFTERCARE W/O CC/MCC,950 Average,2002.4293245955025,The_Billings_Clinic
951,OTHER FACTORS INFLUENCING HEALTH STATUS,951 Average,9836.483849802806,The_Billings_Clinic
956,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",956 Average,94759.69101871013,The_Billings_Clinic
957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,957 Average,140128.4782613931,The_Billings_Clinic
958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,958 Average,71662.02772036614,The_Billings_Clinic
959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,959 Average,59030.6703118755,The_Billings_Clinic
963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,963 Average,44691.6109985659,The_Billings_Clinic
964,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,964 Average,31166.30884706312,The_Billings_Clinic
965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,965 Average,24284.819096486677,The_Billings_Clinic
969,HIV W EXTENSIVE O.R. PROCEDURE W MCC,969 Average,257397.69,The_Billings_Clinic
975,HIV W MAJOR RELATED CONDITION W CC,975 Average,10503.435913592286,The_Billings_Clinic
981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,981 Average,55915.32302137509,The_Billings_Clinic
982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,982 Average,26823.284747919617,The_Billings_Clinic
983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,983 Average,21470.369016578064,The_Billings_Clinic
987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,987 Average,35274.0246527575,The_Billings_Clinic
988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,988 Average,22227.01790431071,The_Billings_Clinic
989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,989 Average,18889.525252557756,The_Billings_Clinic
998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,998 Average,12827.535457939663,The_Billings_Clinic
999,UNGROUPABLE,999 Average,27479.0,The_Billings_Clinic
