Department,Description,HCPCS Code,Gross Price,Minimum,Maximum,BCBS Traditional,BCBS HealthLink,Allegiance,Montana Health Co-op,Pacific Source,Three Rivers Provider Network,Health Info Net/ First Choice Health,Interwest PPO Network,interwest Traditional Network,hospital
LABORATORY,CH 50 W/ COMP 6 OF 6 -  Q,83883,76.0,68.4,76.0,76.0,71.44,74.48,71.44,74.48,68.4,75.24,75.24,76.0,Roosevelt_Medical_Center
LABORATORY,LIVER FIBROSIS 5 OF 6 -  Q,83883,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,"ORGANIC ACID, QUAN UA -  Q",83918,296.0,266.40000000000003,296.0,296.0,278.24,290.08,278.24,290.08,266.4,293.04,293.04,296.0,Roosevelt_Medical_Center
LABORATORY,OSMOLAL SERUM -  Q,83930,46.0,41.4,46.0,46.0,43.24,45.08,43.24,45.08,41.4,45.54,45.54,46.0,Roosevelt_Medical_Center
LABORATORY,OSMOLAL URINE -  Q,83935,46.0,41.4,46.0,46.0,43.24,45.08,43.24,45.08,41.4,45.54,45.54,46.0,Roosevelt_Medical_Center
LABORATORY,PTH-INTACT 1 OF 2 -  Q,83970,44.0,39.6,44.0,44.0,41.36,43.12,41.36,43.12,39.6,43.56,43.56,44.0,Roosevelt_Medical_Center
LABORATORY,"CALPROTECTIN, STOOL",83993,175.0,157.5,175.0,175.0,164.5,171.5,164.5,171.5,157.5,173.25,173.25,175.0,Roosevelt_Medical_Center
LABORATORY,"CALPROTECTIN, STOOL",83993,160.0,144.0,160.0,160.0,150.4,156.8,150.4,156.8,144.0,158.4,158.4,160.0,Roosevelt_Medical_Center
LABORATORY,ALKALINE PHOSPHATASE,84075,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,ALP ISOENZYMES 1 OF 2 -  Q,84075,27.0,24.3,27.0,27.0,25.38,26.46,25.38,26.46,24.3,26.73,26.73,27.0,Roosevelt_Medical_Center
LABORATORY,ALP ISOENZYMES 2 OF 2 -  Q,84080,27.0,24.3,27.0,27.0,25.38,26.46,25.38,26.46,24.3,26.73,26.73,27.0,Roosevelt_Medical_Center
LABORATORY,PHOSPHORUS,84100,67.0,60.300000000000004,67.0,67.0,62.98,65.66,62.98,65.66,60.3,66.33,66.33,67.0,Roosevelt_Medical_Center
LABORATORY,PORPHYRINS 24 HOUR UA 2 OF 2 -  Q,84110,35.5,31.95,35.5,35.5,33.37,34.79,33.37,34.79,31.95,35.145,35.145,35.5,Roosevelt_Medical_Center
LABORATORY,PORPHYRINS 24 HOUR UA 1 OF 2 -  Q,84120,35.5,31.95,35.5,35.5,33.37,34.79,33.37,34.79,31.95,35.145,35.145,35.5,Roosevelt_Medical_Center
LABORATORY,POTASSIUM - SERUM,84132,50.0,45.0,50.0,50.0,47.0,49.0,47.0,49.0,45.0,49.5,49.5,50.0,Roosevelt_Medical_Center
LABORATORY,POTASSIUM - SERUM *,84132,50.0,45.0,50.0,50.0,47.0,49.0,47.0,49.0,45.0,49.5,49.5,50.0,Roosevelt_Medical_Center
LABORATORY,PROGESTERONE -  Q,84144,52.0,46.800000000000004,52.0,52.0,48.88,50.96,48.88,50.96,46.8,51.48,51.48,52.0,Roosevelt_Medical_Center
LABORATORY,PROLACTIN -  Q,84146,37.0,33.300000000000004,37.0,37.0,34.78,36.26,34.78,36.26,33.3,36.63,36.63,37.0,Roosevelt_Medical_Center
LABORATORY,PSA - DIAGNOSTIC -  Q,84153,32.0,28.8,32.0,32.0,30.08,31.36,30.08,31.36,28.8,31.68,31.68,32.0,Roosevelt_Medical_Center
LABORATORY,PSA TOTAL/FREE 1 OF 2 -  Q,84153,62.0,55.800000000000004,62.0,62.0,58.28,60.76,58.28,60.76,55.8,61.38,61.38,62.0,Roosevelt_Medical_Center
LABORATORY,PSA TOTAL/FREE 2 OF 2 -  Q,84154,62.0,55.800000000000004,62.0,62.0,58.28,60.76,58.28,60.76,55.8,61.38,61.38,62.0,Roosevelt_Medical_Center
LABORATORY,TOTAL PROTEIN,84155,63.0,56.7,63.0,63.0,59.22,61.74,59.22,61.74,56.7,62.37,62.37,63.0,Roosevelt_Medical_Center
LABORATORY,PROTEIN ELP 1 OF 2 -  Q,84155,16.0,14.4,16.0,16.0,15.04,15.68,15.04,15.68,14.4,15.84,15.84,16.0,Roosevelt_Medical_Center
LABORATORY,PROTEIN 24 HOUR URINE -  Q,84156,20.0,18.0,20.0,20.0,18.8,19.6,18.8,19.6,18.0,19.8,19.8,20.0,Roosevelt_Medical_Center
LABORATORY,PROTEIN 24 HOUR URINE W/ CREAT 1 OF 2 -  Q,84156,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,"PROTEIN, T W/CR RUA 1 OF 2 -  Q",84156,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,"PROTEIN, TOTAL-PLEURAL FLUID -  Q",84157,24.0,21.6,24.0,24.0,22.56,23.52,22.56,23.52,21.6,23.76,23.76,24.0,Roosevelt_Medical_Center
LABORATORY,PROTEIN ELP 2 OF 2 -  Q,84165,16.0,14.4,16.0,16.0,15.04,15.68,15.04,15.68,14.4,15.84,15.84,16.0,Roosevelt_Medical_Center
LABORATORY,VITAMIN B6 -  Q,84207,85.0,76.5,85.0,85.0,79.9,83.3,79.9,83.3,76.5,84.15,84.15,85.0,Roosevelt_Medical_Center
LABORATORY,PYRUOVATE -  Q,84210,89.0,80.10000000000001,89.0,89.0,83.66,87.22,83.66,87.22,80.1,88.11,88.11,89.0,Roosevelt_Medical_Center
LABORATORY,RENIN -  Q,84244,108.0,97.2,108.0,108.0,101.52,105.84,101.52,105.84,97.2,106.92,106.92,108.0,Roosevelt_Medical_Center
LABORATORY,"TESTOSTERONE F, T, & B 2 OF 3 -  Q",84270,35.0,31.5,35.0,35.0,32.9,34.3,32.9,34.3,31.5,34.65,34.65,35.0,Roosevelt_Medical_Center
LABORATORY,SODIUM - SERUM,84295,38.0,34.2,38.0,38.0,35.72,37.24,35.72,37.24,34.2,37.62,37.62,38.0,Roosevelt_Medical_Center
LABORATORY,SODIUM - URINE W/CR 1 OF 2 -  Q,84300,24.0,21.6,24.0,24.0,22.56,23.52,22.56,23.52,21.6,23.76,23.76,24.0,Roosevelt_Medical_Center
LABORATORY,IGF-1 -  Q,84305,72.0,64.8,72.0,72.0,67.68,70.56,67.68,70.56,64.8,71.28,71.28,72.0,Roosevelt_Medical_Center
LABORATORY,TESTOSTERONE F+T 1 OF 2 -  Q,84402,32.0,28.8,32.0,32.0,30.08,31.36,30.08,31.36,28.8,31.68,31.68,32.0,Roosevelt_Medical_Center
LABORATORY,TESTOSTERONE -  Q,84403,45.0,40.5,45.0,45.0,42.3,44.1,42.3,44.1,40.5,44.55,44.55,45.0,Roosevelt_Medical_Center
LABORATORY,TESTOSTERONE F+T 2 OF 2 -  Q,84403,32.0,28.8,32.0,32.0,30.08,31.36,30.08,31.36,28.8,31.68,31.68,32.0,Roosevelt_Medical_Center
LABORATORY,"TESTOSTERONE F, T, B 3 OF 3 -  Q",84403,35.0,31.5,35.0,35.0,32.9,34.3,32.9,34.3,31.5,34.65,34.65,35.0,Roosevelt_Medical_Center
LABORATORY,TESTOSTERONE  >18 MALE - Q,84403,37.0,33.300000000000004,37.0,37.0,34.78,36.26,34.78,36.26,33.3,36.63,36.63,37.0,Roosevelt_Medical_Center
LABORATORY,VITAMIN B1 -  Q,84425,84.0,75.60000000000001,84.0,84.0,78.96,82.32,78.96,82.32,75.6,83.16,83.16,84.0,Roosevelt_Medical_Center
LABORATORY,THYROGLOBULIN PANEL 1 OF 2 -  Q,84432,45.0,40.5,45.0,45.0,42.3,44.1,42.3,44.1,40.5,44.55,44.55,45.0,Roosevelt_Medical_Center
LABORATORY,T4 TOTAL -  Q,84436,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,T4 FREE -  Q,84439,57.0,51.300000000000004,57.0,57.0,53.58,55.86,53.58,55.86,51.3,56.43,56.43,57.0,Roosevelt_Medical_Center
LABORATORY,THYROXINE BINDING GLOBULIN (TBG)  -  Q,84442,72.0,64.8,72.0,72.0,67.68,70.56,67.68,70.56,64.8,71.28,71.28,72.0,Roosevelt_Medical_Center
LABORATORY,TSH -  Q,84443,20.0,18.0,20.0,20.0,18.8,19.6,18.8,19.6,18.0,19.8,19.8,20.0,Roosevelt_Medical_Center
LABORATORY,THYROID STIMULATING IMMUNE GLOBULINS -  Q,84445,262.0,235.8,262.0,262.0,246.28,256.76,246.28,256.76,235.8,259.38,259.38,262.0,Roosevelt_Medical_Center
LABORATORY,AST,84450,69.0,62.1,69.0,69.0,64.86,67.62,64.86,67.62,62.1,68.31,68.31,69.0,Roosevelt_Medical_Center
LABORATORY,ALT,84460,63.0,56.7,63.0,63.0,59.22,61.74,59.22,61.74,56.7,62.37,62.37,63.0,Roosevelt_Medical_Center
LABORATORY,LIVER FIBROSIS 6 OF 6 -  Q,84460,60.0,54.0,60.0,60.0,56.4,58.8,56.4,58.8,54.0,59.4,59.4,60.0,Roosevelt_Medical_Center
LABORATORY,TRANSFERRIN,84466,22.0,19.8,22.0,22.0,20.68,21.56,20.68,21.56,19.8,21.78,21.78,22.0,Roosevelt_Medical_Center
LABORATORY,TRIGLYCERIDE,84478,44.0,39.6,44.0,44.0,41.36,43.12,41.36,43.12,39.6,43.56,43.56,44.0,Roosevelt_Medical_Center
LABORATORY,T3 UPTAKE -  Q,84479,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,T3 TOTAL -  Q,84480,28.0,25.2,28.0,28.0,26.32,27.44,26.32,27.44,25.2,27.72,27.72,28.0,Roosevelt_Medical_Center
LABORATORY,T3 FREE -  Q,84481,97.0,87.3,97.0,97.0,91.18,95.06,91.18,95.06,87.3,96.03,96.03,97.0,Roosevelt_Medical_Center
LABORATORY,TROPONIN/CK-MB/MYOGLOBIN,84484,142.0,127.8,142.0,142.0,133.48,139.16,133.48,139.16,127.8,140.58,140.58,142.0,Roosevelt_Medical_Center
LABORATORY,BUN,84520,46.0,41.4,46.0,46.0,43.24,45.08,43.24,45.08,41.4,45.54,45.54,46.0,Roosevelt_Medical_Center
LABORATORY,URIC ACID,84550,61.0,54.9,61.0,61.0,57.34,59.78,57.34,59.78,54.9,60.39,60.39,61.0,Roosevelt_Medical_Center
LABORATORY,ADH LEVEL -  Q,84588,164.0,147.6,164.0,164.0,154.16,160.72,154.16,160.72,147.6,162.36,162.36,164.0,Roosevelt_Medical_Center
LABORATORY,VITAMIN A -  Q,84590,81.0,72.9,81.0,81.0,76.14,79.38,76.14,79.38,72.9,80.19,80.19,81.0,Roosevelt_Medical_Center
LABORATORY,ZINC -  Q,84630,44.0,39.6,44.0,44.0,41.36,43.12,41.36,43.12,39.6,43.56,43.56,44.0,Roosevelt_Medical_Center
LABORATORY,C-PEPTIDE -  Q,84681,35.0,31.5,35.0,35.0,32.9,34.3,32.9,34.3,31.5,34.65,34.65,35.0,Roosevelt_Medical_Center
LABORATORY,HCG/SERUM-QUANTITATIVE -  SIDNEY,84702,123.0,110.7,123.0,123.0,115.62,120.54,115.62,120.54,110.7,121.77,121.77,123.0,Roosevelt_Medical_Center
LABORATORY,HCG BETA SERUM -  Q,84702,41.0,36.9,41.0,41.0,38.54,40.18,38.54,40.18,36.9,40.59,40.59,41.0,Roosevelt_Medical_Center
LABORATORY,HCG/SERUM,84703,89.0,80.10000000000001,89.0,89.0,83.66,87.22,83.66,87.22,80.1,88.11,88.11,89.0,Roosevelt_Medical_Center
LABORATORY,CRYOGLOBULIN -  Q,82595,31.0,27.900000000000002,31.0,31.0,29.14,30.38,29.14,30.38,27.9,30.69,30.69,31.0,Roosevelt_Medical_Center
LABORATORY,DIFFERENTIAL,85007,42.0,37.800000000000004,42.0,42.0,39.48,41.16,39.48,41.16,37.8,41.58,41.58,42.0,Roosevelt_Medical_Center
LABORATORY,HEMATOCRIT - MANUAL,85013,54.0,48.6,54.0,54.0,50.76,52.92,50.76,52.92,48.6,53.46,53.46,54.0,Roosevelt_Medical_Center
LABORATORY,HEMATOCRIT,85014,39.0,35.1,39.0,39.0,36.66,38.22,36.66,38.22,35.1,38.61,38.61,39.0,Roosevelt_Medical_Center
LABORATORY,HEMOGLOBIN,85018,42.0,37.800000000000004,42.0,42.0,39.48,41.16,39.48,41.16,37.8,41.58,41.58,42.0,Roosevelt_Medical_Center
LABORATORY,CBC -  Q,85025,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,CBC & AUTO DIFF,85025,105.0,94.5,105.0,105.0,98.7,102.9,98.7,102.9,94.5,103.95,103.95,105.0,Roosevelt_Medical_Center
LABORATORY,CBC NO DIFF,85027,88.0,79.2,88.0,88.0,82.72,86.24,82.72,86.24,79.2,87.12,87.12,88.0,Roosevelt_Medical_Center
LABORATORY,"RBC, BLOOD",85041,18.0,16.2,18.0,18.0,16.92,17.64,16.92,17.64,16.2,17.82,17.82,18.0,Roosevelt_Medical_Center
LABORATORY,RETICULOCYTE COUNT -  Q,85045,19.0,17.1,19.0,19.0,17.86,18.62,17.86,18.62,17.1,18.81,18.81,19.0,Roosevelt_Medical_Center
LABORATORY,"WBC, BLOOD",85048,25.0,22.5,25.0,25.0,23.5,24.5,23.5,24.5,22.5,24.75,24.75,25.0,Roosevelt_Medical_Center
LABORATORY,"PLATELET COUNT, AUTOMATED",85049,57.0,51.300000000000004,57.0,57.0,53.58,55.86,53.58,55.86,51.3,56.43,56.43,57.0,Roosevelt_Medical_Center
LABORATORY,ANTITHROM III -  Q,85300,123.0,110.7,123.0,123.0,115.62,120.54,115.62,120.54,110.7,121.77,121.77,123.0,Roosevelt_Medical_Center
LABORATORY,ANTI THOMBIN III-ANTIGEN -  Q,85301,121.5,109.35000000000001,121.5,121.5,114.21,119.07,114.21,119.07,109.35,120.285,120.285,121.5,Roosevelt_Medical_Center
LABORATORY,"PROTEIN C, ANTIGEN -  Q",85302,121.5,109.35000000000001,121.5,121.5,114.21,119.07,114.21,119.07,109.35,120.285,120.285,121.5,Roosevelt_Medical_Center
LABORATORY,PROTEIN C ACTIVITY -  Q,85303,118.0,106.2,118.0,118.0,110.92,115.64,110.92,115.64,106.2,116.82,116.82,118.0,Roosevelt_Medical_Center
LABORATORY,PROTEIN S ANTIGEN -  Q,85305,147.0,132.3,147.0,147.0,138.18,144.06,138.18,144.06,132.3,145.53,145.53,147.0,Roosevelt_Medical_Center
LABORATORY,FIBINOGEN -  Q,85384,35.0,31.5,35.0,35.0,32.9,34.3,32.9,34.3,31.5,34.65,34.65,35.0,Roosevelt_Medical_Center
LABORATORY,"HEPARIN, ANTI XA",85520,197.0,177.3,197.0,197.0,185.18,193.06,185.18,193.06,177.3,195.03,195.03,197.0,Roosevelt_Medical_Center
LABORATORY,PT,85610,63.0,56.7,63.0,63.0,59.22,61.74,59.22,61.74,56.7,62.37,62.37,63.0,Roosevelt_Medical_Center
LABORATORY,LUPUS ANTICOAG 1 OF 2 -  Q,85613,37.0,33.300000000000004,37.0,37.0,34.78,36.26,34.78,36.26,33.3,36.63,36.63,37.0,Roosevelt_Medical_Center
LABORATORY,ESR (SED RATE),85652,63.0,56.7,63.0,63.0,59.22,61.74,59.22,61.74,56.7,62.37,62.37,63.0,Roosevelt_Medical_Center
LABORATORY,PTT,85730,91.0,81.9,91.0,91.0,85.54,89.18,85.54,89.18,81.9,90.09,90.09,91.0,Roosevelt_Medical_Center
LABORATORY,LUPUS ANTICOAG 2 OF 2 -  Q,85730,37.0,33.300000000000004,37.0,37.0,34.78,36.26,34.78,36.26,33.3,36.63,36.63,37.0,Roosevelt_Medical_Center
LABORATORY,"EOSINOPHILS, URINE -  Q",85999,73.0,65.7,73.0,73.0,68.62,71.54,68.62,71.54,65.7,72.27,72.27,73.0,Roosevelt_Medical_Center
LABORATORY,ANCA SCREEN -  Q,86021,408.0,367.2,408.0,408.0,383.52,399.84,383.52,399.84,367.2,403.92,403.92,408.0,Roosevelt_Medical_Center
LABORATORY,ANA -  Q,86038,18.0,16.2,18.0,18.0,16.92,17.64,16.92,17.64,16.2,17.82,17.82,18.0,Roosevelt_Medical_Center
LABORATORY,ASO -  Q,86060,31.0,27.900000000000002,31.0,31.0,29.14,30.38,29.14,30.38,27.9,30.69,30.69,31.0,Roosevelt_Medical_Center
LABORATORY,CRP,86140,76.0,68.4,76.0,76.0,71.44,74.48,71.44,74.48,68.4,75.24,75.24,76.0,Roosevelt_Medical_Center
LABORATORY,"CRP, HS -  Q",86141,56.0,50.4,56.0,56.0,52.64,54.88,52.64,54.88,50.4,55.44,55.44,56.0,Roosevelt_Medical_Center
LABORATORY,BETA - 2 -GLYCOPROTEIN 1 -  Q,86146,182.5,164.25,182.5,182.5,171.55,178.85,171.55,178.85,164.25,180.675,180.675,182.5,Roosevelt_Medical_Center
LABORATORY,ANTI-CARDIOLIPIN AB -  Q,86147,103.0,92.7,103.0,103.0,96.82,100.94,96.82,100.94,92.7,101.97,101.97,103.0,Roosevelt_Medical_Center
LABORATORY,CH 50 W/ COMP 1 OF 6 -  Q,86160,76.0,68.4,76.0,76.0,71.44,74.48,71.44,74.48,68.4,75.24,75.24,76.0,Roosevelt_Medical_Center
LABORATORY,CH 50 W/ COMP 2 OF 6 -  Q,86160,76.0,68.4,76.0,76.0,71.44,74.48,71.44,74.48,68.4,75.24,75.24,76.0,Roosevelt_Medical_Center
LABORATORY,C3 -  Q,86160,47.0,42.300000000000004,47.0,47.0,44.18,46.06,44.18,46.06,42.3,46.53,46.53,47.0,Roosevelt_Medical_Center
LABORATORY,C4 -  Q,86160,47.0,42.300000000000004,47.0,47.0,44.18,46.06,44.18,46.06,42.3,46.53,46.53,47.0,Roosevelt_Medical_Center
LABORATORY,CH 50 W/ COMP 5 OF 6 -  Q,86160,76.0,68.4,76.0,76.0,71.44,74.48,71.44,74.48,68.4,75.24,75.24,76.0,Roosevelt_Medical_Center
LABORATORY,CH50 TOTAL,86162,84.0,75.60000000000001,84.0,84.0,78.96,82.32,78.96,82.32,75.6,83.16,83.16,84.0,Roosevelt_Medical_Center
LABORATORY,CH 50 W/ COMP 3 OF 6 -  Q,86162,76.0,68.4,76.0,76.0,71.44,74.48,71.44,74.48,68.4,75.24,75.24,76.0,Roosevelt_Medical_Center
LABORATORY,RA DIAGNOSTIC PANEL 2 OF 2 -  Q,86200,113.0,101.7,113.0,113.0,106.22,110.74,106.22,110.74,101.7,111.87,111.87,113.0,Roosevelt_Medical_Center
LABORATORY,ANTI-CCP,86200,113.0,101.7,113.0,113.0,106.22,110.74,106.22,110.74,101.7,111.87,111.87,113.0,Roosevelt_Medical_Center
LABORATORY,SM AND SM/RNP AB 1 OF 2 -  Q,86235,38.0,34.2,38.0,38.0,35.72,37.24,35.72,37.24,34.2,37.62,37.62,38.0,Roosevelt_Medical_Center
LABORATORY,SM AND SM/RNP AB 2 OF 2 -  Q,86235,38.0,34.2,38.0,38.0,35.72,37.24,35.72,37.24,34.2,37.62,37.62,38.0,Roosevelt_Medical_Center
LABORATORY,RNP AB -  Q,86235,46.0,41.4,46.0,46.0,43.24,45.08,43.24,45.08,41.4,45.54,45.54,46.0,Roosevelt_Medical_Center
LABORATORY,SMITH AB -  Q,86235,50.0,45.0,50.0,50.0,47.0,49.0,47.0,49.0,45.0,49.5,49.5,50.0,Roosevelt_Medical_Center
LABORATORY,ANTI MITO/SMITH AB -  Q,86255,104.0,93.60000000000001,104.0,104.0,97.76,101.92,97.76,101.92,93.6,102.96,102.96,104.0,Roosevelt_Medical_Center
LABORATORY,MITOCHONDRIAL ANTIBODY -  Q,86255,35.0,31.5,35.0,35.0,32.9,34.3,32.9,34.3,31.5,34.65,34.65,35.0,Roosevelt_Medical_Center
LABORATORY,ENDOMYSIAL AB SCREEN -  Q,86255,79.0,71.10000000000001,79.0,79.0,74.26,77.42,74.26,77.42,71.1,78.21,78.21,79.0,Roosevelt_Medical_Center
LABORATORY,TYPHUS FEVER IGG STATE,86256,38.0,34.2,38.0,38.0,35.72,37.24,35.72,37.24,34.2,37.62,37.62,38.0,Roosevelt_Medical_Center
LABORATORY,CA 27.29 -  Q,86300,106.0,95.4,106.0,106.0,99.64,103.88,99.64,103.88,95.4,104.94,104.94,106.0,Roosevelt_Medical_Center
LABORATORY,CA 15-3 -  Q,86300,118.0,106.2,118.0,118.0,110.92,115.64,110.92,115.64,106.2,116.82,116.82,118.0,Roosevelt_Medical_Center
LABORATORY,CA-125 -  Q,86304,29.0,26.1,29.0,29.0,27.26,28.42,27.26,28.42,26.1,28.71,28.71,29.0,Roosevelt_Medical_Center
LABORATORY,MONO,86308,65.0,58.5,65.0,65.0,61.1,63.7,61.1,63.7,58.5,64.35,64.35,65.0,Roosevelt_Medical_Center
LABORATORY,HEPATITIS CHRONIC PANEL 1 OF 5 -  Q,86317,61.0,54.9,61.0,61.0,57.34,59.78,57.34,59.78,54.9,60.39,60.39,61.0,Roosevelt_Medical_Center
LABORATORY,"HEPATITIS A, B, C 1 OF 6 -  Q",86317,61.0,54.9,61.0,61.0,57.34,59.78,57.34,59.78,54.9,60.39,60.39,61.0,Roosevelt_Medical_Center
LABORATORY,CH 50 W/ COMP 4 OF 6 -  Q,86332,76.0,68.4,76.0,76.0,71.44,74.48,71.44,74.48,68.4,75.24,75.24,76.0,Roosevelt_Medical_Center
LABORATORY,IMMUNOFIXATION- SERUM -  Q,86334,92.0,82.8,92.0,92.0,86.48,90.16,86.48,90.16,82.8,91.08,91.08,92.0,Roosevelt_Medical_Center
LABORATORY,IMMUNOFIXATION-URINE,86335,120.0,108.0,120.0,120.0,112.8,117.6,112.8,117.6,108.0,118.8,118.8,120.0,Roosevelt_Medical_Center
LABORATORY,ISLET CELL AB -  Q,86341,77.0,69.3,77.0,77.0,72.38,75.46,72.38,75.46,69.3,76.23,76.23,77.0,Roosevelt_Medical_Center
LABORATORY,LYMPHOCYTE SUBSET PANEL 4 -  Q,86360,185.0,166.5,185.0,185.0,173.9,181.3,173.9,181.3,166.5,183.15,183.15,185.0,Roosevelt_Medical_Center
LABORATORY,LYMPHOCYTE SUBSET PANEL 5 -  Q,86361,52.0,46.800000000000004,52.0,52.0,48.88,50.96,48.88,50.96,46.8,51.48,51.48,52.0,Roosevelt_Medical_Center
LABORATORY,THYROID PEROXIDASE AB,86376,25.0,22.5,25.0,25.0,23.5,24.5,23.5,24.5,22.5,24.75,24.75,25.0,Roosevelt_Medical_Center
LABORATORY,RF -  Q,86431,36.0,32.4,36.0,36.0,33.84,35.28,33.84,35.28,32.4,35.64,35.64,36.0,Roosevelt_Medical_Center
LABORATORY,RA DIAGNOSTIC PANEL 1 OF 2 -  Q,86431,36.0,32.4,36.0,36.0,33.84,35.28,33.84,35.28,32.4,35.64,35.64,36.0,Roosevelt_Medical_Center
LABORATORY,QUANTIFERON-GOLD STATE,86480,113.0,101.7,113.0,113.0,106.22,110.74,106.22,110.74,101.7,111.87,111.87,113.0,Roosevelt_Medical_Center
LABORATORY,TB TEST (SKIN),86580,55.0,49.5,55.0,55.0,51.7,53.9,51.7,53.9,49.5,54.45,54.45,55.0,Roosevelt_Medical_Center
LABORATORY,VDRL  STATE,86592,19.0,17.1,19.0,19.0,17.86,18.62,17.86,18.62,17.1,18.81,18.81,19.0,Roosevelt_Medical_Center
LABORATORY,RPR -  Q,86592,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,VDRL -  Q,86592,25.0,22.5,25.0,25.0,23.5,24.5,23.5,24.5,22.5,24.75,24.75,25.0,Roosevelt_Medical_Center
LABORATORY,"LYME AB IGG, IGM 1 OF 2 -  Q",86617,83.0,74.7,83.0,83.0,78.02,81.34,78.02,81.34,74.7,82.17,82.17,83.0,Roosevelt_Medical_Center
LABORATORY,"LYME AB IGG, IGM 2 OF 2 -  Q",86617,83.0,74.7,83.0,83.0,78.02,81.34,78.02,81.34,74.7,82.17,82.17,83.0,Roosevelt_Medical_Center
LABORATORY,LYME AB IGGIGM-REFLEX -  Q,86617,183.0,164.70000000000002,183.0,183.0,172.02,179.34,172.02,179.34,164.7,181.17,181.17,183.0,Roosevelt_Medical_Center
LABORATORY,"LYME AB, TOTAL -  Q",86618,91.0,81.9,91.0,91.0,85.54,89.18,85.54,89.18,81.9,90.09,90.09,91.0,Roosevelt_Medical_Center
LABORATORY,TICK-BORNE DISEASE SEROL PANEL 6 OF 6,86618,50.0,45.0,50.0,50.0,47.0,49.0,47.0,49.0,45.0,49.5,49.5,50.0,Roosevelt_Medical_Center
LABORATORY,"LYME AB, TOTAL STATE",86618,50.0,45.0,50.0,50.0,47.0,49.0,47.0,49.0,45.0,49.5,49.5,50.0,Roosevelt_Medical_Center
LABORATORY,TICK-BORNE DISEASE SEROL PANEL 3 OF 6,86622,31.0,27.900000000000002,31.0,31.0,29.14,30.38,29.14,30.38,27.9,30.69,30.69,31.0,Roosevelt_Medical_Center
LABORATORY,CHLAMYDIA AB 1 OF 2 -  Q,86631,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,CHLAMYDIA AB 2 OF 2 -  Q,86632,15.0,13.5,15.0,15.0,14.1,14.7,14.1,14.7,13.5,14.85,14.85,15.0,Roosevelt_Medical_Center
LABORATORY,COCCID AB,86635,32.0,28.8,32.0,32.0,30.08,31.36,30.08,31.36,28.8,31.68,31.68,32.0,Roosevelt_Medical_Center
LABORATORY,RICKITTSIAL AB PANEL 1 OF 2 -  Q,86638,315.0,283.5,315.0,315.0,296.1,308.7,296.1,308.7,283.5,311.85,311.85,315.0,Roosevelt_Medical_Center
LABORATORY,Q FEVER IGG AB STATE,86638,31.0,27.900000000000002,31.0,31.0,29.14,30.38,29.14,30.38,27.9,30.69,30.69,31.0,Roosevelt_Medical_Center
LABORATORY,TICK-BORNE DISEASE SEROL PANEL 2 OF 6,86638,31.0,27.900000000000002,31.0,31.0,29.14,30.38,29.14,30.38,27.9,30.69,30.69,31.0,Roosevelt_Medical_Center
LABORATORY,CMV-ANTIBODIES 1 OF 2 -  Q,86644,70.0,63.0,70.0,70.0,65.8,68.6,65.8,68.6,63.0,69.3,69.3,70.0,Roosevelt_Medical_Center
LABORATORY,CMV IGG -  Q,86644,55.0,49.5,55.0,55.0,51.7,53.9,51.7,53.9,49.5,54.45,54.45,55.0,Roosevelt_Medical_Center
LABORATORY,CMV IGM -  Q,86645,55.0,49.5,55.0,55.0,51.7,53.9,51.7,53.9,49.5,54.45,54.45,55.0,Roosevelt_Medical_Center
LABORATORY,CMV-ANTIBODIES 2 OF 2 -  Q,86645,70.0,63.0,70.0,70.0,65.8,68.6,65.8,68.6,63.0,69.3,69.3,70.0,Roosevelt_Medical_Center
LABORATORY,EBV-EBNA AB IGG -  Q,86664,57.0,51.300000000000004,57.0,57.0,53.58,55.86,53.58,55.86,51.3,56.43,56.43,57.0,Roosevelt_Medical_Center
LABORATORY,EBV IGG -  Q,86665,54.0,48.6,54.0,54.0,50.76,52.92,50.76,52.92,48.6,53.46,53.46,54.0,Roosevelt_Medical_Center
