BILL_ITEM_ID,LONG_DESCRIPTION,ACTIVITY_TYPE,CPT-4,GMC Global AP Price Schedule,GMC Urgent Care Price Schedule,Glendive Hosp Office Visit Price Schedule,Glendive Medical Center Base Price Schedule,Prof GMC Base Price Schedule,Prof GMC Hosp Office Visit Price Schedule,Prof GMC Urgent Care Price Sched,hospital
6233891,GMC ADMIN INFLUENZA VAC,Patient Care Charges,,,,,33,,,,Glendive_Medical_Center
6233894,GMC ADMIN INFLUENZA VAC NH,Patient Care Charges,,,,,33,,,,Glendive_Medical_Center
6233893,GMC ADMIN PNEUMONIA VAC,Patient Care Charges,,,,,33,,,,Glendive_Medical_Center
6233895,GMC ADMIN PNEUMONIA VAC NH,Patient Care Charges,,,,,33,,,,Glendive_Medical_Center
6335055,GMC Blood Draw PORT,Patient Care Charges,36591,,,,109,,,,Glendive_Medical_Center
6335002,GMC Central Venous Cath Placement,Patient Care Charges,36556,,,,109,,,,Glendive_Medical_Center
6534715,GMC Dispensing Fee - Unit Dose,Patient Care Charges,,,,,6.4,,,,Glendive_Medical_Center
6534714,GMC Dispensing Fee- Bulk,Patient Care Charges,,,,,5.7,,,,Glendive_Medical_Center
6233553,GMC Dressing Change Major,Patient Care Charges,99211,,,,207,,,,Glendive_Medical_Center
6255151,GMC Emergency Room Observation Per Hour,Patient Care Charges,,,,,98,,,,Glendive_Medical_Center
6335001,GMC Epidural Blood Patch Serv,Patient Care Charges,62273,,,,109,,,,Glendive_Medical_Center
6334999,GMC Epidural Cerv/Thor Cont Serv,Patient Care Charges,62318,,,,109,,,,Glendive_Medical_Center
6335003,GMC Epidural Foramen L/S Inj Serv,Patient Care Charges,64483,,,,109,,,,Glendive_Medical_Center
6335000,GMC Epidural Lumbar Cont Serv,Patient Care Charges,62319,,,,311,,,,Glendive_Medical_Center
6301229,GMC Fetal Monitor,Patient Care Charges,59050,,,,391,,,,Glendive_Medical_Center
6300412,GMC Fetal Monitor - Non Stress,Patient Care Charges,59025,,,,207,,,,Glendive_Medical_Center
6300858,GMC Fetal Monitor - Stress Test,Patient Care Charges,59020,,,,700,,,,Glendive_Medical_Center
6800682,GMC Guaiac Stools (manual),Patient Care Charges,82270,,,,,11.0,,,Glendive_Medical_Center
6335324,"GMC Immunotherapy, Multiply Inj",Patient Care Charges,95117,,,,,35.0,,,Glendive_Medical_Center
6335323,"GMC Immunotherapy, One Injection",Patient Care Charges,95115,,,,,28.0,,,Glendive_Medical_Center
6335050,GMC Inj Sgl Mlt Trig Pt 3  Mscl,Patient Care Charges,20553,,,,104,,,,Glendive_Medical_Center
6335325,GMC Inj Ther/Proph SC/IM,Patient Care Charges,96372,,,,,43.0,,,Glendive_Medical_Center
6335043,GMC Insert Bladder Cath Temp Simp,Patient Care Charges,51702,,,,109,,,,Glendive_Medical_Center
6335090,GMC Insertion of PICC >5 Yrs,Patient Care Charges,36569,,,,466,,,,Glendive_Medical_Center
6301695,GMC Labor Charge per Hour,Patient Care Charges,,,,,140,,,,Glendive_Medical_Center
7112593,GMC Labor Charge Per Hour Level 2,Patient Care Charges,,,,,238,,,,Glendive_Medical_Center
6255134,GMC Observation BH >24 Hour,Patient Care Charges,,,,,114,,,,Glendive_Medical_Center
7112609,GMC Observation BH >24 Hr Level 2,Patient Care Charges,,,,,135,,,,Glendive_Medical_Center
6255143,GMC Observation BH 1st Hour,Patient Care Charges,,,,,673,,,,Glendive_Medical_Center
7112605,GMC Observation BH 1st Hr Level 2,Patient Care Charges,,,,,787,,,,Glendive_Medical_Center
6255144,GMC Observation BH 2nd Hour,Patient Care Charges,,,,,435,,,,Glendive_Medical_Center
7112606,GMC Observation BH 2nd Hr Level 2,Patient Care Charges,,,,,518,,,,Glendive_Medical_Center
6255149,GMC Observation BH 3rd Hour,Patient Care Charges,,,,,217,,,,Glendive_Medical_Center
7112607,GMC Observation BH 3rd Hr Level 2,Patient Care Charges,,,,,259,,,,Glendive_Medical_Center
6255150,GMC Observation BH 4-24 Hour,Patient Care Charges,,,,,62,,,,Glendive_Medical_Center
7112608,GMC Observation BH 4-24 Hr Level 2,Patient Care Charges,,,,,72,,,,Glendive_Medical_Center
6255163,GMC Observation ICU > 24 Hour,Patient Care Charges,,,,,135,,,,Glendive_Medical_Center
6255164,GMC Observation ICU 1st Hour,Patient Care Charges,,,,,787,,,,Glendive_Medical_Center
6255165,GMC Observation ICU 2nd  Hour,Patient Care Charges,,,,,518,,,,Glendive_Medical_Center
6255167,GMC Observation ICU 3rd Hour,Patient Care Charges,,,,,259,,,,Glendive_Medical_Center
6255168,GMC Observation ICU 4-24 Hour,Patient Care Charges,,,,,72,,,,Glendive_Medical_Center
7112604,GMC Observation M/S >24 Hr Level 3,Patient Care Charges,,,,,114,,,,Glendive_Medical_Center
6255173,GMC Observation M/S 1st Hour Level 1,Patient Care Charges,,,,,414,,,,Glendive_Medical_Center
6255174,GMC Observation M/S 1st Hour Level II,Patient Care Charges,,,,,611,,,,Glendive_Medical_Center
7112599,GMC Observation M/S 1st Hr Level 3,Patient Care Charges,,,,,673,,,,Glendive_Medical_Center
6255179,GMC Observation M/S 2nd Hour Level I,Patient Care Charges,,,,,269,,,,Glendive_Medical_Center
6255571,GMC Observation M/S 2nd Hour Level II,Patient Care Charges,,,,,393,,,,Glendive_Medical_Center
7112600,GMC Observation M/S 2nd Hr Level 3,Patient Care Charges,,,,,435,,,,Glendive_Medical_Center
6255205,GMC Observation M/S 3rd Hour Level I,Patient Care Charges,,,,,135,,,,Glendive_Medical_Center
6255200,GMC Observation M/S 3rd Hour Level II,Patient Care Charges,,,,,197,,,,Glendive_Medical_Center
7112602,GMC Observation M/S 3rd Hr Level 3,Patient Care Charges,,,,,217,,,,Glendive_Medical_Center
6255207,GMC Observation M/S 4-24 Hour Level I,Patient Care Charges,,,,,41,,,,Glendive_Medical_Center
6255206,GMC Observation M/S 4-24 Hour Level II,Patient Care Charges,,,,,62,,,,Glendive_Medical_Center
7112603,GMC Observation M/S 4-24 Hr Level 3,Patient Care Charges,,,,,62,,,,Glendive_Medical_Center
6255615,GMC Observation M/S Over 24 Hour Level I,Patient Care Charges,,,,,72,,,,Glendive_Medical_Center
6255609,GMC Observation M/S Over 24 Hour Level II,Patient Care Charges,,,,,104,,,,Glendive_Medical_Center
7112598,GMC Observation OB >24 Hr Level 2,Patient Care Charges,,,,,104,,,,Glendive_Medical_Center
6255208,GMC Observation OB 1st Hour,Patient Care Charges,,,,,414,,,,Glendive_Medical_Center
7112594,GMC Observation OB 1st HR Level 2,Patient Care Charges,,,,,611,,,,Glendive_Medical_Center
6255209,GMC Observation OB 2nd  Hour,Patient Care Charges,,,,,269,,,,Glendive_Medical_Center
7112595,GMC Observation OB 2nd Hr Level 2,Patient Care Charges,,,,,393,,,,Glendive_Medical_Center
6255210,GMC Observation OB 3rd  Hour,Patient Care Charges,,,,,135,,,,Glendive_Medical_Center
7112596,GMC Observation OB 3rd Hr Level 2,Patient Care Charges,,,,,197,,,,Glendive_Medical_Center
6255215,GMC Observation OB 4-24 Hour,Patient Care Charges,,,,,41,,,,Glendive_Medical_Center
7112597,GMC Observation OB 4-24 Hr Level 2,Patient Care Charges,,,,,62,,,,Glendive_Medical_Center
6255216,GMC Observation OB Over 24 Hour,Patient Care Charges,,,,,72,,,,Glendive_Medical_Center
6255486,GMC Observation OR 1st Hour,Patient Care Charges,99219,,,,393,,,,Glendive_Medical_Center
6255493,GMC Observation OR 2nd Hour,Patient Care Charges,99219,,,,259,,,,Glendive_Medical_Center
6255494,GMC Observation OR 3rd Hour,Patient Care Charges,99219,,,,135,,,,Glendive_Medical_Center
6255495,GMC Observation OR 4-24 Hour,Patient Care Charges,99219,,,,41,,,,Glendive_Medical_Center
6255498,GMC Observation OR Over 24 Hour,Patient Care Charges,99219,,,,72,,,,Glendive_Medical_Center
6335032,GMC Phlebotomy (Treatment Room),Patient Care Charges,99195,,,,311,,,,Glendive_Medical_Center
6335265,GMC TDAP Vaccine >7 IM,Patient Care Charges,90715,,,,48,,,,Glendive_Medical_Center
6334976,GMC Treatment Room Level 1,Patient Care Charges,,,,,98,,,,Glendive_Medical_Center
6334979,GMC Treatment Room Level II,Patient Care Charges,,,,,279,,,,Glendive_Medical_Center
6334980,GMC Treatment Room Level III,Patient Care Charges,,,,,543,,,,Glendive_Medical_Center
6800687,GMC Urine Drug Scn w/Adltnts Form (manual),Patient Care Charges,80305,,,,,42.0,,,Glendive_Medical_Center
6512530,Hydration IV EA ADD'l >1 HR,Patient Care Charges,96361,,,,109,,,,Glendive_Medical_Center
6335042,IInj Sgl Mlt Trig Pt 1 2 Mscl,Patient Care Charges,20552,,,,104,,,,Glendive_Medical_Center
6187752,IMMUN ADMIN INITIAL NASAL/ORAL,Patient Care Charges,90473,,,,23,,,,Glendive_Medical_Center
6518468,INFLUENZA VIRUS VACCINE 6-35 months,Patient Care Charges,90657,,,,,16.0,,,Glendive_Medical_Center
6292871,Irrigation Implted Vad F/Drug Dlvr Syss,Patient Care Charges,96523,,,,109,,,,Glendive_Medical_Center
5777569,Iv Inj Addl Push Of Same Drug,Patient Care Charges,96376,,,,109,,,,Glendive_Medical_Center
6512532,"IV Push, Each Add'l Seq New",Patient Care Charges,96375,,,,109,,,,Glendive_Medical_Center
6512531,"IV Push, Single or Initial",Patient Care Charges,96374,,,,109,,,,Glendive_Medical_Center
6512535,IV Therapy Ea Add'l HR,Patient Care Charges,96366,,,,109,,,,Glendive_Medical_Center
6512533,IV Therapy Initial 15m or Less,Patient Care Charges,96374,,,,109,,,,Glendive_Medical_Center
6512534,IV Therapy Initial 16min-90min,Patient Care Charges,96365,,,,311,,,,Glendive_Medical_Center
6796605,Medication Pick Up Only,Patient Care Charges,,,,,65,,,,Glendive_Medical_Center
6512529,RP Hydration IV Infusion Initial,Patient Care Charges,96360,,,,311,,,,Glendive_Medical_Center
6335103,Telehealth Originator,Patient Care Charges,,,,,62,,,,Glendive_Medical_Center
6519569,TETANUS IMMUNIZATION,Patient Care Charges,90703,,,,,24.0,,,Glendive_Medical_Center
6224732,ROOM/BED: Assisted Living - DBL Daily EA GMC,Person Management,,,,,85.48,,,,Glendive_Medical_Center
6224740,ROOM/BED: Assisted Living - MO Single GMC,Person Management,,,,,3635,,,,Glendive_Medical_Center
6224743,ROOM/BED: Assisted Living Daily Studio GMC,Person Management,,,,,116.05,,,,Glendive_Medical_Center
6224735,ROOM/BED: Assisted Living MO DBL Each GMC,Person Management,,,,,2600,,,,Glendive_Medical_Center
6224731,ROOM/BED: Assisted Living MO Studio GMC,Person Management,,,,,3530,,,,Glendive_Medical_Center
6224736,ROOM/BED: Assisted Living Single Daily GMC,Person Management,,,,,119.51,,,,Glendive_Medical_Center
6161504,ROOM/BED: Behavior Health GMC,Person Management,,,,,2608,,,,Glendive_Medical_Center
6161485,ROOM/BED: Behavior Health Security Private GMC,Person Management,,,,,3043,,,,Glendive_Medical_Center
6161512,ROOM/BED: EMVH Intermediate Private GMC,Person Management,,,,,250,,,,Glendive_Medical_Center
6161513,ROOM/BED: EMVH Intermediate Semi Private GMC,Person Management,,,,,250,,,,Glendive_Medical_Center
6161514,ROOM/BED: EMVH Skilled Private GMC,Person Management,,,,,250,,,,Glendive_Medical_Center
6161499,ROOM/BED: EMVH Skilled Semi Private GMC,Person Management,,,,,250,,,,Glendive_Medical_Center
6161505,ROOM/BED: Intensive Care GMC,Person Management,,,,,3043,,,,Glendive_Medical_Center
6161506,ROOM/BED: Isolation MS GMC,Person Management,,,,,1946,,,,Glendive_Medical_Center
6161510,ROOM/BED: Med Surg Level 1 GMC,Person Management,,,,,1604,,,,Glendive_Medical_Center
6247439,ROOM/BED: Med Surg Level II GMC,Person Management,,,,,2339,,,,Glendive_Medical_Center
7112544,ROOM/BED: Med Surg Level III GMC,Person Management,,,,,2608,,,,Glendive_Medical_Center
6161486,ROOM/BED: NH Intermediate Private 1 GMC,Person Management,,,,,273,,,,Glendive_Medical_Center
6161487,ROOM/BED: NH Intermediate Semi Private 1 GMC,Person Management,,,,,258,,,,Glendive_Medical_Center
6161489,ROOM/BED: NH Respite GMC,Person Management,,,,,258,,,,Glendive_Medical_Center
6161490,ROOM/BED: NH Skilled Private 1 GMC,Person Management,,,,,273,,,,Glendive_Medical_Center
6161511,ROOM/BED: NH Skilled Semi Private 1 GMC,Person Management,,,,,258,,,,Glendive_Medical_Center
6161507,ROOM/BED: Nursery Level I GMC,Person Management,,,,,1201,,,,Glendive_Medical_Center
6247437,ROOM/BED: Nursery Level II GMC,Person Management,,,,,1801,,,,Glendive_Medical_Center
7112545,ROOM/BED: Nursery Level III GMC,Person Management,,,,,2122,,,,Glendive_Medical_Center
6161492,ROOM/BED: Obstetrics Level I GMC,Person Management,,,,,1604,,,,Glendive_Medical_Center
6161508,ROOM/BED: Obstetrics Level II GMC,Person Management,,,,,2339,,,,Glendive_Medical_Center
6161493,ROOM/BED: Respite GMC,Person Management,,,,,258,,,,Glendive_Medical_Center
6161494,ROOM/BED: Swing Bed GMC,Person Management,,,,,538,,,,Glendive_Medical_Center
7158455,ROOM/BED: Swing Bed Intermediate GMC,Person Management,,,,,258,,,,Glendive_Medical_Center
6161495,ROOM/BED: Swing Bed Isoloation GMC,Person Management,,,,,859,,,,Glendive_Medical_Center
7112546,ROOM/BED: Swing Bed Level II GMC,Person Management,,,,,714,,,,Glendive_Medical_Center
5674326,96372 Admin SQ/IM POM,Pharmacy Charges,96372,,,,,43.0,,,Glendive_Medical_Center
6108267,Administration Influenza,Pharmacy Charges,,,,,,33.0,,,Glendive_Medical_Center
7457480,90912 PT Biofeedback Trng/Specified Initial 15 Min,Physical Therapy Charges,90912,,,,135,,,,Glendive_Medical_Center
7457481,90913 PT Biofeedback Trng/Specified Addtl 15 Min,Physical Therapy Charges,90913,,,,75,,,,Glendive_Medical_Center
7184338,97014 PT Tens Application - Supervision Only,Physical Therapy Charges,97014,,,,90,,,,Glendive_Medical_Center
7184351,97032 PT Tens Application - Requiring constant attendance,Physical Therapy Charges,97032,,,,90,,,,Glendive_Medical_Center
5777479,Canalith Repositioning Per Day Pt,Physical Therapy Charges,95992,,,,120,,,,Glendive_Medical_Center
616767,Charge for PT Evaluation,Physical Therapy Charges,97001,,,,215,,,,Glendive_Medical_Center
6864359,Charge for PT Evaluation - High Complexity,Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6864357,Charge for PT Evaluation - Low Complexity,Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6864358,Charge for PT Evaluation - Moderate Complexity,Physical Therapy Charges,97162,,,,215,,,,Glendive_Medical_Center
6000256,Charge for PT Evaluation Unit(s),Physical Therapy Charges,,,,,215,,,,Glendive_Medical_Center
6003489,Charge for PT Evaluation Unit(s),Physical Therapy Charges,,,,,215,,,,Glendive_Medical_Center
6250789,Charge for PT Evaluation Unit(s),Physical Therapy Charges,97001,,,,215,,,,Glendive_Medical_Center
6251382,Charge for PT Evaluation Unit(s),Physical Therapy Charges,97001,,,,215,,,,Glendive_Medical_Center
6545686,Charge for PT Evaluation Unit(s),Physical Therapy Charges,97001,,,,215,,,,Glendive_Medical_Center
6747018,Charge for PT Evaluation Unit(s),Physical Therapy Charges,,,,,215,,,,Glendive_Medical_Center
6294040,GMC DAWSON COUNTY JOB SCREENING,Physical Therapy Charges,99999,,,,200,,,,Glendive_Medical_Center
6061245,PT ADL Training EA 15 Min,Physical Therapy Charges,97535,,,,85,,,,Glendive_Medical_Center
6508060,PT ADL Training EA 15min Unit(s),Physical Therapy Charges,97535,,,,85,,,,Glendive_Medical_Center
6535736,PT ADL Training EA 15min Unit(s),Physical Therapy Charges,97535,,,,85,,,,Glendive_Medical_Center
6545237,PT ADL Training EA 15min Unit(s),Physical Therapy Charges,97535,,,,85,,,,Glendive_Medical_Center
6545485,PT ADL Training EA 15min Unit(s),Physical Therapy Charges,97535,,,,85,,,,Glendive_Medical_Center
6508061,PT Aquatic Therapy Unit(s),Physical Therapy Charges,97113,,,,105,,,,Glendive_Medical_Center
6535737,PT Aquatic Therapy Unit(s),Physical Therapy Charges,97113,,,,105,,,,Glendive_Medical_Center
6545238,PT Aquatic Therapy Unit(s),Physical Therapy Charges,97113,,,,105,,,,Glendive_Medical_Center
6545486,PT Aquatic Therapy Unit(s),Physical Therapy Charges,97113,,,,105,,,,Glendive_Medical_Center
5620105,PT Check-Out Ortho/Prosth Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6000276,PT Check-Out Ortho/Prosth Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6003509,PT Check-Out Ortho/Prosth Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6747038,PT Check-Out Ortho/Prosth Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6747488,PT Check-Out Ortho/Prosth Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
616759,PT Electrical Stimulation Manual,Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
5620106,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6000280,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6003513,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6250813,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6251406,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6251997,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6408210,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6747042,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6747492,PT Electrical Stimulation Manual Unit(s),Physical Therapy Charges,97032,,,,140,,,,Glendive_Medical_Center
6860023,PT Evaluation - High Unit(s),Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6860035,PT Evaluation - High Unit(s),Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6860041,PT Evaluation - High Unit(s),Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6860345,PT Evaluation - High Unit(s),Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6860351,PT Evaluation - High Unit(s),Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6860357,PT Evaluation - High Unit(s),Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6860363,PT Evaluation - High Unit(s),Physical Therapy Charges,97163,,,,260,,,,Glendive_Medical_Center
6860019,PT Evaluation - Low Unit(s),Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6860031,PT Evaluation - Low Unit(s),Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6860037,PT Evaluation - Low Unit(s),Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6860341,PT Evaluation - Low Unit(s),Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6860347,PT Evaluation - Low Unit(s),Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6860353,PT Evaluation - Low Unit(s),Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6860359,PT Evaluation - Low Unit(s),Physical Therapy Charges,97161,,,,175,,,,Glendive_Medical_Center
6860021,PT Evaluation - Mod Unit(s),Physical Therapy Charges,97162,,,,215,,,,Glendive_Medical_Center
6860033,PT Evaluation - Mod Unit(s),Physical Therapy Charges,97162,,,,215,,,,Glendive_Medical_Center
6860039,PT Evaluation - Mod Unit(s),Physical Therapy Charges,97162,,,,215,,,,Glendive_Medical_Center
6860343,PT Evaluation - Mod Unit(s),Physical Therapy Charges,97162,,,,215,,,,Glendive_Medical_Center
6860349,PT Evaluation - Mod Unit(s),Physical Therapy Charges,97162,,,,215,,,,Glendive_Medical_Center
6860355,PT Evaluation - Mod Unit(s),Physical Therapy Charges,97162,,,,207,,,,Glendive_Medical_Center
6860361,PT Evaluation - Mod Unit(s),Physical Therapy Charges,97162,,,,215,,,,Glendive_Medical_Center
616577,PT Gait Train Patient,Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
5620107,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6000264,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6003497,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6250791,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6251384,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6251975,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6408192,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6747020,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
6747474,PT Gait Train Patient Unit(s),Physical Therapy Charges,97116,,,,85,,,,Glendive_Medical_Center
616842,PT Iontophoresis Each 15,Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
5620108,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6000282,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6003515,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6250815,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6251408,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6251999,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6408216,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6747044,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
6747498,PT Iontophoresis Unit(s),Physical Therapy Charges,97033,,,,205,,,,Glendive_Medical_Center
5620109,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97150,,,,100,,,,Glendive_Medical_Center
6000266,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97110,,,,75,,,,Glendive_Medical_Center
6250803,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97110,,,,75,,,,Glendive_Medical_Center
6251396,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97110,,,,75,,,,Glendive_Medical_Center
6251987,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97110,,,,75,,,,Glendive_Medical_Center
6408204,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97110,,,,75,,,,Glendive_Medical_Center
6747032,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97150,,,,100,,,,Glendive_Medical_Center
6747486,PT IP Exercise/Group Unit(s),Physical Therapy Charges,97150,,,,100,,,,Glendive_Medical_Center
616869,PT Manual Therapy Each 15,Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
5620110,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6000278,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6003511,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6250811,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6251404,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6251995,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6408212,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6747040,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6747494,PT Manual Therapy Unit(s),Physical Therapy Charges,97140,,,,59,,,,Glendive_Medical_Center
6508062,PT Mech. Traction Therapy Unit(s),Physical Therapy Charges,97012,,,,85,,,,Glendive_Medical_Center
6535738,PT Mech. Traction Therapy Unit(s),Physical Therapy Charges,97012,,,,85,,,,Glendive_Medical_Center
6545239,PT Mech. Traction Therapy Unit(s),Physical Therapy Charges,97012,,,,85,,,,Glendive_Medical_Center
6545487,PT Mech. Traction Therapy Unit(s),Physical Therapy Charges,97012,,,,85,,,,Glendive_Medical_Center
616628,PT Mechanical Traction Therapy,Physical Therapy Charges,97012,,,,110,,,,Glendive_Medical_Center
6061237,PT Message Therapy,Physical Therapy Charges,97124,,,,85,,,,Glendive_Medical_Center
616911,PT Neuromuscular Each 15,Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
5620111,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6000262,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6003495,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6250807,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6251400,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6251991,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6408208,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6747036,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
6747490,PT Neuromuscular Unit(s),Physical Therapy Charges,97112,,,,85,,,,Glendive_Medical_Center
5620112,PT Orthotic Training Lower Extremity Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6000272,PT Orthotic Training Lower Extremity Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6003505,PT Orthotic Training Lower Extremity Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6747034,PT Orthotic Training Lower Extremity Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
6747484,PT Orthotic Training Lower Extremity Unit(s),Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
616927,PT Orthotic Training per 15 min,Physical Therapy Charges,97760,,,,85,,,,Glendive_Medical_Center
5777239,PT Paraffin Bath,Physical Therapy Charges,97018,,,,80,,,,Glendive_Medical_Center
6294029,PT Physical Perform Ea 15M,Physical Therapy Charges,97750,,,,90,,,,Glendive_Medical_Center
616959,PT Re-Evaluation,Physical Therapy Charges,97164,,,,130,,,,Glendive_Medical_Center
5620114,PT Re-Evaluation Unit(s),Physical Therapy Charges,97164,,,,130,,,,Glendive_Medical_Center
6000270,PT Re-Evaluation Unit(s),Physical Therapy Charges,97164,,,,130,,,,Glendive_Medical_Center
6003503,PT Re-Evaluation Unit(s),Physical Therapy Charges,97164,,,,130,,,,Glendive_Medical_Center
6250793,PT Re-Evaluation Unit(s),Physical Therapy Charges,97164,,,,130,,,,Glendive_Medical_Center
6251386,PT Re-Evaluation Unit(s),Physical Therapy Charges,97164,,,,130,,,,Glendive_Medical_Center
6251977,PT Re-Evaluation Unit(s),Physical Therapy Charges,97164,,,,130,,,,Glendive_Medical_Center
